time,open,high,low,close,open-closeÇÃç∑,"open ,highÇÃç∑Ç™0.010à»è„",,"open ,lowÇÃç∑Ç™0.010à»è„",,"open ,highÇÃç∑Ç™0.009à»è„",,"open ,lowÇÃç∑Ç™0.009à»è„",,"open ,highÇÃç∑Ç™0.008 à»è„",,"open ,lowÇÃç∑Ç™0.008 à»è„",,"open ,highÇÃç∑Ç™0.007à»è„",,"open ,lowÇÃç∑Ç™0.007à»è„",,Volume,Volume MA,"open ,highÇÃç∑Ç™0.006à»è„",,"open ,lowÇÃç∑Ç™0.006à»è„",,"open ,highÇÃç∑Ç™0.005à»è„",,"open ,lowÇÃç∑Ç™0.005à»è„",,"open ,highÇÃç∑Ç™0.004à»è„",,"open ,lowÇÃç∑Ç™0.004à»è„",,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR,,CCI,Fisher,Trigger,Plot,MACD,Signal Line,Histogram,Cross
2021-03-25T08:00:00Z,109.077,109.098,109.042,109.061,-0.016,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1083,436,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9499583,108.9903333,108.6404167,1083,436,69.28427178,0.054421429,0,62.05811756,0.045461894,0.136385681,227.87068,2.924666261,2.532747065,0.775510204,0.040561118,0.032071059,0.008490059,NaN
2021-03-25T08:15:00Z,109.061,109.114,109.056,109.094,0.033,1,FALSE,0,0.036,1,FALSE,0,0.036,1,FALSE,0,0.036,1,FALSE,0,0.036,991,462,1,FALSE,0,0.036,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9347083,108.9760833,108.6175,991,462,72.36230471,0.0662175,0,63.95008732,0.046357473,0.139072418,232.5925926,3.326814719,2.924666261,0.775510204,0.045867097,0.033755951,0.012111146,NaN
2021-03-25T08:30:00Z,109.094,109.148,109.086,109.128,0.034,1,FALSE,0,0.037,1,FALSE,0,0.037,1,FALSE,0,0.037,1,FALSE,1,FALSE,932,496.6,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9305,108.974,108.626,932,496.6,75.12781938,0.0805925,0,65.38045235,0.047474796,0.142424388,218.4009406,3.732075033,3.326814719,0.775510204,0.052213753,0.036180419,0.016033334,NaN
2021-03-25T08:45:00Z,109.128,109.165,109.127,109.127,-0.001,1,FALSE,0,-0.002,1,FALSE,0,-0.002,1,FALSE,0,-0.002,1,FALSE,0,-0.002,722,516.6,1,FALSE,0,-0.002,1,FALSE,0,-0.002,1,FALSE,0,-0.002,108.9421875,108.98675,108.63025,722,516.6,74.89046,0.090438929,0,58.90169973,0.046798025,0.140394075,170.3391155,4.137571339,3.732075033,0.775510204,0.056511403,0.039076925,0.017434478,NaN
2021-03-25T09:00:00Z,109.127,109.141,109.098,109.107,-0.02,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,757,536.95,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.63025,757,536.95,70.11895134,0.099612143,0,55.76896315,0.046526737,0.139580212,119.9032861,3.489715144,4.137571339,0.775510204,0.057639062,0.042212754,0.015426308,NaN
2021-03-25T09:15:00Z,109.107,109.117,109.09,109.115,0.008,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,428,528.15,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.63025,428,528.15,70.91714976,0.108093571,0,59.67648856,0.04513197,0.135395911,108.9311567,2.736817998,3.489715144,0.775510204,0.058503876,0.045314216,0.013189661,NaN
2021-03-25T09:30:00Z,109.115,109.126,109.062,109.08,-0.035,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,780,546.35,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.63025,780,546.35,62.98947613,0.1057075,0,48.15237711,0.046479687,0.139439061,65.16437421,2.113952963,2.736817998,0.775510204,0.055722704,0.048096364,0.00762634,NaN
2021-03-25T09:45:00Z,109.08,109.09,109.048,109.055,-0.025,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,715,568.25,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.6005417,715,568.25,58.00185961,0.095578214,0,46.82929307,0.046159709,0.138479128,35.19326214,1.424729217,2.113952963,0.775510204,0.050914404,0.050499133,0.000415271,NaN
2021-03-25T10:00:00Z,109.055,109.082,109.029,109.076,0.021,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,830,593,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.6005417,830,593,60.8090678,0.089390357,0,50.13296527,0.046648301,0.139944904,50.33180194,0.617941397,1.424729217,0.775510204,0.04824221,0.051797292,-0.003555082,0.051797292
2021-03-25T10:15:00Z,109.076,109.083,109.038,109.061,-0.015,0,-0.018,1,FALSE,0,-0.018,1,FALSE,0,-0.018,1,FALSE,1,FALSE,1,FALSE,537,606.25,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.6005417,537,606.25,57.8353837,0.079490714,0,48.0022374,0.046530566,0.139591697,30.36643597,-0.064028301,0.617941397,0.775510204,0.044402261,0.052224086,-0.007821825,NaN
2021-03-25T10:30:00Z,109.061,109.104,109.061,109.083,0.022,1,FALSE,0,0.025,1,FALSE,0,0.025,1,FALSE,0,0.025,1,FALSE,0,0.025,492,617.45,1,FALSE,0,0.025,1,FALSE,0,0.025,1,FALSE,0,0.025,108.9421875,108.98675,108.6005417,492,617.45,60.85866284,0.073591071,0,50.56976012,0.046278382,0.138835147,49.17201757,-0.422784375,-0.064028301,0.775510204,0.042642731,0.051865823,-0.009223092,NaN
2021-03-25T10:45:00Z,109.083,109.115,109.083,109.108,0.025,1,FALSE,0,0.028,1,FALSE,0,0.028,1,FALSE,0,0.028,1,FALSE,0,0.028,528,622.8,1,FALSE,0,0.028,1,FALSE,0,0.028,1,FALSE,0,0.028,108.9421875,108.98675,108.6005417,528,622.8,64.01613757,0.068571429,0,55.03844182,0.045258498,0.135775494,72.91571961,-0.479666702,-0.422784375,0.775510204,0.042772526,0.050816797,-0.008044271,NaN
2021-03-25T11:00:00Z,109.108,109.118,109.074,109.102,-0.006,0,-0.009,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,506,620.9,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.6005417,506,620.9,62.7086794,0.062888929,0,54.28210335,0.045168605,0.135505816,62.1491315,-0.327956931,-0.479666702,0.775510204,0.04190815,0.049194214,-0.007286064,NaN
2021-03-25T11:15:00Z,109.102,109.114,109.074,109.09,-0.012,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,602,633.5,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.6005417,602,633.5,60.06636572,0.054016429,0,53.91413495,0.044799419,0.134398257,42.33392645,-0.022558602,-0.327956931,0.775510204,0.039796081,0.04721166,-0.00741558,NaN
2021-03-25T11:30:00Z,109.09,109.092,109.036,109.056,-0.034,0,-0.037,1,FALSE,0,-0.037,1,FALSE,0,-0.037,1,FALSE,0,-0.037,1,FALSE,819,660.75,0,-0.037,1,FALSE,0,-0.037,1,FALSE,0,-0.037,1,FALSE,108.9421875,108.98675,108.5708333,819,660.75,53.22343737,0.039105357,0,54.81903219,0.045599461,0.136798382,-16.54905914,-0.118599257,-0.022558602,0.775510204,0.034975558,0.044597403,-0.009621844,NaN
2021-03-25T11:45:00Z,109.056,109.1,109.053,109.094,0.038,1,FALSE,0,0.041,1,FALSE,0,0.041,1,FALSE,0,0.041,1,FALSE,0,0.041,681,677.4,1,FALSE,0,0.041,1,FALSE,0,0.041,1,FALSE,0,0.041,108.9421875,108.98675,108.5708333,681,677.4,58.86399581,0.030182143,0,55.02516533,0.045699499,0.137098497,42.30921313,-0.14249997,-0.118599257,0.775510204,0.033831553,0.042165053,-0.0083335,NaN
2021-03-25T12:00:00Z,109.094,109.103,109.069,109.095,0.001,0,0.002,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,693,690.05,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.5708333,693,690.05,59.00409491,0.022725,0,56.82106833,0.044863821,0.134591462,39.52248493,0.006046252,-0.14249997,0.775510204,0.03262948,0.040133394,-0.007503915,NaN
2021-03-25T12:15:00Z,109.095,109.136,109.089,109.107,0.012,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,0,0.015,831,712.1,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.5708333,831,712.1,60.73237385,0.016414286,0,56.18010782,0.045016405,0.135049215,63.12292359,0.405054315,0.006046252,0.775510204,0.032273104,0.038359049,-0.006085946,NaN
2021-03-25T12:30:00Z,109.107,109.149,109.092,109.144,0.037,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1191,754.55,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.5708333,1191,754.55,65.55423163,0.014886429,0,60.18239676,0.045872376,0.137617128,171.7171717,0.873667261,0.405054315,0.775510204,0.034577674,0.037267428,-0.002689755,NaN
2021-03-25T12:45:00Z,109.144,109.152,109.116,109.118,-0.026,0,-0.029,1,FALSE,0,-0.029,1,FALSE,0,-0.029,1,FALSE,1,FALSE,1,FALSE,817,746.75,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,108.9421875,108.98675,108.541125,817,746.75,59.98049901,0.013120714,0,54.93007884,0.045167206,0.135501619,76.29020194,1.349560847,0.873667261,0.775510204,0.033915127,0.036297695,-0.002382567,NaN
2021-03-25T13:00:00Z,109.118,109.12,109.067,109.092,-0.026,0,-0.029,1,FALSE,0,-0.029,1,FALSE,0,-0.029,1,FALSE,0,-0.029,1,FALSE,868,736,0,-0.029,1,FALSE,0,-0.029,1,FALSE,0,-0.029,1,FALSE,108.9421875,108.98675,108.541125,868,736,54.94907977,0.005192143,0,55.833122,0.045726692,0.137180075,-16.43444087,1.137350723,1.349560847,0.775510204,0.030935467,0.034982466,-0.004046999,NaN
2021-03-25T13:15:00Z,109.092,109.094,109.024,109.062,-0.03,0,-0.033,1,FALSE,0,-0.033,1,FALSE,0,-0.033,1,FALSE,0,-0.033,1,FALSE,1045,738.7,0,-0.033,1,FALSE,0,-0.033,1,FALSE,0,-0.033,1,FALSE,108.9421875,108.98675,108.541125,1045,738.7,49.76213063,-0.004669286,0,58.25167275,0.047460499,0.142381498,-109.4527363,0.52821172,1.137350723,0.775510204,0.025855272,0.033198813,-0.007343541,NaN
2021-03-25T13:30:00Z,109.062,109.118,109.06,109.114,0.052,1,FALSE,0,0.055,1,FALSE,0,0.055,1,FALSE,0,0.055,1,FALSE,0,0.055,996,741.9,1,FALSE,0,0.055,1,FALSE,0,0.055,1,FALSE,0,0.055,109.0907292,109.165,108.6896667,996,741.9,57.28817046,-0.000950714,0,59.75220415,0.048213321,0.144639962,67.6975945,0.170739651,0.52821172,0.355166052,0.025728563,0.031635755,-0.005907192,NaN
2021-03-25T13:45:00Z,109.114,109.14,109.102,109.102,-0.012,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1107,761.15,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0907292,109.165,108.6896667,1107,761.15,55.23186516,0.001662143,0,54.23194455,0.047483798,0.142451393,32.70302366,0.239811937,0.170739651,0.281144781,0.024378822,0.03045834,-0.006079518,NaN
2021-03-25T14:00:00Z,109.102,109.14,109.07,109.117,0.015,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1236,785.1,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0907292,109.165,108.6896667,1236,785.1,57.29531022,0.005655357,0,57.0370956,0.049092098,0.147276294,83.62307212,0.299266152,0.239811937,0.451719265,0.024240092,0.029392622,-0.00515253,NaN
2021-03-25T14:15:00Z,109.117,109.138,109.086,109.112,-0.005,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,886,808,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0907292,109.165,108.6896667,886,808,56.36274445,0.010013571,0,53.06835588,0.049299805,0.147899416,66.81034483,0.410706269,0.299266152,0.441230487,0.0234563,0.02837338,-0.00491708,NaN
2021-03-25T14:30:00Z,109.112,109.194,109.108,109.162,0.05,1,FALSE,0,0.053,1,FALSE,0,0.053,1,FALSE,0,0.053,1,FALSE,0,0.053,1046,821.3,1,FALSE,0,0.053,1,FALSE,0,0.053,1,FALSE,0,0.053,109.0857917,109.1630833,108.6993333,1046,821.3,62.87092009,0.018443929,0,56.89723816,0.051921248,0.155763743,203.7914692,0.756060747,0.410706269,0.323896753,0.026563513,0.027738981,-0.001175468,NaN
2021-03-25T14:45:00Z,109.162,109.174,109.087,109.098,-0.064,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,808,825.95,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.1630833,108.6993333,808,825.95,52.14961621,0.011845357,0,50.74533688,0.054426873,0.163280619,-5.804749341,0.952505882,0.756060747,0.318088175,0.023589809,0.026518107,-0.002928298,NaN
2021-03-25T15:00:00Z,109.098,109.114,109.074,109.102,0.004,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,783,823.6,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.1630833,108.6993333,783,823.6,52.69260582,0.008066429,0,52.17994115,0.053396382,0.160189146,3.942551394,0.751580101,0.952505882,0.424109107,0.021310242,0.025117564,-0.003807322,NaN
2021-03-25T15:15:00Z,109.102,109.16,109.08,109.15,0.048,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,713,832.4,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.1630833,108.6993333,713,832.4,58.74282986,0.011629643,0,53.37475605,0.05529664,0.165889921,162.1228644,0.67168755,0.751580101,0.539010466,0.023110464,0.02424812,-0.001137655,NaN
2021-03-25T15:30:00Z,109.15,109.18,109.142,109.161,0.011,1,FALSE,0,0.014,1,FALSE,0,0.014,1,FALSE,1,FALSE,1,FALSE,1,FALSE,702,842.9,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.194,108.6993333,702,842.9,60.00518697,0.018471071,0,55.34464182,0.054061166,0.162183498,169.2861821,0.915837735,0.67168755,0.6175,0.025135021,0.024168092,0.000966929,0.024168092
2021-03-25T15:45:00Z,109.161,109.186,109.122,109.134,-0.027,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,884,860.7,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.194,108.6993333,884,860.7,55.51514848,0.021695,0,50.75767743,0.054771083,0.164313248,72.02216066,1.168797769,0.915837735,0.905847953,0.024280927,0.024007243,0.000273684,NaN
2021-03-25T16:00:00Z,109.134,109.153,109.112,109.144,0.01,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,611,865.95,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.194,108.6993333,611,865.95,56.80435402,0.026049286,0,52.08580154,0.053787434,0.161362302,90.84312872,1.080159112,1.168797769,0.895869692,0.02413278,0.023979905,0.000152875,NaN
2021-03-25T16:15:00Z,109.144,109.156,109.134,109.138,-0.006,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,360,853.85,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.194,108.6993333,360,853.85,55.76018652,0.027764643,0,49.64866344,0.051516903,0.154550709,65.77624587,1.062762633,1.080159112,1.150558843,0.02326306,0.023871346,-0.000608286,0.023871346
2021-03-25T16:30:00Z,109.138,109.156,109.133,109.144,0.006,1,FALSE,0,0.009,1,FALSE,0,0.009,1,FALSE,0,0.009,1,FALSE,0,0.009,286,827.2,1,FALSE,0,0.009,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0857917,109.194,108.6993333,286,827.2,56.61894946,0.026673929,0,55.48334583,0.049479981,0.148439944,73.90648567,1.066004785,1.062762633,1.296918768,0.022795183,0.023797889,-0.001002706,NaN
2021-03-25T16:45:00Z,109.144,109.181,109.142,109.173,0.029,1,FALSE,0,0.032,1,FALSE,0,0.032,1,FALSE,0,0.032,1,FALSE,0,0.032,312,808.75,1,FALSE,0,0.032,1,FALSE,0,0.032,1,FALSE,0,0.032,109.0857917,109.194,108.6993333,312,808.75,60.59991647,0.033601429,0,56.77316924,0.048731411,0.146194234,138.2437051,1.32151909,1.066004785,1.307313643,0.024482228,0.023566635,0.000915593,0.023566635
2021-03-25T17:00:00Z,109.173,109.228,109.156,109.17,-0.003,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,978,823,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.0825,109.1956667,108.7106667,978,823,59.98664743,0.036972857,0,44.71393077,0.050393453,0.15118036,115.0537634,1.682490222,1.32151909,1.382947977,0.025285671,0.023755064,0.001530607,NaN
2021-03-25T17:15:00Z,109.17,109.224,109.166,109.21,0.04,1,FALSE,0,0.043,1,FALSE,0,0.043,1,FALSE,0,0.043,1,FALSE,0,0.043,568,809.85,1,FALSE,0,0.043,1,FALSE,0,0.043,1,FALSE,1,FALSE,109.0825,109.228,108.7106667,568,809.85,65.06337019,0.047916071,0,49.13477681,0.050936778,0.152810334,188.8260685,2.084150673,1.682490222,1.283530229,0.028817877,0.024589246,0.004228631,NaN
2021-03-25T17:30:00Z,109.21,109.238,109.17,109.17,-0.04,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,449,772.75,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,449,772.75,57.24207689,0.053431786,0,44.62910523,0.05215558,0.156466739,84.77639788,2.498771916,2.084150673,1.344215756,0.028065982,0.025139859,0.002926123,NaN
2021-03-25T17:45:00Z,109.17,109.178,109.116,109.127,-0.043,0,-0.046,1,FALSE,0,-0.046,1,FALSE,0,-0.046,1,FALSE,1,FALSE,1,FALSE,973,780.55,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,973,780.55,50.24908079,0.046900714,0,38.66921328,0.052858753,0.158576258,-16.84460261,1.678812862,2.498771916,1.233062331,0.023726851,0.024983395,-0.001256544,0.024983395
2021-03-25T18:00:00Z,109.127,109.159,109.114,109.117,-0.01,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,529,763.6,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,529,763.6,48.7573041,0.036112143,0,35.79194513,0.052297413,0.156892239,-45.56176288,0.817570347,1.678812862,1.209504685,0.019259135,0.024425419,-0.005166283,NaN
2021-03-25T18:15:00Z,109.117,109.15,109.098,109.102,-0.015,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,802,751.45,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,802,751.45,46.52605594,0.018048214,0,33.58580128,0.052276169,0.156828508,-94.83568075,0.049450512,0.817570347,1.129426916,0.014342729,0.023337635,-0.008994906,NaN
2021-03-25T18:30:00Z,109.102,109.129,109.092,109.096,-0.006,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,401,721.7,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,401,721.7,45.62661812,0.003844643,0,28.75013172,0.051185014,0.153555043,-104.7249191,-0.609421047,0.049450512,1.34443657,0.009848762,0.021847158,-0.011998396,NaN
2021-03-25T18:45:00Z,109.096,109.135,109.088,109.114,0.018,1,FALSE,0,0.021,1,FALSE,0,0.021,1,FALSE,1,FALSE,1,FALSE,1,FALSE,478,690.25,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,478,690.25,48.82297928,-0.006901071,0,29.88888657,0.050886085,0.152658254,-61.10006627,-1.169553749,-0.609421047,1.415272727,0.007651508,0.020164527,-0.012513019,NaN
2021-03-25T19:00:00Z,109.114,109.123,109.086,109.095,-0.019,0,-0.022,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,747,665.8,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,747,665.8,45.76477422,-0.019169643,0,24.40964392,0.049894222,0.149682665,-104,-1.678295776,-1.169553749,1.510622155,0.004327147,0.017925074,-0.013597927,NaN
2021-03-25T19:15:00Z,109.095,109.162,109.082,109.156,0.061,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,581,650.55,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,581,650.55,55.41965046,-0.019703571,0,38.62385999,0.052044634,0.156133903,46.03481625,-1.809106406,-1.678295776,1.6536,0.006539375,0.015842152,-0.009302777,NaN
2021-03-25T19:30:00Z,109.156,109.17,109.122,109.123,-0.033,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,445,620.5,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.090625,109.20525,108.714,445,620.5,50.21200282,-0.022263214,0,35.9718806,0.051755732,0.155267196,-34.64566929,-1.532074792,-1.809106406,1.803375527,0.005565601,0.013258566,-0.007692965,NaN
2021-03-25T19:45:00Z,109.123,109.142,109.114,109.116,-0.007,1,FALSE,0,0.004,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,628,611.5,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.123375,109.20525,108.714,628,611.5,49.15681367,-0.031544643,0,36.69769361,0.050058894,0.150176682,-57.41496599,-1.117654414,-1.532074792,1.88694128,0.004180842,0.010604661,-0.006423819,NaN
2021-03-25T20:00:00Z,109.116,109.164,109.114,109.156,0.04,1,FALSE,0,0.043,1,FALSE,0,0.043,1,FALSE,0,0.043,1,FALSE,0,0.043,320,588.35,1,FALSE,0,0.043,1,FALSE,0,0.043,1,FALSE,0,0.043,109.123375,109.20525,108.714,320,588.35,54.97898153,-0.033245714,0,44.50729035,0.050054687,0.150164061,45.76271186,-0.566484567,-1.117654414,1.88694128,0.006239155,0.008661584,-0.002422429,NaN
2021-03-25T20:15:00Z,109.156,109.174,109.152,109.168,0.012,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,0,0.015,125,558.95,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,1,FALSE,109.123375,109.20525,108.714,125,558.95,56.58516822,-0.028453929,0,47.67354943,0.048050781,0.144152343,74.28571429,0.053839525,-0.566484567,1.88694128,0.008737957,0.007492564,0.001245393,0.007492564
2021-03-25T20:30:00Z,109.168,109.19,109.167,109.18,0.012,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,0,0.015,210,534.35,1,FALSE,0,0.015,1,FALSE,0,0.015,1,FALSE,0,0.015,109.123375,109.20525,108.714,210,534.35,58.19148122,-0.0202575,0,48.14368762,0.046261439,0.138784318,100.4584152,0.64195623,0.053839525,1.88694128,0.011553395,0.007182638,0.004370757,NaN
2021-03-25T20:45:00Z,109.18,109.198,109.172,109.186,0.006,1,FALSE,0,0.009,1,FALSE,0,0.009,1,FALSE,1,FALSE,1,FALSE,1,FALSE,269,503.6,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.123375,109.20525,108.714,269,503.6,59.00814687,-0.013629286,0,49.79128543,0.044814194,0.134442581,102.8008618,1.182291989,0.64195623,1.88694128,0.014106193,0.007655686,0.006450507,NaN
2021-03-25T21:00:00Z,109.186,109.188,109.166,109.176,-0.01,0,-0.013,1,FALSE,0,-0.013,1,FALSE,0,-0.013,1,FALSE,0,-0.013,1,FALSE,16,473.85,0,-0.013,1,FALSE,0,-0.013,1,FALSE,0,-0.013,1,FALSE,109.123375,109.20525,108.714,16,473.85,57.00939282,-0.00825,0,43.06611279,0.043184608,0.129553825,70.15706806,1.522781936,1.182291989,1.88694128,0.015147772,0.008488604,0.006659168,NaN
2021-03-25T21:15:00Z,109.176,109.182,109.17,109.174,-0.002,0,-0.005,0,-0.001,0,-0.005,0,-0.001,0,-0.005,0,-0.001,0,-0.005,0,-0.001,53,458.5,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,109.123375,109.20525,108.714,53,458.5,56.5964865,-0.003985357,0,49.67241509,0.040957136,0.122871409,59.57831666,1.681021567,1.522781936,1.88694128,0.015631656,0.009744661,0.005886996,NaN
2021-03-25T21:30:00Z,109.174,109.182,109.17,109.18,0.006,0,-0.003,0,0.009,0,-0.003,0,0.009,0,-0.003,0,0.009,1,FALSE,0,0.009,10,444.7,1,FALSE,0,0.009,1,FALSE,0,0.009,1,FALSE,1,FALSE,109.123375,109.20525,108.714,10,444.7,57.58889537,0.001688929,0,56.49154936,0.03888877,0.116666309,66.64485166,1.731787239,1.681021567,1.88694128,0.016311262,0.010830426,0.005480836,NaN
2021-03-25T21:45:00Z,109.18,109.182,109.173,109.173,-0.007,0,-0.01,0,0.004,0,-0.01,0,0.004,0,-0.01,0,0.004,0,-0.01,1,FALSE,51,431.65,0,-0.01,1,FALSE,0,-0.01,1,FALSE,0,-0.01,1,FALSE,109.123375,109.20525,108.714,51,431.65,55.98071173,0.008829643,0,50.84897374,0.036753857,0.110261572,51.37434555,1.773982523,1.731787239,1.88694128,0.016099429,0.012000851,0.004098577,NaN
