time,open,high,low,close,open-closeÇÃç∑,"open ,highÇÃç∑Ç™0.010à»è„",,"open ,lowÇÃç∑Ç™0.010à»è„",,"open ,highÇÃç∑Ç™0.009à»è„",,"open ,lowÇÃç∑Ç™0.009à»è„",,"open ,highÇÃç∑Ç™0.008 à»è„",,"open ,lowÇÃç∑Ç™0.008 à»è„",,"open ,highÇÃç∑Ç™0.007à»è„",,"open ,lowÇÃç∑Ç™0.007à»è„",,Volume,Volume MA,"open ,highÇÃç∑Ç™0.006à»è„",,"open ,lowÇÃç∑Ç™0.006à»è„",,"open ,highÇÃç∑Ç™0.005à»è„",,"open ,lowÇÃç∑Ç™0.005à»è„",,"open ,highÇÃç∑Ç™0.004à»è„",,"open ,lowÇÃç∑Ç™0.004à»è„",,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR,,CCI,Fisher,Trigger,Plot,MACD,Signal Line,Histogram,Cross
2021-03-23T18:15:00Z,108.733,108.738,108.718,108.718,-0.015,0,-0.018,1,FALSE,0,-0.018,1,FALSE,0,-0.018,1,FALSE,0,-0.018,1,FALSE,341,791.35,0,-0.018,1,FALSE,0,-0.018,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,341,791.35,56.58916316,0.075234286,0,57.26559988,0.05047044,0.151411321,85.15183885,1.982689658,2.022502311,0.394194363,0.025236792,0.018063451,0.007173341,NaN
2021-03-23T18:30:00Z,108.718,108.733,108.702,108.704,-0.014,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,258,746.4,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,258,746.4,54.36723599,0.059846071,0,50.46193671,0.049079695,0.147239084,49.11803074,1.732951098,1.982689658,0.365773196,0.02378028,0.01969466,0.00408562,NaN
2021-03-23T18:45:00Z,108.704,108.749,108.702,108.738,0.034,1,FALSE,0,0.037,1,FALSE,0,0.037,1,FALSE,0,0.037,1,FALSE,0,0.037,469,711.8,1,FALSE,0,0.037,1,FALSE,0,0.037,1,FALSE,0,0.037,NaN,NaN,NaN,469,711.8,58.61690477,0.054965357,0,51.17308892,0.048931145,0.146793435,113.0532213,1.575294091,1.732951098,0.330926594,0.025080388,0.021412999,0.003667389,NaN
2021-03-23T19:00:00Z,108.738,108.752,108.648,108.658,-0.08,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,798,674.7,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,798,674.7,47.42547133,0.0395225,0,37.72188335,0.052864635,0.158593904,-62.31647635,0.866466606,1.575294091,0.318524395,0.019431409,0.022249346,-0.002817938,0.022249346
2021-03-23T19:15:00Z,108.658,108.68,108.6,108.614,-0.044,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,723,660.85,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,723,660.85,42.60718057,0.016886071,0,37.63161529,0.054802875,0.164408625,-143.2926829,0.148478544,0.866466606,0.281033153,0.011274158,0.021773558,-0.0104994,NaN
2021-03-23T19:30:00Z,108.614,108.626,108.599,108.605,-0.009,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,487,635.25,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,487,635.25,41.67451401,-0.007895,0,33.0414926,0.052816955,0.158450866,-154.8323471,-0.496348743,0.148478544,0.262917933,0.004036721,0.020000394,-0.015963673,NaN
2021-03-23T19:45:00Z,108.605,108.63,108.573,108.584,-0.021,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,513,609.3,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,513,609.3,39.50170799,-0.030766786,0,29.59374301,0.053115744,0.159347233,-172.7199354,-1.069112142,-0.496348743,0.29304314,-0.003354852,0.017142339,-0.020497191,NaN
2021-03-23T20:00:00Z,108.584,108.631,108.558,108.603,0.019,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,410,572.45,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,410,572.45,42.42648106,-0.043611071,0,35.55085566,0.054536048,0.163608145,-119.4139194,-1.586700255,-1.069112142,0.29304314,-0.00759207,0.013688458,-0.021280528,NaN
2021-03-23T20:15:00Z,108.603,108.603,108.566,108.57,-0.033,0,-0.036,1,FALSE,0,-0.036,1,FALSE,0,-0.036,1,FALSE,0,-0.036,1,FALSE,233,552.7,0,-0.036,1,FALSE,0,-0.036,1,FALSE,0,-0.036,1,FALSE,NaN,NaN,NaN,233,552.7,38.90816514,-0.061671429,0,34.14979735,0.053283473,0.15985042,-145.0551023,-2.065457716,-1.586700255,0.29304314,-0.013457786,0.009381671,-0.022839457,NaN
2021-03-23T20:30:00Z,108.57,108.607,108.57,108.584,0.014,1,FALSE,0,0.017,1,FALSE,0,0.017,1,FALSE,0,0.017,1,FALSE,0,0.017,199,527.75,1,FALSE,0,0.017,1,FALSE,0,0.017,1,FALSE,0,0.017,NaN,NaN,NaN,199,527.75,41.13829147,-0.072268214,0,30.92170935,0.052120368,0.156361105,-108.5891411,-2.425152863,-2.065457716,0.29304314,-0.016783258,0.004712777,-0.021496035,NaN
2021-03-23T20:45:00Z,108.584,108.604,108.578,108.585,0.001,1,FALSE,0,0.004,1,FALSE,0,0.004,1,FALSE,0,0.004,1,FALSE,0,0.004,279,488.9,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,NaN,NaN,NaN,279,488.9,41.30311454,-0.089558214,0,32.5524106,0.050254628,0.150763883,-103.1142318,-2.642522337,-2.425152863,0.29304314,-0.019117651,-5.36601E-05,-0.019063991,NaN
