time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR,CCI,Fisher,Trigger,Plot,MACD,Signal Line,Histogram,Cross
2021-02-22T17:45:00Z,105.045,105.05,105.036,105.046,NaN,NaN,NaN,103,177.5,42.153871848118555,-0.01715107142847237,0,55.82057549504556,0.03089553831704583,-49.289891394471915,-0.7423786545670616,-1.0425514498029183,1.1533333333333333,-0.026399692133992403,-0.03333638281934744,0.006936690685355039,NaN
2021-02-22T17:50:00Z,105.046,105.048,105.034,105.047,NaN,NaN,NaN,105,170.6,42.431681799664645,-0.019006785714186743,0,61.91986908030934,0.029688714151542256,-39.80455249580271,-0.3849614509480359,-0.7423786545670616,1.1365435356200528,-0.024625383086458896,-0.03164820371589075,0.007022820629431853,NaN
2021-02-22T17:55:00Z,105.047,105.062,105.045,105.048,NaN,NaN,NaN,147,165.05,42.72789291279363,-0.01823428571418617,0,59.44334434901178,0.028782377426431804,-25.354213272529968,0.1400280965817683,-0.3849614509480359,1.1502316346790205,-0.022874851689266507,-0.03001807436646844,0.007143222677201935,NaN
2021-02-22T18:00:00Z,105.048,105.064,105.048,105.057,NaN,NaN,NaN,115,161.15,45.448415693315994,-0.016333928571330807,0,55.11795842165541,0.027869350467400328,38.58948769264139,0.6811384140144172,0.1400280965817683,1.1335526315789475,-0.02052472194286281,-0.028221549891313202,0.007696827948450391,NaN
2021-02-22T18:05:00Z,105.057,105.059,105.04,105.044,NaN,NaN,NaN,77,151.2,42.32123440942334,-0.017594285714188272,0,48.919662346973666,0.027235825434013965,-43.91217564759234,0.7862242675100766,0.6811384140144172,1.1290956749672345,-0.019486589270414356,-0.026368313464565238,0.006881724194150882,NaN
2021-02-22T18:10:00Z,105.044,105.064,105.044,105.056,NaN,NaN,NaN,157,142.3,46.013890943672294,-0.013738214285615617,0,50.14580090970107,0.026718980760155542,41.75513092878394,0.9725751352900596,0.7862242675100766,1.1421052631578947,-0.017493903110860742,-0.02456267261590344,0.007068769505042698,NaN
2021-02-22T18:15:00Z,105.056,105.057,105.042,105.048,NaN,NaN,NaN,140,140.65,43.99185595554865,-0.0115728571427545,0,51.919778575913824,0.02588191070585876,-10.935143286571131,0.9027242180688816,0.9725751352900596,1.1494708994708995,-0.01637149767974222,-0.022876943804694367,0.006505446124952147,NaN
2021-02-22T18:20:00Z,105.048,105.05,105.029,105.034,NaN,NaN,NaN,133,140,40.62720952852057,-0.0117989285713246,0,45.55692572310416,0.025533202798297478,-106.06060605956648,0.3851949717321288,0.9027242180688816,1.1507936507936507,-0.016422359547902943,-0.021375282271073895,0.004952922723170952,NaN
2021-02-22T18:25:00Z,105.034,105.046,105.034,105.044,NaN,NaN,NaN,96,134.85,43.926219538140344,-0.011244285714181908,0,45.951906115193516,0.024566545455561976,-33.18419090101853,-0.1777177309044271,0.3851949717321288,1.1488095238095237,-0.015477338395626816,-0.019964037428569743,0.004486699032942926,NaN
2021-02-22T18:30:00Z,105.044,105.046,105.02,105.022,NaN,NaN,NaN,148,134.9,38.81626245940524,-0.012187142857038273,0,42.31252737939836,0.024668935065879725,-177.9005524845728,-0.7324786128451563,-0.1777177309044271,1.1752508361204013,-0.016315543038189162,-0.01884357641792494,0.0025280333797357765,NaN
