time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot.1,Oscillator,ATR,CCI,Fisher,Trigger,Plot.2,time(hour),time(minute),time(weekday)
2021-01-05 23:00:00+00:00,139.89499999999998,139.91899999999998,139.82799999999997,139.886,,,,2870,8349.05,50.928068570258525,0.1775789285715214,0,57.980989236497145,0.13035142170965047,23.962344886768907,0.19708079148653815,0.7568370184982829,2.6639722863741344,23,0,1
2021-01-05 23:30:00+00:00,139.886,139.94699999999997,139.84199999999998,139.93099999999998,,,,2556,7812.65,54.120587500284756,0.15602107142866667,0,61.54814623925329,0.12854060587324614,60.47290228095497,-0.17400934520669673,0.19708079148653815,2.6639722863741344,23,30,1
2021-01-06 00:00:00+00:00,139.93099999999998,139.958,139.84599999999998,139.875,,,,8253,7732.3,49.78030425274343,0.12129357142866988,0,57.58564989119941,0.1273591340251588,-13.916570509127991,-0.36006802687871425,-0.17400934520669673,2.6639722863741344,0,0,2
2021-01-06 00:30:00+00:00,139.875,140.035,139.85799999999998,139.97799999999998,,,,14822,7685.6,56.66422715013853,0.1180746428572397,0,58.48367267224536,0.13090491016622038,119.52861952883968,-0.10517558102286714,-0.36006802687871425,2.6639722863741344,0,30,2
2021-01-06 01:00:00+00:00,139.97799999999998,140.017,139.869,139.969,,,,17952,7478.15,55.94263006774751,0.10049214285724548,0,61.57664137506737,0.1321259880114901,102.6996715535867,0.2312540194727858,-0.10517558102286714,2.6639722863741344,1,0,2
2021-01-06 01:30:00+00:00,139.969,139.98299999999998,139.814,139.843,,,,15507,7527.4,46.93178381962984,0.05554142857152765,0,53.2577921527655,0.13475984601066812,-128.99852654548332,0.21433039954232694,0.2312540194727858,2.6639722863741344,1,30,2
2021-01-06 02:00:00+00:00,139.843,139.91,139.815,139.875,,,,10511,7408.8,49.171011642867384,0.025135357142963662,0,53.75255546916258,0.13191985700990602,-77.41542212701927,-0.1633268758998567,0.21433039954232694,2.6639722863741344,2,0,2
2021-01-06 02:30:00+00:00,139.875,139.90699999999998,139.791,139.80100000000002,,,,9335,7153.0,44.495332770067655,-0.01364249999988862,0,49.19987513261253,0.13078272436634025,-203.06032277515564,-0.6402599736277641,-0.1633268758998567,2.6639722863741344,2,30,2
2021-01-06 03:00:00+00:00,139.80100000000002,139.91299999999998,139.79299999999998,139.861,,,,10471,7049.15,48.75061531554372,-0.02816714285702915,0,47.69300896840989,0.13001252976874486,-82.03017832611282,-1.0826685264857867,-0.6402599736277641,2.6639722863741344,3,0,2
2021-01-06 03:30:00+00:00,139.861,139.88899999999998,139.81599999999997,139.83100000000002,,,,8466,7072.05,46.8179101376665,-0.04486678571417102,0,47.3599857160721,0.12594020621383506,-122.4851546571626,-1.4848413890619727,-1.0826685264857867,2.6639722863741344,3,30,2
2021-01-06 04:00:00+00:00,139.83100000000002,139.934,139.80100000000002,139.904,,,,11029,7288.95,51.82299656384224,-0.05031142857130938,0,48.09103385755873,0.1264444771985618,5.637583893034107,-1.6066786066405578,-1.4848413890619727,2.6639722863741344,4,0,2
2021-01-06 04:30:00+00:00,139.904,139.96099999999998,139.884,139.92899999999997,,,,10621,7468.9,53.43910081386138,-0.05133821428560248,0,46.536720758385236,0.12291272882723585,46.019571542274036,-1.1133201372004855,-1.6066786066405578,2.6639722863741344,4,30,2
2021-01-06 05:00:00+00:00,139.92899999999997,140.00199999999998,139.91199999999998,139.946,139.95512499999998,139.98699999999997,139.93824999999998,8195,7612.95,54.555462373441856,-0.042735714285603084,0,49.043534914145596,0.12056181962529068,76.89237727850005,-0.4272231953994056,-1.1133201372004855,2.6639722863741344,5,0,2
2021-01-06 05:30:00+00:00,139.946,139.957,139.843,139.95,139.94568749999996,139.98874999999998,139.91587499999997,5407,7628.9,54.82989162473402,-0.03954821428560251,0,53.24540412750312,0.1200931182234845,76.23513067672005,-0.14559863989989358,-0.4272231953994056,2.6639722863741344,5,30,2
2021-01-06 06:00:00+00:00,139.95,140.012,139.874,139.964,139.95214583333333,139.98383333333334,139.91341666666665,5398,7663.35,55.83515112947797,-0.030670714285605524,0,58.765514958098095,0.12137218120752168,90.33312896003211,0.22570470292642086,-0.14559863989989358,2.6639722863741344,6,0,2
2021-01-06 06:30:00+00:00,139.964,140.04199999999997,139.952,140.00199999999998,139.95493749999997,140.0088333333333,139.917625,7348,7794.35,58.53272179484385,-0.01244499999989404,0,58.42900114296942,0.11913131112126835,136.86534216357109,0.6950512601227576,0.22570470292642086,2.6639722863741344,6,30,2
2021-01-06 07:00:00+00:00,140.00199999999998,140.28699999999998,139.99200000000002,140.22,139.96325,140.0835,139.86149999999998,14371,8373.55,69.89361111886708,0.03778821428581938,0,64.88859121919485,0.13169336032689116,346.52594547089575,1.1789785976367533,0.6950512601227576,2.6639722863741344,7,0,2
2021-01-06 07:30:00+00:00,140.22,140.339,140.2,140.32399999999998,139.95666666666665,140.19433333333333,139.86366666666666,11905,8864.9,73.60839933234823,0.09613750000009702,0,66.53644216671752,0.13221526316068538,318.265760094313,1.6515233797908395,1.1789785976367533,2.6639722863741344,7,30,2
2021-01-06 08:00:00+00:00,140.32399999999998,140.385,140.113,140.21099999999998,140.26079166666665,140.385,140.02366666666666,20844,9890.35,64.32167554868576,0.12577428571437516,0,60.81495188957686,0.1421998872206358,176.36220057931732,1.992608910627416,1.6515233797908395,2.6639722863741344,8,0,2
2021-01-06 08:30:00+00:00,140.21099999999998,140.29799999999997,140.05399999999997,140.09099999999998,140.215625,140.385,140.04625,14017,10493.9,56.211213415071725,0.12893071428580194,0,55.50852273665056,0.14947132384773326,80.26833217691144,1.8927729155183544,1.992608910627416,2.6639722863741344,8,30,2
2021-01-06 09:00:00+00:00,140.09099999999998,140.29199999999997,140.04,140.23899999999998,140.215625,140.33983333333333,140.06883333333332,14976,11099.2,62.492783875559645,0.15686142857151708,0,56.941335671450396,0.15679480071575094,144.24013289817302,1.677740594716746,1.8927729155183544,2.6639722863741344,9,0,2
2021-01-06 09:30:00+00:00,140.23899999999998,140.356,140.17600000000002,140.35,140.23820833333332,140.33983333333333,140.09141666666665,11461,11544.45,66.38730935966674,0.2037025000000832,0,61.311351829844,0.15845231495034065,164.4181516486669,1.7932439199263817,1.677740594716746,2.6639722863741344,9,30,2
2021-01-06 10:00:00+00:00,140.35,140.485,140.34199999999998,140.384,140.23087499999997,140.378,140.08374999999998,9177,11590.65,67.5004689569145,0.2405817857143693,0,59.10542316482761,0.15734857816817352,147.49337037517427,2.075118607863895,1.7932439199263817,2.6639722863741344,10,0,2
2021-01-06 10:30:00+00:00,140.384,140.57299999999998,140.378,140.434,140.2232083333333,140.48174999999998,140.11675,10628,11380.95,69.12006357445077,0.285077500000077,0,53.993203002149144,0.16003796544187493,139.71213971222963,2.431681776367296,2.075118607863895,2.6639722863741344,10,30,2
2021-01-06 11:00:00+00:00,140.434,140.51299999999998,140.381,140.43099999999998,140.2232083333333,140.4513333333333,140.11675,9715,10969.1,68.89820660219607,0.321527500000073,0,50.398008279900225,0.1580352536245965,119.0415714165404,2.5340899033573185,2.431681776367296,2.6639722863741344,11,0,2
2021-01-06 11:30:00+00:00,140.43099999999998,140.45,140.297,140.30100000000002,140.2232083333333,140.4513333333333,140.11675,10911,10739.3,59.92255374598501,0.31477928571435804,0,47.502136678307025,0.15767559265141046,67.12634354092728,2.120636117446413,2.5340899033573185,2.6639722863741344,11,30,2
2021-01-06 12:00:00+00:00,140.30100000000002,140.314,140.19899999999998,140.27999999999997,140.2232083333333,140.42091666666664,140.11675,10073,10717.4,58.594619730090685,0.3011921428572135,0,52.708056438524615,0.1546273360334532,53.863928113017,1.40007357353914,2.120636117446413,2.6639722863741344,12,0,2
2021-01-06 12:30:00+00:00,140.27999999999997,140.32399999999998,140.02700000000002,140.141,140.2232083333333,140.42091666666664,140.08633333333333,15344,11017.85,50.601286321559456,0.25059214285721226,0,46.469441203728344,0.16479681203106347,0.5059448520758131,0.6093107611218044,1.40007357353914,2.6639722863741344,12,30,2
2021-01-06 13:00:00+00:00,140.141,140.26,140.09099999999998,140.17499999999998,140.2232083333333,140.39049999999997,140.08633333333333,11430,11065.8,52.314857210877065,0.2094957142857872,0,42.141547823675424,0.16509703974313114,7.9870743530177775,-0.08418687936453872,0.6093107611218044,2.6639722863741344,13,0,2
