time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR,CCI,Fisher,Trigger,Plot
1607036400,139.665,139.737,139.66099999999997,139.713,NaN,NaN,NaN,1663,8132.5,44.364872836045905,-0.22750178571442958,0,49.24229646260421,0.175574425397327,-71.4893038126463,-2.1019792477011983,-2.533911916990757,1.7572559366754616
1607038200,139.713,139.75,139.629,139.66899999999998,NaN,NaN,NaN,2534,7765.1,42.53401538584846,-0.22514857142871114,0,47.39854827829861,0.17167625215466148,-84.5558129197958,-1.7451831339510155,-2.1019792477011983,1.7572559366754616
1607040000,139.66899999999998,139.71599999999998,139.618,139.67499999999998,NaN,NaN,NaN,9782,7626.8,42.88018214465898,-0.23253821428585864,0,44.26535535657312,0.1664136627150417,-74.45649056398936,-1.555355415440938,-1.7451831339510155,1.7572559366754616
1607041800,139.67499999999998,139.759,139.652,139.69299999999998,NaN,NaN,NaN,10312,7502.3,43.970608533861714,-0.25582714285728636,0,42.32449636638847,0.16216982966396726,-65.59062403630696,-1.1216378510015996,-1.555355415440938,1.7572559366754616
1607043600,139.69299999999998,139.724,139.63899999999998,139.66,NaN,NaN,NaN,10043,7471.75,42.37351571744434,-0.26758535714299525,0,47.20021641163039,0.15665769897368445,-73.4516028634651,-0.846391344042361,-1.1216378510015996,1.7572559366754616
1607045400,139.66,139.706,139.61499999999998,139.67499999999998,NaN,NaN,NaN,8296,7186.45,43.380210762715926,-0.25785392857156597,0,48.255737942867185,0.15196786333270756,-62.251843448774785,-0.6674630404928075,-0.846391344042361,1.7572559366754616
1607047200,139.67499999999998,139.719,139.646,139.70299999999997,NaN,NaN,NaN,5174,6622.25,45.30111509061685,-0.23550821428585533,0,49.38234049529486,0.14632730166608615,-44.601399516175796,-0.36008858844266906,-0.6674630404928075,1.7572559366754616
1607049000,139.70299999999997,139.75199999999998,139.671,139.74499999999998,NaN,NaN,NaN,5593,6488.25,48.143088911422666,-0.20329857142871138,0,52.28627454914909,0.1416610658327935,-16.749821810565994,0.14309735904890455,-0.36008858844266906,1.7572559366754616
1607050800,139.74499999999998,139.74699999999999,139.672,139.69299999999998,NaN,NaN,NaN,3609,6139.05,45.0240224485936,-0.16915642857156898,0,52.07033550138618,0.1368995611304503,-41.64013302218599,0.6388691446467198,0.14309735904890455,1.7572559366754616
1607052600,139.69299999999998,139.71499999999997,139.64899999999997,139.672,NaN,NaN,NaN,5003,6038.4,43.79015696927706,-0.13594428571442455,0,49.39143235528636,0.13183530676398975,-51.41287284166112,0.6204107799920752,0.6388691446467198,1.7572559366754616
1607054400,139.672,139.714,139.635,139.712,NaN,NaN,NaN,4835,5997.45,46.7817955097347,-0.09375178571442006,0,55.41807781052153,0.12806135628084817,-3.3098162184191398,0.3571942468014107,0.6204107799920752,1.7572559366754616
1607056200,139.712,139.76399999999998,139.707,139.71699999999998,NaN,NaN,NaN,3503,5446.35,47.160369883143275,-0.0659025000001322,0,58.37378296223444,0.12298554511792958,7.1657552325137095,0.5571607206493658,0.3571942468014107,1.7572559366754616
1607058000,139.71699999999998,139.789,139.708,139.75799999999998,139.75018749999998,139.778875,139.724875,4556,5264.45,50.283499991586126,-0.025896428571560826,0,57.8923151667845,0.11998657760950525,71.9022687604333,0.9293350323753059,0.5571607206493658,1.7572559366754616
1607059800,139.75799999999998,139.86999999999998,139.72,139.83999999999997,139.78562499999998,139.79575,139.708,7762,5373.05,55.89791038390609,0.022976785714151682,0,60.178843350474715,0.12213039349453896,177.6072173966889,1.3586579995240613,0.9293350323753059,1.7572559366754616
1607061600,139.83999999999997,139.849,139.76,139.791,139.78562499999998,139.843,139.75525,6552,5474.35,52.110878892273924,0.061986428571295604,0,54.542163791957236,0.11976393681635751,121.54224073433782,1.800427318207992,1.3586579995240613,1.7572559366754616
1607063400,139.791,139.89899999999997,139.789,139.87199999999999,139.78360416666663,139.85125,139.75574999999998,5003,5248.85,57.26506412539005,0.1048635714284335,0,59.820835645648124,0.11906651275804521,204.77642276377176,2.238777666959451,1.800427318207992,1.7572559366754616
1607065200,139.87199999999999,139.881,139.74499999999998,139.78099999999998,139.78360416666663,139.85125,139.75574999999998,7280,5438.6,50.66736466444213,0.1269907142855719,0,55.88219563032402,0.12027604756104371,88.0860052330561,2.1990706229405044,2.238777666959451,1.7572559366754616
1607067000,139.78099999999998,139.79399999999998,139.593,139.65099999999998,139.777875,139.86074999999997,139.74599999999998,7372,5632.55,43.038699395033674,0.10265857142842172,0,48.79236383672763,0.12604204416382583,-88.07588075906708,1.3821752221999057,2.1990706229405044,1.7572559366754616
1607068800,139.65099999999998,139.974,139.625,139.926,139.77556249999998,139.862875,139.735875,10433,6133.9,57.58652595257185,0.12871785714270834,0,59.60768599164512,0.14196761243783754,217.47475590356194,1.0465465542290135,1.3821752221999057,1.7572559366754616
1607070600,139.926,139.94199999999998,139.44199999999998,139.57999999999998,139.7855833333333,139.86316666666664,139.70799999999997,13054,6617.95,42.78167371772735,0.0956992857141391,0,50.74888948634281,0.16754135440656343,-155.08559919445452,0.4215329730136053,1.0465465542290135,1.7572559366754616
1607072400,139.57999999999998,139.77599999999998,139.56199999999998,139.70299999999997,139.76341666666667,139.86316666666664,139.66366666666664,14610,7265.3,47.90866287630934,0.09030678571413822,0,50.51464159579057,0.1708598290918088,-24.03542062011953,-0.2104226898702394,0.4215329730136053,1.7572559366754616
1607074200,139.70299999999997,140.27599999999998,139.63199999999998,140.153,139.77212499999996,139.89374999999998,139.65049999999997,23440,8310.6,61.50041355233976,0.14709428571413932,0,58.51946707687823,0.20465555558525142,308.4577114422417,-0.04174054037726786,-0.2104226898702394,1.7572559366754616
1607076000,140.153,140.178,139.75099999999998,139.84699999999998,139.77212499999996,139.89374999999998,139.61575,11408,8391.9,51.634382507582,0.1400507142855641,0,52.79735858661216,0.2205373016148778,65.49603615591765,0.3704158202620412,-0.04174054037726786,1.7572559366754616
1607077800,139.84699999999998,140.03199999999998,139.79899999999998,140.02999999999997,139.77212499999996,139.92849999999999,139.65049999999997,11619,8457.25,56.16351014131097,0.16444428571413505,0,57.263287851725245,0.22142749435667253,163.73986877626032,0.6954222956172373,0.3704158202620412,1.7572559366754616
1607079600,140.02999999999997,140.123,139.91699999999997,139.92899999999997,139.77212499999996,139.96325,139.65049999999997,9567,8433.45,53.202338948141005,0.16104857142842377,0,54.69513073531345,0.2203255304740543,86.73848439801051,1.1143575976951392,0.6954222956172373,1.7572559366754616
1607081400,139.92899999999997,140.08599999999998,139.91299999999998,140.05599999999998,139.77212499999996,139.998,139.68524999999997,8683,8452.8,56.320871409811716,0.17799249999985745,0,54.37590947150077,0.2169451354401934,139.03368645235608,1.472310840688905,1.1143575976951392,1.7572559366754616
1607083200,140.05599999999998,140.16099999999997,139.909,140.03799999999998,139.77212499999996,140.03275,139.68524999999997,9495,8668.85,55.753778917577876,0.18852678571414572,0,57.526051150991954,0.2194490543373211,112.08323480712968,1.8773110608729529,1.472310840688905,1.7572559366754616
1607085000,140.03799999999998,140.13899999999998,140,140,139.77212499999996,140.0675,139.71999999999997,8068,8792.6,54.50603658369979,0.1915971428570056,0,53.75110615040243,0.21370269331322542,82.31421698936855,2.2966105787654203,1.8773110608729529,1.7572559366754616
1607086800,140,140.076,139.963,140.03099999999998,139.77212499999996,140.0675,139.71999999999997,8891,9056.7,55.38326198244589,0.19211035714272184,0,47.88621345043928,0.20650964379085215,87.5035603272806,2.350977934147625,2.2966105787654203,1.7572559366754616
