time,open,high,low,close,openÇ∆highÇÃç∑,openÇ∆lowÇÃç∑,highÇ∆lowÇÃç∑,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR,CCI,Fisher,Trigger,Plot,MACD,Signal Line,Histogram,Cross
2021-03-17T05:05:00Z,109.12,109.121,109.104,109.113,0.001,-0.016,0.017,92,87.3,53.9759413,0.0247425,0,52.57226842,0.018927679,74.26900584,0.925150435,0.926423311,0.513663733,0.003971824,0.000735418,0.003236406,NaN
2021-03-17T05:10:00Z,109.113,109.13,109.108,109.126,0.017,-0.005,0.022,92,88.5,58.66145272,0.025641071,0,59.21614588,0.019147131,135.0574713,1.014123874,0.925150435,0.513663733,0.005113098,0.001511827,0.00360127,NaN
2021-03-17T05:15:00Z,109.126,109.153,109.122,109.147,0.027,-0.004,0.031,146,92.75,64.88119563,0.02821,0,64.12259227,0.019993764,219.8125837,1.310807602,1.014123874,0.513663733,0.007624203,0.002448576,0.005175627,NaN
2021-03-17T05:20:00Z,109.147,109.162,109.146,109.158,0.015,-0.001,0.016,117,94.2,67.62868277,0.031802143,0,60.16688677,0.019708495,226.5077139,1.691405228,1.310807602,0.513663733,0.0103822,0.00374845,0.00663375,NaN
2021-03-17T05:25:00Z,109.158,109.158,109.131,109.134,0,-0.027,0.027,114,96.2,57.1273736,0.031802143,0,54.68622769,0.020229317,99.64181048,1.789913179,1.691405228,0.513663733,0.010510179,0.00511415,0.005396029,NaN
2021-03-17T05:30:00Z,109.134,109.16,109.128,109.158,0.026,-0.006,0.032,81,95.6,63.2695641,0.035629286,0,62.95028112,0.02107008,169.7913662,1.696421424,1.789913179,0.513663733,0.012405203,0.006489268,0.005915935,NaN
2021-03-17T05:35:00Z,109.158,109.164,109.146,109.15,0.006,-0.012,0.018,90,96.35,60.17484252,0.036231429,0,60.55346659,0.020850789,122.1794166,1.882073083,1.696421424,0.513663733,0.013110362,0.007740868,0.005369494,NaN
2021-03-17T05:40:00Z,109.15,109.164,109.134,109.162,0.014,-0.016,0.03,135,100.1,63.09114929,0.038937143,0,64.82154728,0.021504304,141.9768718,1.928729538,1.882073083,0.513663733,0.014470696,0.009040974,0.005429721,NaN
2021-03-17T05:45:00Z,109.162,109.179,109.157,109.172,0.017,-0.005,0.022,184,103.55,65.36712531,0.04118,0,64.97921597,0.021539711,149.4522692,2.17467498,1.928729538,0.513663733,0.016169297,0.010417451,0.005751846,NaN
2021-03-17T05:50:00Z,109.172,109.2,109.166,109.189,0.028,-0.006,0.034,252,111.4,68.88034668,0.044645714,0,64.06626696,0.022429731,168.9303905,2.512338561,2.17467498,0.513663733,0.01867197,0.012050801,0.006621169,NaN
2021-03-17T05:55:00Z,109.189,109.192,109.168,109.174,0.003,-0.021,0.024,148,114.25,62.82452334,0.046080357,0,58.526629,0.022541893,110.2005463,2.646350261,2.512338561,0.513663733,0.019223386,0.01361861,0.005604776,NaN
2021-03-17T06:00:00Z,109.174,109.184,109.164,109.179,0.01,-0.01,0.02,143,117.4,63.96189715,0.047898571,0,64.39070582,0.02236033,108.4093212,2.342137282,2.646350261,0.513663733,0.019835198,0.014975388,0.00485981,NaN
2021-03-17T06:05:00Z,109.179,109.208,109.152,109.182,0.029,-0.027,0.056,339,129.85,64.66051996,0.048365357,0,59.90136592,0.024763163,103.8701623,2.255286217,2.342137282,0.513663733,0.020327812,0.016080456,0.004247356,NaN
2021-03-17T06:10:00Z,109.182,109.182,109.136,109.138,0,-0.046,0.046,233,136.6,49.50299144,0.041025,0,52.84975393,0.02628008,-10.31746032,1.620314295,2.255286217,0.513663733,0.016972136,0.016798451,0.000173685,NaN
2021-03-17T06:15:00Z,109.138,109.144,109.125,109.126,0.006,-0.013,0.019,115,137.05,46.31426522,0.029918214,0,46.64129287,0.025760074,-50.17768302,0.785896132,1.620314295,0.513663733,0.013192365,0.016885913,-0.003693549,0.016885913
2021-03-17T06:20:00Z,109.126,109.132,109.113,109.114,0.006,-0.013,0.019,62,136.6,43.30986813,0.016534286,0,41.96368981,0.025277212,-92.43445693,0.031769538,0.785896132,0.513663733,0.009123401,0.016442918,-0.007319517,NaN
2021-03-17T06:25:00Z,109.114,109.122,109.094,109.096,0.008,-0.02,0.028,128,135.95,39.20191243,0.002291786,0,35.2231732,0.025471697,-136.7668097,-0.619850327,0.031769538,0.513663733,0.004395598,0.015323462,-0.010927865,NaN
2021-03-17T06:30:00Z,109.096,109.115,109.077,109.101,0.019,-0.019,0.038,156,137.65,40.87940223,-0.009008214,0,39.12025444,0.026366576,-114.3052704,-1.190150889,-0.619850327,0.513663733,0.001040247,0.013642457,-0.01260221,NaN
2021-03-17T06:35:00Z,109.101,109.118,109.101,109.111,0.017,0,0.017,113,140.15,44.19569132,-0.018191071,0,38.70347609,0.025697534,-85.36585366,-1.457111608,-1.190150889,0.513663733,-0.000802723,0.011478602,-0.012281325,NaN
2021-03-17T06:40:00Z,109.111,109.122,109.102,109.107,0.011,-0.009,0.02,68,140.4,43.15296841,-0.027057857,0,32.98364004,0.025290568,-92.01320132,-1.54198976,-1.457111608,0.513663733,-0.002556586,0.009058605,-0.011615191,NaN
2021-03-17T06:45:00Z,109.107,109.126,109.102,109.126,0.019,-0.005,0.024,81,139.85,49.2749216,-0.032644643,0,44.08603725,0.025198384,-44.71544716,-1.526569954,-1.54198976,0.513663733,-0.00238589,0.006589595,-0.008975486,NaN
2021-03-17T06:50:00Z,109.126,109.128,109.116,109.116,0.002,-0.01,0.012,53,137.9,46.44021868,-0.038454286,0,43.02545243,0.024255643,-69.05710492,-1.29329583,-1.526569954,0.513663733,-0.003022686,0.003995096,-0.007017782,NaN
2021-03-17T06:55:00Z,109.116,109.119,109.108,109.11,0.003,-0.008,0.011,83,134.75,44.77580622,-0.043071786,0,44.13146998,0.023308811,-76.52769846,-1.018042443,-1.29329583,0.513663733,-0.003965786,0.00166866,-0.005634446,NaN
2021-03-17T07:00:00Z,109.11,109.126,109.107,109.123,0.016,-0.003,0.019,217,139.75,49.0376084,-0.043558929,0,51.46148417,0.023001039,-39.67027306,-0.566509727,-1.018042443,0.513663733,-0.00362245,-0.000199653,-0.003422798,NaN
2021-03-17T07:05:00Z,109.123,109.134,109.12,109.134,0.011,-0.003,0.014,151,141.6,52.38597366,-0.043611429,0,54.06694967,0.022358107,-11.33436373,0.016977319,-0.566509727,0.513663733,-0.002434681,-0.001483884,-0.000950797,NaN
2021-03-17T07:10:00Z,109.134,109.146,109.128,109.144,0.012,-0.006,0.018,135,144.3,55.26361031,-0.039125714,0,57.0592013,0.022046814,16.75309134,0.592150453,0.016977319,0.513663733,-0.000678626,-0.002047687,0.001369061,-0.002047687
2021-03-17T07:15:00Z,109.144,109.162,109.143,109.158,0.018,-0.001,0.019,179,148.75,58.99956999,-0.032538571,0,62.60390458,0.021829184,51.98537095,1.128854658,0.592150453,0.513663733,0.001821743,-0.001960854,0.003782597,NaN
2021-03-17T07:20:00Z,109.158,109.168,109.144,109.156,0.01,-0.014,0.024,156,149.8,58.25117209,-0.025065357,0,58.65581039,0.021984243,48.18639131,1.627709869,1.128854658,0.513663733,0.003600417,-0.001471616,0.005072033,NaN
2021-03-17T07:25:00Z,109.156,109.172,109.152,109.162,0.016,-0.004,0.02,136,147.4,59.89475212,-0.015654643,0,61.72801912,0.021842511,66.8561375,2.096674614,1.627709869,0.513663733,0.005431567,-0.000584044,0.006015611,NaN
2021-03-17T07:30:00Z,109.162,109.162,109.133,109.134,0,-0.029,0.029,175,143.55,50.00184252,-0.00993,0,55.48580119,0.02235376,-1.692828566,1.929552218,2.096674614,0.513663733,0.004570712,0.000188912,0.0043818,NaN
2021-03-17T07:35:00Z,109.134,109.144,109.123,109.123,0.01,-0.011,0.021,145,143.4,46.73592334,-0.006830714,0,48.45672537,0.022257063,-30.15075377,1.407468085,1.929552218,0.513663733,0.002966673,0.000854397,0.002112276,NaN
2021-03-17T07:40:00Z,109.123,109.146,109.117,109.144,0.023,-0.006,0.029,168,144.65,53.0417576,0.0014025,0,51.5632778,0.022738701,50.99675475,0.871508246,1.407468085,0.513663733,0.003351352,0.001667412,0.00168394,NaN
2021-03-17T07:45:00Z,109.144,109.152,109.125,109.137,0.008,-0.019,0.027,207,138.05,50.87946666,0.010124286,0,48.50937055,0.02304308,38.70967741,0.433977021,0.871508246,0.513663733,0.003056143,0.002409478,0.000646665,NaN
2021-03-17T07:50:00Z,109.137,109.152,109.137,109.144,0.015,0,0.015,108,131.8,52.9452482,0.016565357,0,46.53664189,0.022468574,66.11918298,0.167067902,0.433977021,0.513663733,0.00334843,0.003052046,0.000296384,NaN
2021-03-17T07:55:00Z,109.144,109.163,109.144,109.163,0.019,0,0.019,151,133.6,58.0964903,0.024760714,0,49.86075297,0.022220819,125.5014327,0.1966606,0.167067902,0.513663733,0.00505494,0.003689109,0.001365832,NaN
2021-03-17T08:00:00Z,109.163,109.173,109.141,109.149,0.01,-0.022,0.032,297,145.35,53.45304786,0.02808,0,46.57960306,0.022919332,65.47960942,0.404859667,0.1966606,0.513663733,0.005217535,0.004066419,0.001151116,NaN
2021-03-17T08:05:00Z,109.149,109.164,109.144,109.162,0.015,-0.005,0.02,220,149.95,56.89803232,0.030681429,0,55.02424474,0.022710808,106.9860279,0.574796948,0.404859667,0.513663733,0.006322501,0.004368873,0.001953629,NaN
2021-03-17T08:10:00Z,109.162,109.164,109.146,109.147,0.002,-0.016,0.018,178,151.05,52.10603431,0.028956786,0,54.31525523,0.022374322,41.12554112,0.859356495,0.574796948,0.513663733,0.005919584,0.004423097,0.001496487,NaN
2021-03-17T08:15:00Z,109.147,109.158,109.146,109.157,0.011,-0.001,0.012,226,156.7,54.83687752,0.029107857,0,51.87454291,0.021633299,77.37291947,1.043542359,0.859356495,0.513663733,0.006334168,0.004619036,0.001715132,NaN
2021-03-17T08:20:00Z,109.157,109.162,109.142,109.143,0.005,-0.015,0.02,165,161.55,50.49592516,0.025412143,0,47.00400954,0.021516635,7.190549558,1.164820157,1.043542359,0.513663733,0.005469992,0.004897183,0.00057281,NaN
2021-03-17T08:25:00Z,109.143,109.158,109.132,109.148,0.015,-0.011,0.026,140,164.5,51.95862228,0.023626429,0,48.23858115,0.021836875,28.98550724,0.872006292,1.164820157,0.513663733,0.005129455,0.00509475,3.47057E-05,NaN
2021-03-17T08:30:00Z,109.148,109.152,109.133,109.147,0.004,-0.015,0.019,155,169.6,51.63005018,0.020205357,0,47.27775687,0.021634241,17.21439749,0.293834283,0.872006292,0.513663733,0.004724426,0.005280115,-0.000555689,0.005280115
2021-03-17T08:35:00Z,109.147,109.148,109.127,109.128,0.001,-0.02,0.021,152,173.05,45.71485971,0.01222,0,45.60376989,0.021588938,-117.2649573,-0.306393478,0.293834283,0.513663733,0.002837586,0.005223354,-0.002385769,NaN
2021-03-17T08:40:00Z,109.128,109.134,109.124,109.129,0.006,-0.004,0.01,101,167.25,46.06510083,0.005076429,0,43.20590981,0.020761157,-116.0493827,-0.869305315,-0.306393478,0.513663733,0.001406727,0.004817997,-0.00341127,NaN
2021-03-17T08:45:00Z,109.129,109.134,109.118,109.12,0.005,-0.011,0.016,185,168.95,43.35401838,-0.002591071,0,44.62042202,0.020421074,-162.5615764,-1.388923303,-0.869305315,0.513663733,-0.000448296,0.00418846,-0.004636756,NaN
2021-03-17T08:50:00Z,109.12,109.134,109.116,109.126,0.014,-0.004,0.018,207,172.55,45.65048327,-0.007716071,0,41.81542267,0.02024814,-107.400722,-1.872860126,-1.388923303,0.513663733,-0.00141792,0.003328414,-0.004746334,NaN
2021-03-17T08:55:00Z,109.126,109.144,109.124,109.138,0.018,-0.002,0.02,156,171.4,50.01508242,-0.008824286,0,48.1530994,0.020230416,-29.99381572,-1.736460492,-1.872860126,0.513663733,-0.001204174,0.002536885,-0.003741059,NaN
2021-03-17T09:00:00Z,109.138,109.154,109.137,109.152,0.016,-0.001,0.017,162,171.7,54.59620875,-0.007165,0,50.75832173,0.019999672,58.6942875,-1.149202757,-1.736460492,0.513663733,9.38234E-05,0.001843513,-0.00174969,NaN
2021-03-17T09:05:00Z,109.152,109.154,109.128,109.128,0.002,-0.024,0.026,152,172.5,46.695342,-0.009073929,0,39.9440288,0.020428267,-81.79377863,-0.572928724,-1.149202757,0.513663733,-0.000804826,0.001146311,-0.001951138,NaN
2021-03-17T09:10:00Z,109.128,109.134,109.117,109.129,0.006,-0.011,0.017,138,170.65,47.03924806,-0.012910357,0,47.07060473,0.020183391,-72.02216067,-0.61009023,-0.572928724,0.513663733,-0.001419953,0.000418599,-0.001838552,NaN
2021-03-17T09:15:00Z,109.129,109.129,109.107,109.11,0,-0.022,0.022,160,171.4,41.5536706,-0.02064,0,42.02204697,0.020313149,-173.523892,-0.908585141,-0.61009023,0.513663733,-0.003401377,-0.000484268,-0.00291711,NaN
2021-03-17T09:20:00Z,109.11,109.112,109.09,109.108,0.002,-0.02,0.022,233,174.65,41.01150894,-0.025371786,0,49.13332357,0.020433638,-155.7271557,-1.305131961,-0.908585141,0.513663733,-0.005074557,-0.001363395,-0.003711163,NaN
2021-03-17T09:25:00Z,109.108,109.114,109.089,109.108,0.006,-0.019,0.025,175,173.05,41.01150894,-0.029367143,0,51.42176334,0.020759807,-132.231405,-1.713168754,-1.305131961,0.513663733,-0.006327624,-0.002222767,-0.004104857,NaN
2021-03-17T09:30:00Z,109.108,109.108,109.088,109.088,0,-0.02,0.02,117,173.5,35.62137603,-0.0353475,0,45.53471424,0.020705535,-184.7389558,-2.136826012,-1.713168754,0.513663733,-0.008832703,-0.003154368,-0.005678335,NaN
2021-03-17T09:35:00Z,109.088,109.09,109.047,109.066,0.002,-0.041,0.043,127,172.3,30.82250551,-0.040368571,0,42.38645238,0.022297997,-233.0473291,-2.561482715,-2.136826012,0.513663733,-0.0124497,-0.004380121,-0.008069579,NaN
2021-03-17T09:40:00Z,109.066,109.076,109.062,109.074,0.01,-0.004,0.014,249,169.9,34.28921148,-0.043375357,0,48.43066896,0.021705282,-168.1386981,-2.948986241,-2.561482715,0.513663733,-0.014503476,-0.005857821,-0.008645654,NaN
2021-03-17T09:45:00Z,109.074,109.089,109.072,109.088,0.015,-0.002,0.017,193,168.55,39.95966768,-0.041417857,0,51.68130278,0.021369191,-106.1751733,-2.711998179,-2.948986241,0.513663733,-0.014830469,-0.007516076,-0.007314393,NaN
2021-03-17T09:50:00Z,109.088,109.098,109.077,109.088,0.01,-0.011,0.021,125,165.9,39.95966768,-0.040487143,0,55.06918411,0.02134282,-93.18181819,-2.177668522,-2.711998179,0.513663733,-0.014917651,-0.009084168,-0.005833484,NaN
2021-03-17T09:55:00Z,109.088,109.11,109.088,109.094,0.022,0,0.022,196,164.4,42.42898983,-0.036812857,0,51.06030856,0.021389762,-66.54343808,-1.484504597,-2.177668522,0.513663733,-0.014337323,-0.010519431,-0.003817892,NaN
2021-03-17T10:00:00Z,109.094,109.11,109.09,109.102,0.016,-0.004,0.02,263,169.3,45.63927299,-0.032275357,0,49.27851651,0.021290493,-36.75417661,-0.694295196,-1.484504597,0.513663733,-0.013081085,-0.011594954,-0.00148613,NaN
2021-03-17T10:05:00Z,109.102,109.112,109.095,109.098,0.01,-0.007,0.017,192,171.9,44.30886512,-0.0276075,0,49.93476465,0.020984029,-44.03948368,0.032160741,-0.694295196,0.513663733,-0.012266868,-0.0123941,0.000127231,-0.0123941
2021-03-17T10:10:00Z,109.098,109.098,109.074,109.08,0,-0.024,0.024,118,170.05,38.82424775,-0.025942857,0,47.28592512,0.021199456,-96.53249695,0.263627402,0.032160741,0.513663733,-0.012925054,-0.013127148,0.000202094,NaN
2021-03-17T10:15:00Z,109.08,109.084,109.055,109.06,0.004,-0.025,0.029,126,168.75,33.81565535,-0.029207857,0,41.7065298,0.021756637,-144.0650407,-0.017887845,0.263627402,0.513663733,-0.014888874,-0.013800055,-0.001088818,-0.013800055
2021-03-17T10:20:00Z,109.06,109.068,109.052,109.059,0.008,-0.008,0.016,90,168.2,33.58237469,-0.032101071,0,38.13982438,0.021345449,-130.829421,-0.468297769,-0.017887845,0.513663733,-0.016337577,-0.014232042,-0.002105535,NaN
2021-03-17T10:25:00Z,109.059,109.074,109.033,109.044,0.015,-0.026,0.041,150,166.45,30.21522309,-0.037278929,0,35.44500062,0.022749345,-154.294032,-0.955593737,-0.468297769,0.513663733,-0.018482999,-0.014674211,-0.003808788,NaN
2021-03-17T10:30:00Z,109.044,109.044,109.028,109.034,0,-0.016,0.016,188,165.5,28.18622514,-0.042607857,0,35.38467835,0.022267249,-160.2194787,-1.437015942,-0.955593737,0.513663733,-0.020750974,-0.015332045,-0.005418929,NaN
2021-03-17T10:35:00Z,109.034,109.05,109.032,109.044,0.016,-0.002,0.018,90,162.2,33.02934308,-0.043828571,0,35.19285108,0.021962446,-121.0861735,-1.762712811,-1.437015942,0.513663733,-0.021493678,-0.016062715,-0.005430963,NaN
2021-03-17T10:40:00Z,109.044,109.062,109.043,109.054,0.018,-0.001,0.019,97,158.95,37.56392807,-0.040760357,0,39.05678458,0.021750843,-83.40573415,-1.731147925,-1.762712811,0.513663733,-0.021032906,-0.016806668,-0.004226237,NaN
2021-03-17T10:45:00Z,109.054,109.078,109.048,109.076,0.024,-0.006,0.03,229,162.8,46.19531257,-0.034161071,0,47.39072533,0.022340068,-13.27014218,-1.454251152,-1.731147925,0.513663733,-0.018677225,-0.017428462,-0.001248763,NaN
2021-03-17T10:50:00Z,109.076,109.076,109.064,109.069,0,-0.012,0.012,158,163.8,44.10600372,-0.028383214,0,49.70597988,0.021601492,-28.47222223,-0.967227677,-1.454251152,0.513663733,-0.017177165,-0.01797405,0.000796886,-0.01797405
2021-03-17T10:55:00Z,109.069,109.117,109.064,109.108,0.048,-0.005,0.053,281,169.85,56.03627818,-0.016506429,0,56.62223081,0.023844242,107.8534031,-0.309729019,-0.967227677,0.513663733,-0.012695041,-0.017948493,0.005253452,NaN
2021-03-17T11:00:00Z,109.108,109.129,109.098,109.128,0.021,-0.01,0.031,203,168.35,60.67218945,-0.002153571,0,66.1391927,0.024355368,165.5058043,0.324011095,-0.309729019,0.513663733,-0.007443292,-0.017121206,0.009677914,NaN
2021-03-17T11:05:00Z,109.128,109.158,109.121,109.149,0.03,-0.007,0.037,226,170.9,64.86197671,0.013566071,0,69.28904851,0.025258556,207.0832393,0.900739419,0.324011095,0.513663733,-0.001568636,-0.015480213,0.013911577,NaN
2021-03-17T11:10:00Z,109.149,109.18,109.148,109.166,0.031,-0.001,0.032,306,180.35,67.84813411,0.0279625,0,67.87915674,0.025740088,206.5142065,1.425647281,0.900739419,0.513663733,0.004408016,-0.012936767,0.017344783,NaN
2021-03-17T11:15:00Z,109.166,109.203,109.154,109.188,0.037,-0.012,0.049,518,199.9,71.25290417,0.0422175,0,68.86013143,0.02740151,209.215309,1.91126835,1.425647281,0.513663733,0.010795331,-0.009431622,0.020226952,NaN
2021-03-17T11:20:00Z,109.188,109.192,109.176,109.188,0.004,-0.012,0.016,314,203.15,71.25290417,0.055173571,0,68.27582935,0.026587116,170.5533963,2.369111724,1.91126835,0.513663733,0.015676613,-0.005301589,0.020978202,NaN
2021-03-17T11:25:00Z,109.188,109.233,109.179,109.201,0.045,-0.009,0.054,516,219.3,73.197991,0.068443214,0,65.50237411,0.028545179,158.692185,2.807944843,2.369111724,0.513663733,0.020359366,-0.000702448,0.021061814,NaN
2021-03-17T11:30:00Z,109.201,109.218,109.185,109.188,0.017,-0.016,0.033,292,227.65,68.22654124,0.077451786,0,58.04498236,0.028863381,117.0977011,3.047674752,2.807944843,0.513663733,0.022759136,0.003901592,0.018857544,NaN
2021-03-17T11:35:00Z,109.188,109.207,109.184,109.201,0.019,-0.004,0.023,471,241.4,70.39212885,0.087805,0,57.48164192,0.028444568,115.5840788,2.954255244,3.047674752,0.513663733,0.025416972,0.008634274,0.016782698,NaN
2021-03-17T11:40:00Z,109.201,109.214,109.196,109.201,0.013,-0.005,0.018,274,241.95,70.39212885,0.097331429,0,53.93165266,0.027698527,100.4533524,3.068365014,2.954255244,0.513663733,0.02720967,0.013068131,0.014141539,NaN
2021-03-17T11:45:00Z,109.201,109.212,109.168,109.168,0.011,-0.033,0.044,304,247.55,58.62807837,0.099038214,0,45.81941781,0.028862918,55.30434782,2.599867602,3.068365014,0.513663733,0.025671645,0.016747568,0.008924077,NaN
2021-03-17T11:50:00Z,109.168,109.192,109.164,109.189,0.024,-0.004,0.028,297,256.5,62.87952159,0.101786786,0,46.55589929,0.028801281,72.23411849,1.745013487,2.599867602,0.513663733,0.025849299,0.019794005,0.006055294,NaN
2021-03-17T11:55:00Z,109.189,109.199,109.178,109.186,0.01,-0.011,0.021,339,267.15,61.9009011,0.100349286,0,44.09819508,0.028244047,62.82935919,1.072591632,1.745013487,0.513663733,0.025454592,0.022132514,0.003322078,NaN
2021-03-17T12:00:00Z,109.186,109.208,109.17,109.192,0.022,-0.016,0.038,323,278.8,63.13660683,0.098096071,0,45.81614337,0.028940901,64.3020871,0.597955677,1.072591632,0.513663733,0.0253339,0.02374791,0.001585989,NaN
2021-03-17T12:05:00Z,109.192,109.22,109.185,109.21,0.028,-0.007,0.035,221,282.35,66.63302328,0.09604,0,51.11341647,0.029373694,81.39534884,0.596190589,0.597955677,0.513663733,0.026386532,0.024937901,0.001448631,NaN
2021-03-17T12:10:00Z,109.21,109.222,109.2,109.208,0.012,-0.01,0.022,241,285,65.88526996,0.090223929,0,47.60368559,0.028847001,75.48531428,0.87920165,0.596190589,0.513663733,0.026750999,0.025648083,0.001102916,NaN
2021-03-17T12:15:00Z,109.208,109.218,109.195,109.197,0.01,-0.013,0.023,209,290.95,61.77891506,0.080641786,0,44.85813355,0.028429358,56.63552975,1.118378664,0.87920165,0.513663733,0.025854203,0.025991979,-0.000137777,0.025991979
2021-03-17T12:20:00Z,109.197,109.242,109.185,109.23,0.045,-0.012,0.057,318,302,68.18516361,0.075656429,0,56.12252047,0.030470118,113.0821483,1.478952323,1.118378664,0.513663733,0.027489428,0.026222252,0.001267176,0.026222252
2021-03-17T12:25:00Z,109.23,109.243,109.214,109.243,0.013,-0.016,0.029,178,299.45,70.29724932,0.072860357,0,57.63336817,0.03036511,141.2429379,1.885031009,1.478952323,0.513663733,0.029494355,0.026476106,0.003018249,NaN
2021-03-17T12:30:00Z,109.243,109.25,109.216,109.226,0.007,-0.027,0.034,323,307.7,64.28696496,0.064276786,0,55.46896303,0.030624745,110.9882821,2.304727048,1.885031009,0.513663733,0.029372923,0.026887359,0.002485564,NaN
2021-03-17T12:35:00Z,109.226,109.242,109.195,109.201,0.016,-0.031,0.047,341,310.7,56.62032891,0.052356786,0,49.59036403,0.031794406,28.36879432,2.02452405,2.304727048,0.513663733,0.026948748,0.02700952,-6.07721E-05,0.02700952
2021-03-17T12:40:00Z,109.201,109.219,109.194,109.207,0.018,-0.007,0.025,290,315.05,57.91744819,0.041990714,0,48.81263432,0.031309091,42.25796278,1.439672598,2.02452405,0.513663733,0.02522099,0.026983564,-0.001762575,NaN
2021-03-17T12:45:00Z,109.207,109.208,109.178,109.183,0.001,-0.029,0.03,233,315.4,51.30856327,0.027513214,0,46.24757183,0.031215585,-73.73380448,0.659878416,1.439672598,0.513663733,0.021665384,0.026575951,-0.004910567,NaN
2021-03-17T12:50:00Z,109.183,109.19,109.164,109.178,0.007,-0.019,0.026,253,312.75,50.02778632,0.013845714,0,49.08009799,0.030843043,-104.5510455,-0.058627234,0.659878416,0.513663733,0.018233894,0.025670103,-0.007436208,NaN
2021-03-17T12:55:00Z,109.178,109.179,109.16,109.166,0.001,-0.018,0.019,217,297.7,46.99572534,0.000444643,0,44.60405485,0.029997111,-146.3026166,-0.688742013,-0.058627234,0.513663733,0.014380346,0.024295586,-0.009915239,NaN
2021-03-17T13:00:00Z,109.166,109.192,109.152,109.156,0.026,-0.014,0.04,291,296.55,44.57142405,-0.012853571,0,34.99625884,0.030711603,-165.8995602,-1.194744005,-0.688742013,0.513663733,0.010399585,0.022578406,-0.012178821,NaN
2021-03-17T13:05:00Z,109.156,109.166,109.153,109.158,0.01,-0.003,0.013,239,282.7,45.18050907,-0.023526071,0,34.94867398,0.029446489,-134.8148148,-1.677231719,-1.194744005,0.513663733,0.007321786,0.020337557,-0.013015771,NaN
2021-03-17T13:10:00Z,109.158,109.2,109.152,109.188,0.042,-0.006,0.048,307,283.45,53.44452096,-0.028395714,0,44.21296167,0.03077174,-23.70370371,-1.732374571,-1.677231719,0.513663733,0.007220128,0.017862643,-0.010642515,NaN
