time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR,CCI,Fisher,Trigger,Plot,MACD,Signal Line,Histogram,Cross
2021-03-02T15:10:00Z,106.738,106.76,106.716,106.732,NaN,NaN,NaN,363,269.3,23.50981836285456,-0.11980285714303257,0,36.25567478094264,0.03721679036305362,-109.0909090912507,-3.826929347742798,-3.698493337294776,0.7509859154929578,-0.045645678627138864,-0.031007325670630494,-0.01463835295650837,NaN
2021-03-02T15:15:00Z,106.732,106.782,106.732,106.769,NaN,NaN,NaN,350,280.9,35.77139146690547,-0.11982107142874533,0,41.603518914022125,0.03812987676569245,-66.30429459901126,-3.09841141929105,-3.826929347742798,0.8748495788206979,-0.04370381317811223,-0.03433743059337107,-0.009366382584741158,NaN
2021-03-02T15:20:00Z,106.769,106.78,106.758,106.774,NaN,NaN,NaN,269,282.25,37.23561288592,-0.11496250000017481,0,44.017006914590965,0.03697774271100053,-56.05758921767365,-2.3202330226228005,-3.09841141929105,0.8477876106194691,-0.041285499072145626,-0.03694517424086049,-0.0043403248312851375,NaN
2021-03-02T15:25:00Z,106.774,106.784,106.75,106.758,NaN,NaN,NaN,375,291.95,34.52338443026247,-0.11141142857160498,0,43.61518042084758,0.036765046803072354,-66.88068485851787,-1.6512719677761525,-2.3202330226228005,0.6847475832438239,-0.04019667179171904,-0.03901929239687894,-0.0011773793948400973,NaN
2021-03-02T15:30:00Z,106.758,106.832,106.755,106.824,NaN,NaN,NaN,555,310.4,50.53052333965639,-0.09358571428589216,0,53.333961886892766,0.0396389720314242,10.365763363993755,-0.8005698605106818,-1.6512719677761525,0.697950377562028,-0.03362056299035032,-0.039951469639633946,0.006330906649283624,-0.039951469639633946
2021-03-02T15:35:00Z,106.824,106.847,106.816,106.847,NaN,NaN,NaN,333,316.35,54.687820132056515,-0.0708785714287503,0,58.35946422140011,0.039021902600607596,45.60594414504744,-0.03849374056462873,-0.8005698605106818,0.6275826446280992,-0.026250442841231347,-0.039260392010255094,0.013009949169023746,NaN
2021-03-02T15:40:00Z,106.847,106.866,106.841,106.846,NaN,NaN,NaN,372,323.45,54.473474008075556,-0.050346428571609585,0,57.305498566424845,0.03802033812913603,50.6363390193123,0.6170163127588277,-0.03849374056462873,0.6197543500511771,-0.020256753917095693,-0.03731427259111007,0.01705751867401438,NaN
2021-03-02T15:45:00Z,106.846,106.858,106.832,106.84,NaN,NaN,NaN,309,327.6,53.12797247206352,-0.029008928571606626,0,57.844701315981354,0.03716174254848421,51.95755579902671,1.0981444632521964,0.6170163127588277,0.7026881720430107,-0.015808630071504126,-0.03449567196570374,0.01868704189419961,NaN
2021-03-02T15:50:00Z,106.84,106.842,106.782,106.798,NaN,NaN,NaN,360,337.8,44.788341570375685,-0.015090714285892648,0,52.051898549329586,0.038793046652164064,-1.3168724285419058,1.144590960780691,1.0981444632521964,0.7342047930283224,-0.015493904778537626,-0.031362439696426096,0.01586853491788847,NaN
2021-03-02T15:55:00Z,106.798,106.798,106.708,106.726,NaN,NaN,NaN,692,360.55,34.72515238588137,-0.014129285714463424,0,44.75300192554009,0.042450686177009735,-108.0168776378129,0.599984146545373,1.144590960780691,0.7385371179039302,-0.0208143461612309,-0.028603402755769655,0.007789056594538754,NaN
2021-03-02T16:00:00Z,106.726,106.739,106.682,106.682,NaN,NaN,NaN,467,373.25,30.25185717026504,-0.02058392857160385,0,40.697038747298386,0.043489922878652054,-160.03236246009988,-0.02216198644899875,0.599984146545373,0.6616108786610879,-0.028255554125891535,-0.026886929527745136,-0.0013686245981463993,-0.026886929527745136
2021-03-02T16:05:00Z,106.682,106.725,106.676,106.718,NaN,NaN,NaN,346,378.7,37.36166868434268,-0.022042500000175172,0,39.25797090875998,0.043883499815890646,-91.64208456290335,-0.613366284392508,-0.02216198644899875,0.7221621621621621,-0.030891764877381434,-0.025732070172771335,-0.005159694704610099,NaN
2021-03-02T16:10:00Z,106.718,106.764,106.703,106.76,NaN,NaN,NaN,313,378.35,44.47314819758023,-0.01348500000017501,0,43.21249709822949,0.045106106971897944,-21.18129683176616,-0.9230000754791625,-0.613366284392508,0.7304159913560238,-0.029254701906296532,-0.024516295741057723,-0.004738406165238809,NaN
2021-03-02T16:15:00Z,106.76,106.762,106.718,106.738,NaN,NaN,NaN,247,373.95,41.79634661979491,-0.010487142857317416,0,44.52676052800456,0.04502709933104787,-53.052923104109425,-1.047679134336364,-0.9230000754791625,0.7160493827160493,-0.02939370155111476,-0.02404664447003155,-0.005347057081083208,NaN
2021-03-02T16:20:00Z,106.738,106.764,106.729,106.748,NaN,NaN,NaN,295,370.3,43.46213457022632,-0.006564642857318059,0,46.04354122863922,0.044310877950258495,-31.780426147205436,-1.0530192353654093,-1.047679134336364,0.6410256410256411,-0.028369912651172058,-0.024282141115580518,-0.00408777153559154,NaN
2021-03-02T16:25:00Z,106.748,106.766,106.709,106.727,NaN,NaN,NaN,283,367.75,40.820048478842615,-0.00766107142874789,0,45.36312711378179,0.045217243810954474,-64.56353033062855,-1.0570427176121058,-1.0530192353654093,0.6971942826892535,-0.0289197086680133,-0.025244691643460253,-0.0036750170245530463,NaN
2021-03-02T16:30:00Z,106.727,106.744,106.71,106.744,106.72629166666667,106.7355,106.71283333333332,351,360.5,43.798549459329735,-0.009697142857318805,0,53.10209238733649,0.04441601211017244,-34.0861853961521,-1.0759856008150628,-1.0570427176121058,0.6112789526686808,-0.027664765847376316,-0.026562040063001606,-0.0011027257843747099,NaN
2021-03-02T16:35:00Z,106.744,106.766,106.736,106.747,106.73916666666668,106.745,106.71233333333333,242,349.9,44.33101737428609,-0.012093571428748354,0,58.05222940736193,0.043386296959445916,-29.633771317323394,-0.5672175668256868,-1.0759856008150628,0.6110552763819096,-0.026126964311586676,-0.027743491122229277,0.0016165268106426017,-0.027743491122229277
