time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR,CCI,Fisher,Trigger,Plot
2021-01-06T12:30:00Z,140.27999999999997,140.32399999999998,140.027,140.141,NaN,NaN,NaN,15344,11017.85,50.60128632155946,0.25059214285721226,0,46.469441203728344,0.16479681203106347,0.5059448520758131,0.6093107611218044,1.4000735735391399,2.663972286374134
2021-01-06T13:00:00Z,140.141,140.26,140.09099999999998,140.17499999999998,NaN,NaN,NaN,11430,11065.8,52.314857210877065,0.20949571428578717,0,42.14154782367543,0.16509703974313114,7.987074353017778,-0.08418687936453872,0.6093107611218044,2.663972286374134
2021-01-06T13:30:00Z,140.17499999999998,140.249,139.95,139.952,NaN,NaN,NaN,16031,11444.05,42.01937574996626,0.12305714285721966,0,36.012901922805284,0.17466153690433653,-88.71377732579089,-0.7017613301522552,-0.08418687936453872,2.663972286374134
2021-01-06T14:00:00Z,139.952,140.00699999999998,139.76,139.887,NaN,NaN,NaN,19920,11888.6,39.57464083178182,0.035980000000086776,0,37.584466610793285,0.1798285699825972,-115.20683955053215,-1.253055892017071,-0.7017613301522552,2.663972286374134
2021-01-06T14:30:00Z,139.887,140.19199999999998,139.875,140.134,NaN,NaN,NaN,20291,12372.1,51.19489680436444,-0.00027857142848566885,0,43.679879146070164,0.189626529269553,-16.687072053609615,-1.3904790890525687,-1.253055892017071,1.9712301587301588
2021-01-06T15:00:00Z,140.134,140.32399999999998,140.10399999999998,140.297,NaN,NaN,NaN,17454,12835.05,57.063068271534384,-0.005365714285628098,0,50.507720753250055,0.1917960628931563,51.76952673655166,-1.0882800039391862,-1.3904790890525687,1.943916349809886
2021-01-06T15:30:00Z,140.297,140.36999999999998,140.052,140.08599999999998,NaN,NaN,NaN,23420,13735.7,48.87140779203386,-0.05118392857134407,0,45.29491428216695,0.20081062982935824,-54.945193239373374,-0.68449758063544,-1.0882800039391862,1.9715909090909092
2021-01-06T16:00:00Z,140.08599999999998,140.36499999999998,140.005,140.349,NaN,NaN,NaN,22041,14567.85,57.13194959199358,-0.0467253571427676,0,52.563841910336365,0.21218129912726016,71.75222559846347,-0.23174277540677854,-0.68449758063544,2.087719298245614
2021-01-06T16:30:00Z,140.349,140.38799999999998,140.26299999999998,140.339,NaN,NaN,NaN,10998,14750.35,56.756467704758066,-0.043715714285622154,0,52.55363813312419,0.205954063475313,60.65723735144088,0.3122368417298291,-0.23174277540677854,2.042267050912584
2021-01-06T17:00:00Z,140.339,140.457,140.333,140.452,NaN,NaN,NaN,9130,14488.3,59.95889397486961,-0.006469999999903331,0,60.60016644325942,0.20010020179850457,109.82029168150625,0.8500553637977198,0.3122368417298291,2.1379310344827585
2021-01-06T17:30:00Z,140.452,140.48,140.38899999999998,140.41099999999997,NaN,NaN,NaN,7364,14261.25,58.27267855654069,0.030731785714375626,0,60.769688779421976,0.19230733024146912,83.43520782401403,1.3587798527286368,0.8500553637977198,2.2249240121580547
2021-01-06T18:00:00Z,140.41099999999997,140.51999999999998,140.386,140.44099999999997,NaN,NaN,NaN,7412,13589.65,59.177333362769225,0.06075535714294386,0,57.31331310034525,0.18814252093850606,89.06150764575644,1.838246169090065,1.3587798527286368,2.2659137577002055
2021-01-06T18:30:00Z,140.44099999999997,140.523,140.40499999999997,140.45299999999997,140.46154166666668,140.48366666666666,140.41974999999996,7596,13268.6,59.555054524203335,0.07824714285722913,0,54.16100260153184,0.1831323408714716,88.74785937346527,2.294211838289196,1.838246169090065,2.319126819126819
2021-01-06T19:00:00Z,140.45299999999997,140.522,140.319,140.32399999999998,140.47625,140.506,140.421,11634,13101.5,53.79286223966835,0.08288857142865749,0,54.46112030346277,0.1845514593806524,21.818366543551605,2.293614367102929,2.294211838289196,2.064114832535885
2021-01-06T19:30:00Z,140.32399999999998,140.367,140.219,140.248,140.314,140.43433333333334,140.219,17741,13415.5,50.681658152742635,0.08538714285723024,0,42.44821289098441,0.18194064085346268,-14.238591933072806,1.6602224245949153,2.293614367102929,1.7957931638913234
2021-01-06T20:00:00Z,140.248,140.35199999999998,140.189,140.231,140.2794583333333,140.39775,140.189,15023,13707.8,49.98524702375621,0.08899714285723032,0,39.0915596042622,0.18058773793535693,-19.24068915704001,1.021308828521517,1.6602224245949153,1.7506448839208943
2021-01-06T20:30:00Z,140.231,140.28199999999998,140.16299999999998,140.22199999999998,140.26049999999998,140.358,140.19299999999998,14060,13879.4,49.59669791104046,0.09996714285722501,0,37.17175757029745,0.17618861379711714,-19.14260435928335,0.30434001290888546,1.021308828521517,1.7341880341880342
2021-01-06T21:00:00Z,140.22199999999998,140.272,140.166,140.16899999999998,140.26049999999998,140.358,140.19299999999998,3648,13576.05,47.26658816072326,0.10503285714293409,0,34.93210891312163,0.17117514138303694,-41.84656260369128,-0.3531645941287432,0.30434001290888546,1.7341880341880342
2021-01-06T21:30:00Z,140.16899999999998,140.296,140.16799999999998,140.19199999999998,140.26049999999998,140.343,140.19299999999998,3712,13216.1,48.39954609769852,0.1053639285715028,0,31.276265005040532,0.16809120271282102,-26.1399861399009,-0.8813765368133154,-0.3531645941287432,1.7341880341880342
2021-01-06T22:00:00Z,140.19199999999998,140.29399999999998,140.09199999999998,140.29399999999998,140.26260416666668,140.34341666666666,140.18179166666664,298,12727.35,53.20148877773091,0.1237050000000648,0,39.12290583021838,0.1705132596619051,29.847044233228775,-1.3844797187352695,-0.8813765368133154,1.7341880341880342
2021-01-06T22:30:00Z,140.29399999999998,140.307,140.09599999999998,140.253,140.26260416666668,140.34341666666666,140.18179166666664,2083,12064.3,51.141315666394654,0.11945964285720348,0,49.60677032424376,0.17340516968605563,4.335156395877418,-1.799415272232848,-1.3844797187352695,1.7341880341880342
2021-01-06T23:00:00Z,140.253,140.375,140.22099999999998,140.361,140.26260416666668,140.32545833333333,140.18179166666664,4367,11711.15,55.977262887653914,0.13568214285720248,0,53.948114204297056,0.1720190861370534,60.36074421256075,-1.5375606740351795,-1.799415272232848,1.7341880341880342
2021-01-06T23:30:00Z,140.361,140.421,140.327,140.357,140.26260416666668,140.36137499999998,140.19975,3526,11085.9,55.75714202392278,0.12440678571434935,0,54.7935988481177,0.16644629427012061,51.91516302637051,-0.816318192720862,-1.5375606740351795,1.7341880341880342
2021-01-07T00:00:00Z,140.357,140.475,140.29299999999998,140.29799999999997,140.26260416666668,140.36137499999998,140.19975,8701,10524.95,52.47911339489245,0.08419500000006347,0,47.78184195147236,0.16755727325082745,1.965621678120929,-0.10064531203670873,-0.816318192720862,1.7341880341880342
2021-01-07T00:30:00Z,140.29799999999997,140.404,140.196,140.387,140.26260416666668,140.36137499999998,140.19975,8485,9934.65,56.62201213711103,0.07281392857149374,0,56.286423649454306,0.1704460394471968,66.32996633010947,0.1939363853106442,-0.10064531203670873,1.7341880341880342
2021-01-07T01:00:00Z,140.387,140.469,140.321,140.464,140.26260416666668,140.36137499999998,140.19975,9326,9528.25,59.88080943875696,0.08844357142863707,0,62.65619855841577,0.1688427509152539,114.84315672654712,0.6336534603058187,0.1939363853106442,1.7341880341880342
2021-01-07T01:30:00Z,140.464,140.553,140.446,140.48399999999998,140.25527083333333,140.380125,140.18804166666666,8976,8806.05,60.7065284784096,0.08233321428577652,0,57.827052679568745,0.1644254115641643,123.41342032085497,1.107195823418891,0.6336534603058187,1.7341880341880342
2021-01-07T02:00:00Z,140.48399999999998,140.498,140.105,140.13899999999998,140.25527083333333,140.39933333333332,140.18804166666666,9907,8199.35,43.915655144165996,0.030551785714346885,0,45.9222520668189,0.18075216788100976,-140.1161701329411,0.9132550055477683,1.107195823418891,1.7341880341880342
2021-01-07T02:30:00Z,140.13899999999998,140.22699999999998,140.123,140.21699999999998,140.25527083333333,140.39933333333332,140.18804166666666,6320,7965.45,47.45428688306809,-0.0031089285713676307,0,46.091733418576545,0.17526987017522228,-73.29413860669537,0.3573940657562565,0.9132550055477683,1.7341880341880342
2021-01-07T03:00:00Z,140.21699999999998,140.23299999999998,140.158,140.19699999999997,140.25527083333333,140.380125,140.1688333333333,5538,7785.85,46.64166623980535,-0.025089999999936413,0,47.43048307540983,0.16810773659127703,-79.94771811339653,-0.1919689540626983,0.3573940657562565,1.7341880341880342
2021-01-07T03:30:00Z,140.19699999999997,140.27399999999997,140.16699999999997,140.266,140.21685416666665,140.380125,140.1688333333333,5579,7696.6,49.83342894037452,-0.03268499999993496,0,54.96497766866061,0.16374289826332863,-25.87327065645677,-0.6125207506695258,-0.1919689540626983,1.7341880341880342
2021-01-07T04:00:00Z,140.266,140.34699999999998,140.26,140.309,140.21685416666665,140.36091666666667,140.1688333333333,5114,7581.7,51.769640819765804,-0.025694642857074068,0,51.55319614275096,0.1582612626730901,13.149655604397589,-0.7144200859299736,-0.6125207506695258,1.7341880341880342
2021-01-07T04:30:00Z,140.309,140.327,140.22299999999998,140.22799999999998,140.21685416666665,140.36091666666667,140.1688333333333,4216,7412.7,48.01060159582333,-0.0291607142856435,0,44.218673604382836,0.15438545819644175,-48.64864864853028,-0.764112224453504,-0.7144200859299736,1.7341880341880342
2021-01-07T05:00:00Z,140.22799999999998,140.25,140.16699999999997,140.219,140.21685416666665,140.36091666666667,140.1688333333333,4322,7047.1,47.59705546115936,-0.042557499999930665,0,44.19885844051426,0.14928649689669782,-52.027027026915114,-0.9589122723747783,-0.764112224453504,1.7341880341880342
2021-01-07T05:30:00Z,140.219,140.262,140.177,140.207,140.21685416666665,140.36091666666667,140.1688333333333,4309,6375.5,47.01555269650939,-0.06275392857135348,0,53.96702927880336,0.14469460426122,-59.66860567590488,-1.1542797446669801,-0.9589122723747783,1.7341880341880342
2021-01-07T06:00:00Z,140.207,140.272,140.172,140.26299999999998,140.21685416666665,140.34170833333332,140.1688333333333,6317,5940.2,50.08056899503939,-0.07232535714278066,0,53.12293100439161,0.14150213252827532,-11.923973462300506,-1.1035805513864374,-1.1542797446669801,1.7341880341880342
2021-01-07T06:30:00Z,140.26299999999998,140.28799999999998,140.23499999999999,140.26299999999998,140.21685416666665,140.34170833333332,140.1688333333333,5122,5493.3,50.08056899503939,-0.08049285714278084,0,53.489132027286225,0.13518055163339832,-14.072240557249758,-0.7640193631559067,-1.1035805513864374,1.7341880341880342
2021-01-07T07:00:00Z,140.26299999999998,140.41099999999997,140.23299999999998,140.29,140.25527083333333,140.34170833333332,140.1688333333333,8665,5744.15,51.644701537974875,-0.08799821428563631,0,47.16670588514108,0.13823908365958396,5.4548996689639955,-0.1897725292094638,-0.7640193631559067,1.7341880341880342
2021-01-07T07:30:00Z,140.29,140.391,140.201,140.374,140.25527083333333,140.36091666666667,140.18804166666666,8664,5991.75,56.23873350771556,-0.0783274999999195,0,52.98909277510045,0.14193629196961352,78.17431415410223,0.22129064022057585,-0.1897725292094638,1.7341880341880342
2021-01-07T08:00:00Z,140.374,140.66799999999998,140.29799999999997,140.613,140.248,140.38,140.188,15896,6771.65,66.10563416817939,-0.022031071428489216,0,63.13276542114601,0.15822655682892717,231.5805534895946,0.707840629493594,0.22129064022057585,1.7341880341880342
2021-01-07T08:30:00Z,140.613,140.832,140.535,140.696,140.2615833333333,140.40033333333332,140.18449999999999,14745,7404.75,68.74150325437793,0.03286857142865562,0,61.58146456595891,0.16813894562686071,224.2737567702435,1.1989882222996202,0.707840629493594,1.7341880341880342
2021-01-07T09:00:00Z,140.696,140.82399999999998,140.66199999999998,140.78699999999998,140.2615833333333,140.40033333333332,140.15366666666665,13066,7839.7,71.37032270910262,0.10964785714294012,0,67.00387648974264,0.16770044951065682,216.16372871241677,1.6743516738855257,1.1989882222996202,1.7341880341880342
2021-01-07T09:30:00Z,140.78699999999998,140.849,140.70499999999998,140.79,140.2339375,140.43895833333332,140.15508333333332,15298,8428.3,71.45555004165885,0.17972321428580157,0,65.18231993775085,0.16600756025989602,173.19617713588644,2.1311371400444052,1.6743516738855257,1.7341880341880342
2021-01-07T10:00:00Z,140.79,140.91199999999998,140.701,140.724,140.24575,140.46783333333332,140.1603333333333,13161,8651.3,66.74786715759318,0.21975785714294563,0,59.546839694256555,0.16922130595561663,122.41776484532295,2.572021342206659,2.1311371400444052,1.7341880341880342
2021-01-07T10:30:00Z,140.724,140.81099999999998,140.61499999999998,140.665,140.24575,140.50199999999998,140.1603333333333,11977,8825.9,62.766847605305514,0.24940357142866024,0,57.44059282088919,0.17113406981592957,87.48928877470378,2.455151930127867,2.572021342206659,1.7341880341880342
2021-01-07T11:00:00Z,140.665,140.755,140.642,140.68099999999998,140.24575,140.53616666666665,140.1603333333333,11221,8920.65,63.40428827675776,0.286796071428658,0,53.86000556159379,0.16698163625764886,83.65458750969627,2.18349266749194,2.455151930127867,1.7341880341880342
2021-01-07T11:30:00Z,140.68099999999998,140.867,140.64399999999998,140.66899999999998,140.24575,140.60449999999997,140.12616666666665,12779,9110.8,62.539498978877155,0.3207457142858017,0,44.1978886192266,0.17098294795353203,72.92714908675676,2.091536738809718,2.18349266749194,1.7341880341880342
2021-01-07T12:00:00Z,140.66899999999998,140.90599999999998,140.64299999999997,140.86399999999998,140.24575,140.63866666666664,140.12616666666665,13323,9281.6,69.75790889001078,0.3502214285715135,0,48.15742822538315,0.1775555945282801,115.62994929026428,2.078303656271749,2.091536738809718,1.7341880341880342
2021-01-07T12:30:00Z,140.86399999999998,140.993,140.79899999999998,140.964,140.2609375,140.655125,140.12954166666665,10473,9489.25,72.66668525886767,0.3895564285715104,0,50.11746083613873,0.17873019491911843,126.95196747299359,2.292423487652447,2.078303656271749,1.7341880341880342
2021-01-07T13:00:00Z,140.964,140.98899999999998,140.87599999999998,140.92299999999997,140.2609375,140.69266666666667,140.12954166666665,12110,9817.85,69.70635980350261,0.4085732142857901,0,48.30967295104755,0.17403518099632423,104.76678626348787,2.613000006348849,2.292423487652447,1.7341880341880342
2021-01-07T13:30:00Z,140.92299999999997,140.952,140.754,140.807,140.2609375,140.69266666666667,140.12954166666665,11762,10127,62.009380511295284,0.4039275000000766,0,49.2176338122727,0.1757469537823016,67.24335824868463,2.1898115747800553,2.613000006348849,1.7341880341880342
2021-01-07T14:00:00Z,140.807,141.00099999999998,140.796,140.922,140.26243749999998,140.69799999999998,140.12987499999997,12907,10516.65,66.01574289597066,0.41806892857150824,0,53.22482920072779,0.17783645708356463,92.53754749128215,1.9790963054023707,2.1898115747800553,1.7341880341880342
