time,open,high,low,close,Volume,Volume MA,SIGNAL,MACD
2021-03-21T07:31:00Z,22.369,22.509,22.367,22.509,384.932,702.0960500000053,-0.027996887190508926,0.03036342423699878
2021-03-21T07:32:00Z,22.509,22.69,22.509,22.6,646.518,728.0148500000053,-0.01012041150609442,0.05356034395107656
2021-03-21T07:33:00Z,22.589,22.659,22.507,22.507,562.924,747.6591500000053,0.003942944121812337,0.058354038030643096
2021-03-21T07:34:00Z,22.509,22.576,22.462,22.536,232.331,714.9384000000053,0.013938004257803206,0.06315091205830115
2021-03-21T07:35:00Z,22.588,22.622,22.576,22.61,247.905,708.9739000000054,0.022904743574337128,0.07253044228491135
2021-03-21T07:36:00Z,22.576,22.744,22.551,22.744,521.617,674.2794500000055,0.03354572705224903,0.09108422597546095
2021-03-21T07:37:00Z,22.744,22.78,22.66,22.76,644.193,659.9541500000054,0.04360296052027576,0.10310913044347103
2021-03-21T07:38:00Z,22.749,22.749,22.622,22.711,287.263,658.9976500000055,0.05283503086649042,0.10354166931515607
2021-03-21T07:39:00Z,22.65,22.685,22.622,22.625,261.293,649.8212500000054,0.06182986146170903,0.09213807391820339
2021-03-21T07:40:00Z,22.672,22.698,22.551,22.551,270.854,645.0570500000053,0.06829719089317782,0.07416467645184355
2021-03-21T07:41:00Z,22.538,22.7,22.53,22.591,662.904,639.1859500000054,0.07327918084804837,0.06407405266246613
2021-03-21T07:42:00Z,22.666,22.668,22.448,22.468,302.834,571.1021500000054,0.07439261782996259,0.04261123103805531
2021-03-21T07:43:00Z,22.51,22.51,22.299,22.311,733.729,555.5835500000054,0.07046436146014236,0.01034952388305399
2021-03-21T07:44:00Z,22.301,22.432,22.113,22.113,940.191,487.60935000000546,0.06218060150090953,-0.0327673215209181
2021-03-21T07:45:00Z,22.113,22.402,22.055,22.402,2140.101,569.6371000000055,0.053596115928150306,-0.031278429242050265
2021-03-21T07:46:00Z,22.38,22.38,22.038,22.237,669.64,571.3120000000055,0.04275754793208622,-0.0466938056717936
2021-03-21T07:47:00Z,22.238,22.371,22.122,22.246,351.15,534.1411500000054,0.029467067751179406,-0.05511105601451405
2021-03-21T07:48:00Z,22.219,22.262,22.118,22.239,148.6,535.0951000000053,0.01462270911184566,-0.06017881458920016
2021-03-21T07:49:00Z,22.226,22.283,22.226,22.283,300.953,519.1535000000054,-0.000015813424905530837,-0.05748207858910703
2021-03-21T07:50:00Z,22.283,22.319,22.142,22.162,580.353,544.5142500000053,-0.014463108575976364,-0.06678217274357579
2021-03-21T07:51:00Z,22.149,22.215,22.149,22.211,209.857,535.7605000000052,-0.02723212172044692,-0.06629446813733253
2021-03-21T07:52:00Z,22.214,22.263,22.209,22.25,147.991,510.83415000000525,-0.03852504912755608,-0.060148148815734714
2021-03-21T07:53:00Z,22.226,22.263,22.125,22.125,422.936,503.83475000000516,-0.04852875025268879,-0.06742948133840443
2021-03-21T07:54:00Z,22.193,22.234,22.176,22.226,101.408,497.28860000000515,-0.054933390649842935,-0.06010152048564166
2021-03-21T07:55:00Z,22.163,22.163,22.109,22.145,62.17,488.0018500000051,-0.0575883463658978,-0.06197183439752152
2021-03-21T07:56:00Z,22.152,22.213,22.104,22.213,136.841,468.76305000000514,-0.05970158855956598,-0.05452409337240027
2021-03-21T07:57:00Z,22.214,22.261,22.117,22.117,151.434,444.1251000000051,-0.06073184692977727,-0.05802664774411781
2021-03-21T07:58:00Z,22.117,22.276,22.104,22.255,1069.753,483.2496000000051,-0.059765564786392715,-0.04448195243728392
2021-03-21T07:59:00Z,22.218,22.258,22.204,22.258,98.657,475.1178000000051,-0.05735930172863264,-0.0337099209538394
2021-03-21T08:00:00Z,22.211,22.211,22.115,22.147,271.126,475.1314000000051,-0.05550128443346158,-0.03704388834222527
2021-03-21T08:01:00Z,22.149,22.241,22.138,22.241,208.237,452.39805000000507,-0.05202412074303098,-0.02853337214883922
2021-03-21T08:02:00Z,22.194,22.372,22.194,22.372,279.955,451.254100000005,-0.04674712408519322,-0.008247504901117253
2021-03-21T08:03:00Z,22.376,22.402,22.373,22.397,52.512,417.1932500000051,-0.04050600429936324,0.008504168828395109
2021-03-21T08:04:00Z,22.375,22.425,22.276,22.392,645.002,402.4338000000051,-0.032625577952479674,0.019255208477314767
2021-03-21T08:05:00Z,22.391,22.391,22.278,22.325,80.313,299.44440000000503,-0.02542330946729847,0.01912343285135165
2021-03-21T08:06:00Z,22.38,22.432,22.355,22.413,119.871,271.95595000000503,-0.01726808325402083,0.0277356539485325
2021-03-21T08:07:00Z,22.395,22.432,22.333,22.333,187.778,263.78735000000506,-0.010079086260846476,0.02455487355251762
2021-03-21T08:08:00Z,22.366,22.486,22.266,22.378,166.335,264.67410000000507,-0.0024006719277548686,0.026435909919889866
2021-03-21T08:09:00Z,22.384,22.384,22.346,22.346,19.401,250.59650000000502,0.003796712575835541,0.023689277102210582
2021-03-21T08:10:00Z,22.34,22.34,22.129,22.129,136.776,228.417650000005,0.006724177666929101,-0.0015078049518102432
2021-03-21T08:11:00Z,22.192,22.234,22.057,22.057,479.069,241.87825000000504,0.007701811869465432,-0.02628991211432563
2021-03-21T08:12:00Z,22.08,22.08,21.801,21.801,824.225,275.68995000000507,0.003988376207952368,-0.06938116442548292
2021-03-21T08:13:00Z,21.837,21.848,21.663,21.663,904.961,299.79120000000506,-0.00540467592644912,-0.11157107837953362
2021-03-21T08:14:00Z,21.705,21.713,21.495,21.495,2000.659,394.753750000005,-0.02028475285720949,-0.155176677409969
2021-03-21T08:15:00Z,21.529,21.819,21.464,21.749,1096.116,446.451050000005,-0.03607914366488045,-0.15448309040706576
2021-03-21T08:16:00Z,21.726,21.939,21.673,21.92,732.622,476.240100000005,-0.04982545326773549,-0.13208597278005385
2021-03-21T08:17:00Z,21.921,21.921,21.612,21.795,819.483,509.64255000000503,-0.06383179173922539,-0.12633406923785628
2021-03-21T08:18:00Z,21.764,21.764,21.512,21.524,713.376,491.82370000000503,-0.07946620772142668,-0.14742370225169665
2021-03-21T08:19:00Z,21.521,21.6,21.375,21.426,676.342,520.7079500000051,-0.09716866602190163,-0.16829113138533458
2021-03-21T08:20:00Z,21.375,21.438,21.319,21.359,950.28,554.6656500000051,-0.11616029883954,-0.1852186838918115
2021-03-21T08:21:00Z,21.361,21.455,21.344,21.449,238.417,556.1746500000052,-0.13262154824859093,-0.18258154845137042
2021-03-21T08:22:00Z,21.403,21.492,21.336,21.336,309.983,557.6760500000051,-0.14730568071710917,-0.18781536926802644
2021-03-21T08:23:00Z,21.382,21.455,21.341,21.342,175.211,563.811000000005,-0.15789553398483686,-0.18586955037048725
2021-03-21T08:24:00Z,21.36,21.363,21.252,21.289,739.418,568.531800000005,-0.1645906480840005,-0.18521733347033376
2021-03-21T08:25:00Z,21.284,21.31,21.146,21.147,609.687,595.000500000005,-0.16819068864777845,-0.19477712361152655
2021-03-21T08:26:00Z,21.19,21.279,21.138,21.161,545.061,616.260000000005,-0.17185418035940164,-0.19478149923492083
2021-03-21T08:27:00Z,21.161,21.279,21.153,21.153,363.684,625.055300000005,-0.17716716252880813,-0.19052877664352508
2021-03-21T08:28:00Z,21.167,21.244,21.147,21.244,485.096,640.993350000005,-0.18141977052310213,-0.17311275717509034
2021-03-21T08:29:00Z,21.212,21.244,21.167,21.223,502.41,665.1438000000051,-0.18245678319713254,-0.15883084166603112
2021-03-21T08:30:00Z,21.203,21.216,20.937,21.094,2515.418,784.075900000005,-0.18155461515068633,-0.15836728287442625
2021-03-21T08:31:00Z,21.093,21.455,21.091,21.455,1250.151,822.630000000005,-0.17527629835907857,-0.11615719918412637
2021-03-21T08:32:00Z,21.457,21.62,21.39,21.439,1659.562,864.396850000005,-0.16648033102568183,-0.085825907784006
2021-03-21T08:33:00Z,21.4,21.592,21.374,21.575,779.873,858.142450000005,-0.1538193228051212,-0.04854427884185952
2021-03-21T08:34:00Z,21.54,21.577,21.427,21.554,462.784,781.248700000005,-0.13909352678719308,-0.023885794173278185
2021-03-21T08:35:00Z,21.541,21.64,21.45,21.531,1232.359,788.0608500000051,-0.123050502675878,-0.008744068245867709
2021-03-21T08:36:00Z,21.521,21.704,21.477,21.681,973.972,800.1283500000051,-0.10374692872085266,0.017562189893752134
2021-03-21T08:37:00Z,21.663,21.816,21.661,21.793,571.539,787.7311500000051,-0.08177872148272317,0.046868780384503594
2021-03-21T08:38:00Z,21.793,21.812,21.643,21.653,789.995,791.5621000000051,-0.059811078520584454,0.05111529594000075
2021-03-21T08:39:00Z,21.638,21.697,21.53,21.558,497.914,782.6407000000052,-0.0401864112144785,0.04275858319207515
2021-03-21T08:40:00Z,21.551,21.696,21.517,21.615,846.362,777.444800000005,-0.02194119859891718,0.04186649710514345
2021-03-21T08:41:00Z,21.631,21.7,21.542,21.619,1481.787,839.6133000000051,-0.0038552608037146674,0.04057803287280137
2021-03-21T08:42:00Z,21.636,21.674,21.558,21.558,147.134,831.4708500000049,0.00963665222588875,0.03225384414151122
2021-03-21T08:43:00Z,21.589,21.614,21.53,21.568,434.124,844.416500000005,0.019870251067987708,0.026743679479082516
2021-03-21T08:44:00Z,21.53,21.551,21.512,21.545,545.511,834.7211500000051,0.026088620417739797,0.019857784005413492
2021-03-21T08:45:00Z,21.544,21.553,21.5,21.5,270.275,817.750550000005,0.02916070437530555,0.009907129359945088
2021-03-21T08:46:00Z,21.539,21.539,21.312,21.312,522.826,816.638800000005,0.028424629496205774,-0.016840891915965273
2021-03-21T08:47:00Z,21.307,21.481,21.305,21.374,1089.877,852.948450000005,0.024257754758717196,-0.02827343221862222
2021-03-21T08:48:00Z,21.422,21.428,21.351,21.428,103.22,833.854650000005,0.01729395111570882,-0.029733059688588526
2021-03-21T08:49:00Z,21.392,21.507,21.392,21.474,591.295,838.2989000000049,0.010361017629810928,-0.025146972404876067
2021-03-21T08:50:00Z,21.428,21.453,21.35,21.436,248.771,724.9665500000049,0.004172412191947669,-0.025316076624420703
2021-03-21T08:51:00Z,21.448,21.449,21.415,21.415,122.225,668.570250000005,-0.0020851192502258893,-0.02696634875876569
2021-03-21T08:52:00Z,21.437,21.437,21.346,21.346,66.327,588.9085000000049,-0.008920356070606513,-0.03460957215138549
2021-03-21T08:53:00Z,21.342,21.381,21.28,21.28,425.278,571.1787500000049,-0.0160208925295687,-0.045852056907072836
2021-03-21T08:54:00Z,21.318,21.469,21.318,21.465,625.97,579.338050000005,-0.021454166646502803,-0.033022335807192604
2021-03-21T08:55:00Z,21.398,21.455,21.346,21.358,615.271,548.4836500000049,-0.026399768709849655,-0.034543838691401874
2021-03-21T08:56:00Z,21.397,21.449,21.382,21.449,188.715,509.22080000000494,-0.02958846779477656,-0.025168560574250876
2021-03-21T08:57:00Z,21.384,21.4,21.358,21.361,181.255,489.70660000000487,-0.03053740116383191,-0.02727915897557409
2021-03-21T08:58:00Z,21.352,21.374,21.342,21.347,282.875,464.3506000000049,-0.03064695100937601,-0.02947848051960733
2021-03-21T08:59:00Z,21.336,21.38,21.319,21.341,221.428,450.5263000000048,-0.03074799927270985,-0.03084459058526079
2021-03-21T09:00:00Z,21.334,21.4,21.33,21.372,304.556,423.4360000000048,-0.030983173827761137,-0.027733892510440228
2021-03-21T09:01:00Z,21.404,21.416,21.346,21.363,521.133,375.4033000000048,-0.031028549325481238,-0.02581520709934182
2021-03-21T09:02:00Z,21.363,21.432,21.35,21.39,392.457,387.66945000000476,-0.030486156294908282,-0.021000025422463153
2021-03-21T09:03:00Z,21.389,21.437,21.382,21.385,456.035,388.76500000000476,-0.028946135601332787,-0.01766934452205504
2021-03-21T09:04:00Z,21.384,21.4,21.336,21.336,831.526,403.06575000000475,-0.02660011428966381,-0.020045822478714115
2021-03-21T09:05:00Z,21.33,21.376,21.33,21.36,50.498,392.07690000000474,-0.02529288930824788,-0.018642861011617384
2021-03-21T09:06:00Z,21.361,21.361,21.269,21.269,367.201,384.29565000000474,-0.02458063025708994,-0.026708989128664484
2021-03-21T09:07:00Z,21.267,21.267,21.142,21.142,742.089,366.9062500000047,-0.02636779191163573,-0.0448273387742546
2021-03-21T09:08:00Z,21.128,21.167,21.126,21.133,75.261,365.50830000000474,-0.029072479295408016,-0.05703072019706923
2021-03-21T09:09:00Z,21.124,21.124,21.035,21.035,221.592,347.0231500000047,-0.03313470439300659,-0.07416295659319161
2021-03-21T09:10:00Z,21.026,21.061,20.992,20.992,478.548,358.5120000000047,-0.03837412387870678,-0.08847820492796288
2021-03-21T09:11:00Z,21,21.007,20.906,20.958,368.123,370.8069000000047,-0.04490238772619357,-0.09954479483279499
2021-03-21T09:12:00Z,20.948,21.01,20.94,21.01,459.981,390.48960000000466,-0.05156456222642802,-0.09909912660192077
2021-03-21T09:13:00Z,21.01,21.174,21.01,21.066,1603.413,449.39635000000465,-0.05786876353944495,-0.09034623986564938
2021-03-21T09:14:00Z,21.128,21.257,21.04,21.04,616.792,448.9374500000046,-0.06396212475204069,-0.08469631786060816
2021-03-21T09:15:00Z,21.046,21.101,21.008,21.033,321.298,434.23880000000463,-0.06935220122943714,-0.07933666373007497
2021-03-21T09:16:00Z,21.036,21.038,21.026,21.026,42.109,426.90850000000466,-0.07441342611196688,-0.07431633471944465
2021-03-21T09:17:00Z,21.026,21.103,21.026,21.069,64.905,421.0910000000047,-0.0778427332958025,-0.06443136815085637
2021-03-21T09:18:00Z,21.085,21.169,21.069,21.169,73.165,410.6055000000048,-0.0779043907719254,-0.04550557101160635
2021-03-21T09:19:00Z,21.19,21.296,21.19,21.274,595.083,429.2882500000048,-0.07456952516940389,-0.020347198569332647
2021-03-21T09:20:00Z,21.294,21.3,21.294,21.3,13.283,414.7246000000047,-0.06781205108837828,0.0001692582980901136
2021-03-21T09:21:00Z,21.278,21.278,20.961,21.087,1160.753,446.7056000000048,-0.06049855565672469,-0.008029755179773446
2021-03-21T09:22:00Z,21.039,21.116,20.898,20.952,499.494,452.0574500000048,-0.05395486957683395,-0.027564247953996812
2021-03-21T09:23:00Z,20.923,20.939,20.756,20.8,1220.962,490.3038000000048,-0.05004995473211919,-0.05614506331005842
2021-03-21T09:24:00Z,20.81,20.937,20.797,20.935,668.603,482.15765000000476,-0.04730701079043245,-0.06017385650709528
2021-03-21T09:25:00Z,20.936,20.939,20.811,20.823,178.782,488.5718500000047,-0.04625079645446884,-0.07307796016500845
2021-03-21T09:26:00Z,20.806,20.806,20.7,20.797,537.982,497.1109000000048,-0.04656038492622469,-0.08274213691938925
2021-03-21T09:27:00Z,20.756,20.785,20.655,20.655,479.388,483.9758500000048,-0.04908261769397529,-0.10206089516470129
2021-03-21T09:28:00Z,20.655,20.8,20.647,20.8,395.16,499.9708000000048,-0.05208769414567885,-0.09748720911959552
2021-03-21T09:29:00Z,20.782,20.81,20.734,20.807,438.927,510.83755000000474,-0.05622970529202931,-0.09106769362146139
2021-03-21T09:30:00Z,20.75,20.93,20.734,20.876,801.622,526.9912500000047,-0.061385923854825435,-0.07706560276009
2021-03-21T09:31:00Z,20.817,20.985,20.795,20.982,358.071,526.4886500000047,-0.06634281737260168,-0.05435657039744868
2021-03-21T09:32:00Z,20.922,21.065,20.887,21.019,659.367,536.4579500000048,-0.06865661894636106,-0.0334815724911266
2021-03-21T09:33:00Z,21.079,21.3,21.061,21.3,588.913,485.73295000000473,-0.06514119980438403,0.011105362607750635
2021-03-21T09:34:00Z,21.249,21.258,21.065,21.065,489.854,479.38605000000473,-0.058506308597981095,0.016838739960373772
2021-03-21T09:35:00Z,21.064,21.204,20.887,20.931,1002.397,513.4410000000047,-0.05246140252447744,0.00632011030144497
2021-03-21T09:36:00Z,20.887,21.064,20.769,21.004,1104.305,566.5508000000048,-0.045220660857231885,0.006570198174692621
2021-03-21T09:37:00Z,21.011,21.082,21.011,21.031,161.488,571.3799500000047,-0.03684468598890947,0.00939358663215728
2021-03-21T09:38:00Z,21.03,21.041,20.881,20.881,518.767,593.6600500000046,-0.027984663911414097,-0.004600652312252151
2021-03-21T09:39:00Z,20.877,20.899,20.769,20.81,496.463,588.7290500000046,-0.0210775630726681,-0.02150909989338956
2021-03-21T09:40:00Z,20.81,20.918,20.8,20.857,93.203,592.7250500000046,-0.01531100677798653,-0.027635574379964112
2021-03-21T09:41:00Z,20.843,20.937,20.843,20.857,262.412,547.8080000000045,-0.011133908252383988,-0.031117518978462044
2021-03-21T09:42:00Z,20.835,20.84,20.794,20.839,8.267,523.2466500000045,-0.009335666564816204,-0.034575911834203055
2021-03-21T09:43:00Z,20.79,20.79,20.602,20.616,358.853,480.14120000000446,-0.011688763131665458,-0.059365634726468386
2021-03-21T09:44:00Z,20.602,20.647,20.4,20.4,2048.647,549.1434000000045,-0.021554194478615587,-0.0974143822087008
2021-03-21T09:45:00Z,20.4,20.427,20.366,20.427,294.595,554.9340500000045,-0.033826439664990264,-0.11815595708974769
2021-03-21T09:46:00Z,20.427,20.694,20.387,20.694,681.008,562.0853500000045,-0.04361733678026234,-0.10137975796654786
2021-03-21T09:47:00Z,20.714,20.8,20.714,20.739,105.983,543.4151000000045,-0.05171556812298823,-0.0825103465952921
2021-03-21T09:48:00Z,20.713,20.781,20.353,20.464,634.437,555.3789500000045,-0.06131151120286724,-0.09616178724651192
2021-03-21T09:49:00Z,20.437,20.755,20.418,20.673,309.467,548.9059500000045,-0.06827146828209152,-0.08116018018371918
2021-03-21T09:50:00Z,20.665,20.721,20.563,20.612,113.713,514.5105000000045,-0.07314538736830203,-0.07512220984170526
2021-03-21T09:51:00Z,20.562,20.562,20.439,20.496,449.611,519.0875000000045,-0.07800990281712443,-0.08114524431701042
2021-03-21T09:52:00Z,20.49,20.565,20.418,20.425,174.061,494.8222000000045,-0.08341577306040258,-0.09058209165452169
2021-03-21T09:53:00Z,20.427,20.469,20.427,20.469,353.988,483.07595000000447,-0.08846240771062791,-0.09008889298668166
2021-03-21T09:54:00Z,20.464,20.489,20.43,20.43,16.501,459.4083000000045,-0.09138131269086713,-0.0914735895090999
2021-03-21T09:55:00Z,20.487,20.714,20.477,20.655,596.874,439.1321500000046,-0.08857118642454412,-0.06650299327914766
2021-03-21T09:56:00Z,20.662,20.694,20.637,20.647,99.983,388.91605000000453,-0.08223557855747159,-0.048464270551949795
2021-03-21T09:57:00Z,20.613,20.666,20.477,20.533,196.03,390.64315000000454,-0.07726826272681367,-0.04673928382931081
2021-03-21T09:58:00Z,20.464,20.602,20.464,20.525,233.852,376.3974000000045,-0.07387369745979684,-0.04517012865810699
2021-03-21T09:59:00Z,20.529,20.568,20.369,20.418,591.198,381.1341500000045,-0.07005006966916417,-0.054101881549552644
2021-03-21T10:00:00Z,20.418,20.487,20.418,20.436,260.353,389.49165000000454,-0.0678477564406292,-0.05693473466983434
2021-03-21T10:01:00Z,20.483,20.489,20.419,20.419,25.49,377.6455500000045,-0.06639738623127332,-0.05916813753879069
2021-03-21T10:02:00Z,20.451,20.57,20.445,20.57,436.317,399.04805000000454,-0.062962649103536,-0.043363135911899775
2021-03-21T10:03:00Z,20.523,20.573,20.517,20.573,65.337,384.37225000000456,-0.05755238294602417,-0.03106916392189163
2021-03-21T10:04:00Z,20.572,20.702,20.57,20.702,1134.001,338.63995000000455,-0.0501197256307826,-0.008329662519024339
2021-03-21T10:05:00Z,20.714,21.064,20.692,20.877,888.677,368.34405000000453,-0.03945900838368905,0.025794300208929144
2021-03-21T10:06:00Z,20.864,21,20.566,20.825,1188.709,393.7291000000045,-0.029495060202301717,0.043100436716112966
2021-03-21T10:07:00Z,20.746,20.937,20.66,20.844,387.87,407.8234500000045,-0.020013097755240686,0.055837316365721534
2021-03-21T10:08:00Z,20.917,20.985,20.877,20.968,161.107,384.1569500000045,-0.008847178012171174,0.07608583334445385
2021-03-21T10:09:00Z,20.969,20.969,20.877,20.877,94.941,373.4306500000045,0.002393412086331895,0.07847636242542677
2021-03-21T10:10:00Z,20.923,20.935,20.792,20.857,279.491,381.7195500000045,0.014218469383998279,0.07597374872477758
2021-03-21T10:11:00Z,20.828,20.876,20.802,20.845,27.211,360.59955000000457,0.025850274806403725,0.07101512497662554
2021-03-21T10:12:00Z,20.81,20.845,20.809,20.845,8.156,352.30430000000456,0.03720697306629426,0.06575554332000522
2021-03-21T10:13:00Z,20.809,20.809,20.742,20.787,111.147,340.1622500000045,0.04609103704446194,0.05436156784794477
2021-03-21T10:14:00Z,20.764,20.812,20.75,20.812,87.492,343.71180000000453,0.05325508235927307,0.04773533454103074
2021-03-21T10:15:00Z,20.796,20.939,20.796,20.899,300.543,328.8952500000045,0.05865214041916515,0.051037976139788555
2021-03-21T10:16:00Z,20.899,21.15,20.899,21.142,1028.193,375.30575000000454,0.06334192525620126,0.07738193341632638
