日付,ドル円,ポンド円,オシレーター買いドル円,オシレーター中立ドル円,オシレーター売りドル円,移動平均買いドル円,移動平均中立ドル円,移動平均売りドル円,オシレーター買いポンド円,オシレーター中立ポンド円,オシレーター売りポンド円,移動平均買いポンド円,移動平均中立ポンド円,移動平均売りポンド円,S&P500指数,S&P500指数変化率,日経平均株価,日経平均株価変化率,UK100INDEX,UK100INDEX変化率,恐怖指数,恐怖指数変化率,ドル円(15分前),ポンド円(15分前),ドル円(1分後),ポンド円(1分後)
2021/01/04/ 17:11:02,102.899,140.854,1,8,2,0,1,15,2,7,2,6,1,10,3756.08,0.0,27258.31,0.0,6557.3,-0.134,22.75,0.0,102.89,140.787,102.903,140.827
2021/01/04/ 17:12:07,102.903,140.827,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6557.3,0.0,22.75,0.0,102.884,140.806,102.895,140.785
2021/01/04/ 17:13:12,102.895,140.785,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6557.3,0.0,22.75,0.0,102.892,140.841,102.900,140.755
2021/01/04/ 17:14:17,102.900,140.755,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6557.3,0.0,22.75,0.0,102.909,140.835,102.907,140.737
2021/01/04/ 17:15:21,102.907,140.737,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27258.31,0.0,6573.7,0.2501,22.75,0.0,102.913,140.83,102.906,140.726
2021/01/04/ 17:16:26,102.906,140.726,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6573.7,0.0,22.75,0.0,102.909,140.872,102.894,140.723
2021/01/04/ 17:17:30,102.894,140.723,1,8,2,0,1,15,2,6,3,2,1,14,3756.08,0.0,27258.31,0.0,6584.4,0.1628,22.75,0.0,102.903,140.842,102.882,140.752
2021/01/04/ 17:18:35,102.882,140.752,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6584.4,0.0,22.75,0.0,102.889,140.866,102.871,140.760
2021/01/04/ 17:19:39,102.871,140.760,1,8,2,0,1,15,0,9,2,2,1,14,3756.08,0.0,27258.31,0.0,6584.4,0.0,22.75,0.0,102.887,140.885,102.883,140.682
2021/01/04/ 17:20:44,102.883,140.682,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6584.4,0.0,22.75,0.0,102.882,140.868,102.861,140.678
2021/01/04/ 17:21:52,102.861,140.678,1,8,2,0,1,15,0,9,2,0,1,16,3756.08,0.0,27258.31,0.0,6580.6,-0.0577,22.75,0.0,102.89,140.901,102.858,140.675
2021/01/04/ 17:23:01,102.858,140.675,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6580.6,0.0,22.75,0.0,102.887,140.84,102.857,140.656
2021/01/04/ 17:24:10,102.857,140.656,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6589.0,0.1276,22.75,0.0,102.877,140.805,102.855,140.643
2021/01/04/ 17:25:19,102.855,140.643,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27258.31,0.0,6589.0,0.0,22.75,0.0,102.889,140.824,102.857,140.627
2021/01/04/ 17:26:27,102.857,140.627,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0.0,27258.31,0.0,6589.0,0.0,22.75,0.0,102.899,140.854,102.857,140.673
2021/01/04/ 17:27:36,102.857,140.673,1,8,2,0,1,15,1,9,1,3,1,13,3756.08,0.0,27258.31,0.0,6589.0,0.0,22.75,0.0,102.903,140.827,102.848,140.680
2021/01/04/ 17:28:44,102.848,140.680,1,8,2,0,1,15,0,8,3,5,1,11,3756.08,0.0,27258.31,0.0,6584.8,-0.0637,22.75,0.0,102.895,140.785,102.820,140.648
2021/01/04/ 17:29:49,102.820,140.648,1,8,2,0,1,15,1,9,1,1,1,15,3756.08,0.0,27258.31,0.0,6584.8,0.0,22.75,0.0,102.9,140.755,102.819,140.643
2021/01/04/ 17:30:53,102.819,140.643,1,8,2,0,1,15,0,9,2,0,1,16,3756.08,0.0,27258.31,0.0,6584.8,0.0,22.75,0.0,102.907,140.737,102.806,140.675
2021/01/04/ 17:31:59,102.806,140.675,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0.0,27258.31,0.0,6584.8,0.0,22.75,0.0,102.906,140.726,102.800,140.672
2021/01/04/ 17:33:04,102.800,140.672,1,8,2,0,1,15,1,8,2,5,1,11,3756.08,0.0,27258.31,0.0,6562.3,-0.3417,23.04,1.2747,102.894,140.723,102.790,140.627
2021/01/04/ 17:34:09,102.790,140.627,1,8,2,0,1,15,3,7,1,0,1,16,3756.08,0.0,27258.31,0.0,6562.3,0.0,23.04,0.0,102.882,140.752,102.774,140.584
2021/01/04/ 17:35:13,102.774,140.584,1,8,2,0,1,15,1,7,3,0,1,16,3756.08,0.0,27258.31,0.0,6571.2,0.1356,23.06,0.0868,102.871,140.76,102.773,140.612
2021/01/04/ 17:36:22,102.773,140.612,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0.0,27258.31,0.0,6571.2,0.0,23.06,0.0,102.883,140.682,102.793,140.597
2021/01/04/ 17:37:27,102.793,140.597,0,0,0,0,0,0,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6579.8,0.1309,23.01,-0.2168,102.861,140.678,102.792,140.615
2021/01/04/ 17:38:31,102.792,140.615,1,8,2,0,1,15,2,9,0,3,1,13,3756.08,0.0,27258.31,0.0,6579.8,0.0,23.01,0.0,102.858,140.675,102.790,140.626
2021/01/04/ 17:39:35,102.790,140.626,1,8,2,0,1,15,1,9,1,3,1,13,3756.08,0.0,27258.31,0.0,6579.8,0.0,23.01,0.0,102.857,140.656,102.790,140.640
2021/01/04/ 17:40:40,102.790,140.640,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0.0,27258.31,0.0,6579.8,0.0,23.01,0.0,102.855,140.643,102.791,140.691
2021/01/04/ 17:41:45,102.791,140.691,1,8,2,0,1,15,1,9,1,9,1,7,3756.08,0.0,27258.31,0.0,6581.4,0.0243,23.10,0.3911,102.857,140.627,102.780,140.663
2021/01/04/ 17:42:50,102.780,140.663,1,8,2,0,1,15,2,9,0,6,1,10,3756.08,0.0,27258.31,0.0,6581.4,0.0,23.10,0.0,102.857,140.673,102.779,140.677
2021/01/04/ 17:43:55,102.779,140.677,1,8,2,0,1,15,1,8,2,7,1,9,3756.08,0.0,27258.31,0.0,6581.4,0.0,23.10,0.0,102.848,140.68,102.765,140.672
2021/01/04/ 17:45:00,102.765,140.672,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0.0,27258.31,0.0,6581.4,0.0,23.10,0.0,102.82,140.648,102.769,140.657
2021/01/04/ 17:46:05,102.769,140.657,1,8,2,0,1,15,1,8,2,7,1,9,3756.08,0.0,27258.31,0.0,6581.3,-0.0015,23.11,0.0433,102.819,140.643,102.759,140.643
2021/01/04/ 17:47:10,102.759,140.643,1,8,2,0,1,15,2,7,2,5,2,10,3756.08,0.0,27258.31,0.0,6581.3,0.0,23.11,0.0,102.806,140.675,102.807,140.687
2021/01/04/ 17:48:15,102.807,140.687,1,8,2,0,1,15,2,7,2,10,1,6,3756.08,0.0,27258.31,0.0,6574.6,-0.1018,23.22,0.476,102.8,140.672,102.800,140.717
2021/01/04/ 17:49:21,102.800,140.717,1,8,2,0,1,15,3,8,0,10,1,6,3756.08,0.0,27258.31,0.0,6574.6,0.0,23.22,0.0,102.79,140.627,102.805,140.713
2021/01/04/ 17:50:26,102.805,140.713,1,8,2,0,1,15,3,7,1,9,1,7,3756.08,0.0,27258.31,0.0,6578.0,0.0517,23.21,-0.0431,102.774,140.584,102.804,140.700
2021/01/04/ 17:51:30,102.804,140.700,1,8,2,0,1,15,3,7,1,7,1,9,3756.08,0.0,27258.31,0.0,6578.0,0.0,23.21,0.0,102.773,140.612,102.804,140.721
2021/01/04/ 17:52:34,102.804,140.721,1,8,2,0,1,15,3,7,1,12,1,4,3756.08,0.0,27258.31,0.0,6586.2,0.1247,23.22,0.0431,102.793,140.597,102.805,140.742
2021/01/04/ 17:53:42,102.805,140.742,1,8,2,0,1,15,3,6,2,12,1,4,3756.08,0.0,27258.31,0.0,6586.2,0.0,23.22,0.0,102.792,140.615,102.810,140.733
2021/01/04/ 17:54:46,102.810,140.733,1,8,2,0,1,15,3,7,1,11,1,5,3756.08,0.0,27258.31,0.0,6592.9,0.1017,23.12,-0.4307,102.79,140.626,102.802,140.765
2021/01/04/ 17:55:50,102.802,140.765,1,8,2,0,1,15,2,8,1,12,1,4,3756.08,0.0,27258.31,0.0,6592.9,0.0,23.12,0.0,102.79,140.64,102.801,140.749
2021/01/04/ 17:56:55,102.801,140.749,1,8,2,0,1,15,2,6,3,11,1,5,3756.08,0.0,27258.31,0.0,6592.9,0.0,23.12,0.0,102.791,140.691,102.810,140.725
2021/01/04/ 17:58:00,102.810,140.725,1,8,2,0,1,15,3,7,1,8,1,8,3756.08,0.0,27258.31,0.0,6592.9,0.0,23.12,0.0,102.78,140.663,102.795,140.753
2021/01/04/ 17:59:05,102.795,140.753,1,8,2,0,1,15,3,8,0,12,1,4,3756.08,0.0,27258.31,0.0,6594.3,0.0212,23.08,-0.173,102.779,140.677,102.795,140.761
2021/01/04/ 18:00:10,102.795,140.761,1,8,2,0,1,15,2,8,1,13,1,3,3756.08,0.0,27258.31,0.0,6594.3,0.0,23.08,0.0,102.765,140.672,102.799,140.742
2021/01/04/ 18:01:14,102.799,140.742,1,8,2,0,1,15,2,9,0,11,1,5,3756.08,0.0,27258.31,0.0,6594.3,0.0,23.08,0.0,102.769,140.657,102.777,140.726
2021/01/04/ 18:02:20,102.777,140.726,1,8,2,0,1,15,2,9,0,7,1,9,3756.08,0.0,27258.31,0.0,6594.3,0.0,23.08,0.0,102.759,140.643,102.779,140.735
2021/01/04/ 18:03:25,102.779,140.735,1,8,2,0,1,15,2,8,1,5,1,11,3756.08,0.0,27258.31,0.0,6603.5,0.1395,23.05,-0.13,102.807,140.687,102.765,140.725
2021/01/04/ 18:04:30,102.765,140.725,1,8,2,0,1,15,2,9,0,5,1,11,3756.08,0.0,27258.31,0.0,6603.5,0.0,23.05,0.0,102.8,140.717,102.773,140.699
2021/01/04/ 18:05:34,102.773,140.699,1,8,2,0,1,15,1,9,1,2,1,14,3756.08,0.0,27258.31,0.0,6603.5,0.0,23.05,0.0,102.805,140.713,102.780,140.721
2021/01/04/ 18:06:39,102.780,140.721,1,8,2,0,1,15,0,9,2,7,1,9,3756.08,0.0,27258.31,0.0,6603.5,0.0,23.05,0.0,102.804,140.7,102.784,140.640
2021/01/04/ 18:07:43,102.784,140.640,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6601.3,-0.0333,23.07,0.0868,102.804,140.721,102.768,140.634
2021/01/04/ 18:08:48,102.768,140.634,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6601.3,0.0,23.07,0.0,102.805,140.742,102.779,140.613
2021/01/04/ 18:09:53,102.779,140.613,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27258.31,0.0,6601.8,0.0076,23.06,-0.0433,102.81,140.733,102.786,140.607
2021/01/04/ 18:10:58,102.786,140.607,1,8,2,0,1,15,3,6,2,1,1,15,3756.08,0.0,27258.31,0.0,6601.8,0.0,23.06,0.0,102.802,140.765,102.790,140.642
2021/01/04/ 18:12:02,102.790,140.642,1,8,2,0,1,15,1,7,3,3,1,13,3756.08,0.0,27258.31,0.0,6606.5,0.0712,23.03,-0.1301,102.801,140.749,102.788,140.626
2021/01/04/ 18:13:07,102.788,140.626,1,8,2,0,1,15,2,6,3,3,1,13,3756.08,0.0,27258.31,0.0,6606.5,0.0,23.03,0.0,102.81,140.725,102.776,140.619
2021/01/04/ 18:14:11,102.776,140.619,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6615.3,0.1332,23.02,-0.0434,102.795,140.753,102.788,140.609
2021/01/04/ 18:15:18,102.788,140.609,1,8,2,0,1,15,0,9,2,2,1,14,3756.08,0.0,27258.31,0.0,6615.3,0.0,23.02,0.0,102.795,140.761,102.772,140.632
2021/01/04/ 18:16:22,102.772,140.632,1,8,2,0,1,15,0,8,3,4,1,12,3756.08,0.0,27258.31,0.0,6615.3,0.0,23.02,0.0,102.799,140.742,102.747,140.629
2021/01/04/ 18:17:27,102.747,140.629,1,8,2,0,1,15,1,9,1,4,1,12,3756.08,0.0,27258.31,0.0,6615.3,0.0,23.02,0.0,102.777,140.726,102.739,140.632
2021/01/04/ 18:18:32,102.739,140.632,1,8,2,0,1,15,0,8,3,5,1,11,3756.08,0.0,27258.31,0.0,6620.2,0.0741,23.00,-0.0869,102.779,140.735,102.743,140.634
2021/01/04/ 18:19:37,102.743,140.634,1,8,2,0,1,15,0,8,3,4,1,12,3756.08,0.0,27258.31,0.0,6620.2,0.0,23.00,0.0,102.765,140.725,102.754,140.625
2021/01/04/ 18:20:42,102.754,140.625,1,8,2,0,1,15,1,8,2,4,1,12,3756.08,0.0,27258.31,0.0,6620.2,0.0,23.00,0.0,102.773,140.699,102.748,140.623
2021/01/04/ 18:21:47,102.748,140.623,1,8,2,0,1,15,2,9,0,2,1,14,3756.08,0.0,27258.31,0.0,6620.2,0.0,23.00,0.0,102.78,140.721,102.746,140.633
2021/01/04/ 18:22:50,102.746,140.633,1,8,2,0,1,15,1,8,2,5,1,11,3756.08,0.0,27258.31,0.0,6621.0,0.0121,23.08,0.3478,102.784,140.64,102.746,140.621
2021/01/04/ 18:23:56,102.746,140.621,1,8,2,0,1,15,2,9,0,0,1,16,3756.08,0.0,27258.31,0.0,6621.0,0.0,23.08,0.0,102.768,140.634,102.761,140.616
2021/01/04/ 18:25:00,102.761,140.616,1,8,2,0,1,15,1,7,3,0,1,16,3756.08,0.0,27258.31,0.0,6624.4,0.0514,23.08,0.0,102.779,140.613,102.744,140.580
2021/01/04/ 18:26:06,102.744,140.580,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6624.4,0.0,23.08,0.0,102.786,140.607,102.751,140.580
2021/01/04/ 18:27:10,102.751,140.580,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6624.4,0.0,23.08,0.0,102.79,140.642,102.740,140.580
2021/01/04/ 18:28:15,102.740,140.580,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0.0,27258.31,0.0,6624.4,0.0,23.08,0.0,102.788,140.626,102.748,140.560
2021/01/04/ 18:29:19,102.748,140.560,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0.0,27258.31,0.0,6634.5,0.1525,23.06,-0.0867,102.776,140.619,102.749,140.558
2021/01/04/ 18:30:25,102.749,140.558,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0.0,27258.31,0.0,6634.5,0.0,23.06,0.0,102.788,140.609,102.739,140.534
2021/01/04/ 18:31:30,102.739,140.534,1,8,2,0,1,15,0,8,3,0,1,16,3756.08,0.0,27258.31,0.0,6638.9,0.0663,23.05,-0.0434,102.772,140.632,102.741,140.505
2021/01/04/ 18:32:35,102.741,140.505,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27258.31,0.0,6638.9,0.0,23.05,0.0,102.747,140.629,102.740,140.475
2021/01/04/ 18:33:40,102.740,140.475,1,8,2,0,1,15,2,6,3,0,1,16,3756.08,0.0,27258.31,0.0,6639.9,0.0151,22.99,-0.2603,102.739,140.632,102.722,140.479
2021/01/04/ 18:34:49,102.722,140.479,1,8,2,0,1,15,4,4,3,1,1,15,3756.08,0.0,27258.31,0.0,6639.9,0.0,22.99,0.0,102.743,140.634,102.723,140.482
2021/01/04/ 18:35:57,102.723,140.482,1,8,2,0,1,15,0,8,3,1,1,15,3756.08,0.0,27258.31,0.0,6644.4,0.0678,22.99,0.0,102.754,140.625,102.716,140.500
2021/01/04/ 18:37:06,102.716,140.500,1,8,2,0,1,15,1,9,1,3,1,13,3756.08,0.0,27258.31,0.0,6644.4,0.0,22.99,0.0,102.748,140.623,102.720,140.479
2021/01/04/ 18:38:11,102.720,140.479,1,8,2,0,1,15,0,9,2,0,1,16,3756.08,0.0,27258.31,0.0,6648.7,0.0647,22.98,-0.0435,102.746,140.633,102.717,140.517
2021/01/04/ 18:39:16,102.717,140.517,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0.0,27258.31,0.0,6648.7,0.0,22.98,0.0,102.746,140.621,102.719,140.536
2021/01/04/ 18:40:22,102.719,140.536,1,8,2,0,1,15,1,8,2,5,1,11,3756.08,0.0,27258.31,0.0,6658.1,0.1414,22.92,-0.2611,102.761,140.616,102.702,140.511
2021/01/04/ 18:41:27,102.702,140.511,1,8,2,0,1,15,1,8,2,4,1,12,3756.08,0.0,27258.31,0.0,6658.1,0.0,22.92,0.0,102.744,140.58,102.740,140.469
2021/01/04/ 18:42:31,102.740,140.469,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6658.1,0.0,22.92,0.0,102.751,140.58,102.727,140.467
2021/01/04/ 18:43:36,102.727,140.467,0,0,0,0,0,0,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6658.1,0.0,22.92,0.0,102.74,140.58,102.720,140.480
2021/01/04/ 18:44:40,102.720,140.480,1,8,2,0,1,15,2,8,1,2,1,14,3756.08,0.0,27258.31,0.0,6658.4,0.0045,22.93,0.0436,102.748,140.56,102.728,140.492
2021/01/04/ 18:45:45,102.728,140.492,1,8,2,0,1,15,1,8,2,5,1,11,3756.08,0.0,27258.31,0.0,6658.4,0.0,22.93,0.0,102.749,140.558,102.748,140.451
2021/01/04/ 18:46:49,102.748,140.451,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0.0,27258.31,0.0,6658.4,0.0,22.93,0.0,102.739,140.534,102.750,140.448
2021/01/04/ 18:47:55,102.750,140.448,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6658.4,0.0,22.93,0.0,102.741,140.505,102.751,140.443
2021/01/04/ 18:48:59,102.751,140.443,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6657.3,-0.0165,22.93,0.0,102.74,140.475,102.752,140.490
2021/01/04/ 18:50:06,102.752,140.490,1,8,2,0,1,15,2,8,1,7,1,9,3756.08,0.0,27258.31,0.0,6657.3,0.0,22.93,0.0,102.722,140.479,102.759,140.457
2021/01/04/ 18:51:11,102.759,140.457,1,8,2,0,1,15,1,9,1,2,1,14,3756.08,0.0,27258.31,0.0,6651.9,-0.0811,22.91,-0.0872,102.723,140.482,102.760,140.454
2021/01/04/ 18:52:16,102.760,140.454,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0.0,27258.31,0.0,6651.9,0.0,22.91,0.0,102.716,140.5,102.763,140.445
2021/01/04/ 18:53:21,102.763,140.445,1,8,2,0,1,15,2,9,0,4,1,12,3756.08,0.0,27258.31,0.0,6651.4,-0.0075,22.89,-0.0873,102.72,140.479,102.770,140.446
2021/01/04/ 18:54:26,102.770,140.446,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0.0,27258.31,0.0,6651.4,0.0,22.89,0.0,102.717,140.517,102.747,140.472
2021/01/04/ 18:55:30,102.747,140.472,1,8,2,0,1,15,2,9,0,5,1,11,3756.08,0.0,27258.31,0.0,6646.7,-0.0707,22.91,0.0874,102.719,140.536,102.749,140.482
2021/01/04/ 18:56:35,102.749,140.482,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0.0,27258.31,0.0,6646.7,0.0,22.91,0.0,102.702,140.511,102.748,140.486
2021/01/04/ 18:57:39,102.748,140.486,1,8,2,0,1,15,1,9,1,9,1,7,3756.08,0.0,27258.31,0.0,6642.3,-0.0662,22.89,-0.0873,102.74,140.469,102.748,140.458
102.74,140.469,102.748,140.458
2021/01/04/ 18:58:50,102.748,140.458,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0.0,27258.31,0.0,6642.3,0.0,22.89,0.0,102.727,140.467,102.740,140.475
2021/01/04/ 18:59:55,102.740,140.475,1,8,2,0,1,15,2,9,0,7,1,9,3756.08,0.0,27258.31,0.0,6639.8,-0.0376,22.88,-0.0437,102.72,140.48,102.749,140.458
2021/01/04/ 19:01:01,102.749,140.458,1,8,2,0,1,15,1,8,2,8,1,8,3756.08,0.0,27258.31,0.0,6639.8,0.0,22.88,0.0,102.728,140.492,102.744,140.479
2021/01/04/ 19:02:06,102.744,140.479,1,8,2,0,1,15,1,8,2,7,1,9,3756.08,0.0,27258.31,0.0,6640.5,0.0105,22.85,-0.1311,102.748,140.451,102.731,140.514
2021/01/04/ 19:03:11,102.731,140.514,1,8,2,0,1,15,3,6,2,11,1,5,3756.08,0.0,27258.31,0.0,6640.5,0.0,22.85,0.0,102.75,140.448,102.721,140.490
2021/01/04/ 19:04:16,102.721,140.490,1,8,2,0,1,15,3,7,1,9,1,7,3756.08,0.0,27258.31,0.0,6645.8,0.0798,22.90,0.2188,102.751,140.443,102.741,140.509
2021/01/04/ 19:05:21,102.741,140.509,1,8,2,0,1,15,3,6,2,10,1,6,3756.08,0.0,27258.31,0.0,6645.8,0.0,22.90,0.0,102.752,140.49,102.735,140.516
2021/01/04/ 19:06:25,102.735,140.516,1,8,2,0,1,15,4,5,2,10,1,6,3756.08,0.0,27258.31,0.0,6645.8,0.0,22.90,0.0,102.759,140.457,102.724,140.520
2021/01/04/ 19:07:31,102.724,140.520,1,8,2,0,1,15,2,6,3,11,1,5,3756.08,0.0,27258.31,0.0,6645.8,0.0,22.90,0.0,102.76,140.454,102.724,140.525
2021/01/04/ 19:08:35,102.724,140.525,1,8,2,0,1,15,2,7,2,8,1,8,3756.08,0.0,27258.31,0.0,6644.5,-0.0196,22.88,-0.0873,102.763,140.445,102.714,140.480
2021/01/04/ 19:09:40,102.714,140.480,1,8,2,0,1,15,2,8,1,1,1,15,3756.08,0.0,27258.31,0.0,6644.5,0.0,22.88,0.0,102.77,140.446,102.724,140.511
2021/01/04/ 19:10:44,102.724,140.511,1,8,2,0,1,15,2,9,0,11,0,6,3756.08,0.0,27258.31,0.0,6644.9,0.006,22.94,0.2622,102.747,140.472,102.720,140.523
2021/01/04/ 19:11:50,102.720,140.523,1,8,2,0,1,15,2,8,1,12,1,4,3756.08,0.0,27258.31,0.0,6644.9,0.0,22.94,0.0,102.749,140.482,102.714,140.512
2021/01/04/ 19:12:53,102.714,140.512,1,8,2,0,1,15,2,9,0,8,1,8,3756.08,0.0,27258.31,0.0,6640.1,-0.0722,22.97,0.1308,102.748,140.486,102.719,140.532
2021/01/04/ 19:13:59,102.719,140.532,1,8,2,0,1,15,2,8,1,12,1,4,3756.08,0.0,27258.31,0.0,6640.1,0.0,22.97,0.0,102.748,140.458,102.717,140.544
2021/01/04/ 19:15:02,102.717,140.544,1,8,2,0,1,15,3,7,1,12,1,4,3756.08,0.0,27258.31,0.0,6641.7,0.0241,22.99,0.0871,102.74,140.475,102.716,140.563
2021/01/04/ 19:16:07,102.716,140.563,1,8,2,0,1,15,4,7,0,12,1,4,3756.08,0.0,27258.31,0.0,6641.7,0.0,22.99,0.0,102.749,140.458,102.729,140.552
2021/01/04/ 19:17:11,102.729,140.552,1,8,2,0,1,15,2,8,1,12,1,4,3756.08,0.0,27258.31,0.0,6641.7,0.0,22.99,0.0,102.744,140.479,102.716,140.543
2021/01/04/ 19:18:17,102.716,140.543,1,8,2,0,1,15,3,7,1,12,1,4,3756.08,0.0,27258.31,0.0,6641.7,0.0,22.99,0.0,102.731,140.514,102.720,140.493
2021/01/04/ 19:19:22,102.720,140.493,1,8,2,0,1,15,1,8,2,0,0,17,3756.08,0.0,27258.31,0.0,6642.7,0.0151,22.98,-0.0435,102.721,140.49,102.720,140.500
2021/01/04/ 19:20:28,102.720,140.500,1,8,2,0,1,15,0,9,2,3,1,13,3756.08,0.0,27258.31,0.0,6642.7,0.0,22.98,0.0,102.741,140.509,102.724,140.546
102.741,140.509,102.725,140.528
2021/01/04/ 19:21:38,102.725,140.528,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0.0,27258.31,0.0,6640.8,-0.0286,22.96,-0.087,102.735,140.516,102.700,140.545
2021/01/04/ 19:22:44,102.700,140.545,1,8,2,0,1,15,3,6,2,12,1,3,3756.08,0.0,27258.31,0.0,6640.8,0.0,22.96,0.0,102.724,140.52,102.734,140.554
2021/01/04/ 19:23:48,102.734,140.554,1,8,2,0,1,15,4,6,1,12,1,4,3756.08,0.0,27258.31,0.0,6637.2,-0.0542,22.97,0.0436,102.724,140.525,102.746,140.562
2021/01/04/ 19:24:54,102.746,140.562,1,8,2,0,1,15,3,7,1,14,1,2,3756.08,0.0,27258.31,0.0,6637.2,0.0,22.97,0.0,102.714,140.48,102.758,140.581
2021/01/04/ 19:25:59,102.758,140.581,1,8,2,0,1,15,3,5,3,13,1,3,3756.08,0.0,27258.31,0.0,6638.0,0.0121,22.98,0.0435,102.724,140.511,102.762,140.591
2021/01/04/ 19:27:07,102.762,140.591,1,8,2,0,1,15,4,6,1,12,1,4,3756.08,0.0,27258.31,0.0,6638.0,0.0,22.98,0.0,102.72,140.523,102.761,140.584
102.72,140.523,102.764,140.575
2021/01/04/ 19:28:16,102.764,140.575,1,8,2,0,1,15,3,6,2,11,1,5,3756.08,0.0,27258.31,0.0,6635.2,-0.0422,23.00,0.087,102.714,140.512,102.763,140.567
2021/01/04/ 19:29:21,102.763,140.567,1,8,2,0,1,15,2,8,1,6,1,10,3756.08,0.0,27258.31,0.0,6635.2,0.0,23.00,0.0,102.719,140.532,102.758,140.587
2021/01/04/ 19:30:25,102.758,140.587,1,8,2,0,1,15,3,8,0,8,1,8,3756.08,0.0,27258.31,0.0,6635.2,0.0,23.00,0.0,102.717,140.544,102.758,140.570
2021/01/04/ 19:31:31,102.758,140.570,1,8,2,0,1,15,2,8,1,13,1,3,3756.08,0.0,27258.31,0.0,6635.2,0.0,23.00,0.0,102.716,140.563,102.755,140.586
2021/01/04/ 19:32:35,102.755,140.586,1,8,2,0,1,15,2,9,0,11,1,5,3756.08,0.0,27258.31,0.0,6635.8,0.009,22.99,-0.0435,102.729,140.552,102.760,140.572
2021/01/04/ 19:33:40,102.760,140.572,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0.0,27258.31,0.0,6635.8,0.0,22.99,0.0,102.716,140.543,102.760,140.547
2021/01/04/ 19:34:45,102.760,140.547,1,8,2,0,1,15,2,8,1,2,1,14,3756.08,0.0,27258.31,0.0,6634.8,-0.0151,23.00,0.0435,102.72,140.493,102.757,140.558
2021/01/04/ 19:35:50,102.757,140.558,1,8,2,0,1,15,1,8,2,2,1,14,3756.08,0.0,27258.31,0.0,6634.8,0.0,23.00,0.0,102.72,140.5,102.748,140.562
2021/01/04/ 19:36:55,102.748,140.562,1,8,2,0,1,15,2,8,1,10,1,6,3756.08,0.0,27258.31,0.0,6631.1,-0.0558,23.07,0.3043,102.725,140.528,102.749,140.576
2021/01/04/ 19:38:01,102.749,140.576,1,8,2,0,1,15,0,9,2,14,1,2,3756.08,0.0,27258.31,0.0,6631.1,0.0,23.07,0.0,102.7,140.545,102.746,140.560
2021/01/04/ 19:39:06,102.746,140.560,1,8,2,0,1,15,2,8,1,14,1,2,3756.08,0.0,27258.31,0.0,6632.6,0.0226,23.07,0.0,102.734,140.554,102.755,140.578
2021/01/04/ 19:40:11,102.755,140.578,1,8,2,0,1,15,3,7,1,5,1,11,3756.08,0.0,27258.31,0.0,6632.6,0.0,23.07,0.0,102.746,140.562,102.751,140.600
