日付,ドル円,ポンド円,オシレーター買いドル円,オシレーター中立ドル円,オシレーター売りドル円,移動平均買いドル円,移動平均中立ドル円,移動平均売りドル円,オシレーター買いポンド円,オシレーター中立ポンド円,オシレーター売りポンド円,移動平均買いポンド円,移動平均中立ポンド円,移動平均売りポンド円,S&P500指数,S&P500指数変化率,日経平均株価,日経平均株価変化率,UK100INDEX,UK100INDEX変化率,恐怖指数,恐怖指数変化率,ドル円(15分前),ポンド円(15分前),ドル円(1分後),ポンド円(1分後)
2021/01/04/ 11:59:50,102.97,140.98,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.997,140.99,102.972,140.994
2021/01/04/ 12:00:55,102.972,140.994,1,8,2,0,1,15,1,9,1,4,0,13,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.978,140.973,102.986,141.01
2021/01/04/ 12:02:00,102.986,141.01,1,8,2,0,1,15,1,9,1,16,1,0,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.972,140.974,102.988,141.021
2021/01/04/ 12:03:05,102.988,141.021,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.99,141.003,102.986,141.026
2021/01/04/ 12:04:10,102.986,141.026,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.992,141.003,102.988,140.99
2021/01/04/ 12:05:15,102.988,140.99,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.987,141,102.982,141.01
2021/01/04/ 12:06:19,102.982,141.01,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.977,141.025,102.988,140.998
2021/01/04/ 12:07:23,102.988,140.998,1,8,2,0,1,15,1,9,1,2,1,14,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.991,141.025,102.976,141.007
2021/01/04/ 12:08:28,102.976,141.007,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0,27344.82,0,6460.5,0,22.75,0,103.005,141.033,102.987,141.03
2021/01/04/ 12:09:32,102.987,141.03,1,8,2,0,1,15,3,7,1,16,1,0,3756.08,0,27344.82,0,6460.5,0,22.75,0,103.004,141.022,102.968,141.012
2021/01/04/ 12:10:37,102.968,141.012,1,8,2,0,1,15,2,8,1,12,1,4,3756.08,0,27344.82,0,6460.5,0,22.75,0,103,140.987,102.978,141.007
2021/01/04/ 12:11:41,102.978,141.007,1,8,2,0,1,15,3,8,0,6,1,10,3756.08,0,27344.82,0,6460.5,0,22.75,0,103.008,141.006,102.982,141.026
2021/01/04/ 12:12:48,102.982,141.026,1,8,2,0,1,15,3,7,1,15,1,1,3756.08,0,27344.82,0,6460.5,0,22.75,0,103.005,140.98,102.994,141.019
2021/01/04/ 12:13:54,102.994,141.019,1,8,2,0,1,15,2,8,1,1,1,15,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.989,140.98,102.994,141.029
2021/01/04/ 12:15:00,102.994,141.029,1,8,2,0,1,15,2,7,2,13,1,3,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.97,140.98,102.995,141.011
2021/01/04/ 12:16:07,102.995,141.011,1,8,2,0,1,15,3,8,0,9,1,7,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.972,140.994,102.987,141.003
2021/01/04/ 12:17:12,102.987,141.003,1,8,2,0,1,15,0,8,3,2,1,14,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.986,141.01,102.982,141.018
2021/01/04/ 12:18:17,102.982,141.018,1,8,2,0,1,15,1,9,1,8,1,8,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.988,141.021,102.991,141.021
2021/01/04/ 12:19:23,102.991,141.021,1,8,2,0,1,15,3,8,0,16,1,0,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.986,141.026,102.985,141.029
2021/01/04/ 12:20:28,102.985,141.029,1,8,2,0,1,15,1,9,1,14,1,2,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.988,140.99,102.98,141.03
102.988,140.99,102.98,141.028,,,,,,,,,,,,,,,,,,,,,,,
2021/01/04/ 12:21:39,102.98,141.028,2,6,3,1,1,15,2,8,1,16,1,0,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.982,141.01,102.987,141.037
2021/01/04/ 12:22:46,102.987,141.037,1,8,2,0,1,15,4,6,1,16,1,0,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.988,140.998,102.992,141.04
2021/01/04/ 12:23:51,102.992,141.04,1,8,2,0,1,15,2,7,2,16,1,0,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.976,141.007,102.994,141.031
2021/01/04/ 12:24:58,102.994,141.031,1,8,2,0,1,15,2,8,1,16,1,0,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.987,141.03,102.989,141.03
2021/01/04/ 12:26:04,102.989,141.03,1,8,2,0,1,15,3,7,1,13,1,3,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.968,141.012,102.984,141.023
2021/01/04/ 12:27:11,102.984,141.023,1,8,2,0,1,15,2,9,0,13,1,3,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.978,141.007,102.985,141.037
2021/01/04/ 12:28:17,102.985,141.037,1,8,2,0,1,15,1,9,1,14,1,2,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.982,141.026,102.982,141.021
2021/01/04/ 12:29:23,102.982,141.021,1,8,2,0,1,15,1,9,1,8,1,8,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.994,141.019,102.979,141.017
2021/01/04/ 12:30:27,102.979,141.017,1,8,2,0,1,15,1,8,2,2,1,14,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.994,141.029,102.976,141.011
2021/01/04/ 12:31:32,102.976,141.011,1,8,2,0,1,15,1,9,1,3,1,13,3756.08,0,27344.82,0,6460.5,0,22.75,0,102.995,141.011,102.982,141.018
2021/01/04/ 12:32:37,102.982,141.018,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0,27269.35,-0.276,6460.5,0,22.75,0,102.987,141.003,102.971,141.011
2021/01/04/ 12:33:43,102.971,141.011,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0,27269.35,0,6460.5,0,22.75,0,102.982,141.018,102.974,141.002
2021/01/04/ 12:34:48,102.974,141.002,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0,27277.82,0.0311,6460.5,0,22.75,0,102.991,141.021,102.97,140.97
2021/01/04/ 12:35:53,102.97,140.97,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0,27277.82,0,6460.5,0,22.75,0,102.985,141.029,102.967,140.992
2021/01/04/ 12:36:57,102.967,140.992,1,8,2,0,1,15,0,8,3,2,1,14,3756.08,0,27293.88,0.0589,6460.5,0,22.75,0,102.98,141.028,102.96,140.989
2021/01/04/ 12:38:02,102.96,140.989,1,8,2,0,1,15,0,8,3,2,1,14,3756.08,0,27293.88,0,6460.5,0,22.75,0,102.987,141.037,102.964,140.99
2021/01/04/ 12:39:08,102.964,140.99,1,8,2,0,1,15,1,8,2,2,1,14,3756.08,0,27290.16,-0.0136,6460.5,0,22.75,0,102.992,141.04,102.96,140.991
2021/01/04/ 12:40:14,102.96,140.991,1,8,2,0,1,15,0,7,4,2,1,14,3756.08,0,27290.16,0,6460.5,0,22.75,0,102.994,141.031,102.96,140.97
2021/01/04/ 12:41:19,102.96,140.97,1,8,2,0,1,15,1,9,1,4,1,12,3756.08,0,27292.28,0.0078,6460.5,0,22.75,0,102.989,141.03,102.954,140.999
2021/01/04/ 12:42:24,102.954,140.999,1,8,2,0,1,15,0,9,2,6,1,10,3756.08,0,27292.28,0,6460.5,0,22.75,0,102.984,141.023,102.96,140.997
2021/01/04/ 12:43:28,102.96,140.997,1,8,2,0,1,15,1,9,1,5,1,11,3756.08,0,27286.51,-0.0211,6460.5,0,22.75,0,102.985,141.037,102.946,140.971
2021/01/04/ 12:44:34,102.946,140.971,1,8,2,0,1,15,0,7,4,0,1,16,3756.08,0,27286.51,0,6460.5,0,22.75,0,102.982,141.021,102.937,140.981
2021/01/04/ 12:45:38,102.937,140.981,1,8,2,0,1,15,0,8,3,0,1,16,3756.08,0,27301.16,0.0537,6460.5,0,22.75,0,102.979,141.017,102.943,140.973
2021/01/04/ 12:46:44,102.943,140.973,1,8,2,0,1,15,1,8,2,6,1,10,3756.08,0,27301.16,0,6460.5,0,22.75,0,102.976,141.011,102.944,140.982
2021/01/04/ 12:47:48,102.944,140.982,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0,27293.29,-0.0288,6460.5,0,22.75,0,102.982,141.018,102.934,140.975
2021/01/04/ 12:48:56,102.934,140.975,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0,27293.29,0,6460.5,0,22.75,0,102.971,141.011,102.943,140.983
2021/01/04/ 12:50:01,102.943,140.983,1,8,2,0,1,15,0,8,3,8,1,8,3756.08,0,27283.27,-0.0367,6460.5,0,22.75,0,102.974,141.002,102.934,140.973
2021/01/04/ 12:51:07,102.934,140.973,1,8,2,0,1,15,2,9,0,4,1,12,3756.08,0,27283.27,0,6460.5,0,22.75,0,102.97,140.97,102.933,140.972
2021/01/04/ 12:52:11,102.933,140.972,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27283.27,0,6460.5,0,22.75,0,102.967,140.992,102.93,140.96
2021/01/04/ 12:53:17,102.93,140.96,1,8,2,0,1,15,1,8,2,1,1,15,3756.08,0,27283.27,0,6460.5,0,22.75,0,102.96,140.989,102.931,140.972
2021/01/04/ 12:54:22,102.931,140.972,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27270.81,-0.0457,6460.5,0,22.75,0,102.964,140.99,102.929,140.965
2021/01/04/ 12:55:29,102.929,140.965,1,8,2,0,1,15,1,7,3,2,1,14,3756.08,0,27270.81,0,6460.5,0,22.75,0,102.96,140.991,102.939,140.975
2021/01/04/ 12:56:34,102.939,140.975,1,8,2,0,1,15,2,8,1,2,1,14,3756.08,0,27270.81,0,6460.5,0,22.75,0,102.96,140.97,102.934,140.98
2021/01/04/ 12:57:39,102.934,140.98,1,8,2,0,1,15,1,8,2,8,1,8,3756.08,0,27270.81,0,6460.5,0,22.75,0,102.954,140.999,102.938,140.96
2021/01/04/ 12:58:44,102.938,140.96,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0,27278.49,0.0282,6460.5,0,22.75,0,102.96,140.997,102.947,140.972
2021/01/04/ 12:59:49,102.947,140.972,1,8,2,0,1,15,1,9,1,10,1,6,3756.08,0,27278.49,0,6460.5,0,22.75,0,102.946,140.971,102.937,140.966
2021/01/04/ 13:00:53,102.937,140.966,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0,27279.68,0.0044,6460.5,0,22.75,0,102.937,140.981,102.94,140.977
2021/01/04/ 13:01:59,102.94,140.977,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27279.68,0,6460.5,0,22.75,0,102.943,140.973,102.942,140.977
2021/01/04/ 13:03:03,102.942,140.977,1,8,2,0,1,15,1,9,1,8,1,8,3756.08,0,27286.67,0.0256,6460.5,0,22.75,0,102.944,140.982,102.945,140.976
2021/01/04/ 13:04:08,102.945,140.976,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0,27286.67,0,6460.5,0,22.75,0,102.934,140.975,102.951,140.968
2021/01/04/ 13:05:13,102.951,140.968,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0,27299.9,0.0485,6460.5,0,22.75,0,102.943,140.983,102.954,140.981
2021/01/04/ 13:06:19,102.954,140.981,1,8,2,0,1,15,2,9,0,7,1,9,3756.08,0,27299.9,0,6460.5,0,22.75,0,102.934,140.973,102.957,140.991
2021/01/04/ 13:07:23,102.957,140.991,1,8,2,0,1,15,1,8,2,10,1,6,3756.08,0,27317.28,0.0637,6460.5,0,22.75,0,102.933,140.972,102.96,141.008
2021/01/04/ 13:08:29,102.96,141.008,1,8,2,0,1,15,3,7,1,16,1,0,3756.08,0,27317.28,0,6460.5,0,22.75,0,102.93,140.96,102.97,141.019
2021/01/04/ 13:09:33,102.97,141.019,1,8,2,0,1,15,3,8,0,15,1,1,3756.08,0,27313.22,-0.0149,6460.5,0,22.75,0,102.931,140.972,102.976,141.019
2021/01/04/ 13:10:38,102.976,141.019,1,8,2,0,1,15,3,6,2,15,1,1,3756.08,0,27313.22,0,6460.5,0,22.75,0,102.929,140.965,102.97,141.02
2021/01/04/ 13:11:43,102.97,141.02,1,8,2,0,1,15,2,6,3,15,1,1,3756.08,0,27313.22,0,6460.5,0,22.75,0,102.939,140.975,102.965,141.021
2021/01/04/ 13:12:48,102.965,141.021,1,8,2,0,1,15,2,8,1,15,1,1,3756.08,0,27313.22,0,6460.5,0,22.75,0,102.934,140.98,102.957,141.033
2021/01/04/ 13:13:52,102.957,141.033,1,8,2,0,1,15,3,8,0,15,1,1,3756.08,0,27307.41,-0.0213,6460.5,0,22.75,0,102.938,140.96,102.96,141.042
2021/01/04/ 13:14:57,102.96,141.042,1,8,2,0,1,15,2,6,3,13,1,3,3756.08,0,27307.41,0,6460.5,0,22.75,0,102.947,140.972,102.961,141.04
2021/01/04/ 13:16:01,102.961,141.04,1,8,2,0,1,15,2,8,1,16,1,0,3756.08,0,27304.29,-0.0114,6460.5,0,22.75,0,102.937,140.966,102.955,141.022
2021/01/04/ 13:17:07,102.955,141.022,1,8,2,0,1,15,3,8,0,13,1,3,3756.08,0,27304.29,0,6460.5,0,22.75,0,102.94,140.977,102.973,141.022
2021/01/04/ 13:18:11,102.973,141.022,1,8,2,0,1,15,2,9,0,14,1,2,3756.08,0,27304.29,0,6460.5,0,22.75,0,102.942,140.977,102.97,141.009
2021/01/04/ 13:19:17,102.97,141.009,1,8,2,0,1,15,3,8,0,11,1,5,3756.08,0,27304.29,0,6460.5,0,22.75,0,102.945,140.976,102.978,141.005
2021/01/04/ 13:20:22,102.978,141.005,1,8,2,0,1,15,1,9,1,8,1,8,3756.08,0,27315.74,0.0419,6460.5,0,22.75,0,102.951,140.968,102.973,140.984
2021/01/04/ 13:21:27,102.973,140.984,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27315.74,0,6460.5,0,22.75,0,102.954,140.981,103,141.005
2021/01/04/ 13:22:32,103,141.005,1,8,2,1,1,14,1,8,2,9,1,7,3756.08,0,27313.4,-0.0086,6460.5,0,22.75,0,102.957,140.991,102.99,141.002
2021/01/04/ 13:23:37,102.99,141.002,1,8,2,0,1,15,1,7,3,2,1,14,3756.08,0,27313.4,0,6460.5,0,22.75,0,102.96,141.008,102.99,140.97
2021/01/04/ 13:24:41,102.99,140.97,1,8,2,0,1,15,1,9,1,0,1,16,3756.08,0,27294.2,-0.0703,6460.5,0,22.75,0,102.97,141.019,102.995,140.966
2021/01/04/ 13:25:46,102.995,140.966,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27294.2,0,6460.5,0,22.75,0,102.976,141.019,102.998,140.971
2021/01/04/ 13:26:50,102.998,140.971,1,8,2,1,1,14,1,8,2,0,1,16,3756.08,0,27294.2,0,6460.5,0,22.75,0,102.97,141.02,102.991,140.958
2021/01/04/ 13:27:56,102.991,140.958,1,8,2,0,1,15,1,7,3,1,1,15,3756.08,0,27294.2,0,6460.5,0,22.75,0,102.965,141.021,102.987,140.952
2021/01/04/ 13:29:05,102.987,140.952,1,8,2,1,1,14,1,7,3,1,1,15,3756.08,0,27292.62,-0.0058,6460.5,0,22.75,0,102.957,141.033,102.995,140.93
2021/01/04/ 13:30:10,102.995,140.93,1,8,2,1,1,14,1,7,3,1,1,15,3756.08,0,27292.62,0,6460.5,0,22.75,0,102.96,141.042,102.992,140.935
2021/01/04/ 13:31:15,102.992,140.935,1,8,2,0,1,15,2,7,2,1,1,15,3756.08,0,27295.03,0.0088,6460.5,0,22.75,0,102.961,141.04,102.993,140.91
2021/01/04/ 13:32:20,102.993,140.91,1,8,2,0,1,15,2,6,3,1,1,15,3756.08,0,27295.03,0,6460.5,0,22.75,0,102.955,141.022,102.984,140.925
2021/01/04/ 13:33:25,102.984,140.925,1,8,2,0,1,15,2,7,2,1,1,15,3756.08,0,27291.71,-0.0122,6460.5,0,22.75,0,102.973,141.022,103.006,140.932
2021/01/04/ 13:34:30,103.006,140.932,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0,27291.71,0,6460.5,0,22.75,0,102.97,141.009,103.006,140.895
2021/01/04/ 13:35:34,103.006,140.895,1,8,2,1,1,14,2,6,3,0,1,16,3756.08,0,27290.36,-0.0049,6460.5,0,22.75,0,102.978,141.005,103.021,140.906
2021/01/04/ 13:36:39,103.021,140.906,1,8,2,1,1,14,0,8,3,1,1,15,3756.08,0,27290.36,0,6460.5,0,22.75,0,102.973,140.984,103.017,140.942
2021/01/04/ 13:37:43,103.017,140.942,1,8,2,1,1,14,1,9,1,4,1,12,3756.08,0,27244.06,-0.1697,6460.5,0,22.75,0,103,141.005,103.022,140.935
2021/01/04/ 13:38:49,103.022,140.935,1,8,2,1,1,14,1,8,2,5,1,11,3756.08,0,27244.06,0,6460.5,0,22.75,0,102.99,141.002,103.02,140.917
2021/01/04/ 13:39:53,103.02,140.917,1,8,2,1,1,14,0,8,3,0,1,16,3756.08,0,27260.81,0.0615,6460.5,0,22.75,0,102.99,140.97,103.026,140.918
2021/01/04/ 13:40:58,103.026,140.918,1,8,2,1,1,14,2,8,1,0,1,16,3756.08,0,27260.81,0,6460.5,0,22.75,0,102.995,140.966,103.023,140.904
2021/01/04/ 13:42:03,103.023,140.904,1,8,2,1,1,14,0,8,3,0,1,16,3756.08,0,27260.31,-0.0018,6460.5,0,22.75,0,102.998,140.971,103.017,140.9
2021/01/04/ 13:43:08,103.017,140.9,1,8,2,1,1,14,2,7,2,1,1,15,3756.08,0,27260.31,0,6460.5,0,22.75,0,102.991,140.958,103.01,140.915
2021/01/04/ 13:44:13,103.01,140.915,1,8,2,1,1,14,0,9,2,0,1,16,3756.08,0,27270.51,0.0374,6460.5,0,22.75,0,102.987,140.952,103.017,140.922
2021/01/04/ 13:45:19,103.017,140.922,1,8,2,1,1,14,2,9,0,4,1,12,3756.08,0,27270.51,0,6460.5,0,22.75,0,102.995,140.93,103.012,140.89
2021/01/04/ 13:46:24,103.012,140.89,1,8,2,1,1,14,2,9,0,0,1,16,3756.08,0,27269.97,-0.002,6460.5,0,22.75,0,102.992,140.935,103.01,140.899
2021/01/04/ 13:47:29,103.01,140.899,1,8,2,1,1,14,1,10,0,0,1,16,3756.08,0,27269.97,0,6460.5,0,22.75,0,102.993,140.91,103.018,140.928
2021/01/04/ 13:48:33,103.018,140.928,1,8,2,1,1,14,1,9,1,8,1,8,3756.08,0,27260.33,-0.0354,6460.5,0,22.75,0,102.984,140.925,103.023,140.925
2021/01/04/ 13:49:38,103.023,140.925,1,8,2,1,1,14,1,8,2,7,1,9,3756.08,0,27260.33,0,6460.5,0,22.75,0,103.006,140.932,103.022,140.923
2021/01/04/ 13:50:42,103.022,140.923,1,8,2,1,1,14,1,9,1,6,1,10,3756.08,0,27255.69,-0.017,6460.5,0,22.75,0,103.006,140.895,103.003,140.914
2021/01/04/ 13:51:47,103.003,140.914,1,8,2,1,1,14,1,8,2,2,1,14,3756.08,0,27255.69,0,6460.5,0,22.75,0,103.021,140.906,103.002,140.896
2021/01/04/ 13:52:52,103.002,140.896,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27254.13,-0.0057,6460.5,0,22.75,0,103.017,140.942,103.008,140.918
2021/01/04/ 13:53:58,103.008,140.918,1,8,2,1,1,14,2,9,0,0,1,16,3756.08,0,27254.13,0,6460.5,0,22.75,0,103.022,140.935,103,140.9
2021/01/04/ 13:55:03,103,140.9,1,8,2,1,1,14,2,8,1,2,1,14,3756.08,0,27246.84,-0.0267,6460.5,0,22.75,0,103.02,140.917,102.991,140.91
2021/01/04/ 13:56:08,102.991,140.91,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27246.84,0,6460.5,0,22.75,0,103.026,140.918,102.986,140.902
2021/01/04/ 13:57:13,102.986,140.902,0,9,2,1,1,15,1,8,2,1,1,15,3756.08,0,27252.39,0.0204,6460.5,0,22.75,0,,,,

2021/01/04/ 13:58:44,102.992,140.870,1,8,2,0,1,15,1,8,2,0,1,16,3756.08,0,27252.39,0,6460.5,0,22.75,0,0.0,0.0,102.990,140.906
2021/01/04/ 13:59:48,102.990,140.906,1,8,2,0,1,15,1,7,3,0,1,16,3756.08,0.0,27257.78,0.0198,6460.5,0.0,22.75,0.0,0.0,0.0,102.986,140.900
2021/01/04/ 14:00:54,102.986,140.900,1,8,2,0,1,15,1,8,2,3,1,13,3756.08,0.0,27257.78,0.0,6460.5,0.0,22.75,0.0,0.0,0.0,102.987,140.889
2021/01/04/ 14:01:58,102.987,140.889,1,8,2,0,1,15,0,9,2,1,1,15,3756.08,0.0,27278.05,0.0744,6460.5,0.0,22.75,0.0,0.0,0.0,102.980,140.914
2021/01/04/ 14:03:03,102.980,140.914,1,8,2,0,1,15,1,8,2,9,1,7,3756.08,0.0,27278.05,0.0,6460.5,0.0,22.75,0.0,0.0,0.0,102.992,140.882
2021/01/04/ 14:04:07,102.992,140.882,1,8,2,0,1,15,2,7,2,0,1,16,3756.08,0.0,27268.02,-0.0368,6460.5,0.0,22.75,0.0,0.0,0.0,102.996,140.886
2021/01/04/ 14:05:14,102.996,140.886,1,8,2,0,1,15,0,10,1,4,1,12,3756.08,0.0,27268.02,0.0,6460.5,0.0,22.75,0.0,0.0,0.0,102.997,140.893
2021/01/04/ 14:06:18,102.997,140.893,1,8,2,0,1,15,1,8,2,4,1,12,3756.08,0.0,27268.02,0.0,6460.5,0.0,22.75,0.0,0.0,0.0,102.985,140.878
2021/01/04/ 14:07:24,102.985,140.878,1,8,2,0,1,15,2,8,1,0,1,16,3756.08,0.0,27268.02,0.0,6460.5,0.0,22.75,0.0,0.0,0.0,102.986,140.882
2021/01/04/ 14:08:29,102.986,140.882,1,8,2,0,1,15,1,8,2,4,1,12,3756.08,0.0,27272.67,0.0171,6460.5,0.0,22.75,0.0,0.0,0.0,103.004,140.894
2021/01/04/ 14:09:35,103.004,140.894,1,8,2,1,1,14,1,9,1,8,1,8,3756.08,0.0,27272.67,0.0,6460.5,0.0,22.75,0.0,0.0,0.0,103.019,140.922
2021/01/04/ 14:10:39,103.019,140.922,1,8,2,1,1,14,3,7,1,12,1,4,3756.08,0.0,27274.84,0.008,6460.5,0.0,22.75,0.0,0.0,0.0,103.020,140.932
2021/01/04/ 14:11:45,103.020,140.932,1,8,2,1,1,14,1,9,1,12,1,4,3756.08,0.0,27274.84,0.0,6460.5,0.0,22.75,0.0,0.0,0.0,103.017,140.927
2021/01/04/ 14:12:50,103.017,140.927,1,8,2,1,1,14,3,7,1,12,1,4,3756.08,0.0,27280.26,0.0199,6460.5,0.0,22.75,0.0,0.0,0.0,103.006,140.922
2021/01/04/ 14:13:55,103.006,140.922,1,8,2,1,1,14,2,6,3,11,1,5,3756.08,0.0,27280.26,0.0,6460.5,0.0,22.75,0.0,102.992,140.87,103.020,140.934
2021/01/04/ 14:15:00,103.020,140.934,1,8,2,1,1,14,2,8,1,10,1,6,3756.08,0.0,27277.10,-0.0116,6460.5,0.0,22.75,0.0,102.99,140.906,103.020,140.906
2021/01/04/ 14:16:05,103.020,140.906,1,8,2,1,1,14,2,8,1,0,1,16,3756.08,0.0,27277.10,0.0,6460.5,0.0,22.75,0.0,102.986,140.9,103.037,140.870
2021/01/04/ 14:17:10,103.037,140.870,1,8,2,1,1,14,0,8,3,0,1,16,3756.08,0.0,27277.10,0.0,6460.5,0.0,22.75,0.0,102.987,140.889,103.040,140.855
2021/01/04/ 14:18:16,103.040,140.855,1,8,2,1,1,14,1,8,2,1,1,15,3756.08,0.0,27277.10,0.0,6460.5,0.0,22.75,0.0,102.98,140.914,103.051,140.867
2021/01/04/ 14:19:20,103.051,140.867,1,8,2,1,1,14,2,7,2,1,1,15,3756.08,0.0,27253.37,-0.087,6460.5,0.0,22.75,0.0,102.992,140.882,103.050,140.872
2021/01/04/ 14:20:26,103.050,140.872,1,8,2,1,1,14,2,7,2,1,1,15,3756.08,0.0,27253.37,0.0,6460.5,0.0,22.75,0.0,102.996,140.886,103.053,140.873
2021/01/04/ 14:21:31,103.053,140.873,1,8,2,1,1,14,1,7,3,3,1,13,3756.08,0.0,27252.38,-0.0036,6460.5,0.0,22.75,0.0,102.997,140.893,103.052,140.878
2021/01/04/ 14:22:36,103.052,140.878,1,8,2,1,1,14,0,9,2,1,1,15,3756.08,0.0,27252.38,0.0,6460.5,0.0,22.75,0.0,102.985,140.878,103.044,140.876
2021/01/04/ 14:23:41,103.044,140.876,1,8,2,1,1,14,0,8,3,4,1,12,3756.08,0.0,27241.85,-0.0386,6460.5,0.0,22.75,0.0,102.986,140.882,103.030,140.859
2021/01/04/ 14:24:46,103.030,140.859,1,8,2,1,1,14,1,7,3,0,1,16,3756.08,0.0,27241.85,0.0,6460.5,0.0,22.75,0.0,103.004,140.894,103.042,140.879
2021/01/04/ 14:25:50,103.042,140.879,1,8,2,1,1,14,0,9,2,5,1,11,3756.08,0.0,27232.45,-0.0345,6460.5,0.0,22.75,0.0,103.019,140.922,103.034,140.874
2021/01/04/ 14:26:56,103.034,140.874,1,8,2,1,1,14,0,8,3,5,1,11,3756.08,0.0,27232.45,0.0,6460.5,0.0,22.75,0.0,103.02,140.932,103.052,140.890
2021/01/04/ 14:28:01,103.052,140.890,1,8,2,1,1,14,1,9,1,8,1,8,3756.08,0.0,27238.56,0.0224,6460.5,0.0,22.75,0.0,103.017,140.927,103.042,140.869
2021/01/04/ 14:29:06,103.042,140.869,1,8,2,1,1,14,2,8,1,0,1,16,3756.08,0.0,27238.56,0.0,6460.5,0.0,22.75,0.0,103.006,140.922,103.038,140.869
2021/01/04/ 14:30:12,103.038,140.869,1,8,2,1,1,14,2,8,1,4,1,12,3756.08,0.0,27251.00,0.0457,6460.5,0.0,22.75,0.0,103.02,140.934,103.043,140.892
2021/01/04/ 14:31:18,103.043,140.892,1,8,2,1,1,14,2,9,0,0,1,16,3756.08,0.0,27251.00,0.0,6460.5,0.0,22.75,0.0,103.02,140.906,103.042,140.882
2021/01/04/ 14:32:26,103.042,140.882,1,8,2,1,1,14,1,8,2,2,1,14,3756.08,0.0,27257.08,0.0223,6460.5,0.0,22.75,0.0,103.037,140.87,103.035,140.884
2021/01/04/ 14:33:34,103.035,140.884,1,8,2,1,1,14,1,8,2,6,1,10,3756.08,0.0,27257.08,0.0,6460.5,0.0,22.75,0.0,103.04,140.855,103.023,140.890
2021/01/04/ 14:34:39,103.023,140.890,1,8,2,1,1,14,1,8,2,10,1,6,3756.08,0.0,27224.45,-0.1197,6460.5,0.0,22.75,0.0,103.051,140.867,103.031,140.910
2021/01/04/ 14:35:45,103.031,140.910,1,8,2,1,1,14,4,6,1,12,1,4,3756.08,0.0,27224.45,0.0,6460.5,0.0,22.75,0.0,103.05,140.872,103.023,140.909
2021/01/04/ 14:36:49,103.023,140.909,1,8,2,1,1,14,4,5,2,13,1,3,3756.08,0.0,27222.01,-0.009,6460.5,0.0,22.75,0.0,103.053,140.873,103.021,140.914
2021/01/04/ 14:37:54,103.021,140.914,1,8,2,1,1,14,3,7,1,12,1,4,3756.08,0.0,27222.01,0.0,6460.5,0.0,22.75,0.0,103.052,140.878,103.023,140.922
2021/01/04/ 14:38:59,103.023,140.922,1,8,2,1,1,14,3,4,4,11,1,5,3756.08,0.0,27213.15,-0.0325,6460.5,0.0,22.75,0.0,103.044,140.876,103.021,140.904
