売買した時刻,利益,0が買い注文、1が売り注文,tp,sl,現時点の買い価格(buy),現時点の売り価格(sell),high注文後~5分後まで,low注文後~5分後まで,総利益,予測値tp:21予測値sl:10
2021-03-16 11:15,210.00000000000796,0,109.203,109.172,109.185,109.182,109.212,109.18,210.00000000000796
2021-03-16 12:00,-100.00000000005116,1,109.17799999999998,109.228,109.21799999999999,109.21499999999999,109.23,109.18700000000001,109.9999999999568
2021-03-16 12:30,-100.00000000005116,1,109.14,109.171,109.161,109.158,109.17399999999999,109.132,9.99999999990564
2021-03-16 12:45,-100.00000000005116,1,109.135,109.16600000000001,109.156,109.153,109.182,109.15299999999999,-90.00000000014552
2021-03-16 13:00,-100.00000000005116,0,109.18,109.149,109.162,109.159,109.167,109.116,-190.00000000019668
2021-03-16 13:15,-100.00000000005116,1,109.12299999999999,109.154,109.14399999999999,109.14099999999999,109.155,109.13799999999999,-290.00000000024784
2021-03-16 13:30,-100.00000000005116,1,109.133,109.164,109.154,109.151,109.171,109.13,-390.000000000299
2021-03-16 13:45,0,0,ポジション持ち越し,ポジション持ち越し,109.167,109.164,109.18,109.164,-390.000000000299
2021-03-16 14:00,0,0,ポジション持ち越し,ポジション持ち越し,109.175,109.172,109.19200000000001,109.17,-390.000000000299
2021-03-16 14:15,-100.00000000005116,0,109.20400000000001,109.173,109.186,109.183,109.19,109.163,-490.00000000035016
2021-03-16 14:30,0.0,1,予測値が同じためオーダーしない,予測値が同じためオーダーしない,109.18,109.177,109.186,109.166,-490.00000000035016
2021-03-16 15:00,0.0,1,予測値が同じためオーダーしない,予測値が同じためオーダーしない,109.178,109.175,109.197,109.15799999999999,-490.00000000035016
2021-03-16 19:00,210.00000000000796,0,109.214,109.18299999999999,109.196,109.193,109.23899999999999,109.196,-280.0000000003422
2021-03-16 19:30,210.00000000000796,1,109.17,109.20100000000001,109.191,109.188,109.199,109.134,-70.00000000033424
2021-03-16 19:45,210.00000000000796,1,109.127,109.158,109.148,109.145,109.15,109.113,139.99999999967372
2021-03-16 23:15,-100.00000000005116,0,108.87599999999999,108.84499999999998,108.85799999999999,108.85499999999999,108.897,108.822,39.99999999962256
2021-03-16 23:30,-100.00000000005116,0,108.84400000000001,108.813,108.82600000000001,108.82300000000001,108.875,108.81,-60.0000000004286
2021-03-16 23:45,-100.00000000005116,1,108.849,108.88000000000001,108.87,108.867,108.91799999999999,108.84700000000001,-160.00000000047976
2021-03-17 00:45,-100.00000000005116,0,109.086,109.05499999999999,109.068,109.065,109.084,109.00200000000001,-260.0000000005309
2021-03-17 01:15,-100.00000000005116,1,108.96100000000001,108.99200000000002,108.98200000000001,108.97900000000001,109.035,108.95299999999999,-360.0000000005821
2021-03-17 01:30,210.00000000000796,1,109.003,109.034,109.024,109.021,109.03399999999999,109.001,-150.00000000057412
2021-03-17 02:00,210.00000000000796,1,109.01299999999999,109.044,109.03399999999999,109.03099999999999,109.037,108.91799999999999,59.99999999943384
2021-03-17 02:15,-100.00000000005116,1,108.937,108.968,108.958,108.955,108.99600000000001,108.94,-40.00000000061732
2021-03-17 02:30,-100.00000000005116,1,108.925,108.956,108.946,108.943,108.985,108.94200000000001,-140.00000000066848
2021-03-17 02:45,-100.00000000005116,1,108.96199999999999,108.993,108.98299999999999,108.97999999999999,109.02600000000001,108.97399999999999,-240.00000000071964
2021-03-17 03:00,-100.00000000005116,0,109.03,108.999,109.012,109.009,109.012,108.95100000000001,-340.0000000007708
2021-03-17 03:15,210.00000000000796,0,108.99000000000001,108.959,108.97200000000001,108.96900000000001,108.99600000000001,108.964,-130.00000000076284
2021-03-17 03:30,-100.00000000005116,1,108.973,109.004,108.994,108.991,109.01299999999999,108.96700000000001,-230.000000000814
2021-03-17 03:45,-100.00000000005116,0,109.024,108.993,109.006,109.003,109.006,108.95700000000001,-330.00000000086516
2021-03-17 04:00,0,1,motikosi,109.00600000000001,108.99600000000001,108.99300000000001,109.006,108.98100000000001,-330.00000000086516
2021-03-17 04:15,-100.00000000005116,0,109.02199999999999,108.99099999999999,109.00399999999999,109.00099999999999,109.012,108.97399999999999,-430.0000000009163
2021-03-17 04:30,-100.00000000005116,0,109.00000000000001,108.96900000000001,108.98200000000001,108.97900000000001,108.986,108.956,-530.0000000009675
