売買した時刻,利益,0が買い注文、1が売り注文,tp,sl,現時点の買い価格(buy),現時点の売り価格(sell),high注文後~5分後まで,low注文後~5分後まで,総利益,予測値tp:40予測値sl:105
2021-03-16 11:00,0.0,1,予測値が同じためオーダーしない,予測値が同じためオーダーしない,109.20200000000001,109.19900000000001,109.21,109.17200000000001,0.0
