time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot.1,Oscillator,ATR,CCI,time(hour),time(minute),time(weekday),y_rate_1h,y_rate_2h,y_rate_3h,y_rate_4h,y_rate_5h,y_rate_6h,y_rate_7h,y_rate_8h,y_rate_9h,y_rate_10h,y_rate_11h,y_rate_12h,y_rate_13h,y_rate_14h,y_rate_15h,y_rate_16h,y_rate_17h,y_rate_18h,y_rate_19h,y_rate_20h,y_rate_21h,y_rate_22h,y_rate_23h,y_rate_24h
2020-09-18 12:00:00+00:00,135.386,135.481,135.16199999999998,135.372,135.31485416666663,135.41454166666665,135.20187499999997,24169,12320.35,40.274566715437096,-0.13090142857145104,0,31.84129057853207,0.2620822929720949,-151.08536422963218,12,0,4,135.13299999999998,135.20499999999998,135.243,135.18200000000002,135.137,135.14299999999997,135.16699999999997,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803
2020-09-18 13:00:00+00:00,135.372,135.42499999999998,135.045,135.13299999999998,135.2720833333333,135.40833333333333,135.17216666666667,36019,13660.85,34.73817627164614,-0.2635417857143101,0,31.57729903107118,0.27050498633123066,-204.58993390204563,13,0,4,135.20499999999998,135.243,135.18200000000002,135.137,135.14299999999997,135.16699999999997,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118
2020-09-18 14:00:00+00:00,135.13299999999998,135.31099999999998,135.009,135.20499999999998,135.23516666666666,135.304,135.04833333333332,40665,15113.25,37.52445872385749,-0.3636967857143117,0,36.71818752461214,0.27275463016471363,-145.38846700155642,14,0,4,135.243,135.18200000000002,135.137,135.14299999999997,135.16699999999997,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725
2020-09-18 15:00:00+00:00,135.20499999999998,135.283,135.095,135.243,135.23516666666666,135.304,135.08766666666665,24828,15789.2,39.00458546385619,-0.4339357142857381,0,40.84433287500161,0.2667007280100904,-113.73110995311843,15,0,4,135.18200000000002,135.137,135.14299999999997,135.16699999999997,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95
2020-09-18 16:00:00+00:00,135.243,135.296,135.13899999999998,135.18200000000002,135.23516666666666,135.304,135.10733333333332,14906,16143.9,37.46995786708568,-0.4899332142857393,0,43.467878744963635,0.2588649617236561,-113.31494551258257,16,0,4,135.137,135.14299999999997,135.16699999999997,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998
2020-09-18 17:00:00+00:00,135.18200000000002,135.184,134.95499999999998,135.137,135.16320833333333,135.30566666666667,135.0865,20212,16850.85,36.33423918445037,-0.5393750000000191,0,45.99032257183525,0.25673175017196737,-109.49623550767612,17,0,4,135.14299999999997,135.16699999999997,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998
2020-09-18 18:00:00+00:00,135.137,135.214,135.04299999999998,135.14299999999997,135.16320833333333,135.28375,135.06458333333333,16966,17595.35,36.61012595410285,-0.5668821428571611,0,49.39834659278644,0.2506080537311141,-96.72461577224578,18,0,4,135.16699999999997,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002
2020-09-18 19:00:00+00:00,135.14299999999997,135.27200000000002,135.08100000000002,135.16699999999997,135.16320833333333,135.28375,135.0865,15161,18152.2,37.77172796987322,-0.5820257142857288,0,46.97093631013318,0.2463503356074632,-82.52835607513714,19,0,4,135.01399999999998,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998
2020-09-18 20:00:00+00:00,135.16699999999997,135.20899999999997,135.003,135.01399999999998,135.16320833333333,135.28375,135.0865,3488,17478.35,33.55082348336815,-0.5971025000000134,0,47.28815857517434,0.2434681687783579,-113.05690801529038,20,0,4,135.165,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106
2020-09-20 21:00:00+00:00,134.91799999999998,135.283,134.91799999999998,135.165,135.1643125,135.29333333333332,135.0822083333333,1231,16871.35,40.605180542647965,-0.5836950000000115,0,49.62249563383504,0.2521490138656187,-67.84960207893612,21,0,6,135.14,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002
2020-09-20 22:00:00+00:00,135.165,135.25,135.07199999999997,135.14,135.1643125,135.26987499999998,135.0822083333333,5358,16736.0,39.8508645302688,-0.5695289285714364,0,46.7516296922834,0.2468526557323621,-69.61217684341611,22,0,6,135.19,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998
2020-09-20 23:00:00+00:00,135.14,135.231,135.11499999999998,135.19,135.1643125,135.26987499999998,135.0822083333333,6348,16782.75,42.16494118816171,-0.5246853571428614,0,49.980196295684884,0.23750603746576576,-50.30207211542756,23,0,6,135.295,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998
2020-09-21 00:00:00+00:00,135.19,135.333,135.178,135.295,135.18777083333333,135.26987499999998,135.0822083333333,11379,17091.95,46.794198488489506,-0.4521057142857176,0,49.51576871206081,0.231612749075354,-11.611030478957277,0,0,0,135.124,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141
2020-09-21 01:00:00+00:00,135.295,135.32999999999998,135.11399999999998,135.124,135.18777083333333,135.29333333333332,135.10566666666665,13520,17493.0,41.03379019656353,-0.3948150000000004,0,44.68351282275663,0.2304975527128293,-67.55934266585881,1,0,0,135.14499999999998,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872
2020-09-21 02:00:00+00:00,135.124,135.22199999999998,135.11700000000002,135.14499999999998,135.18777083333333,135.29333333333332,135.10566666666665,11022,17368.85,41.978413641529656,-0.3267292857142881,0,42.901325580064615,0.22153344180476928,-55.156227079379065,2,0,0,135.134,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998
2020-09-21 03:00:00+00:00,135.14499999999998,135.172,135.09699999999998,135.134,135.1643125,135.26987499999998,135.0822083333333,10068,16627.55,41.60246146132645,-0.2668932142857173,0,47.79313239187656,0.2110667673901441,-57.367228213030494,3,0,0,135.134,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028
2020-09-21 04:00:00+00:00,135.134,135.20299999999997,135.118,135.134,135.1643125,135.26987499999998,135.0822083333333,6310,15933.45,41.60246146132645,-0.19465357142857556,0,41.039204267133385,0.20206199829084664,-55.043435378037785,4,0,0,135.12099999999998,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998
2020-09-21 05:00:00+00:00,135.134,135.178,135.08700000000002,135.12099999999998,135.1643125,135.26987499999998,135.10566666666665,9321,15415.75,41.09797783804101,-0.15859357142857744,0,40.36955154988025,0.1941289984129296,-61.91449497531701,5,0,0,135.189,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783
