time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot.1,Oscillator,ATR,CCI,time(hour),time(minute),time(weekday),y_rate_1h,y_rate_2h,y_rate_3h,y_rate_4h,y_rate_5h,y_rate_6h,y_rate_7h,y_rate_8h,y_rate_9h,y_rate_10h,y_rate_11h,y_rate_12h,y_rate_13h,y_rate_14h,y_rate_15h,y_rate_16h,y_rate_17h,y_rate_18h,y_rate_19h,y_rate_20h,y_rate_21h,y_rate_22h,y_rate_23h,y_rate_24h
2020-09-21 06:00:00+00:00,135.12099999999998,135.235,135.011,135.189,135.1643125,135.24641666666665,135.0822083333333,21632,15525.3,44.86424899138841,-0.11023928571428626,0,45.60684890170511,0.19626264138343388,8.734809027774114,6,0,0,134.38299999999998,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75
2020-09-21 07:00:00+00:00,135.189,135.231,134.32799999999997,134.38299999999998,135.16872916666665,135.28883333333332,135.09666666666666,54312,17345.75,24.702374851824857,-0.17999071428571695,0,27.281809721999785,0.2467438812846186,-565.7436828567428,7,0,0,133.725,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529
2020-09-21 08:00:00+00:00,134.38299999999998,134.41,133.535,133.725,135.19720833333332,135.31883333333332,135.07558333333333,49955,18635.05,17.70653782425937,-0.3178071428571457,0,26.808044439364327,0.29161931833571725,-436.0590110460632,8,0,0,133.84799999999998,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997
2020-09-21 09:00:00+00:00,133.725,134.089,133.601,133.84799999999998,135.19720833333332,135.39991666666666,134.9945,30758,18372.0,22.145182385339254,-0.4318953571428593,0,30.03414932724969,0.30564650988316594,-252.77536763888008,9,0,0,133.79,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002
2020-09-21 10:00:00+00:00,133.84799999999998,133.89299999999997,133.66199999999998,133.79,135.19720833333332,135.481,134.83233333333334,27242,17700.85,21.55479575718192,-0.5358878571428582,0,31.899440064913588,0.3003146163200823,-191.6594162103118,10,0,0,133.94699999999997,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29
2020-09-21 11:00:00+00:00,133.79,133.98999999999998,133.678,133.94699999999997,135.19720833333332,135.481,134.58908333333332,23724,17645.65,27.211655792828594,-0.5928967857142895,0,36.02816692415,0.30114928658293233,-132.10263172353496,11,0,0,133.803,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868
2020-09-21 12:00:00+00:00,133.94699999999997,133.99200000000002,133.72799999999998,133.803,135.19720833333332,135.481,134.26475,33871,18593.9,25.40227812761744,-0.6699253571428645,0,35.469357900767406,0.29849576611272355,-125.64805166402914,12,0,0,134.118,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814
2020-09-21 13:00:00+00:00,133.803,134.577,133.66199999999998,134.118,135.19720833333332,135.481,134.10258333333334,64260,20796.3,35.50489242998415,-0.6794628571428598,0,36.94213177599353,0.34253178281895896,-74.20231749358345,13,0,0,133.725,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736
2020-09-21 14:00:00+00:00,134.118,134.119,133.67700000000002,133.725,135.19720833333332,135.481,134.0215,42686,22082.3,30.03900768370565,-0.7523185714285774,0,38.3058555599554,0.3496366554747481,-104.98328775448265,14,0,0,133.95,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541
2020-09-21 15:00:00+00:00,133.725,134.006,133.72299999999998,133.95,135.19720833333332,135.481,134.0215,29087,22778.6,36.10387674481597,-0.7676189285714372,0,44.984276387266846,0.3448768943694101,-70.89634012711181,15,0,0,133.96099999999998,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671
2020-09-21 16:00:00+00:00,133.95,134.07299999999998,133.91799999999998,133.96099999999998,135.19720833333332,135.481,134.0215,19379,23573.15,36.394183505972464,-0.7828082142857227,0,43.928521126643886,0.33131425905730943,-62.79163639299527,16,0,0,134.01999999999998,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605
2020-09-21 17:00:00+00:00,133.96099999999998,134.129,133.82799999999997,134.01999999999998,135.19720833333332,135.481,134.0215,18558,24439.5,38.020754181977146,-0.7622764285714423,0,45.17782010031136,0.32914895483893136,-51.14896273057444,17,0,0,134.08100000000002,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605
2020-09-21 18:00:00+00:00,134.01999999999998,134.118,133.994,134.08100000000002,135.19720833333332,135.481,134.0215,13022,24822.7,39.736653717557104,-0.7241453571428714,0,43.3372967341199,0.3144954580647216,-40.18456566759966,18,0,0,134.20999999999998,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998
2020-09-21 19:00:00+00:00,134.08100000000002,134.23399999999998,134.059,134.20999999999998,135.19720833333332,135.481,134.0215,18967,25453.65,43.31094038232736,-0.6498842857143038,0,46.54967929474982,0.3045314967743832,-21.44100967997973,19,0,0,134.106,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998
2020-09-21 20:00:00+00:00,134.20999999999998,134.21699999999998,134.099,134.106,135.19720833333332,135.481,134.0215,5797,25174.55,41.189870968888286,-0.5777110714285862,0,44.1351876183851,0.2912078184333555,-29.588627839166872,20,0,0,134.08700000000002,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997
2020-09-21 21:00:00+00:00,134.106,134.27999999999997,134.033,134.08700000000002,135.19720833333332,135.481,134.0215,2004,24598.75,40.79678445254316,-0.5125353571428687,0,49.36469044428281,0.2880501171166862,-27.91159709307016,21,0,0,134.14999999999998,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002
2020-09-21 22:00:00+00:00,134.08700000000002,134.18599999999998,134.07999999999998,134.14999999999998,135.19720833333332,135.481,134.0215,3239,24209.6,42.74780346141078,-0.4253882142857301,0,48.019604833347714,0.2750465373226368,-12.862908475461564,22,0,0,134.19299999999998,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997
2020-09-21 23:00:00+00:00,134.14999999999998,134.24599999999998,134.131,134.19299999999998,135.19720833333332,135.481,134.0215,4408,23926.6,44.101827590323474,-0.32412964285716045,0,49.89001520198143,0.26361464179958993,3.3567993602095982,23,0,0,134.141,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002
2020-09-22 00:00:00+00:00,134.19299999999998,134.27999999999997,134.08499999999998,134.141,135.19720833333332,135.481,134.0215,14055,24313.85,42.7840688483052,-0.225140714285728,0,45.317212380830476,0.2587135959567616,3.633643261728317,0,0,1,133.872,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002
2020-09-22 01:00:00+00:00,134.141,134.14299999999997,133.77499999999998,133.872,135.19720833333332,135.481,134.0215,17669,24731.25,36.67851961764213,-0.16927928571429518,0,39.233617153075215,0.2665197676741354,-64.04447763670944,1,0,1,133.94199999999998,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998
2020-09-22 02:00:00+00:00,133.872,133.98299999999998,133.79299999999998,133.94199999999998,135.19720833333332,135.481,134.0215,8778,24088.55,39.11349266540714,-0.08364250000000495,0,39.85426185701236,0.2610540699831255,-27.614490772382787,2,0,1,134.028,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684
2020-09-22 03:00:00+00:00,133.94199999999998,134.095,133.89999999999998,134.028,135.19720833333332,135.481,134.0215,7986,21772.25,42.061286079890536,-0.006198928571432338,0,43.623064102191975,0.25633592212718953,22.377803708023944,3,0,1,134.03099999999998,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998
2020-09-22 04:00:00+00:00,134.028,134.035,133.94699999999997,134.03099999999998,135.19720833333332,135.481,134.0215,6361,19592.55,42.16647334056472,0.01768464285713378,0,50.236793263092025,0.2443119276895347,17.678829816184226,4,0,1,133.783,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998
2020-09-22 05:00:00+00:00,134.03099999999998,134.033,133.76399999999998,133.783,135.19720833333332,135.481,134.0215,8483,18478.8,36.29954730853772,-0.0038589285714365493,0,42.62522725285079,0.2460753614259969,-118.92252522725106,5,0,1,133.75,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744
2020-09-22 06:00:00+00:00,133.783,133.855,133.69699999999997,133.75,135.19720833333332,135.481,134.0215,24917,18362.55,35.589940878467026,-0.04197785714285618,0,41.66980671847259,0.239784264181284,-133.7045832991955,6,0,1,133.529,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998
2020-09-22 07:00:00+00:00,133.75,133.833,133.04,133.529,135.12502083333334,135.481,133.955375,55536,19953.15,31.192237978191372,-0.07961642857142526,0,47.96109879644168,0.2792996738826213,-204.45669653112773,7,0,1,134.07799999999997,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998
2020-09-22 08:00:00+00:00,133.529,134.31699999999998,133.493,134.07799999999997,135.12502083333334,135.481,133.955375,46810,20600.1,48.28700139784147,-0.032271071428565716,0,55.519667933735136,0.3182068400338615,43.28537170264853,8,0,1,133.70600000000002,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998,133.49599999999998
2020-09-22 09:00:00+00:00,134.07799999999997,134.099,133.612,133.70600000000002,135.12502083333334,135.481,133.955375,22926,18533.4,40.876398160817544,-0.02003285714284414,0,49.10943203246395,0.3302634943171568,-117.13257308170515,9,0,1,134.29,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998,133.49599999999998,133.70999999999998
2020-09-22 10:00:00+00:00,133.70600000000002,134.35399999999998,133.688,134.29,135.12502083333334,135.481,133.955375,34244,18111.3,53.0565548383256,0.055615714285729034,0,55.50310587734935,0.3542446732945025,133.58726703850917,10,0,1,133.868,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998,133.49599999999998,133.70999999999998,133.599
2020-09-22 11:00:00+00:00,134.29,134.391,133.76899999999998,133.868,133.80281250000002,134.97245833333332,133.04,31429,18228.4,45.725961545320494,0.059030714285734136,0,50.401628313754436,0.3733700537734676,-54.100302751072995,11,0,1,133.814,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998,133.49599999999998,133.70999999999998,133.599,133.773
2020-09-22 12:00:00+00:00,133.868,134.07899999999998,133.66799999999998,133.814,133.80281250000002,134.76904166666665,133.04,35831,19051.0,44.87160784891584,0.048545000000022535,0,51.035445506240166,0.3760579070753629,-70.47773077878809,12,0,1,133.736,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998,133.49599999999998,133.70999999999998,133.599,133.773,134.01899999999998
2020-09-22 13:00:00+00:00,133.814,134.058,133.72199999999998,133.736,133.80281250000002,134.56562499999998,133.04,42145,20230.35,43.60427851522231,0.026619642857166337,0,48.17120774577426,0.3731966279985521,-90.19437611535463,13,0,1,133.541,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998,133.49599999999998,133.70999999999998,133.599,133.773,134.01899999999998,134.041
2020-09-22 14:00:00+00:00,133.736,133.96200000000002,133.53699999999998,133.541,133.80281250000002,134.56562499999998,133.14170833333333,40005,21579.5,40.522913085855976,-0.025035714285689487,0,42.45186428919407,0.3768968688557992,-141.97367258590717,14,0,1,133.671,133.605,133.605,133.62099999999998,133.66899999999998,133.58399999999997,133.61700000000002,133.64899999999997,133.86700000000002,133.71200000000002,133.89399999999998,133.684,133.73299999999998,133.61999999999998,133.744,133.48399999999998,133.28799999999998,133.49599999999998,133.70999999999998,133.599,133.773,134.01899999999998,134.041,134.385
