00馬名,01開催場所,02天気,03ラウンド,05頭数,06枠番,07馬番,08オッズ,09人気,10着順,12斤量,13フィールド,14距離,15馬場,16馬場指数,17タイム,18着差,19タイム指数,20通過,21ペース,22上り,23馬体重,24賞金
 □地リヤンドール 　,2020/10/20,0,11,12,8,12,3.8,2,3,56,0,1000,1,[],65.0,0.9,[],7-7,18.7,37.1,436,0
 □地リヤンドール 　,2020/10/08,1,11,12,2,2,22.5,8,1,55,0,1200,3,[],72.0,-0.5,[],4-3,18.5,36.5,426,0
 □地リヤンドール 　,2020/09/24,0,10,12,8,12,20.3,7,3,56,0,1200,1,[],78.0,0.2,[],6-6,19.45,38.3,426,0
 □地リヤンドール 　,2020/09/09,0,11,12,2,2,65.8,7,5,55,0,1200,1,[],82.0,0.8,[],8-7,19.4,38.4,424,0
