00馬名,01開催場所,02天気,03ラウンド,05頭数,06枠番,07馬番,08オッズ,09人気,10着順,12斤量,13フィールド,14距離,15馬場,16馬場指数,17タイム,18着差,19タイム指数,20通過,21ペース,22上り,23馬体重,24賞金
 □地イサチルエース 　,2020/10/08,1,11,12,3,3,7.4,4,4,55,0,1200,3,-29,79.0,0.7,64,12-12,18.5,35.9,504,0
 □地イサチルエース 　,2020/09/24,0,10,12,1,1,2.7,2,2,56,0,1200,1,-14,77.0,0.1,58,5-4,19.45,38.4,498,0
 □地イサチルエース 　,2020/07/16,1,10,10,3,3,1.9,1,4,55,0,1200,1,-12,74.0,0.7,64,9-6,19.0,37.7,496,0
 □地イサチルエース 　,2020/06/18,0,10,10,6,6,4.8,3,1,55,0,1200,1,0,78.0,-0.4,70,6-5,19.25,37.8,498,0
