00馬名,01開催場所,02天気,03ラウンド,05頭数,06枠番,07馬番,08オッズ,09人気,10着順,12斤量,13フィールド,14距離,15馬場,16馬場指数,17タイム,18着差,19タイム指数,20通過,21ペース,22上り,23馬体重,24賞金
 □地ルナクレア 　,2020/10/20,0,12,12,4,4,4.5,2,2,53,0,1200,1,[],78.0,0.1,[],5-4,19.25,37.5,502,0
 □地ルナクレア 　,2020/10/07,0,11,12,7,10,2.5,2,3,53,0,1200,3,[],75.0,0.2,[],5-4,18.9,37.5,502,0
 □地ルナクレア 　,2020/09/23,1,11,9,8,8,2.1,1,3,53,0,1200,1,[],80.0,0.2,[],4-4,19.1,37.9,502,0
 □地ルナクレア 　,2020/09/08,0,10,11,1,1,2.0,1,1,51,0,1200,1,[],79.0,-0.2,[],2-1,19.45,38.7,492,0
