00馬名,01開催場所,02天気,03ラウンド,05頭数,06枠番,07馬番,08オッズ,09人気,10着順,12斤量,13フィールド,14距離,15馬場,16馬場指数,17タイム,18着差,19タイム指数,20通過,21ペース,22上り,23馬体重,24賞金
 □地アイアンブルー 　,2020/10/20,0,12,12,6,8,5.8,3,3,57,0,1200,1,[],79.0,0.2,[],9-6,19.25,37.3,464,0
 □地アイアンブルー 　,2020/10/08,1,11,12,5,5,4.7,2,2,57,0,1200,3,[],77.0,0.5,[],11-10,18.5,35.9,464,0
 □地アイアンブルー 　,2020/09/24,0,10,12,6,7,7.1,3,4,57,0,1200,1,[],78.0,0.2,[],10-10,19.45,36.5,464,0
 □地アイアンブルー 　,2020/09/08,0,11,7,7,7,6.3,4,3,56,0,1800,1,[],117.0,1.0,[],6-5-5-4,20.3,39.1,468,0
