00馬名,01開催場所,02天気,03ラウンド,05頭数,06枠番,07馬番,08オッズ,09人気,10着順,12斤量,13フィールド,14距離,15馬場,16馬場指数,17タイム,18着差,19タイム指数,20通過,21ペース,22上り,23馬体重,24賞金
 □地メガミュトス 　,2020/10/20,0,11,12,8,11,13.5,5,11,53,0,1000,1,[],66.0,2.8,[],3-4,18.7,39.8,492,0
 □地メガミュトス 　,2020/10/08,1,11,12,6,7,12.4,6,11,53,0,1200,3,[],78.0,1.5,[],1-1,18.5,38.5,494,0
 □地メガミュトス 　,2020/09/24,0,10,12,3,3,15.6,6,9,54,0,1200,1,[],82.0,0.6,[],1-1,19.45,39.5,500,0
 □地メガミュトス 　,2020/09/09,0,11,12,5,6,45.9,6,10,53,0,1200,1,[],80.0,2.4,[],1-1,19.4,41.2,500,0
