00馬名,01開催場所,02天気,03ラウンド,05頭数,06枠番,07馬番,08オッズ,09人気,10着順,12斤量,13フィールド,14距離,15馬場,16馬場指数,17タイム,18着差,19タイム指数,20通過,21ペース,22上り,23馬体重,24賞金
 □地ミータイム 　,2020/10/20,0,12,12,1,1,34.7,8,12,53,0,1200,1,[],87.0,5.5,[],6-12,19.25,42.8,454,0
 □地ミータイム 　,2020/09/20,1,7,14,6,10,16.2,5,2,54,0,1400,0,[],91.0,0.8,[],2-2-2,38.4,39.7,436,0
 □地ミータイム 　,2020/09/09,0,6,13,7,11,21.5,8,1,54,0,1400,1,[],98.0,-0.1,[],2-3-2,38.65,38.7,438,0
 □地ミータイム 　,2020/08/19,0,1,11,6,6,37.1,8,9,54,0,1600,0,[],112.0,2.6,[],1-1-2-4,38.7,41.7,432,0
