time(japan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete,volume,time,bid.o,bid.h,bid.l,bid.c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11-Monday 20:35:08,0.008,0,0.008,0.008,0,0.008,0.008,0,0,0.0159,0.008,0.008,0,0.008,0,0,0,0.008,0,0,0.008,0.008,0.008,0.0159,0.008,0.008,0.008,0.0239,0.008,0,0.008,0.0318,0.008,0.008,0.008,0.008,0.008,0,0.0159,0.008,0.0239,0.0159,0.0159,0,0.0239,0.008,0.0239,0.0159,0.0159,0.0239,0.008,0.0318,0.0318,0.0477,0.0398,0.0239,0.0318,0.0636,0.008,0,0.008,0.0159,0.0159,0.0239,0,0.0159,0.0239,0.0159,0.0159,0.0318,0.008,0.0318,0.0398,0.0477,0.0318,0.0239,0.0398,0,0.0557,0.0159,0.0239,0.0318,0,0.0239,0.0159,0.008,0.0318,0.0159,0.0477,0.0239,0.0239,0.0159,0,0.0239,0.0318,0.0318,0.0159,0.0239,0.0239,0.008,0.0557,0.0398,0.0398,0.0159,0.0239,0.0318,0.0636,0.0477,0.0318,0.0557,0.0398,0.0557,0.0636,0.0477,0.0716,0.0159,0.0398,0.0318,0.0636,0.0398,0.0557,0.0398,0.0636,0.0477,0.0477,0.0796,0.0875,0.0557,0.0636,0.0557,0.0636,0.1034,0.0398,0.0477,0.0716,0.0477,0.1034,0.0875,0.0875,0.0955,0.0716,0.1193,0.0955,0.1034,0.1114,0.0796,0.1193,0.1352,0.0636,0.1114,0.0636,0.0398,0.0636,0.0477,0.0398,0.0557,0.0636,0.008,0.0716,0.0955,0.0636,0.0477,0.0636,0.0557,0.0716,0.0636,0.0796,0.0557,0.0955,0.0955,0.0955,0.0636,0.0557,0.0796,0.1193,0.0477,0.1273,0.0557,0.1273,0.183,0.1352,0.0796,0.0796,0.0955,0.0955,0.0716,0.1114,0.0875,0.1352,0.0875,0.1352,0.0557,0.1273,0.1273,0.1114,0.2864,0.1114,0.1034,0.1114,0.0875,0.0557,0.0955,0.1273,0.1193,0.1193,0.1591,0.0955,0.0796,0.1193,0.1273,0.0955,0.1034,0.0875,0.1114,0.0239,0.0636,0.1034,0.0398,0.0796,0.0716,0.0477,0.0875,0.0716,0.1034,0.1193,0.0796,0.1193,0.0796,0.0955,0.0796,0.0875,0.0477,0.0239,0.0716,0.0716,0.0636,0.0636,0.1193,0.0796,0.1034,0.1034,0.1352,0.0955,0.0716,0.1273,0.1114,0.1273,0.0875,0.0875,0.0716,0.1352,0.1034,0.0955,0.0557,0.0955,0.0636,0.1193,0.183,0.1989,0.1512,0.1432,0.1352,0.1193,0.1352,0.175,0.0796,0.1193,0.1989,0.1034,0.1114,0.1273,0.0955,0.1273,0.0796,0.2228,0.2148,0.1989,0.175,0.2705,0.2148,0.1989,0.1909,0.2546,0.1432,0.1989,0.2387,0.2546,0.3262,0.2307,0.2307,0.1909,0.1671,0.1034,0.2307,0.183,0.2387,0.4296,0.5967,0.4773,0.3341,0.4216,0.5091,0.366,0.35,0.2546,0.2148,0.2546,0.1989,0.1273,0.1352,0.1989,0.183,0.0636,0.1273,0.0398,0.0875,0.0875,0.0875,0.1034,0.0955,0.0716,0.0955,0.1034,0.0477,0.0477,0.0636,0.0796,0.0477,0.1193,0.0716,0.1273,0.1512,0.175,0.1034,0.1352,0.1352,0.0716,0.0636,0.0398,0.0955,0.0955,0.1034,0.1273,0.1114,0.1432,0.1512,0.1034,0.1193,0.1034,0.1034,0.1512,0.1193,0.0796,0.1432,0.1352,0.0955,0.1114,0.0477,0.0716,0.0477,0.0875,0.0796,0.1034,0.0557,0.0796,0.1193,0.0955,0.0477,0.0398,0.0796,0.0557,0.0636,0.0716,0.0716,0.0477,0.1114,0.0477,0.0557,0.0716,0.0477,0.1114,0.1273,0.0796,0.0557,0.0636,0.0477,0.0796,0.0477,0.0398,0.0716,0.0636,0.0398,0.1193,0.1273,0.0875,0.1034,0.1193,0.1034,0.1352,0.0318,0.0239,0.0557,0.0716,0.0716,0.0636,0.0955,0.0477,0.1193,0.0796,0.1273,0.0875,0.0636,0.0875,0.1034,0.0796,0.0557,0.0636,0.0398,0.0636,0.0477,0.0239,0.0955,0.0557,0.0557,0.1432,0.0796,0.0557,0.0477,0.0318,0.0239,0.0796,0.0796,0.0398,0.0557,0.0796,0.0796,0.0796,0.0636,0.0557,0.0477,0.1034,0.0239,0.0875,0.0318,0.0557,0.0557,0.1034,0.0875,0.0716,0.0398,0.0398,0.0716,0.0557,0.0398,0.008,0.0557,0.0636,0.0716,0.0477,0.0477,0.0477,0.0716,0.0239,0.0636,0.0557,0.0716,0.1114,0.0477,0.0716,0.0796,0.0159,0.0557,0.0955,0.0398,0.0636,0.0557,0.0477,0.0318,0.0318,0.0239,0.008,0.0159,0.0716,0.0159,0.0477,0.0239,0.0398,0.0239,0.0557,0.008,0.0159,0.0239,0.0318,0.0398,0,0.0398,0.008,0.0159,0.0477,0.0557,0.0398,0.0318,0.0239,0.0796,0.0955,0.0239,0.0318,0.0239,0.0398,0.0398,0.0636,0.0477,0.0477,0.008,0.008,0.0318,0.0477,0.0318,0.0477,0.0318,0.0875,0.0875,0.008,0.008,0.0239,0.0477,0.0398,0.0318,0.0318,0.0398,0.0398,0.0159,0.0398,0.0239,0.0239,0.0318,0.0159,0.0398,0.0318,0.0159,0.0159,0.0239,0.0159,0.0239,0.0796,0.0239,0.0239,0.008,0.0159,0.0159,0.008,0,0.0159,0.008,0.0159,0,0.0239,0.0159,0.0159,0.0159,0.0159,0,0,0,0,0.0239,0,0.008,0,0.008,0.008,0.0159,0.008,0.008,0,0.0159,0.008,0.008,0.008,0.0318,0.008,0.008,0.008,0.0159,0.0239,0.0239,0.0159,0.0159,0.008,0,0.0159,0,0,0.008,0.0159,0,0.0318,0,0.0159,0.008,0.008,0.0318,0,0.0159,0,0,0,0,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.0239,0.0239,0,0,0.0159,0.0159,0.008,0,0,0,0.008,0.0159,0,0,0,0.008,0,0.008,0.008,0,0.008,0.008,0.008,0.008,0,0,0.008,0,0.008,0,0.008,0.0159,0,0,0.008,0.008,0,0.0159,0.008,0.008,0,0,0.008,0,0.008,0,0.008,0,0.0159,0.008,0,0.0159,0.008,0.0159,0.008,0.008,0,0.008,0.008,0,0.008,0,0.008,0,0.008,0.008,0,0,0,0.008,0,0.008,0.008,0.008,0,0.008,0.008,0.008,0,0,0.008,0,0.008,0.008,0,0,0,0.008,0.008,0.008,0.008,0.008,0.008,0,0,0,0,0.008,0,0,0,0.008,0.008,0.0159,0,0.008,0.008,0.008,0,0,0,0.008,0.008,0,0.008,0,0,0.0159,0,0,0,0.0159,0,0,0.008,0.008,0,0.008,0.008,0,0,0,0.008,0.008,0.008,0.008,0.008,0.0159,0.008,0.008,0,0.0159,0.0159,0.008,0.008,0.008,0.0159,0.0318,0.0239,0.0159,0.0239,0.0318,0.0239,0.0159,0.0159,0.0239,0.0159,0.008,0.008,0.008,0.0398,0.0159,0.0398,0.008,0,0.0159,0.0239,0.0159,0.0159,0.0239,0.0477,0.0239,0.0318,0.008,0.0636,0.0318,0.0239,0.0318,0.0557,0.0239,0.0159,0.0318,0.008,0.008,0.0318,0.0159,0.0239,0.008,0.0398,0.0318,0.0318,0.0239,0.0159,0.0398,0.0239,0.0636,0.0477,0.0398,0.0239,0.0318,0.0398,0.0318,0.0318,0.0159,0.0398,0.0318,0.0636,0,0.0239,0.0159,0.0239,0.0239,0.0239,0.0239,0.0318,0.0239,0.0557,0.0716,0.008,0.0318,0.0557,0.0318,0.0875,0.0318,0.0239,0.0716,0.0716,0.0716,0.0796,0.0716,0.0875,0.0875,0.0398,0.0477,0.0557,0.0318,0.0477,0.0716,0.0477,0.0636,0.0477,0.0477,0.0636,0.0477,0.0477,0.1034,0.0636,0.0875,0.0716,0.0636,0.0557,0.0716,0.1034,0.1512,0.0716,0.0636,0.1273,0.1034,0.0875,0.0796,0.0955,0.1114,0.0875,0.0875,0.1034,0.2546,0.1193,0.1909,0.2864,0.0557,0.0955,0.0716,0.1034,0.1512,0.0796,0.1193,0.1193,0.0955,0.0398,0.0318,0.0955,0.0716,0.0398,0.0875,0.0477,0.0875,0.0716,0.0557,0.0955,0.1114,0.1352,0.1591,0.1671,0.1432,0.175,0.1193,0.1512,0.175,0.1034,0.1512,0.183,0.1989,0.1591,0.1352,0.1591,0.1591,0.1034,0.1512,0.1909,0.1114,0.1512,0.2307,0.1591,0.183,0.2068,0.1034,0.1193,0.0716,0.1671,0.1512,0.1352,0.1989,0.1114,0.2546,0.2228,0.1989,0.1591,0.2068,0.1591,0.1671,0.1909,0.1432,0.1273,0.1512,0.1273,0.183,0.1193,0.1432,0.0955,0.1671,0.1512,0.1671,0.1114,0.0796,0.0875,0.1591,0.1432,0.1909,0.1909,0.1114,0.1193,0.1034,0.1193,0.1114,0.1591,0.0796,0.1034,0.1193,0.1034,0.1671,0.1352,0.1193,0.1352,0.0955,0.1909,0.0875,0.1193,0.2228,0.1034,0.1512,0.1432,0.1352,0.1989,0.1273,0.1352,0.1352,0.1352,0.1034,0.1114,0.1989,0.1432,0.183,0.1114,0.1034,0.1352,0.183,0.1512,0.0955,0.1432,0.1909,0.1512,0.1432,0.2387,0.2068,0.1671,0.2068,0.1591,0.2546,0.2387,0.2148,0.2228,0.1671,0.2387,0.1909,0.3103,0.366,0.358,0.3023,0.3262,0.1591,0.35,0.2307,0.3262,0.2307,0.3182,0.3182,0.3182,0.4375,0.4296,0.3341,0.2625,0.3898,0.35,0.366,0.3262,0.366,0.3341,0.3819,0.2784,0.2466,0.2068,0.2784,0.2148,0.1591,0.1432,0.1352,0.1114,0.0955,0.1352,0.1352,0.1114,0.1193,0.0477,0.1352,0.1034,0.1512,0.0875,0.0955,0.1273,0.1193,0.1193,0.0796,0.0955,0.175,0.1273,0.1512,0.1034,0.1671,0.1671,0.1352,0.1114,0.1671,0.1273,0.1671,0.1273,0.1909,0.1671,0.1352,0.175,0.0636,0.1193,0.1114,0.0875,0.1909,0.183,0.1591,0.0955,0.1432,0.1034,0.1034,0.0955,0.0557,0.0875,0.0477,0.0398,0.0875,0.1512,0.0716,0.1114,0.1352,0.0875,0.1432,0.0796,0.0557,0.0955,0.1432,0.0557,0.0716,0.0955,0.1193,0.1273,0.0796,0.1034,0.2068,0.0796,0.0955,0.0875,0.0716,0.0955,0.1432,0.0875,0.0716,0.1671,0.0716,0.1193,0.0477,0.1273,0.1273,0.175,0.1352,0.1352,0.1114,0.0636,0.1193,0.1273,0.1193,0.1034,0.0636,0.1193,0.1034,0.0955,0.0796,0.1273,0.1432,0.1193,0.0875,0.0875,0.1034,0.0716,0.0875,0.0477,0.0716,0.1273,0.1193,0.0796,0.0477,0.0796,0.0318,0.0716,0.0557,0.0398,0.1352,0.0557,0.1114,0.0477,0.1432,0.0477,0.1273,0.1034,0.0716,0.0796,0.0716,0.0955,0.1034,0.1114,0.0557,0.1512,0.0796,0.1591,0.0875,0.0875,0.0716,0.1352,0.1352,0.1671,0.1512,0.0875,0.0398,0.0716,0.0955,0.0796,0.0636,0.0557,0.0796,0.0716,0.1034,0.1114,0.0955,0.0955,0.1193,0.0398,0.0875,0.0875,0.0796,0.0557,0.0875,0.0875,0.0875,0.0955,0.0318,0.0239,0.0398,0.0557,0.0875,0.0636,0.0557,0.0477,0.0239,0.0477,0.0557,0.0636,0.0716,0.0477,0.0955,0.0796,0.1273,0.0398,0.0796,0.0716,0.1114,0.0636,0.0477,0.0716,0.0239,0.1034,0.0398,0.0557,0.0159,0.0955,0.0716,0.0716,0.0636,0.0318,0.0716,0.0477,0.0239,0.0716,0.1273,0.0875,0.0557,0.0716,0.0796,0.0557,0.0477,0.0557,0.0557,0.0636,0,0.0239,0.0159,0.0239,0.0318,0.0318,0.008,0.0239,0.0318,0.0318,0.0636,0.0636,0.0318,0.0557,0.0477,0.0318,0.0318,0.0398,0.0398,0.0239,0,0,0,0.0239,0.0159,0.0159,0.0159,0.0239,0.0239,0.008,0.0159,0.0239,0.008,0.0239,0.0318,0.008,0.0318,0.008,0.0318,0.0159,0.0159,0.0159,0.0159,0.0239,0.008,0.0318,0.0318,0.008,0,0.0159,0,0.0159,0,0.008,0,0,0.0318,0,0.0239,0.0159,0.0239,0.0159,0.0159,0,0.008,0.0318,0.008,0.008,0.008,0.008,0.008,0,0.008,0.008,0.0239,0.0159,0.0239,0.0159,0.0159,0.0159,0.008,0,0.0159,0,0.008,0,0,0.008,0,0.0239,0.008,0.008,0.0159,0.008,0.008,0.008,0.008,0.0159,0.008,0,0.008,0.0159,0.008,0,0.008,0,0.008,0.008,0.0239,0,0,0,0.008,0.008,0,0.008,0.008,0.008,0,0,0.008,0.008,0.008,0,0.0159,0.008,0,0,0.008,0.008,0,0.008,0,0.0159,0,0.008,0,0,0.0159,0.008,0.008,0,0,0,0.008,0.008,0,0.008,0,0.008,0,0.008,0,0,0.008,0.008,0.0159,0.0159,0.0159,0.008,0,0,0.008,0,0,0,0.008,0.008,0,0.008,0,0,0.008,0.008,0.008,0,0,0,0,0.008,0,0.008,0.008,0.008,0.008,0,0.008,0.008,0.008,0,0.008,0.0159,0.008,0.008,0,0,0.008,0.008,0.008,0,0,0.008,0.008,0.0159,0.0239,0,0.008,0.008,FALSE,3811,2021-01-11T10:00:00.000000000Z,140.453,140.57,140.398,140.502
