time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR
2020-12-24T17:00:00Z,140.438,140.45399999999998,140.385,140.387,140.639,140.689,140.343,NaN,NaN,NaN,NaN,NaN,2246,8158.25,44.48541146790353,-0.3014310714285662,0,40.22750791210244,0.2098327252152031
2020-12-24T17:30:00Z,140.387,140.40499999999997,140.321,140.32299999999998,140.639,140.689,140.188,NaN,NaN,NaN,NaN,NaN,4404,8044,42.44317850862136,-0.3818260714285677,0,36.40894775982396,0.20084467341411535
2020-12-24T18:00:00Z,140.32299999999998,140.39,140.208,140.218,140.639,140.689,140.226,NaN,NaN,NaN,NaN,NaN,3331,7768.2,39.25884059859603,-0.46044607142857097,0,36.31499922505906,0.19949862531310628
2020-12-24T18:30:00Z,140.218,140.355,140.21699999999998,140.29199999999997,140.639,140.689,140.22199999999998,NaN,NaN,NaN,NaN,NaN,3208,7515.8,42.5312676112482,-0.4998675000000008,0,40.59558578103144,0.1951058663621705
2020-12-24T19:00:00Z,140.29199999999997,140.29399999999998,140.267,140.267,140.5085,140.689,139.83999999999997,NaN,NaN,NaN,NaN,NaN,67,7082.85,41.71363556189636,-0.5369464285714315,0,40.90613778722672,0.1830983044791574
2020-12-27T22:00:00Z,140.2,140.30599999999998,140.2,140.26899999999998,140.35,140.689,139.791,NaN,NaN,NaN,NaN,NaN,139,6446.35,41.81001236472229,-0.5511828571428607,0,35.92667013647257,0.17759128273064578
2020-12-27T22:30:00Z,140.26899999999998,140.35299999999998,140.26799999999997,140.29399999999998,140.3465,140.689,139.73499999999999,NaN,NaN,NaN,NaN,NaN,339,5960.35,43.07704465744458,-0.535180000000005,0,33.50627792545088,0.17097761967845737
2020-12-27T23:00:00Z,140.29399999999998,140.5,140.254,140.48,140.35,140.689,139.90599999999998,NaN,NaN,NaN,NaN,NaN,3669,5734.35,51.53267666114763,-0.48297535714286177,0,45.36580368399127,0.17633636112999682
2020-12-27T23:30:00Z,140.48,140.50799999999998,140.42899999999997,140.48399999999998,140.35399999999998,140.689,139.819,NaN,NaN,NaN,NaN,NaN,2236,5473.45,51.69884484827412,-0.429377500000008,0,48.45103653582202,0.16938376390642618
2020-12-28T00:00:00Z,140.48399999999998,140.56099999999998,140.07,140.244,140.3155,140.641,139.938,NaN,NaN,NaN,NaN,NaN,8203,5600.65,42.322985650096314,-0.4186410714285789,0,49.11785525960338,0.19235635219882324
2020-12-28T00:30:00Z,140.244,140.284,140.101,140.189,140.3155,140.641,139.99499999999998,NaN,NaN,NaN,NaN,NaN,8299,5699.85,40.50986316124143,-0.41677000000000664,0,49.64797351899675,0.19168804132747821
2020-12-28T01:00:00Z,140.189,140.33599999999998,140.13,140.331,140.3155,140.641,139.986,NaN,NaN,NaN,NaN,NaN,8568,5777.55,46.84173327663556,-0.3811096428571497,0,55.98451401554793,0.1927103240898004
2020-12-28T01:30:00Z,140.331,140.36999999999998,140.265,140.29,140.3155,140.617,140.01899999999998,NaN,NaN,NaN,NaN,NaN,5778,5793.5,45.34115115574077,-0.3560825000000063,0,53.08640623898474,0.18644530094052822
2020-12-28T02:00:00Z,140.29,140.404,140.26299999999998,140.37699999999998,140.3155,140.591,140.136,NaN,NaN,NaN,NaN,NaN,5438,5783.6,49.06956630934449,-0.29219357142857966,0,55.795338854400406,0.18319920801620618
2020-12-28T02:30:00Z,140.37699999999998,140.48,140.337,140.44199999999998,140.3155,140.591,139.975,NaN,NaN,NaN,NaN,NaN,3521,5600.25,51.71938040384632,-0.20729464285715068,0,54.17153020922437,0.18032783601504865
2020-12-28T03:00:00Z,140.44199999999998,140.57399999999998,140.40599999999998,140.47099999999998,140.322,140.591,139.648,NaN,NaN,NaN,NaN,NaN,4062,5164.05,52.896870117534185,-0.10932392857143697,0,52.90682843774614,0.17944727629968846
2020-12-28T03:30:00Z,140.47099999999998,140.53599999999997,140.45499999999998,140.49699999999999,140.322,140.591,139.694,NaN,NaN,NaN,NaN,NaN,3601,4577.7,53.980512782432434,-0.025960714285723996,0,59.043203137059756,0.17241532799256706
2020-12-28T04:00:00Z,140.49699999999999,140.498,140.337,140.402,140.322,140.591,139.634,NaN,NaN,NaN,NaN,NaN,3508,4191.45,49.4995387935295,0.013678928571416005,0,58.258727467230685,0.17159994742166954
2020-12-28T04:30:00Z,140.402,140.43699999999998,140.37199999999999,140.42999999999998,140.33749999999998,140.591,139.7,NaN,NaN,NaN,NaN,NaN,2801,3917.2,50.79598665070103,0.059805357142842575,0,55.24023381639074,0.1639856654629787
2020-12-28T05:00:00Z,140.42999999999998,140.458,140.386,140.41799999999998,140.35199999999998,140.591,139.695,NaN,NaN,NaN,NaN,NaN,3048,3823.3,50.20117226088883,0.10370678571427161,0,56.32785039840761,0.15741526078705184
2020-12-28T05:30:00Z,140.41799999999998,140.48,140.34199999999998,140.41299999999998,140.4185,140.591,139.71599999999998,NaN,NaN,NaN,NaN,NaN,5854,4003.7,49.9387725385044,0.13666749999998934,0,53.70920138177598,0.15602845644511995
2020-12-28T06:00:00Z,140.41299999999998,140.494,140.363,140.402,140.4185,140.4605,139.7,NaN,NaN,NaN,NaN,NaN,5574,4062.2,49.32790152591355,0.1556085714285591,0,47.56730322584299,0.15424070955618283
2020-12-28T06:30:00Z,140.402,140.402,140.31199999999998,140.351,140.44299999999998,140.322,139.624,NaN,NaN,NaN,NaN,NaN,4025,4096.9,46.488545903098064,0.14872642857141938,0,47.8278838315435,0.14965208744502714
2020-12-28T07:00:00Z,140.351,140.432,140.31099999999998,140.35199999999998,140.4425,140.322,139.606,NaN,NaN,NaN,NaN,NaN,4315,4152.25,46.55350812362031,0.14365464285713392,0,47.572625929342294,0.14760550977038303
2020-12-28T07:30:00Z,140.35199999999998,140.45399999999998,140.273,140.34199999999998,140.40449999999998,140.322,139.563,NaN,NaN,NaN,NaN,NaN,4179,4357.85,45.95273546242494,0.12958035714284788,0,47.267004146392374,0.1499908305010688
2020-12-28T08:00:00Z,140.34199999999998,140.41299999999998,140.243,140.343,140.3705,140.322,139.534,140.664,140.37699999999998,NaN,NaN,NaN,6483,4675.05,46.02774439748714,0.11161499999999194,0,45.95049043590438,0.1514200568938487
2020-12-28T08:30:00Z,140.343,140.35199999999998,140.13899999999998,140.188,140.3165,140.322,139.504,140.664,140.37699999999998,NaN,NaN,NaN,6974,5006.8,37.37042079902284,0.06573428571427697,0,42.695889781405825,0.15581862425857335
2020-12-28T09:00:00Z,140.188,140.272,140.12599999999998,140.226,140.31,140.322,139.51399999999998,140.664,140.37699999999998,NaN,NaN,NaN,5612,5103.95,40.33342098363153,0.04694107142856377,0,43.932748257806956,0.1551172939543906
