,名前,天気,ラウンド,頭数,枠番,馬番,斥量,フィールド,距離,馬場,馬場指数,タイム指数,馬体重,着順
33250,1,0,12,15,8,15,57.0,0,1200,0,-8.0,85.0,534.0,5
33251,1,0,12,12,6,7,55.0,0,1800,0,-8.0,87.0,508.0,5
33252,1,0,12,12,8,11,52.0,0,1800,0,-8.0,72.0,516.0,5
33253,1,0,12,12,7,10,57.0,0,1800,0,-8.0,71.0,432.0,5
33254,1,0,6,8,6,6,55.0,0,1800,9,-10.0,85.0,492.0,1
33255,1,0,6,8,1,1,57.0,0,1800,9,-10.0,70.0,456.0,5
33256,1,0,7,11,1,1,55.0,0,1400,9,-10.0,84.0,482.0,5
33257,1,0,7,11,8,11,57.0,0,1400,9,-10.0,92.0,492.0,1
33258,1,0,8,11,2,2,57.0,0,1800,0,-9.0,83.0,520.0,1
33259,1,0,6,8,2,2,57.0,0,1800,9,-10.0,86.0,506.0,1
33260,1,0,8,11,4,4,57.0,0,1800,0,-9.0,77.0,470.0,5
33261,1,0,7,11,6,6,57.0,0,1400,9,-10.0,69.0,494.0,5
33262,1,0,6,8,8,8,57.0,0,1800,9,-10.0,57.0,472.0,5
33263,1,0,7,11,3,3,57.0,0,1400,9,-10.0,66.0,488.0,5
33264,1,0,8,11,7,8,57.0,0,1800,0,-9.0,74.0,472.0,5
33265,1,0,8,11,5,5,57.0,0,1800,0,-9.0,75.0,564.0,5
33266,1,0,7,11,4,4,57.0,0,1400,9,-10.0,84.0,512.0,5
33267,1,0,8,11,8,11,57.0,0,1800,0,-9.0,76.0,524.0,5
33268,1,0,7,11,5,5,56.0,0,1400,9,-10.0,75.0,440.0,5
33269,1,0,7,11,7,8,57.0,0,1400,9,-10.0,85.0,516.0,5
33270,1,0,8,11,6,7,55.0,0,1800,0,-9.0,72.0,472.0,5
33271,1,0,6,8,4,4,57.0,0,1800,9,-10.0,84.0,514.0,5
33272,1,0,6,8,7,7,54.0,0,1800,9,-10.0,70.0,454.0,5
33273,1,0,7,11,6,7,57.0,0,1400,9,-10.0,89.0,506.0,1
33274,1,0,7,11,8,10,57.0,0,1400,9,-10.0,88.0,484.0,1
33275,1,0,3,16,4,7,56.0,0,1200,9,-11.0,56.0,468.0,5
33276,1,0,2,16,5,10,56.0,0,1800,9,-12.0,82.0,512.0,1
33277,1,0,4,18,1,1,56.0,9,1600,0,-10.0,83.0,490.0,5
33278,1,0,1,15,1,1,54.0,0,1400,9,-10.0,77.0,478.0,1
33279,1,0,1,15,3,6,52.0,0,1400,9,-10.0,32.0,400.0,5
33280,1,0,3,16,6,12,56.0,0,1200,9,-11.0,81.0,506.0,1
33281,1,0,5,18,7,14,53.0,9,2000,0,-8.0,60.0,450.0,5
33282,1,0,2,16,6,12,56.0,0,1800,9,-12.0,66.0,494.0,5
33283,1,0,1,16,2,3,54.0,0,1200,9,-11.0,75.0,424.0,1
33284,1,0,3,16,6,11,56.0,0,1200,9,-11.0,42.0,494.0,5
33285,1,0,5,18,3,5,54.0,9,2000,0,-8.0,66.0,458.0,5
33286,1,0,1,16,7,14,51.0,0,1200,9,-11.0,72.0,484.0,1
33287,1,0,4,15,5,10,56.0,0,1800,9,-11.0,76.0,500.0,1
33288,1,0,3,15,7,12,55.0,0,2000,9,-10.0,63.0,458.0,5
33289,1,0,2,16,2,4,54.0,0,1200,9,-10.0,69.0,510.0,1
33290,1,0,3,16,1,2,54.0,0,1200,9,-11.0,45.0,452.0,5
33291,1,0,2,16,5,9,56.0,0,1200,9,-10.0,64.0,458.0,5
33292,1,0,3,15,2,2,56.0,0,2000,9,-10.0,70.0,470.0,1
33293,1,0,3,15,4,7,56.0,0,2000,9,-10.0,78.0,486.0,1
33294,1,0,4,15,8,16,56.0,0,1800,9,-11.0,75.0,530.0,1
33295,1,0,3,15,7,13,56.0,0,2000,9,-10.0,28.0,488.0,5
33296,1,0,2,16,5,10,56.0,0,1200,9,-10.0,55.0,456.0,5
33297,1,0,1,16,1,2,54.0,0,1200,9,-11.0,70.0,468.0,5
33298,1,0,2,16,6,11,53.0,0,1200,9,-10.0,50.0,422.0,5
33299,1,0,1,15,6,11,54.0,0,1400,9,-10.0,59.0,470.0,5
33300,1,0,2,16,8,16,51.0,0,1200,9,-10.0,13.0,410.0,5
33301,1,0,4,18,7,13,56.0,9,1600,0,-10.0,85.0,500.0,1
33302,1,0,4,15,4,8,56.0,0,1800,9,-11.0,49.0,472.0,5
33303,1,0,2,16,8,16,56.0,0,1800,9,-12.0,55.0,476.0,5
33304,1,0,5,18,6,11,54.0,9,2000,0,-8.0,76.0,450.0,1
33305,1,0,2,16,3,5,56.0,0,1200,9,-10.0,65.0,484.0,5
33306,1,0,5,18,6,12,54.0,9,2000,0,-8.0,40.0,420.0,5
33307,1,0,3,16,8,16,53.0,0,1200,9,-11.0,4.0,424.0,5
33308,1,0,2,16,8,15,56.0,0,1200,9,-10.0,55.0,466.0,5
33309,1,0,3,15,4,6,55.0,0,2000,9,-10.0,58.0,494.0,5
33310,1,0,3,16,8,15,54.0,0,1200,9,-11.0,29.0,396.0,5
33311,1,0,2,16,4,7,56.0,0,1200,9,-10.0,59.0,456.0,5
33312,1,0,1,16,5,9,54.0,0,1200,9,-11.0,76.0,470.0,1
33313,1,0,1,16,6,11,54.0,0,1200,9,-11.0,54.0,434.0,5
33314,1,0,1,16,1,1,52.0,0,1200,9,-11.0,39.0,454.0,5
33315,1,0,4,18,3,6,56.0,9,1600,0,-10.0,84.0,434.0,1
33316,1,0,3,16,7,13,56.0,0,1200,9,-11.0,60.0,462.0,1
33317,1,0,3,15,6,10,54.0,0,2000,9,-10.0,54.0,468.0,5
33318,1,0,2,16,5,9,56.0,0,1800,9,-12.0,76.0,514.0,1
33319,1,0,3,15,5,9,56.0,0,2000,9,-10.0,68.0,480.0,5
33320,1,0,3,15,2,3,56.0,0,2000,9,-10.0,50.0,480.0,5
33321,1,0,2,16,2,4,56.0,0,1800,9,-12.0,60.0,464.0,5
33322,1,0,3,16,5,9,56.0,0,1200,9,-11.0,22.0,514.0,5
33323,1,0,4,15,6,11,56.0,0,1800,9,-11.0,51.0,566.0,5
33324,1,0,4,15,2,3,56.0,0,1800,9,-11.0,0.0,476.0,5
33325,1,0,5,18,1,1,56.0,9,2000,0,-8.0,72.0,520.0,5
33326,1,0,5,18,3,6,56.0,9,2000,0,-8.0,66.0,510.0,5
33327,1,0,1,15,5,9,54.0,0,1400,9,-10.0,56.0,408.0,5
33328,1,0,1,15,1,2,54.0,0,1400,9,-10.0,39.0,422.0,5
33329,1,0,1,15,2,3,54.0,0,1400,9,-10.0,36.0,464.0,5
33330,1,0,1,15,7,14,54.0,0,1400,9,-10.0,7.0,442.0,5
33331,1,0,2,16,6,12,54.0,0,1200,9,-10.0,76.0,454.0,1
33332,1,0,2,16,7,14,56.0,0,1200,9,-10.0,43.0,476.0,5
33333,1,0,2,16,1,1,56.0,0,1200,9,-10.0,15.0,450.0,5
33334,1,0,3,15,8,15,56.0,0,2000,9,-10.0,64.0,522.0,5
33335,1,0,4,18,2,3,54.0,9,1600,0,-10.0,80.0,412.0,1
33336,1,0,4,18,4,8,53.0,9,1600,0,-10.0,72.0,434.0,5
33337,1,0,4,18,3,5,56.0,9,1600,0,-10.0,67.0,486.0,5
33338,1,0,4,18,6,11,53.0,9,1600,0,-10.0,68.0,470.0,5
33339,1,0,5,18,8,16,56.0,9,2000,0,-8.0,47.0,474.0,5
33340,1,0,6,12,6,8,56.0,0,1800,0,-10.0,57.0,510.0,5
33341,1,0,7,13,8,12,56.0,9,1600,0,-8.0,85.0,478.0,5
33342,1,0,5,16,7,13,56.0,0,1400,9,-10.0,79.0,478.0,5
33343,1,0,6,12,6,7,54.0,0,1800,0,-10.0,73.0,476.0,5
33344,1,0,6,12,2,2,56.0,0,1800,0,-10.0,66.0,458.0,5
33345,1,0,7,13,2,2,54.0,9,1600,0,-8.0,88.0,494.0,1
33346,1,0,5,16,4,8,56.0,0,1400,9,-10.0,82.0,518.0,1
33347,1,0,6,12,8,12,56.0,0,1800,0,-10.0,79.0,478.0,5
33348,1,0,7,13,6,9,56.0,9,1600,0,-8.0,81.0,454.0,5
33349,1,0,6,12,5,5,51.0,0,1800,0,-10.0,54.0,458.0,5
33350,1,0,7,13,6,8,54.0,9,1600,0,-8.0,88.0,446.0,1
33351,1,0,5,16,4,7,53.0,0,1400,9,-10.0,51.0,468.0,5
33352,1,0,6,12,7,10,56.0,0,1800,0,-10.0,27.0,484.0,5
33353,1,0,7,13,7,10,56.0,9,1600,0,-8.0,87.0,438.0,5
33354,1,0,5,16,8,15,56.0,0,1400,9,-10.0,63.0,448.0,5
33355,1,0,7,13,8,13,56.0,9,1600,0,-8.0,85.0,420.0,5
33356,1,0,5,16,7,14,54.0,0,1400,9,-10.0,0.0,442.0,5
33357,1,0,5,16,3,5,55.0,0,1400,9,-10.0,49.0,472.0,5
33358,1,0,7,13,4,5,51.0,9,1600,0,-8.0,87.0,438.0,5
33359,1,0,7,13,1,1,52.0,9,1600,0,-8.0,74.0,428.0,5
33360,1,0,5,16,1,1,56.0,0,1400,9,-10.0,68.0,426.0,5
33361,1,0,5,16,8,16,53.0,0,1400,9,-10.0,72.0,456.0,5
33362,1,0,5,16,5,10,54.0,0,1400,9,-10.0,43.0,432.0,5
33363,1,0,5,16,6,12,52.0,0,1400,9,-10.0,81.0,510.0,1
33364,1,0,6,12,4,4,56.0,0,1800,0,-10.0,82.0,512.0,1
33365,1,0,6,12,7,9,56.0,0,1800,0,-10.0,80.0,468.0,5
33366,1,0,6,12,3,3,56.0,0,1800,0,-10.0,79.0,492.0,5
33367,1,0,5,16,3,6,54.0,0,1400,9,-10.0,70.0,464.0,5
33385,1,9,10,16,8,16,57.0,9,1200,9,4.0,94.0,470.0,5
33386,1,9,10,16,5,9,55.0,9,1200,9,4.0,94.0,480.0,5
33387,1,9,10,16,3,5,57.0,9,1200,9,4.0,95.0,490.0,5
33388,1,9,10,16,6,11,55.0,9,1200,9,4.0,88.0,454.0,5
33389,1,9,10,16,6,12,55.0,9,1200,9,4.0,98.0,456.0,5
33390,1,9,10,16,2,3,57.0,9,1200,9,4.0,101.0,480.0,1
33391,1,9,10,16,2,4,55.0,9,1200,9,4.0,98.0,436.0,5
33392,1,9,10,16,1,1,57.0,9,1200,9,4.0,95.0,476.0,5
33393,1,9,10,16,7,14,57.0,9,1200,9,4.0,91.0,498.0,5
33394,1,9,10,16,4,7,57.0,9,1200,9,4.0,92.0,462.0,5
33395,1,9,10,16,3,6,57.0,9,1200,9,4.0,95.0,496.0,5
33396,1,9,9,11,6,6,54.0,9,2000,9,4.0,88.0,468.0,5
33397,1,9,9,11,6,7,54.0,9,2000,9,4.0,82.0,464.0,5
33398,1,9,9,11,8,11,54.0,9,2000,9,4.0,80.0,482.0,5
33399,1,9,9,11,4,4,54.0,9,2000,9,4.0,94.0,460.0,1
33400,1,9,9,11,3,3,54.0,9,2000,9,4.0,88.0,446.0,5
33401,1,9,9,11,7,9,54.0,9,2000,9,4.0,69.0,476.0,5
33402,1,9,9,11,8,10,54.0,9,2000,9,4.0,81.0,464.0,5
33403,1,9,9,11,1,1,54.0,9,2000,9,4.0,74.0,590.0,5
33404,1,9,9,11,7,8,54.0,9,2000,9,4.0,91.0,416.0,1
33405,1,9,11,16,6,12,57.0,0,1800,9,-5.0,115.0,488.0,1
33406,1,9,11,16,8,16,57.0,0,1800,9,-5.0,109.0,534.0,5
33407,1,9,11,16,4,8,53.0,0,1800,9,-5.0,105.0,482.0,5
33408,1,9,11,16,2,3,52.0,0,1800,9,-5.0,93.0,520.0,5
33409,1,9,11,16,2,4,55.0,0,1800,9,-5.0,114.0,546.0,1
33410,1,9,11,16,7,13,54.0,0,1800,9,-5.0,111.0,502.0,5
33411,1,9,11,16,4,7,55.0,0,1800,9,-5.0,108.0,496.0,5
33412,1,9,11,16,5,10,56.0,0,1800,9,-5.0,98.0,480.0,5
33413,1,9,11,16,3,5,57.0,0,1800,9,-5.0,103.0,480.0,5
33414,1,9,11,16,1,2,57.5,0,1800,9,-5.0,118.0,492.0,1
33415,1,9,11,16,7,14,55.0,0,1800,9,-5.0,102.0,486.0,5
33416,1,9,11,16,6,11,57.0,0,1800,9,-5.0,87.0,530.0,5
33417,1,9,11,16,1,1,56.0,0,1800,9,-5.0,84.0,554.0,5
33418,1,9,11,16,5,9,57.5,0,1800,9,-5.0,86.0,480.0,5
33419,1,9,12,11,6,7,54.0,9,1200,9,4.0,79.0,468.0,5
33420,1,9,12,11,2,2,57.0,9,1200,9,4.0,76.0,500.0,5
33421,1,9,8,15,2,2,55.0,0,1800,9,-5.0,70.0,480.0,5
33422,1,9,8,15,6,11,53.0,0,1800,9,-5.0,37.0,446.0,5
33423,1,9,8,15,2,3,55.0,0,1800,9,-5.0,72.0,490.0,5
33424,1,9,8,15,5,8,52.0,0,1800,9,-5.0,81.0,444.0,1
33425,1,9,8,15,3,4,55.0,0,1800,9,-5.0,77.0,474.0,5
33426,1,9,8,15,8,14,55.0,0,1800,9,-5.0,77.0,472.0,5
33427,1,9,12,11,4,4,54.0,9,1200,9,4.0,88.0,466.0,5
33428,1,9,12,11,8,10,55.0,9,1200,9,4.0,78.0,456.0,5
33429,1,9,8,15,7,13,55.0,0,1800,9,-5.0,84.0,448.0,1
33430,1,9,8,15,5,9,55.0,0,1800,9,-5.0,77.0,446.0,5
33431,1,9,8,15,4,7,55.0,0,1800,9,-5.0,77.0,474.0,5
33432,1,9,12,11,7,9,55.0,9,1200,9,4.0,88.0,446.0,5
33433,1,9,12,11,1,1,57.0,9,1200,9,4.0,100.0,502.0,1
33434,1,9,8,15,4,6,55.0,0,1800,9,-5.0,82.0,484.0,1
33435,1,9,12,11,7,8,57.0,9,1200,9,4.0,88.0,520.0,5
33436,1,9,8,15,3,5,55.0,0,1800,9,-5.0,77.0,458.0,5
33437,1,9,6,11,8,10,57.0,0,1800,9,-6.0,76.0,554.0,5
33438,1,9,6,11,2,2,57.0,0,1800,9,-6.0,75.0,496.0,5
33439,1,9,6,11,7,9,57.0,0,1800,9,-6.0,84.0,544.0,1
33440,1,9,6,11,3,3,57.0,0,1800,9,-6.0,70.0,524.0,5
33441,1,9,7,16,2,4,57.0,0,1200,9,-8.0,84.0,478.0,5
33442,1,9,7,16,3,6,55.0,0,1200,9,-8.0,85.0,488.0,5
33443,1,9,6,11,1,1,57.0,0,1800,9,-6.0,83.0,474.0,1
33444,1,9,7,16,1,1,55.0,0,1200,9,-8.0,81.0,500.0,5
33445,1,9,7,16,7,14,57.0,0,1200,9,-8.0,78.0,482.0,5
33446,1,9,7,16,4,8,55.0,0,1200,9,-8.0,89.0,484.0,1
33447,1,9,7,16,6,12,55.0,0,1200,9,-8.0,73.0,434.0,5
33448,1,9,7,16,3,5,55.0,0,1200,9,-8.0,59.0,464.0,5
33449,1,9,7,16,8,15,52.0,0,1200,9,-8.0,92.0,490.0,1
33450,1,9,6,11,5,5,57.0,0,1800,9,-6.0,50.0,468.0,5
33451,1,9,6,11,7,8,57.0,0,1800,9,-6.0,70.0,500.0,5
33452,1,9,7,16,5,10,55.0,0,1200,9,-8.0,89.0,470.0,1
33453,1,9,3,15,3,5,56.0,0,1800,9,-7.0,82.0,484.0,1
33454,1,9,4,16,4,7,56.0,9,1800,9,4.0,78.0,496.0,1
33455,1,9,4,16,7,14,56.0,9,1800,9,4.0,78.0,474.0,5
33456,1,9,4,16,2,4,54.0,9,1800,9,4.0,74.0,476.0,5
33457,1,9,3,15,2,2,56.0,0,1800,9,-7.0,83.0,456.0,1
33458,1,9,4,16,8,16,54.0,9,1800,9,4.0,76.0,424.0,5
33459,1,9,3,15,8,14,56.0,0,1800,9,-7.0,75.0,480.0,5
33460,1,9,3,15,6,11,53.0,0,1800,9,-7.0,25.0,436.0,5
33461,1,9,3,15,3,4,56.0,0,1800,9,-7.0,47.0,522.0,5
33462,1,9,4,16,6,11,54.0,9,1800,9,4.0,84.0,454.0,1
33463,1,9,3,15,5,8,56.0,0,1800,9,-7.0,61.0,466.0,5
33464,1,9,4,16,5,10,54.0,9,1800,9,4.0,81.0,484.0,1
33465,1,9,4,16,7,13,54.0,9,1800,9,4.0,67.0,480.0,5
33466,1,9,4,16,3,6,56.0,9,1800,9,4.0,-20.0,472.0,5
33468,1,9,5,16,3,5,56.0,0,1200,9,-8.0,59.0,440.0,5
33469,1,9,5,16,4,7,54.0,0,1200,9,-8.0,57.0,496.0,5
33470,1,9,5,16,8,16,56.0,0,1200,9,-8.0,86.0,464.0,1
33471,1,9,5,16,3,6,54.0,0,1200,9,-8.0,57.0,444.0,5
33472,1,9,5,16,2,3,54.0,0,1200,9,-8.0,59.0,448.0,5
33473,1,9,5,16,6,11,56.0,0,1200,9,-8.0,78.0,480.0,1
33474,1,9,5,16,8,15,54.0,0,1200,9,-8.0,67.0,470.0,5
33475,1,9,5,16,4,8,56.0,0,1200,9,-8.0,84.0,506.0,1
33476,1,9,5,16,6,12,54.0,0,1200,9,-8.0,56.0,488.0,5
33477,1,9,5,16,2,4,54.0,0,1200,9,-8.0,59.0,474.0,5
33478,1,9,5,16,7,13,51.0,0,1200,9,-8.0,49.0,462.0,5
33484,1,0,11,13,8,13,56.0,9,1600,9,1.0,80.0,492.0,5
33485,1,0,11,13,5,7,56.0,9,1600,9,1.0,81.0,534.0,5
33486,1,0,11,13,4,4,56.0,9,1600,9,1.0,96.0,486.0,5
33487,1,0,11,13,5,6,56.0,9,1600,9,1.0,81.0,484.0,5
33488,1,0,11,13,4,5,56.0,9,1600,9,1.0,97.0,452.0,5
33489,1,0,11,13,1,1,56.0,9,1600,9,1.0,89.0,508.0,5
33490,1,0,11,13,7,11,56.0,9,1600,9,1.0,91.0,522.0,5
33491,1,0,11,13,6,8,56.0,9,1600,9,1.0,77.0,512.0,5
33492,1,0,11,13,2,2,56.0,9,1600,9,1.0,103.0,496.0,1
33493,1,0,11,13,7,10,57.0,9,1600,9,1.0,103.0,492.0,1
33494,1,0,11,13,8,12,56.0,9,1600,9,1.0,56.0,510.0,5
33495,1,0,12,16,4,8,57.0,0,1400,29,-32.0,74.0,464.0,5
33496,1,0,12,16,2,3,57.0,0,1400,29,-32.0,88.0,490.0,5
33497,1,0,12,16,8,16,57.0,0,1400,29,-32.0,96.0,512.0,1
33498,1,0,12,16,7,13,57.0,0,1400,29,-32.0,83.0,490.0,5
33499,1,0,12,16,8,15,57.0,0,1400,29,-32.0,86.0,482.0,5
33500,1,0,12,16,1,1,57.0,0,1400,29,-32.0,83.0,526.0,5
33501,1,0,12,16,5,10,57.0,0,1400,29,-32.0,98.0,486.0,1
33502,1,0,12,16,6,11,55.0,0,1400,29,-32.0,82.0,512.0,5
33503,1,0,12,16,3,5,57.0,0,1400,29,-32.0,91.0,478.0,5
33504,1,0,12,16,6,12,57.0,0,1400,29,-32.0,96.0,512.0,1
33505,1,0,10,16,4,7,55.0,0,1800,29,-30.0,105.0,508.0,1
33506,1,0,10,16,3,6,51.0,0,1800,29,-30.0,97.0,546.0,5
33507,1,0,10,16,6,12,54.0,0,1800,29,-30.0,84.0,518.0,5
33508,1,0,10,16,6,11,54.0,0,1800,29,-30.0,102.0,514.0,5
33509,1,0,10,16,5,9,55.0,0,1800,29,-30.0,105.0,466.0,1
33510,1,0,10,16,7,13,52.0,0,1800,29,-30.0,92.0,442.0,5
33511,1,0,10,16,1,1,54.0,0,1800,29,-30.0,105.0,496.0,5
33512,1,0,10,16,2,3,52.0,0,1800,29,-30.0,87.0,500.0,5
33513,1,0,10,16,4,8,55.0,0,1800,29,-30.0,96.0,492.0,5
33514,1,0,10,16,8,16,52.0,0,1800,29,-30.0,98.0,484.0,5
33515,1,0,10,16,8,15,54.0,0,1800,29,-30.0,90.0,516.0,5
33516,1,0,10,16,7,14,56.0,0,1800,29,-30.0,100.0,472.0,5
33517,1,0,10,16,1,2,57.0,0,1800,29,-30.0,102.0,484.0,1
33518,1,0,10,16,3,5,54.0,0,1800,29,-30.0,102.0,460.0,5
33519,1,0,10,9,8,9,57.0,9,1600,9,1.0,81.0,524.0,5
33520,1,0,10,9,7,7,55.0,9,1600,9,1.0,94.0,458.0,5
33521,1,0,10,9,1,1,57.0,9,1600,9,1.0,95.0,470.0,1
33522,1,0,10,9,4,4,55.0,9,1600,9,1.0,97.0,472.0,1
33523,1,0,10,9,8,8,55.0,9,1600,9,1.0,91.0,478.0,5
33524,1,0,10,9,3,3,55.0,9,1600,9,1.0,91.0,458.0,1
33525,1,0,10,9,5,5,57.0,9,1600,9,1.0,84.0,492.0,5
33526,1,0,9,10,4,4,56.0,9,2200,19,10.0,75.0,470.0,5
33527,1,0,9,10,5,5,56.0,9,2200,19,10.0,85.0,482.0,1
33528,1,0,9,10,7,8,56.0,9,2200,19,10.0,82.0,468.0,5
33529,1,0,9,10,2,2,56.0,9,2200,19,10.0,79.0,494.0,5
33530,1,0,9,10,3,3,56.0,9,2200,19,10.0,82.0,466.0,5
33531,1,0,9,10,8,10,56.0,9,2200,19,10.0,79.0,464.0,5
33532,1,0,9,10,1,1,56.0,9,2200,19,10.0,83.0,486.0,1
33533,1,0,9,10,6,6,56.0,9,2200,19,10.0,86.0,462.0,1
33544,1,0,9,9,6,6,55.0,9,2000,9,1.0,91.0,418.0,5
33545,1,0,9,9,7,7,55.0,9,2000,9,1.0,95.0,464.0,1
33546,1,0,9,9,5,5,55.0,9,2000,9,1.0,94.0,428.0,5
33547,1,0,9,9,4,4,55.0,9,2000,9,1.0,93.0,452.0,1
33548,1,0,9,9,3,3,55.0,9,2000,9,1.0,81.0,478.0,5
33549,1,0,9,9,8,9,55.0,9,2000,9,1.0,95.0,544.0,5
33550,1,0,11,18,2,3,57.0,9,1200,19,10.0,113.0,472.0,1
33551,1,0,11,18,5,10,55.0,9,1200,19,10.0,-76.0,426.0,5
33552,1,0,11,18,8,17,57.0,9,1200,19,10.0,109.0,500.0,5
33553,1,0,11,18,2,4,57.0,9,1200,19,10.0,107.0,472.0,5
33554,1,0,11,18,4,7,57.0,9,1200,19,10.0,109.0,494.0,5
33555,1,0,11,18,7,14,57.0,9,1200,19,10.0,95.0,494.0,5
33556,1,0,11,18,1,2,55.0,9,1200,19,10.0,98.0,480.0,5
33557,1,0,11,18,8,16,55.0,9,1200,19,10.0,113.0,494.0,1
33558,1,0,11,18,6,12,57.0,9,1200,19,10.0,107.0,504.0,5
33559,1,0,11,18,6,11,57.0,9,1200,19,10.0,113.0,494.0,5
33560,1,0,11,18,1,1,57.0,9,1200,19,10.0,104.0,488.0,5
33561,1,0,11,18,3,6,57.0,9,1200,19,10.0,98.0,474.0,5
33562,1,0,11,18,7,15,55.0,9,1200,19,10.0,90.0,532.0,5
33563,1,0,11,18,5,9,57.0,9,1200,19,10.0,97.0,514.0,5
33564,1,0,11,18,4,8,55.0,9,1200,19,10.0,113.0,486.0,1
33565,1,0,11,18,8,18,55.0,9,1200,19,10.0,85.0,478.0,5
33568,1,0,12,14,8,14,56.0,0,1800,19,-15.0,84.0,470.0,5
33569,1,0,12,14,8,13,54.0,0,1800,19,-15.0,83.0,460.0,5
33570,1,0,12,14,4,5,55.0,0,1800,19,-15.0,85.0,452.0,5
33571,1,0,12,14,7,11,54.0,0,1800,19,-15.0,88.0,506.0,1
33572,1,0,12,14,7,12,57.0,0,1800,19,-15.0,76.0,496.0,5
33573,1,0,12,14,5,8,57.0,0,1800,19,-15.0,80.0,470.0,5
33574,1,0,12,14,6,9,54.0,0,1800,19,-15.0,81.0,492.0,5
33575,1,0,12,14,6,10,57.0,0,1800,19,-15.0,88.0,508.0,1
33576,1,0,12,14,1,1,57.0,0,1800,19,-15.0,80.0,484.0,5
33577,1,0,12,14,2,2,57.0,0,1800,19,-15.0,79.0,520.0,5
33578,1,0,12,14,5,7,57.0,0,1800,19,-15.0,76.0,476.0,5
33579,1,0,5,16,5,9,57.0,0,1200,29,-27.0,65.0,508.0,5
33580,1,0,6,11,8,11,55.0,0,1800,29,-28.0,78.0,440.0,5
33581,1,0,8,10,3,3,54.0,0,1800,19,-16.0,89.0,438.0,1
33582,1,0,6,11,2,2,54.0,0,1800,29,-28.0,73.0,456.0,5
33583,1,0,8,14,5,8,57.0,9,1600,19,10.0,51.0,500.0,5
33584,1,0,6,11,4,4,55.0,0,1800,29,-28.0,85.0,482.0,1
33585,1,0,8,14,5,7,55.0,9,1600,19,10.0,79.0,432.0,5
33586,1,0,7,18,2,4,55.0,9,1200,19,10.0,101.0,448.0,1
33587,1,0,7,18,1,1,55.0,9,1200,19,10.0,91.0,490.0,5
33588,1,0,5,16,3,5,55.0,0,1200,29,-27.0,83.0,486.0,1
33589,1,0,8,10,7,7,56.0,0,1800,19,-16.0,88.0,522.0,1
33590,1,0,5,16,8,16,57.0,0,1200,29,-27.0,73.0,490.0,5
33591,1,0,8,14,6,9,57.0,9,1600,19,10.0,57.0,460.0,5
33592,1,0,5,16,7,13,55.0,0,1200,29,-27.0,41.0,480.0,5
33593,1,0,5,16,6,11,57.0,0,1200,29,-27.0,63.0,480.0,5
33594,1,0,5,16,2,4,55.0,0,1200,29,-27.0,80.0,454.0,5
33595,1,0,8,14,8,13,57.0,9,1600,19,10.0,88.0,474.0,5
33596,1,0,7,18,7,14,57.0,9,1200,19,10.0,69.0,512.0,5
33597,1,0,6,11,1,1,52.0,0,1800,29,-28.0,77.0,480.0,5
33598,1,0,7,18,5,9,52.0,9,1200,19,10.0,80.0,460.0,5
33599,1,0,8,14,3,3,57.0,9,1600,19,10.0,76.0,462.0,5
33600,1,0,8,10,8,10,57.0,0,1800,19,-16.0,75.0,480.0,5
33601,1,0,5,16,4,7,52.0,0,1200,29,-27.0,56.0,452.0,5
33602,1,0,8,14,4,6,55.0,9,1600,19,10.0,91.0,452.0,1
33603,1,0,8,14,7,12,55.0,9,1600,19,10.0,0.0,454.0,1
33604,1,0,8,14,7,11,55.0,9,1600,19,10.0,51.0,496.0,5
33605,1,0,5,16,1,2,55.0,0,1200,29,-27.0,69.0,424.0,5
33606,1,0,8,10,5,5,57.0,0,1800,19,-16.0,77.0,490.0,5
33607,1,0,7,18,4,7,55.0,9,1200,19,10.0,103.0,438.0,1
33608,1,0,8,10,7,8,56.0,0,1800,19,-16.0,87.0,506.0,1
33609,1,0,5,16,5,10,57.0,0,1200,29,-27.0,92.0,506.0,1
33610,1,0,5,16,4,8,55.0,0,1200,29,-27.0,54.0,474.0,5
33611,1,0,5,16,3,6,57.0,0,1200,29,-27.0,42.0,490.0,5
33612,1,0,7,18,3,5,56.0,9,1200,19,10.0,93.0,472.0,5
33613,1,0,7,18,8,18,55.0,9,1200,19,10.0,84.0,488.0,5
33614,1,0,7,18,7,13,57.0,9,1200,19,10.0,75.0,470.0,5
33615,1,0,7,18,8,16,55.0,9,1200,19,10.0,62.0,460.0,5
33616,1,29,1,16,4,8,56.0,0,1400,29,-21.0,29.0,496.0,5
33617,1,0,3,13,3,3,55.0,0,1800,29,-18.0,76.0,490.0,5
33618,1,29,1,16,1,2,56.0,0,1400,29,-21.0,58.0,430.0,5
33619,1,9,3,18,7,14,56.0,9,1400,29,12.0,70.0,500.0,5
33620,1,0,6,18,5,9,56.0,9,1800,9,3.0,71.0,470.0,5
33621,1,0,6,18,7,15,56.0,9,1800,9,3.0,72.0,474.0,5
33622,1,0,4,17,8,16,56.0,9,2200,29,12.0,78.0,462.0,1
33623,1,9,3,18,7,13,56.0,9,1400,29,12.0,84.0,476.0,1
33624,1,29,2,16,3,6,56.0,0,1200,29,-13.0,74.0,458.0,1
33625,1,0,1,13,2,2,56.0,0,1800,29,-18.0,50.0,454.0,5
33626,1,0,5,16,3,6,55.0,0,1400,29,-17.0,59.0,434.0,5
