,名前,天気,ラウンド,頭数,枠番,馬番,斥量,フィールド,距離,馬場,馬場指数,タイム指数,馬体重,着順
544,1,0,10,14,8,13,57.0,0,1900,0,-7.0,100.0,470.0,1
545,1,0,10,14,7,12,57.0,0,1900,0,-7.0,87.0,520.0,5
546,1,0,10,14,7,11,55.0,0,1900,0,-7.0,98.0,480.0,5
547,1,0,10,14,6,9,57.0,0,1900,0,-7.0,94.0,474.0,5
548,1,0,10,14,5,7,53.0,0,1900,0,-7.0,97.0,438.0,1
549,1,0,10,14,4,6,57.0,0,1900,0,-7.0,97.0,488.0,5
550,1,0,10,14,4,5,55.0,0,1900,0,-7.0,94.0,548.0,5
551,1,0,10,14,5,8,57.0,0,1900,0,-7.0,96.0,464.0,5
552,1,0,10,14,1,1,57.0,0,1900,0,-7.0,98.0,522.0,5
553,1,0,10,14,6,10,57.0,0,1900,0,-7.0,81.0,528.0,5
554,1,0,10,14,3,3,55.0,0,1900,0,-7.0,107.0,488.0,1
555,1,0,10,14,8,14,57.0,0,1900,0,-7.0,95.0,476.0,5
556,1,0,10,14,2,2,57.0,0,1900,0,-7.0,90.0,548.0,5
558,1,0,8,8,8,8,55.0,9,2400,0,-9.0,90.0,460.0,1
559,1,0,8,8,6,6,57.0,9,2400,0,-9.0,86.0,490.0,5
560,1,0,8,8,1,1,54.0,9,2400,0,-9.0,85.0,444.0,5
561,1,0,8,8,3,3,55.0,9,2400,0,-9.0,84.0,464.0,5
562,1,0,8,8,5,5,54.0,9,2400,0,-9.0,92.0,484.0,1
563,1,0,8,8,4,4,52.0,9,2400,0,-9.0,93.0,440.0,1
564,1,0,8,8,7,7,54.0,9,2400,0,-9.0,86.0,458.0,5
565,1,0,8,8,2,2,57.0,9,2400,0,-9.0,88.0,516.0,5
566,1,0,9,10,7,8,54.0,9,1600,0,4.0,94.0,480.0,5
567,1,0,9,10,4,4,54.0,9,1600,0,4.0,92.0,474.0,5
568,1,0,9,10,8,10,53.0,9,1600,0,4.0,69.0,532.0,5
569,1,0,9,10,3,3,53.0,9,1600,0,4.0,94.0,490.0,5
570,1,0,9,10,6,6,52.0,9,1600,0,4.0,90.0,488.0,5
571,1,0,9,10,8,9,52.0,9,1600,0,4.0,92.0,476.0,5
572,1,0,9,10,1,1,52.0,9,1600,0,4.0,99.0,512.0,1
573,1,0,9,10,7,7,52.0,9,1600,0,4.0,98.0,484.0,1
574,1,0,9,10,5,5,55.0,9,1600,0,4.0,99.0,476.0,1
575,1,0,9,10,2,2,54.0,9,1600,0,4.0,82.0,522.0,5
576,1,9,11,12,3,3,56.0,0,1700,0,3.0,104.0,498.0,5
577,1,9,11,12,6,8,56.0,0,1700,0,3.0,112.0,498.0,1
578,1,9,11,12,2,2,56.0,0,1700,0,3.0,113.0,462.0,1
579,1,9,11,12,5,6,58.0,0,1700,0,3.0,108.0,460.0,5
580,1,9,11,12,6,7,57.0,0,1700,0,3.0,103.0,502.0,5
581,1,9,11,12,4,4,56.0,0,1700,0,3.0,98.0,544.0,5
582,1,9,11,12,7,9,56.0,0,1700,0,3.0,79.0,530.0,5
583,1,9,11,12,8,12,56.0,0,1700,0,3.0,94.0,480.0,5
584,1,9,11,12,5,5,56.0,0,1700,0,3.0,104.0,482.0,5
585,1,9,11,12,8,11,56.0,0,1700,0,3.0,93.0,482.0,5
586,1,9,11,12,7,10,56.0,0,1700,0,3.0,109.0,480.0,1
587,1,9,11,12,1,1,58.0,0,1700,0,3.0,105.0,460.0,5
597,1,9,10,11,7,9,54.0,9,2600,0,-9.0,87.0,482.0,1
598,1,9,10,11,3,3,54.0,9,2600,0,-9.0,84.0,480.0,5
599,1,9,10,11,7,8,54.0,9,2600,0,-9.0,84.0,462.0,5
600,1,9,10,11,2,2,54.0,9,2600,0,-9.0,88.0,464.0,5
601,1,9,10,11,8,11,54.0,9,2600,0,-9.0,88.0,466.0,5
602,1,9,10,11,4,4,57.0,9,2600,0,-9.0,87.0,466.0,5
603,1,9,10,11,6,7,57.0,9,2600,0,-9.0,77.0,492.0,5
604,1,9,10,11,5,5,57.0,9,2600,0,-9.0,77.0,512.0,5
605,1,9,10,11,1,1,57.0,9,2600,0,-9.0,85.0,452.0,5
606,1,9,10,11,8,10,54.0,9,2600,0,-9.0,90.0,462.0,1
607,1,9,10,11,6,6,57.0,9,2600,0,-9.0,90.0,438.0,1
608,1,9,11,12,2,2,58.0,9,2000,0,-9.0,108.0,478.0,5
609,1,9,11,12,1,1,58.0,9,2000,0,-9.0,105.0,550.0,5
610,1,9,11,12,3,3,58.0,9,2000,0,-9.0,108.0,496.0,5
611,1,9,11,12,6,7,56.0,9,2000,0,-9.0,119.0,464.0,1
612,1,9,11,12,8,12,58.0,9,2000,0,-9.0,108.0,492.0,5
613,1,9,11,12,4,4,58.0,9,2000,0,-9.0,92.0,450.0,5
614,1,9,11,12,5,5,58.0,9,2000,0,-9.0,106.0,484.0,5
615,1,9,11,12,6,8,58.0,9,2000,0,-9.0,113.0,508.0,5
616,1,9,11,12,7,10,56.0,9,2000,0,-9.0,108.0,488.0,5
617,1,9,11,12,5,6,58.0,9,2000,0,-9.0,119.0,478.0,1
618,1,9,11,12,7,9,56.0,9,2000,0,-9.0,120.0,490.0,1
619,1,9,11,12,8,11,58.0,9,2000,0,-9.0,115.0,496.0,5
631,1,9,10,16,6,12,57.0,0,1300,0,-7.0,93.0,498.0,5
632,1,9,10,16,6,11,57.0,0,1300,0,-7.0,93.0,448.0,5
633,1,9,10,16,7,13,57.0,0,1300,0,-7.0,90.0,470.0,5
634,1,9,10,16,8,16,55.0,0,1300,0,-7.0,98.0,490.0,5
635,1,9,10,16,3,6,55.0,0,1300,0,-7.0,96.0,466.0,5
636,1,9,10,16,2,3,57.0,0,1300,0,-7.0,98.0,500.0,1
637,1,9,10,16,4,8,57.0,0,1300,0,-7.0,97.0,482.0,5
638,1,9,10,16,5,10,57.0,0,1300,0,-7.0,98.0,460.0,1
639,1,9,10,16,5,9,57.0,0,1300,0,-7.0,101.0,542.0,1
640,1,9,10,16,1,1,55.0,0,1300,0,-7.0,81.0,468.0,5
641,1,9,10,16,1,2,55.0,0,1300,0,-7.0,89.0,476.0,5
642,1,9,10,16,7,14,57.0,0,1300,0,-7.0,92.0,468.0,5
643,1,9,10,16,3,5,57.0,0,1300,0,-7.0,74.0,486.0,5
644,1,9,10,16,4,7,57.0,0,1300,0,-7.0,94.0,494.0,5
645,1,9,10,16,8,15,55.0,0,1300,0,-7.0,94.0,470.0,5
646,1,9,10,16,2,4,55.0,0,1300,0,-7.0,88.0,472.0,5
652,1,0,9,10,3,3,57.0,9,1600,0,-9.0,79.0,456.0,5
653,1,0,9,10,6,6,55.0,9,1600,0,-9.0,92.0,486.0,1
654,1,0,9,10,7,8,57.0,9,1600,0,-9.0,52.0,504.0,5
655,1,0,9,10,7,7,55.0,9,1600,0,-9.0,93.0,484.0,1
656,1,0,9,10,8,9,53.0,9,1600,0,-9.0,87.0,468.0,5
657,1,0,9,10,1,1,55.0,9,1600,0,-9.0,74.0,466.0,5
658,1,0,9,10,8,10,57.0,9,1600,0,-9.0,81.0,444.0,5
659,1,0,9,10,2,2,55.0,9,1600,0,-9.0,79.0,470.0,5
660,1,0,9,10,5,5,53.0,9,1600,0,-9.0,93.0,424.0,1
661,1,0,9,10,4,4,57.0,9,1600,0,-9.0,81.0,496.0,5
662,1,9,12,16,3,6,54.0,9,1200,0,-9.0,95.0,484.0,1
663,1,9,12,16,4,7,51.0,9,1200,0,-9.0,87.0,458.0,5
664,1,9,12,16,8,15,55.0,9,1200,0,-9.0,82.0,512.0,5
665,1,9,12,16,1,1,53.0,9,1200,0,-9.0,88.0,474.0,5
666,1,9,12,16,4,8,53.0,9,1200,0,-9.0,87.0,490.0,5
667,1,9,12,16,3,5,52.0,9,1200,0,-9.0,82.0,452.0,5
668,1,9,12,16,6,12,52.0,9,1200,0,-9.0,92.0,480.0,5
669,1,9,12,16,7,14,52.0,9,1200,0,-9.0,94.0,460.0,5
670,1,9,12,16,6,11,52.0,9,1200,0,-9.0,95.0,462.0,1
671,1,9,12,16,5,9,53.0,9,1200,0,-9.0,90.0,422.0,5
672,1,9,12,16,2,4,52.0,9,1200,0,-9.0,87.0,480.0,5
673,1,9,12,16,2,3,52.0,9,1200,0,-9.0,81.0,486.0,5
674,1,9,12,16,5,10,52.0,9,1200,0,-9.0,85.0,430.0,5
675,1,9,12,16,8,16,52.0,9,1200,0,-9.0,85.0,430.0,5
676,1,9,12,16,1,2,55.0,9,1200,0,-9.0,95.0,466.0,1
677,1,9,12,16,7,13,52.0,9,1200,0,-9.0,76.0,466.0,5
680,1,9,12,16,3,6,57.0,0,1400,0,-7.0,94.0,440.0,5
681,1,9,12,16,2,3,57.0,0,1400,0,-7.0,74.0,530.0,5
682,1,9,12,16,3,5,57.0,0,1400,0,-7.0,82.0,480.0,5
683,1,9,12,16,6,11,55.0,0,1400,0,-7.0,92.0,550.0,5
684,1,9,12,16,7,13,55.0,0,1400,0,-7.0,89.0,470.0,5
685,1,9,12,16,4,8,55.0,0,1400,0,-7.0,78.0,500.0,5
686,1,9,12,16,5,9,57.0,0,1400,0,-7.0,94.0,490.0,1
687,1,9,12,16,8,15,57.0,0,1400,0,-7.0,81.0,516.0,5
688,1,9,12,16,4,7,55.0,0,1400,0,-7.0,85.0,478.0,5
689,1,9,12,16,8,16,57.0,0,1400,0,-7.0,92.0,530.0,5
690,1,9,12,16,6,12,55.0,0,1400,0,-7.0,95.0,474.0,1
691,1,9,12,16,2,4,55.0,0,1400,0,-7.0,92.0,458.0,5
692,1,9,12,16,1,1,55.0,0,1400,0,-7.0,84.0,466.0,5
693,1,9,12,16,5,10,57.0,0,1400,0,-7.0,95.0,490.0,1
710,1,0,11,18,8,17,57.0,9,1800,0,4.0,111.0,498.0,5
711,1,0,11,18,7,15,55.0,9,1800,0,4.0,99.0,452.0,5
712,1,0,11,18,3,5,56.0,9,1800,0,4.0,111.0,516.0,5
713,1,0,11,18,8,16,54.0,9,1800,0,4.0,102.0,494.0,5
714,1,0,11,18,7,14,57.0,9,1800,0,4.0,111.0,514.0,5
715,1,0,11,18,4,8,56.0,9,1800,0,4.0,114.0,468.0,1
716,1,0,11,18,6,12,56.0,9,1800,0,4.0,114.0,468.0,1
717,1,0,11,18,5,9,56.0,9,1800,0,4.0,111.0,532.0,5
718,1,0,11,18,2,3,54.0,9,1800,0,4.0,115.0,478.0,1
719,1,0,11,18,7,13,57.0,9,1800,0,4.0,106.0,464.0,5
720,1,0,11,18,4,7,54.0,9,1800,0,4.0,111.0,474.0,5
721,1,0,11,18,3,6,56.0,9,1800,0,4.0,111.0,508.0,5
722,1,0,11,18,6,11,56.0,9,1800,0,4.0,100.0,448.0,5
723,1,0,11,18,5,10,56.0,9,1800,0,4.0,111.0,500.0,5
724,1,0,11,18,1,1,56.0,9,1800,0,4.0,105.0,482.0,5
725,1,0,11,18,1,2,56.0,9,1800,0,4.0,110.0,460.0,5
791,1,0,8,8,6,6,57.0,9,2000,0,4.0,87.0,470.0,1
792,1,0,12,15,7,13,57.0,0,1200,0,-7.0,78.0,466.0,5
793,1,0,12,15,2,4,55.0,0,1200,0,-7.0,71.0,470.0,5
794,1,0,8,8,4,4,57.0,9,2000,0,4.0,84.0,502.0,5
795,1,0,12,15,5,9,57.0,0,1200,0,-7.0,87.0,484.0,5
796,1,0,12,15,6,11,57.0,0,1200,0,-7.0,78.0,534.0,5
797,1,0,8,8,7,7,57.0,9,2000,0,4.0,72.0,516.0,5
798,1,0,12,15,3,6,55.0,0,1200,0,-7.0,96.0,464.0,1
799,1,0,12,15,5,10,55.0,0,1200,0,-7.0,75.0,472.0,5
800,1,0,12,15,4,7,57.0,0,1200,0,-7.0,89.0,484.0,1
801,1,0,12,15,2,3,57.0,0,1200,0,-7.0,79.0,512.0,5
802,1,0,8,8,1,1,55.0,9,2000,0,4.0,100.0,496.0,1
803,1,0,8,8,8,8,55.0,9,2000,0,4.0,87.0,472.0,1
804,1,0,12,15,8,15,55.0,0,1200,0,-7.0,71.0,484.0,5
805,1,0,12,15,3,5,53.0,0,1200,0,-7.0,65.0,464.0,5
806,1,0,12,15,1,2,52.0,0,1200,0,-7.0,82.0,446.0,5
807,1,0,12,15,4,8,55.0,0,1200,0,-7.0,104.0,510.0,1
808,1,0,8,8,2,2,57.0,9,2000,0,4.0,79.0,528.0,5
809,1,0,12,15,1,1,57.0,0,1200,0,-7.0,87.0,508.0,5
810,1,0,12,15,7,14,54.0,0,1200,0,-7.0,65.0,492.0,5
811,1,0,8,8,3,3,57.0,9,2000,0,4.0,84.0,476.0,5
812,1,0,8,8,5,5,57.0,9,2000,0,4.0,84.0,442.0,5
813,1,0,12,15,6,12,57.0,0,1200,0,-7.0,0.0,442.0,5
814,1,0,12,15,8,16,55.0,0,1200,0,-7.0,73.0,498.0,5
815,1,9,8,15,4,6,52.0,9,1200,0,-9.0,88.0,476.0,5
816,1,9,9,16,2,3,54.0,9,2000,0,-9.0,87.0,486.0,5
817,1,0,6,11,4,4,55.0,0,1800,0,-7.0,88.0,470.0,5
818,1,0,7,11,1,1,57.0,0,1150,0,3.0,87.0,514.0,5
819,1,0,6,15,4,6,55.0,0,1600,0,-7.0,91.0,490.0,5
820,1,9,9,16,8,16,53.0,9,2000,0,-9.0,91.0,488.0,1
821,1,9,9,16,1,2,50.0,9,2000,0,-9.0,90.0,450.0,1
822,1,0,3,15,1,1,53.0,0,1700,0,3.0,73.0,438.0,5
823,1,0,6,12,6,8,56.0,0,2400,0,3.0,82.0,498.0,5
824,1,0,6,12,1,1,55.0,0,2400,0,3.0,78.0,432.0,5
825,1,0,3,15,8,15,54.0,0,1700,0,3.0,77.0,462.0,1
826,1,0,6,12,7,10,54.0,0,2400,0,3.0,83.0,468.0,5
827,1,0,7,12,3,3,55.0,9,1400,0,-9.0,79.0,464.0,5
828,1,0,7,9,1,1,52.0,9,2400,0,4.0,91.0,438.0,1
829,1,0,6,11,2,2,57.0,0,1800,0,-7.0,78.0,480.0,5
830,1,0,3,15,4,6,55.0,0,1700,0,3.0,75.0,424.0,1
831,1,9,8,15,2,2,52.0,9,1200,0,-9.0,95.0,442.0,1
832,1,9,8,15,3,4,50.0,9,1200,0,-9.0,87.0,438.0,5
833,1,9,9,16,6,12,53.0,9,2000,0,-9.0,80.0,484.0,5
834,1,0,3,15,8,14,50.0,0,1700,0,3.0,71.0,432.0,5
835,1,9,9,16,2,4,55.0,9,2000,0,-9.0,79.0,456.0,5
836,1,0,7,12,4,4,53.0,9,1400,0,-9.0,89.0,444.0,5
837,1,0,6,12,5,6,53.0,0,2400,0,3.0,95.0,462.0,5
838,1,0,7,11,7,9,55.0,0,1150,0,3.0,82.0,470.0,5
839,1,9,9,16,7,13,54.0,9,2000,0,-9.0,88.0,494.0,1
840,1,9,9,16,4,7,55.0,9,2000,0,-9.0,82.0,440.0,5
841,1,0,3,15,7,13,52.0,0,1700,0,3.0,58.0,452.0,5
842,1,9,9,16,6,11,57.0,9,2000,0,-9.0,82.0,504.0,5
843,1,0,3,15,3,4,53.0,0,1700,0,3.0,68.0,470.0,5
844,1,0,6,11,8,10,55.0,0,1800,0,-7.0,89.0,470.0,5
845,1,9,8,15,6,11,54.0,9,1200,0,-9.0,79.0,472.0,5
846,1,0,7,11,7,8,53.0,0,1150,0,3.0,84.0,430.0,5
847,1,0,6,11,1,1,57.0,0,1800,0,-7.0,86.0,490.0,5
848,1,0,6,12,8,12,57.0,0,2400,0,3.0,81.0,486.0,5
849,1,9,8,15,4,7,53.0,9,1200,0,-9.0,90.0,456.0,5
850,1,9,8,15,1,1,55.0,9,1200,0,-9.0,92.0,460.0,5
851,1,0,6,15,6,10,55.0,0,1600,0,-7.0,84.0,440.0,5
852,1,0,6,12,6,7,54.0,0,2400,0,3.0,88.0,492.0,5
853,1,0,7,11,8,11,54.0,0,1150,0,3.0,84.0,482.0,5
854,1,0,6,12,4,4,52.0,0,2400,0,3.0,97.0,544.0,1
855,1,0,3,15,2,3,52.0,0,1700,0,3.0,58.0,448.0,5
856,1,0,7,9,7,7,57.0,9,2400,0,4.0,82.0,498.0,5
857,1,0,7,9,6,6,57.0,9,2400,0,4.0,86.0,462.0,5
858,1,0,6,15,4,7,55.0,0,1600,0,-7.0,89.0,478.0,5
859,1,0,7,12,2,2,55.0,9,1400,0,-9.0,90.0,452.0,5
860,1,0,7,12,5,6,55.0,9,1400,0,-9.0,92.0,520.0,1
861,1,9,8,15,5,8,55.0,9,1200,0,-9.0,91.0,426.0,5
862,1,0,6,12,8,11,54.0,0,2400,0,3.0,94.0,466.0,1
863,1,9,9,16,3,5,56.0,9,2000,0,-9.0,87.0,452.0,5
864,1,0,6,11,5,5,55.0,0,1800,0,-7.0,92.0,482.0,1
865,1,0,7,11,2,2,55.0,0,1150,0,3.0,88.0,460.0,5
866,1,9,8,15,7,13,55.0,9,1200,0,-9.0,90.0,462.0,5
867,1,9,9,16,1,1,52.0,9,2000,0,-9.0,87.0,434.0,5
868,1,0,6,15,6,11,57.0,0,1600,0,-7.0,85.0,484.0,5
869,1,0,7,9,8,9,53.0,9,2400,0,4.0,84.0,486.0,5
870,1,0,7,11,6,7,55.0,0,1150,0,3.0,78.0,438.0,5
871,1,0,6,12,2,2,54.0,0,2400,0,3.0,91.0,526.0,5
872,1,0,6,11,6,6,55.0,0,1800,0,-7.0,103.0,490.0,1
873,1,0,7,9,3,3,54.0,9,2400,0,4.0,79.0,390.0,5
874,1,0,3,15,4,7,52.0,0,1700,0,3.0,63.0,454.0,5
875,1,0,7,12,1,1,53.0,9,1400,0,-9.0,86.0,432.0,5
876,1,9,8,15,8,14,52.0,9,1200,0,-9.0,97.0,468.0,1
877,1,0,6,11,8,11,55.0,0,1800,0,-7.0,65.0,516.0,5
878,1,0,3,15,3,5,55.0,0,1700,0,3.0,67.0,462.0,5
879,1,0,3,15,2,2,52.0,0,1700,0,3.0,68.0,458.0,5
880,1,0,3,15,6,10,53.0,0,1700,0,3.0,75.0,438.0,5
881,1,0,7,11,8,10,55.0,0,1150,0,3.0,91.0,502.0,1
882,1,0,6,11,7,8,55.0,0,1800,0,-7.0,85.0,486.0,5
883,1,0,6,15,3,5,55.0,0,1600,0,-7.0,85.0,500.0,5
884,1,0,6,15,5,8,55.0,0,1600,0,-7.0,78.0,504.0,5
885,1,9,8,15,7,12,55.0,9,1200,0,-9.0,84.0,428.0,5
886,1,0,7,12,8,12,55.0,9,1400,0,-9.0,90.0,442.0,1
887,1,0,7,12,7,9,53.0,9,1400,0,-9.0,98.0,448.0,1
888,1,0,7,12,7,10,53.0,9,1400,0,-9.0,85.0,406.0,5
889,1,0,6,12,7,9,50.0,0,2400,0,3.0,72.0,476.0,5
890,1,9,9,16,5,10,52.0,9,2000,0,-9.0,84.0,438.0,5
891,1,0,6,15,7,12,57.0,0,1600,0,-7.0,89.0,480.0,5
892,1,0,3,15,5,9,55.0,0,1700,0,3.0,75.0,484.0,5
893,1,0,6,12,5,5,57.0,0,2400,0,3.0,95.0,484.0,1
894,1,0,3,15,5,8,51.0,0,1700,0,3.0,75.0,492.0,1
895,1,0,6,15,7,13,55.0,0,1600,0,-7.0,90.0,514.0,5
896,1,0,6,15,3,4,55.0,0,1600,0,-7.0,52.0,494.0,5
897,1,0,7,9,2,2,54.0,9,2400,0,4.0,92.0,504.0,1
898,1,0,7,9,4,4,54.0,9,2400,0,4.0,92.0,530.0,1
899,1,9,8,15,8,15,50.0,9,1200,0,-9.0,88.0,408.0,5
900,1,0,7,9,8,8,52.0,9,2400,0,4.0,85.0,464.0,5
901,1,9,9,16,7,14,55.0,9,2000,0,-9.0,90.0,472.0,5
902,1,0,6,12,3,3,54.0,0,2400,0,3.0,94.0,508.0,5
903,1,0,6,15,5,9,55.0,0,1600,0,-7.0,81.0,470.0,5
904,1,0,3,15,6,11,53.0,0,1700,0,3.0,74.0,460.0,5
905,1,0,7,12,5,5,53.0,9,1400,0,-9.0,90.0,442.0,5
906,1,9,9,16,3,6,56.0,9,2000,0,-9.0,88.0,436.0,5
907,1,0,7,11,5,5,52.0,0,1150,0,3.0,88.0,480.0,1
908,1,9,9,16,4,8,55.0,9,2000,0,-9.0,78.0,482.0,5
909,1,0,7,12,8,11,55.0,9,1400,0,-9.0,87.0,456.0,5
910,1,0,7,9,5,5,57.0,9,2400,0,4.0,87.0,512.0,5
911,1,0,6,11,3,3,55.0,0,1800,0,-7.0,85.0,528.0,5
912,1,0,7,12,6,8,53.0,9,1400,0,-9.0,86.0,436.0,5
913,1,9,8,15,6,10,52.0,9,1200,0,-9.0,90.0,456.0,5
914,1,0,6,11,7,9,55.0,0,1800,0,-7.0,81.0,472.0,5
915,1,0,6,15,2,3,57.0,0,1600,0,-7.0,80.0,472.0,5
916,1,0,6,11,6,7,55.0,0,1800,0,-7.0,94.0,526.0,1
917,1,9,8,15,3,5,55.0,9,1200,0,-9.0,75.0,448.0,5
918,1,9,9,16,8,15,53.0,9,2000,0,-9.0,80.0,438.0,5
919,1,0,6,15,2,2,57.0,0,1600,0,-7.0,99.0,496.0,1
920,1,0,6,15,8,15,57.0,0,1600,0,-7.0,92.0,506.0,1
921,1,0,6,15,8,14,57.0,0,1600,0,-7.0,103.0,528.0,1
922,1,0,7,11,6,6,56.0,0,1150,0,3.0,78.0,462.0,5
923,1,9,8,15,5,9,54.0,9,1200,0,-9.0,85.0,472.0,5
924,1,0,7,11,3,3,55.0,0,1150,0,3.0,59.0,478.0,5
925,1,0,7,11,4,4,55.0,0,1150,0,3.0,93.0,490.0,1
926,1,0,3,15,7,12,55.0,0,1700,0,3.0,60.0,424.0,5
927,1,0,7,12,6,7,57.0,9,1400,0,-9.0,91.0,476.0,5
928,1,9,8,15,2,3,55.0,9,1200,0,-9.0,92.0,498.0,1
929,1,9,9,16,5,9,55.0,9,2000,0,-9.0,69.0,474.0,5
930,1,0,1,13,8,12,55.0,0,1600,0,-7.0,68.0,468.0,5
931,1,0,2,15,6,11,53.0,9,1200,0,-9.0,65.0,428.0,5
932,1,0,2,15,8,15,55.0,0,1400,0,-7.0,91.0,498.0,1
933,1,0,2,15,7,13,54.0,0,1400,0,-7.0,58.0,466.0,5
934,1,0,2,15,5,8,54.0,0,1400,0,-7.0,40.0,474.0,5
935,1,0,2,15,4,8,53.0,9,1200,0,-9.0,74.0,426.0,5
936,1,0,1,15,6,10,55.0,0,1700,0,3.0,53.0,452.0,5
937,1,0,2,15,8,15,53.0,9,1200,0,-9.0,75.0,444.0,5
938,1,0,2,15,2,4,55.0,9,1200,0,-9.0,65.0,438.0,5
939,1,0,2,15,2,3,54.0,9,1200,0,4.0,52.0,430.0,5
940,1,0,3,11,1,1,55.0,9,2000,0,-9.0,89.0,470.0,1
941,1,0,1,15,3,4,52.0,0,1700,0,3.0,60.0,488.0,5
942,1,0,3,11,2,2,54.0,9,2000,0,-9.0,77.0,450.0,5
943,1,0,1,13,6,8,55.0,0,1600,0,-7.0,70.0,482.0,5
944,1,0,1,15,8,14,52.0,0,1700,0,3.0,48.0,450.0,5
945,1,0,1,10,2,2,55.0,0,1200,0,-7.0,64.0,470.0,1
946,1,0,2,15,1,1,54.0,0,1400,0,-7.0,65.0,480.0,5
947,1,0,1,15,2,2,55.0,0,1700,0,3.0,57.0,492.0,5
948,1,0,2,15,4,7,55.0,9,1200,0,4.0,68.0,476.0,5
949,1,0,2,15,7,12,54.0,9,1200,0,4.0,81.0,456.0,1
950,1,0,2,15,6,11,54.0,9,1200,0,4.0,75.0,402.0,5
951,1,0,2,15,1,2,55.0,9,1200,0,-9.0,79.0,430.0,1
952,1,0,1,10,6,6,55.0,0,1200,0,-7.0,54.0,458.0,5
953,1,0,2,15,1,1,54.0,9,1200,0,-9.0,78.0,446.0,1
954,1,0,2,15,3,4,54.0,9,1200,0,4.0,66.0,428.0,5
955,1,0,3,11,6,7,53.0,9,2000,0,4.0,69.0,412.0,5
956,1,0,2,15,3,6,54.0,9,1200,0,-9.0,61.0,420.0,5
957,1,0,1,10,7,7,55.0,0,1200,0,-7.0,65.0,488.0,1
958,1,0,2,15,7,13,51.0,9,1200,0,-9.0,78.0,458.0,5
959,1,0,2,15,5,9,51.0,9,1200,0,-9.0,52.0,420.0,5
960,1,0,1,15,4,7,52.0,0,1700,0,3.0,36.0,480.0,5
961,1,0,1,15,5,8,55.0,0,1700,0,3.0,40.0,472.0,5
962,1,0,1,10,7,8,54.0,0,1200,0,-7.0,71.0,484.0,1
963,1,0,2,15,8,14,51.0,0,1400,0,-7.0,53.0,454.0,5
964,1,0,3,11,7,8,55.0,9,2000,0,-9.0,84.0,458.0,5
965,1,0,1,13,4,5,55.0,0,1600,0,-7.0,53.0,482.0,5
966,1,0,1,13,4,4,55.0,0,1600,0,-7.0,74.0,488.0,1
967,1,0,1,13,2,2,55.0,0,1600,0,-7.0,55.0,448.0,5
968,1,0,2,15,8,16,53.0,9,1200,0,-9.0,78.0,452.0,1
969,1,0,1,10,3,3,55.0,0,1200,0,-7.0,58.0,468.0,5
970,1,0,2,15,4,6,54.0,0,1400,0,-7.0,82.0,508.0,1
971,1,0,1,15,6,11,55.0,0,1700,0,3.0,38.0,454.0,5
972,1,0,1,15,5,9,52.0,0,1700,0,3.0,31.0,526.0,5
973,1,0,2,15,4,7,54.0,0,1400,0,-7.0,50.0,452.0,5
974,1,0,1,13,5,6,55.0,0,1600,0,-7.0,70.0,548.0,1
975,1,0,3,11,1,1,55.0,9,2000,0,4.0,54.0,486.0,5
976,1,0,2,15,2,2,55.0,0,1400,0,-7.0,55.0,406.0,5
977,1,0,3,11,3,3,55.0,9,2000,0,4.0,77.0,490.0,5
978,1,0,3,11,8,11,55.0,9,2000,0,4.0,81.0,492.0,1
979,1,0,3,11,6,7,54.0,9,2000,0,-9.0,89.0,416.0,1
980,1,0,3,11,2,2,54.0,9,2000,0,4.0,80.0,460.0,5
981,1,0,1,15,7,13,53.0,0,1700,0,3.0,56.0,468.0,5
982,1,0,2,15,6,11,55.0,0,1400,0,-7.0,61.0,446.0,5
983,1,0,2,15,2,3,55.0,0,1400,0,-7.0,53.0,498.0,5
984,1,0,2,15,3,5,54.0,9,1200,0,-9.0,40.0,426.0,5
985,1,0,2,15,7,14,55.0,9,1200,0,-9.0,63.0,474.0,5
986,1,0,2,15,7,12,55.0,0,1400,0,-7.0,56.0,428.0,5
987,1,0,2,15,5,9,54.0,0,1400,0,-7.0,61.0,478.0,5
988,1,0,3,11,8,11,52.0,9,2000,0,-9.0,77.0,446.0,5
989,1,0,3,11,7,8,55.0,9,2000,0,4.0,83.0,452.0,1
990,1,0,3,11,5,5,55.0,9,2000,0,4.0,82.0,474.0,5
991,1,0,3,11,4,4,52.0,9,2000,0,4.0,87.0,512.0,1
992,1,0,1,13,7,11,55.0,0,1600,0,-7.0,29.0,488.0,5
993,1,0,1,15,2,3,54.0,0,1700,0,3.0,65.0,486.0,1
994,1,0,1,15,8,15,54.0,0,1700,0,3.0,15.0,466.0,5
995,1,0,2,15,3,5,55.0,9,1200,0,4.0,72.0,462.0,5
996,1,0,2,15,2,2,54.0,9,1200,0,4.0,76.0,446.0,5
997,1,0,2,15,5,9,54.0,9,1200,0,4.0,68.0,434.0,5
998,1,0,3,11,4,4,55.0,9,2000,0,-9.0,89.0,492.0,1
999,1,0,1,10,8,10,54.0,0,1200,0,-7.0,51.0,428.0,5
1000,1,0,1,13,7,10,55.0,0,1600,0,-7.0,58.0,516.0,5
1001,1,0,3,11,5,5,54.0,9,2000,0,-9.0,79.0,432.0,5
1002,1,0,3,11,3,3,54.0,9,2000,0,-9.0,61.0,466.0,5
1003,1,0,2,15,6,10,55.0,9,1200,0,4.0,71.0,458.0,5
