,名前,天気,ラウンド,頭数,馬番,斥量,フィールド,距離,馬場,馬場指数,着差,タイム指数,上り,馬体重,賞金,着順,タイム
544,1,1,10,14,13,57.0,1.0,1900,1,-7.0,1.1,100.0,37.2,70.0,738.8,2,118.4
545,1,1,10,14,12,57.0,1.0,1900,1,-7.0,2.4,87.0,38.0,20.0,0.0,12,119.7
546,1,1,10,14,11,55.0,1.0,1900,1,-7.0,1.4,98.0,37.0,80.0,182.0,5,118.7
547,1,1,10,14,9,57.0,1.0,1900,1,-7.0,1.6,94.0,37.8,74.0,0.0,8,118.9
548,1,1,10,14,7,53.0,1.0,1900,1,-7.0,1.2,97.0,37.5,38.0,464.4,3,118.50000000000001
549,1,1,10,14,6,57.0,1.0,1900,1,-7.0,1.6,97.0,36.6,88.0,0.0,7,118.9
550,1,1,10,14,5,55.0,1.0,1900,1,-7.0,1.8,94.0,37.1,48.0,0.0,10,119.10000000000001
551,1,1,10,14,8,57.0,1.0,1900,1,-7.0,1.5,96.0,37.3,64.0,0.0,6,118.80000000000001
552,1,1,10,14,1,57.0,1.0,1900,1,-7.0,1.4,98.0,36.9,22.0,270.0,4,118.7
553,1,1,10,14,10,57.0,1.0,1900,1,-7.0,3.1,81.0,38.7,28.0,0.0,14,120.4
554,1,1,10,14,3,55.0,1.0,1900,1,-7.0,-1.1,107.0,36.7,88.0,1850.8,1,117.30000000000001
555,1,1,10,14,14,57.0,1.0,1900,1,-7.0,1.7,95.0,37.5,76.0,0.0,9,119.00000000000001
556,1,1,10,14,2,57.0,1.0,1900,1,-7.0,2.1,90.0,38.0,48.0,0.0,11,119.4
558,1,1,8,8,8,55.0,1.0,2400,1,-9.0,0.4,90.0,34.0,60.0,382.7,3,148.20000000000002
559,1,1,8,8,6,57.0,1.0,2400,1,-9.0,1.1,86.0,35.0,90.0,0.0,6,148.9
560,1,1,8,8,1,54.0,1.0,2400,1,-9.0,1.2,85.0,34.8,44.0,0.0,7,149.0
561,1,1,8,8,3,55.0,1.0,2400,1,-9.0,1.3,84.0,35.1,64.0,0.0,8,149.10000000000002
562,1,1,8,8,5,54.0,1.0,2400,1,-9.0,0.1,92.0,34.2,84.0,605.4,2,147.9
563,1,1,8,8,4,52.0,1.0,2400,1,-9.0,-0.1,93.0,33.7,40.0,1518.9,1,147.8
564,1,1,8,8,7,54.0,1.0,2400,1,-9.0,1.1,86.0,35.1,58.0,150.0,5,148.9
565,1,1,8,8,2,57.0,1.0,2400,1,-9.0,0.8,88.0,34.6,16.0,230.0,4,148.60000000000002
566,1,1,9,10,8,54.0,1.0,1600,1,4.0,0.4,94.0,34.0,80.0,150.0,5,96.10000000000001
567,1,1,9,10,4,54.0,1.0,1600,1,4.0,0.6,92.0,34.3,74.0,0.0,6,96.30000000000001
568,1,1,9,10,10,53.0,1.0,1600,1,4.0,2.3,69.0,34.3,32.0,0.0,10,98.0
569,1,1,9,10,3,53.0,1.0,1600,1,4.0,0.2,94.0,34.8,90.0,230.0,4,95.9
570,1,1,9,10,6,52.0,1.0,1600,1,4.0,0.8,90.0,33.8,88.0,0.0,8,96.5
571,1,1,9,10,9,52.0,1.0,1600,1,4.0,0.6,92.0,33.8,76.0,0.0,7,96.30000000000001
572,1,1,9,10,1,52.0,1.0,1600,1,4.0,0,99.0,33.9,12.0,606.8,2,95.7
573,1,1,9,10,7,52.0,1.0,1600,1,4.0,0,98.0,34.2,84.0,1523.8,1,95.7
574,1,1,9,10,5,55.0,1.0,1600,1,4.0,0,99.0,33.9,76.0,383.4,3,95.7
575,1,1,9,10,2,54.0,1.0,1600,1,4.0,1.6,82.0,33.9,22.0,0.0,9,97.30000000000001
576,1,1,11,12,3,56.0,1.0,1700,1,3.0,1,104.0,38.1,98.0,0.0,7,105.5
577,1,1,11,12,8,56.0,1.0,1700,1,3.0,0.2,112.0,37.9,98.0,927.4,2,104.7
578,1,1,11,12,2,56.0,1.0,1700,1,3.0,-0.2,113.0,37.4,62.0,2325.9,1,104.5
579,1,1,11,12,6,58.0,1.0,1700,1,3.0,1,108.0,36.2,60.0,0.0,6,105.5
580,1,1,11,12,7,57.0,1.0,1700,1,3.0,1.1,103.0,37.6,2.0,0.0,8,105.60000000000001
581,1,1,11,12,4,56.0,1.0,1700,1,3.0,1.6,98.0,39.2,44.0,0.0,9,106.10000000000001
582,1,1,11,12,9,56.0,1.0,1700,1,3.0,3.6,79.0,39.1,30.0,0.0,12,108.10000000000001
583,1,1,11,12,12,56.0,1.0,1700,1,3.0,2.1,94.0,39.4,80.0,0.0,10,106.60000000000001
584,1,1,11,12,5,56.0,1.0,1700,1,3.0,1,104.0,37.9,82.0,230.0,5,105.5
585,1,1,11,12,11,56.0,1.0,1700,1,3.0,2.2,93.0,39.6,82.0,0.0,11,106.7
586,1,1,11,12,10,56.0,1.0,1700,1,3.0,0.5,109.0,37.4,80.0,583.7,3,105.0
587,1,1,11,12,1,58.0,1.0,1700,1,3.0,0.9,105.0,37.8,60.0,350.0,4,105.4
597,1,1,10,11,9,54.0,1.0,2600,1,-9.0,-0.1,87.0,36.6,82.0,1089.4,1,161.10000000000002
598,1,1,10,11,3,54.0,1.0,2600,1,-9.0,0.8,84.0,36.9,80.0,0.0,9,161.9
599,1,1,10,11,8,54.0,1.0,2600,1,-9.0,0.6,84.0,37.3,62.0,0.0,8,161.70000000000002
600,1,1,10,11,2,54.0,1.0,2600,1,-9.0,0.2,88.0,36.3,64.0,106.0,5,161.3
601,1,1,10,11,11,54.0,1.0,2600,1,-9.0,0.2,88.0,36.3,66.0,160.0,4,161.3
602,1,1,10,11,4,57.0,1.0,2600,1,-9.0,0.3,87.0,36.4,66.0,0.0,6,161.4
603,1,1,10,11,7,57.0,1.0,2600,1,-9.0,1.6,77.0,38.4,92.0,0.0,10,162.70000000000002
604,1,1,10,11,5,57.0,1.0,2600,1,-9.0,1.7,77.0,37.9,12.0,0.0,11,162.8
605,1,1,10,11,1,57.0,1.0,2600,1,-9.0,0.5,85.0,36.9,52.0,0.0,7,161.60000000000002
606,1,1,10,11,10,54.0,1.0,2600,1,-9.0,0.1,90.0,35.8,62.0,274.2,3,161.20000000000002
607,1,1,10,11,6,57.0,1.0,2600,1,-9.0,0.1,90.0,35.8,38.0,428.4,2,161.20000000000002
608,1,1,11,12,2,58.0,1.0,2000,1,-9.0,1.4,108.0,33.9,78.0,0.0,8,119.2
609,1,1,11,12,1,58.0,1.0,2000,1,-9.0,1.7,105.0,34.6,50.0,0.0,11,119.50000000000001
610,1,1,11,12,3,58.0,1.0,2000,1,-9.0,1.2,108.0,34.5,96.0,0.0,6,119.00000000000001
611,1,1,11,12,7,56.0,1.0,2000,1,-9.0,0.1,119.0,32.8,64.0,3836.0,3,117.9
612,1,1,11,12,12,58.0,1.0,2000,1,-9.0,1.3,108.0,34.4,92.0,0.0,7,119.10000000000001
613,1,1,11,12,4,58.0,1.0,2000,1,-9.0,2.9,92.0,35.8,50.0,0.0,12,120.7
614,1,1,11,12,5,58.0,1.0,2000,1,-9.0,1.6,106.0,34.5,84.0,0.0,10,119.4
615,1,1,11,12,8,58.0,1.0,2000,1,-9.0,0.8,113.0,34.1,8.0,1500.0,5,118.60000000000001
616,1,1,11,12,10,56.0,1.0,2000,1,-9.0,1.4,108.0,33.7,88.0,0.0,9,119.2
617,1,1,11,12,6,58.0,1.0,2000,1,-9.0,0.1,119.0,32.7,78.0,6072.0,2,117.9
618,1,1,11,12,9,56.0,1.0,2000,1,-9.0,-0.1,120.0,33.1,90.0,15252.0,1,117.80000000000001
619,1,1,11,12,11,58.0,1.0,2000,1,-9.0,0.4,115.0,34.0,96.0,2300.0,4,118.2
631,1,1,10,16,12,57.0,1.0,1300,1,-7.0,0.6,93.0,36.5,98.0,0.0,9,78.2
632,1,1,10,16,11,57.0,1.0,1300,1,-7.0,0.6,93.0,36.2,48.0,0.0,10,78.2
633,1,1,10,16,13,57.0,1.0,1300,1,-7.0,0.8,90.0,35.4,70.0,0.0,12,78.4
634,1,1,10,16,16,55.0,1.0,1300,1,-7.0,0.2,98.0,35.9,90.0,270.0,4,77.80000000000001
635,1,1,10,16,6,55.0,1.0,1300,1,-7.0,0.4,96.0,35.8,66.0,0.0,6,78.0
636,1,1,10,16,3,57.0,1.0,1300,1,-7.0,0.2,98.0,36.3,0.0,740.0,2,77.80000000000001
637,1,1,10,16,8,57.0,1.0,1300,1,-7.0,0.3,97.0,35.5,82.0,182.0,5,77.9
638,1,1,10,16,10,57.0,1.0,1300,1,-7.0,0.2,98.0,34.3,60.0,465.0,3,77.80000000000001
639,1,1,10,16,9,57.0,1.0,1300,1,-7.0,-0.2,101.0,36.3,42.0,1855.0,1,77.60000000000001
640,1,1,10,16,1,55.0,1.0,1300,1,-7.0,1.5,81.0,37.9,68.0,0.0,15,79.10000000000001
641,1,1,10,16,2,55.0,1.0,1300,1,-7.0,0.9,89.0,36.4,76.0,0.0,13,78.5
642,1,1,10,16,14,57.0,1.0,1300,1,-7.0,0.7,92.0,36.8,68.0,0.0,11,78.30000000000001
643,1,1,10,16,5,57.0,1.0,1300,1,-7.0,2.1,74.0,38.1,86.0,0.0,16,79.7
644,1,1,10,16,7,57.0,1.0,1300,1,-7.0,0.5,94.0,36.3,94.0,0.0,8,78.10000000000001
645,1,1,10,16,15,55.0,1.0,1300,1,-7.0,0.5,94.0,35.4,70.0,0.0,7,78.10000000000001
646,1,1,10,16,4,55.0,1.0,1300,1,-7.0,1,88.0,37.4,72.0,0.0,14,78.60000000000001
652,1,1,9,10,3,57.0,1.0,1600,1,-9.0,1.3,79.0,33.7,56.0,0.0,8,96.5
653,1,1,9,10,6,55.0,1.0,1600,1,-9.0,0.1,92.0,33.5,86.0,383.2,3,95.30000000000001
654,1,1,9,10,8,57.0,1.0,1600,1,-9.0,3.4,52.0,35.5,4.0,0.0,10,98.60000000000001
655,1,1,9,10,7,55.0,1.0,1600,1,-9.0,0,93.0,33.3,84.0,606.4,2,95.2
656,1,1,9,10,9,53.0,1.0,1600,1,-9.0,0.6,87.0,33.6,68.0,230.0,4,95.80000000000001
657,1,1,9,10,1,55.0,1.0,1600,1,-9.0,1.7,74.0,34.9,66.0,0.0,9,96.9
658,1,1,9,10,10,57.0,1.0,1600,1,-9.0,1.1,81.0,33.7,44.0,0.0,6,96.30000000000001
659,1,1,9,10,2,55.0,1.0,1600,1,-9.0,1.3,79.0,34.2,70.0,0.0,7,96.5
660,1,1,9,10,5,53.0,1.0,1600,1,-9.0,0,93.0,33.0,24.0,1522.4,1,95.2
661,1,1,9,10,4,57.0,1.0,1600,1,-9.0,1.1,81.0,33.7,96.0,150.0,5,96.30000000000001
662,1,1,12,16,6,54.0,1.0,1200,1,-9.0,0,95.0,34.1,84.0,1535.7,1,68.7
663,1,1,12,16,7,51.0,1.0,1200,1,-9.0,0.6,87.0,34.4,58.0,0.0,10,69.30000000000001
664,1,1,12,16,15,55.0,1.0,1200,1,-9.0,0.9,82.0,34.8,12.0,0.0,14,69.60000000000001
665,1,1,12,16,1,53.0,1.0,1200,1,-9.0,0.5,88.0,35.1,74.0,0.0,7,69.2
666,1,1,12,16,8,53.0,1.0,1200,1,-9.0,0.6,87.0,34.5,90.0,0.0,9,69.30000000000001
667,1,1,12,16,5,52.0,1.0,1200,1,-9.0,0.9,82.0,35.2,52.0,0.0,13,69.60000000000001
668,1,1,12,16,12,52.0,1.0,1200,1,-9.0,0.2,92.0,34.6,80.0,150.0,5,68.9
669,1,1,12,16,14,52.0,1.0,1200,1,-9.0,0.1,94.0,34.2,60.0,230.0,4,68.80000000000001
670,1,1,12,16,11,52.0,1.0,1200,1,-9.0,0,95.0,34.9,62.0,610.2,2,68.7
671,1,1,12,16,9,53.0,1.0,1200,1,-9.0,0.4,90.0,34.4,22.0,0.0,6,69.10000000000001
672,1,1,12,16,4,52.0,1.0,1200,1,-9.0,0.6,87.0,34.4,80.0,0.0,8,69.30000000000001
673,1,1,12,16,3,52.0,1.0,1200,1,-9.0,1,81.0,35.6,86.0,0.0,15,69.7
674,1,1,12,16,10,52.0,1.0,1200,1,-9.0,0.7,85.0,35.5,30.0,0.0,12,69.4
675,1,1,12,16,16,52.0,1.0,1200,1,-9.0,0.7,85.0,35.3,30.0,0.0,11,69.4
676,1,1,12,16,2,55.0,1.0,1200,1,-9.0,0,95.0,34.4,66.0,385.1,3,68.7
677,1,1,12,16,13,52.0,1.0,1200,1,-9.0,1.3,76.0,36.0,66.0,0.0,16,70.0
680,1,1,12,16,6,57.0,1.0,1400,1,-7.0,0.3,94.0,35.5,40.0,230.0,4,84.60000000000001
681,1,1,12,16,3,57.0,1.0,1400,1,-7.0,1.8,74.0,37.1,30.0,0.0,16,86.10000000000001
682,1,1,12,16,5,57.0,1.0,1400,1,-7.0,1.2,82.0,36.1,80.0,0.0,13,85.5
683,1,1,12,16,11,55.0,1.0,1400,1,-7.0,0.5,92.0,35.6,50.0,0.0,7,84.80000000000001
684,1,1,12,16,13,55.0,1.0,1400,1,-7.0,0.7,89.0,35.6,70.0,0.0,8,85.0
685,1,1,12,16,8,55.0,1.0,1400,1,-7.0,1.6,78.0,36.5,0.0,0.0,15,85.9
686,1,1,12,16,9,57.0,1.0,1400,1,-7.0,0.1,94.0,36.1,90.0,385.0,3,84.4
687,1,1,12,16,15,57.0,1.0,1400,1,-7.0,1.2,81.0,37.0,16.0,0.0,12,85.5
688,1,1,12,16,7,55.0,1.0,1400,1,-7.0,0.9,85.0,37.1,78.0,0.0,10,85.2
689,1,1,12,16,16,57.0,1.0,1400,1,-7.0,0.3,92.0,36.4,30.0,150.0,5,84.60000000000001
690,1,1,12,16,12,55.0,1.0,1400,1,-7.0,0,95.0,36.2,74.0,610.0,2,84.30000000000001
691,1,1,12,16,4,55.0,1.0,1400,1,-7.0,0.4,92.0,35.9,58.0,0.0,6,84.7
692,1,1,12,16,1,55.0,1.0,1400,1,-7.0,1,84.0,36.7,66.0,0.0,11,85.30000000000001
693,1,1,12,16,10,57.0,1.0,1400,1,-7.0,0,95.0,36.3,90.0,1535.0,1,84.30000000000001
710,1,1,11,18,17,57.0,1.0,1800,1,4.0,0.4,111.0,34.6,98.0,0.0,8,106.5
711,1,1,11,18,15,55.0,1.0,1800,1,4.0,1.5,99.0,35.5,52.0,0.0,16,107.60000000000001
712,1,1,11,18,5,56.0,1.0,1800,1,4.0,0.5,111.0,34.5,16.0,0.0,9,106.60000000000001
713,1,1,11,18,16,54.0,1.0,1800,1,4.0,1.4,102.0,35.1,94.0,0.0,15,107.5
714,1,1,11,18,14,57.0,1.0,1800,1,4.0,0.2,111.0,34.6,14.0,390.0,4,106.30000000000001
715,1,1,11,18,8,56.0,1.0,1800,1,4.0,0.1,114.0,34.2,68.0,1011.8,2,106.2
716,1,1,11,18,12,56.0,1.0,1800,1,4.0,0.2,114.0,34.2,68.0,655.9,3,106.30000000000001
717,1,1,11,18,9,56.0,1.0,1800,1,4.0,0.6,111.0,34.3,32.0,0.0,11,106.7
718,1,1,11,18,3,54.0,1.0,1800,1,4.0,-0.1,115.0,34.5,78.0,2641.3,1,106.10000000000001
719,1,1,11,18,13,57.0,1.0,1800,1,4.0,0.8,106.0,35.0,64.0,0.0,12,106.9
720,1,1,11,18,7,54.0,1.0,1800,1,4.0,0.3,111.0,35.0,74.0,0.0,6,106.4
721,1,1,11,18,6,56.0,1.0,1800,1,4.0,0.3,111.0,35.1,8.0,260.0,5,106.4
722,1,1,11,18,11,56.0,1.0,1800,1,4.0,1.6,100.0,35.2,48.0,0.0,17,107.7
723,1,1,11,18,10,56.0,1.0,1800,1,4.0,0.5,111.0,34.7,0.0,0.0,10,106.60000000000001
724,1,1,11,18,1,56.0,1.0,1800,1,4.0,1.1,105.0,34.9,82.0,0.0,13,107.2
725,1,1,11,18,2,56.0,1.0,1800,1,4.0,0.4,110.0,34.8,60.0,0.0,7,106.5
791,1,1,8,8,6,57.0,1.0,2000,1,4.0,1.3,87.0,35.8,70.0,280.0,3,122.50000000000001
792,1,1,12,15,13,57.0,1.0,1200,1,-7.0,1.9,78.0,37.3,66.0,0.0,9,72.60000000000001
793,1,1,12,15,4,55.0,1.0,1200,1,-7.0,2.4,71.0,38.5,70.0,0.0,13,73.10000000000001
794,1,1,8,8,4,57.0,1.0,2000,1,4.0,1.7,84.0,36.0,2.0,0.0,6,122.9
795,1,1,12,15,9,57.0,1.0,1200,1,-7.0,1.2,87.0,36.4,84.0,110.0,5,71.9
796,1,1,12,15,11,57.0,1.0,1200,1,-7.0,1.9,78.0,37.0,34.0,0.0,8,72.60000000000001
797,1,1,8,8,7,57.0,1.0,2000,1,4.0,2.9,72.0,36.6,16.0,0.0,8,124.10000000000001
798,1,1,12,15,6,55.0,1.0,1200,1,-7.0,0.6,96.0,35.3,64.0,440.0,2,71.30000000000001
799,1,1,12,15,10,55.0,1.0,1200,1,-7.0,2.1,75.0,37.4,72.0,0.0,10,72.80000000000001
800,1,1,12,15,7,57.0,1.0,1200,1,-7.0,1.1,89.0,36.6,84.0,280.0,3,71.80000000000001
801,1,1,12,15,3,57.0,1.0,1200,1,-7.0,1.8,79.0,37.6,12.0,0.0,7,72.5
802,1,1,8,8,1,55.0,1.0,2000,1,4.0,-1.3,100.0,34.6,96.0,1100.0,1,121.2
803,1,1,8,8,8,55.0,1.0,2000,1,4.0,1.3,87.0,35.9,72.0,440.0,2,122.50000000000001
804,1,1,12,15,15,55.0,1.0,1200,1,-7.0,2.4,71.0,38.2,84.0,0.0,12,73.10000000000001
805,1,1,12,15,5,53.0,1.0,1200,1,-7.0,2.8,65.0,38.8,64.0,0.0,15,73.5
806,1,1,12,15,2,52.0,1.0,1200,1,-7.0,1.6,82.0,36.1,46.0,0.0,6,72.30000000000001
807,1,1,12,15,8,55.0,1.0,1200,1,-7.0,-0.6,104.0,35.7,10.0,1100.0,1,70.7
808,1,1,8,8,2,57.0,1.0,2000,1,4.0,2,79.0,35.8,28.0,0.0,7,123.2
809,1,1,12,15,1,57.0,1.0,1200,1,-7.0,1.2,87.0,36.0,8.0,170.0,4,71.9
810,1,1,12,15,14,54.0,1.0,1200,1,-7.0,2.8,65.0,38.3,92.0,0.0,14,73.5
811,1,1,8,8,3,57.0,1.0,2000,1,4.0,1.4,84.0,36.1,76.0,170.0,4,122.60000000000001
812,1,1,8,8,5,57.0,1.0,2000,1,4.0,1.7,84.0,36.1,42.0,110.0,5,122.9
813,1,1,12,15,12,57.0,1.0,1200,1,-7.0,1.7,0.0,36.1,42.0,0.0,5,122.9
814,1,1,12,15,16,55.0,1.0,1200,1,-7.0,2.2,73.0,37.9,98.0,0.0,11,72.9
815,1,1,8,15,6,52.0,1.0,1200,1,-9.0,0.6,88.0,34.7,76.0,0.0,9,69.2
816,1,1,9,16,3,54.0,1.0,2000,1,-9.0,0.3,87.0,35.8,86.0,76.0,5,121.10000000000001
817,1,1,6,11,4,55.0,1.0,1800,1,-7.0,1.7,88.0,38.6,70.0,76.0,5,112.80000000000001
818,1,1,7,11,1,57.0,1.0,1150,1,3.0,0.4,87.0,37.6,14.0,76.0,5,69.2
819,1,1,6,15,6,55.0,1.0,1600,1,-7.0,1.2,91.0,37.7,90.0,110.0,4,97.80000000000001
820,1,1,9,16,16,53.0,1.0,2000,1,-9.0,-0.1,91.0,35.7,88.0,760.0,1,120.80000000000001
821,1,1,9,16,2,50.0,1.0,2000,1,-9.0,0.1,90.0,35.9,50.0,300.0,2,120.9
822,1,1,3,15,1,53.0,1.0,1700,1,3.0,0.5,73.0,38.7,38.0,0.0,7,108.80000000000001
823,1,1,6,12,8,56.0,1.0,2400,1,3.0,2.2,82.0,40.5,98.0,0.0,9,157.5
824,1,1,6,12,1,55.0,1.0,2400,1,3.0,2.9,78.0,41.6,32.0,0.0,11,158.20000000000002
825,1,1,3,15,15,54.0,1.0,1700,1,3.0,-0.3,77.0,38.5,62.0,760.0,1,108.30000000000001
826,1,1,6,12,10,54.0,1.0,2400,1,3.0,2.1,83.0,40.6,68.0,0.0,8,157.4
827,1,1,7,12,3,55.0,1.0,1400,1,-9.0,1.4,79.0,34.9,64.0,0.0,12,83.30000000000001
828,1,1,7,9,1,52.0,1.0,2400,1,4.0,0.1,91.0,34.9,38.0,190.0,3,149.3
829,1,1,6,11,2,57.0,1.0,1800,1,-7.0,2.8,78.0,40.5,80.0,0.0,10,113.9
830,1,1,3,15,6,55.0,1.0,1700,1,3.0,0.3,75.0,38.5,24.0,300.0,2,108.60000000000001
831,1,1,8,15,2,52.0,1.0,1200,1,-9.0,0.1,95.0,34.4,42.0,300.0,2,68.7
832,1,1,8,15,4,50.0,1.0,1200,1,-9.0,0.7,87.0,35.6,38.0,0.0,11,69.30000000000001
833,1,1,9,16,12,53.0,1.0,2000,1,-9.0,1.1,80.0,36.9,84.0,0.0,12,121.9
834,1,1,3,15,14,50.0,1.0,1700,1,3.0,0.7,71.0,38.6,32.0,0.0,8,109.0
835,1,1,9,16,4,55.0,1.0,2000,1,-9.0,1.2,79.0,37.0,56.0,0.0,13,122.00000000000001
836,1,1,7,12,4,53.0,1.0,1400,1,-9.0,0.8,89.0,33.9,44.0,0.0,7,82.7
837,1,1,6,12,6,53.0,1.0,2400,1,3.0,0.4,95.0,38.3,62.0,110.0,4,155.70000000000002
838,1,1,7,11,9,55.0,1.0,1150,1,3.0,0.7,82.0,37.4,70.0,0.0,8,69.5
839,1,1,9,16,13,54.0,1.0,2000,1,-9.0,0.2,88.0,35.6,94.0,190.0,3,121.00000000000001
840,1,1,9,16,7,55.0,1.0,2000,1,-9.0,1.2,82.0,35.7,40.0,0.0,14,122.00000000000001
841,1,1,3,15,13,52.0,1.0,1700,1,3.0,2.1,58.0,39.7,52.0,0.0,15,110.4
842,1,1,9,16,11,57.0,1.0,2000,1,-9.0,0.9,82.0,36.2,4.0,0.0,10,121.7
843,1,1,3,15,4,53.0,1.0,1700,1,3.0,1,68.0,39.0,70.0,0.0,10,109.30000000000001
844,1,1,6,11,10,55.0,1.0,1800,1,-7.0,1.5,89.0,39.4,70.0,110.0,4,112.60000000000001
845,1,1,8,15,11,54.0,1.0,1200,1,-9.0,1.2,79.0,36.0,72.0,0.0,14,69.80000000000001
846,1,1,7,11,8,53.0,1.0,1150,1,3.0,0.6,84.0,38.0,30.0,0.0,6,69.4
847,1,1,6,11,1,57.0,1.0,1800,1,-7.0,1.9,86.0,39.4,90.0,0.0,6,113.0
848,1,1,6,12,12,57.0,1.0,2400,1,3.0,2.4,81.0,40.1,86.0,0.0,10,157.70000000000002
849,1,1,8,15,7,53.0,1.0,1200,1,-9.0,0.5,90.0,35.1,56.0,0.0,7,69.10000000000001
850,1,1,8,15,1,55.0,1.0,1200,1,-9.0,0.3,92.0,34.8,60.0,110.0,4,68.9
851,1,1,6,15,10,55.0,1.0,1600,1,-7.0,1.9,84.0,37.7,40.0,0.0,10,98.5
852,1,1,6,12,7,54.0,1.0,2400,1,3.0,1.3,88.0,40.1,92.0,0.0,7,156.60000000000002
853,1,1,7,11,11,54.0,1.0,1150,1,3.0,0.6,84.0,37.8,82.0,0.0,7,69.4
854,1,1,6,12,4,52.0,1.0,2400,1,3.0,-0.2,97.0,39.0,44.0,760.0,1,155.3
855,1,1,3,15,3,52.0,1.0,1700,1,3.0,2,58.0,40.4,48.0,0.0,14,110.30000000000001
856,1,1,7,9,7,57.0,1.0,2400,1,4.0,1.4,82.0,36.2,98.0,0.0,8,150.60000000000002
857,1,1,7,9,6,57.0,1.0,2400,1,4.0,0.7,86.0,36.3,62.0,110.0,4,149.9
858,1,1,6,15,7,55.0,1.0,1600,1,-7.0,1.4,89.0,37.8,78.0,0.0,6,98.0
859,1,1,7,12,2,55.0,1.0,1400,1,-9.0,0.7,90.0,33.7,52.0,76.0,5,82.60000000000001
860,1,1,7,12,6,55.0,1.0,1400,1,-9.0,0.4,92.0,34.0,20.0,300.0,2,82.30000000000001
861,1,1,8,15,8,55.0,1.0,1200,1,-9.0,0.4,91.0,34.3,26.0,76.0,5,69.0
862,1,1,6,12,11,54.0,1.0,2400,1,3.0,0.4,94.0,38.6,66.0,190.0,3,155.70000000000002
863,1,1,9,16,5,56.0,1.0,2000,1,-9.0,0.7,87.0,35.2,52.0,0.0,9,121.50000000000001
864,1,1,6,11,5,55.0,1.0,1800,1,-7.0,1.2,92.0,38.4,82.0,190.0,3,112.30000000000001
865,1,1,7,11,2,55.0,1.0,1150,1,3.0,0.3,88.0,36.7,60.0,110.0,4,69.10000000000001
866,1,1,8,15,13,55.0,1.0,1200,1,-9.0,0.5,90.0,34.8,62.0,0.0,6,69.10000000000001
867,1,1,9,16,1,52.0,1.0,2000,1,-9.0,0.5,87.0,35.5,34.0,0.0,7,121.30000000000001
868,1,1,6,15,11,57.0,1.0,1600,1,-7.0,1.8,85.0,37.7,84.0,0.0,9,98.4
869,1,1,7,9,9,53.0,1.0,2400,1,4.0,0.9,84.0,36.1,86.0,0.0,6,150.10000000000002
870,1,1,7,11,7,55.0,1.0,1150,1,3.0,1,78.0,37.9,38.0,0.0,10,69.80000000000001
871,1,1,6,12,2,54.0,1.0,2400,1,3.0,0.9,91.0,39.1,26.0,0.0,6,156.20000000000002
872,1,1,6,11,6,55.0,1.0,1800,1,-7.0,-1,103.0,38.1,90.0,760.0,1,111.10000000000001
873,1,1,7,9,3,54.0,1.0,2400,1,4.0,1.7,79.0,36.3,90.0,0.0,9,150.9
874,1,1,3,15,7,52.0,1.0,1700,1,3.0,1.5,63.0,39.7,54.0,0.0,12,109.80000000000001
875,1,1,7,12,1,53.0,1.0,1400,1,-9.0,1,86.0,33.8,32.0,0.0,10,82.9
876,1,1,8,15,14,52.0,1.0,1200,1,-9.0,-0.1,97.0,34.7,68.0,760.0,1,68.60000000000001
877,1,1,6,11,11,55.0,1.0,1800,1,-7.0,4.2,65.0,41.4,16.0,0.0,11,115.30000000000001
878,1,1,3,15,5,55.0,1.0,1700,1,3.0,1.1,67.0,38.8,62.0,0.0,11,109.4
879,1,1,3,15,2,52.0,1.0,1700,1,3.0,1,68.0,38.6,58.0,0.0,9,109.30000000000001
880,1,1,3,15,10,53.0,1.0,1700,1,3.0,0.3,75.0,38.4,38.0,76.0,5,108.60000000000001
881,1,1,7,11,10,55.0,1.0,1150,1,3.0,0.1,91.0,37.7,2.0,300.0,2,68.9
882,1,1,6,11,8,55.0,1.0,1800,1,-7.0,2,85.0,39.0,86.0,0.0,7,113.10000000000001
883,1,1,6,15,5,55.0,1.0,1600,1,-7.0,1.8,85.0,37.5,0.0,0.0,8,98.4
884,1,1,6,15,8,55.0,1.0,1600,1,-7.0,2.5,78.0,38.7,4.0,0.0,13,99.10000000000001
885,1,1,8,15,12,55.0,1.0,1200,1,-9.0,0.9,84.0,34.6,28.0,0.0,13,69.5
886,1,1,7,12,12,55.0,1.0,1400,1,-9.0,0.5,90.0,34.3,42.0,190.0,3,82.4
887,1,1,7,12,9,53.0,1.0,1400,1,-9.0,-0.4,98.0,32.5,48.0,760.0,1,81.9
888,1,1,7,12,10,53.0,1.0,1400,1,-9.0,1.1,85.0,33.8,6.0,0.0,11,83.0
889,1,1,6,12,9,50.0,1.0,2400,1,3.0,3.8,72.0,41.3,76.0,0.0,12,159.10000000000002
890,1,1,9,16,10,52.0,1.0,2000,1,-9.0,0.7,84.0,35.9,38.0,0.0,8,121.50000000000001
891,1,1,6,15,12,57.0,1.0,1600,1,-7.0,1.4,89.0,36.8,80.0,0.0,7,98.0
892,1,1,3,15,9,55.0,1.0,1700,1,3.0,0.3,75.0,38.2,84.0,110.0,4,108.60000000000001
893,1,1,6,12,5,57.0,1.0,2400,1,3.0,0.2,95.0,38.7,84.0,300.0,2,155.5
894,1,1,3,15,8,51.0,1.0,1700,1,3.0,0.3,75.0,39.0,92.0,190.0,3,108.60000000000001
