,名前,天気,ラウンド,頭数,馬番,斥量,フィールド,距離,馬場,馬場指数,着差,タイム指数,上り,馬体重,賞金,着順,タイム
6477,1,1,3,17,17,53.0,1.0,1400,1,25.0,2.1,54.0,38.1,56.0,0.0,11,87.7
6478,1,1,2,13,12,54.0,1.0,1400,1,11.0,1.8,62.0,37.3,50.0,0.0,10,85.4
6479,1,1,2,13,5,55.0,1.0,1400,1,11.0,-0.7,84.0,36.4,40.0,510.0,1,83.60000000000001
6480,1,1,1,13,4,55.0,1.0,1800,1,-23.0,2,58.0,38.8,72.0,0.0,6,114.30000000000001
6481,1,1,1,13,13,55.0,1.0,1800,1,-23.0,4.8,33.0,41.1,90.0,0.0,13,117.10000000000001
6482,1,1,2,13,10,55.0,1.0,1400,1,11.0,0.9,73.0,36.9,28.0,51.0,5,84.5
6483,1,1,2,13,8,55.0,1.0,1400,1,11.0,0.8,74.0,36.5,52.0,130.0,3,84.4
6484,1,1,2,14,1,53.0,1.0,1800,1,22.0,0.4,80.0,35.7,76.0,0.0,8,112.9
6485,1,1,5,15,1,54.0,1.0,2000,1,1.0,1.7,75.0,37.0,12.0,0.0,11,123.00000000000001
6486,1,1,5,15,6,55.0,1.0,2000,1,1.0,1.4,78.0,36.7,96.0,0.0,9,122.7
6487,1,1,5,15,5,55.0,1.0,2000,1,1.0,1.5,77.0,36.8,40.0,0.0,10,122.80000000000001
6488,1,1,1,13,1,55.0,1.0,1800,1,-23.0,-0.2,76.0,37.8,14.0,510.0,1,112.30000000000001
6489,1,1,1,13,7,55.0,1.0,1800,1,-23.0,4.5,36.0,41.4,80.0,0.0,12,116.80000000000001
6490,1,1,3,17,8,51.0,1.0,1400,1,25.0,3,43.0,37.9,46.0,0.0,16,88.60000000000001
6491,1,1,3,17,11,52.0,1.0,1400,1,25.0,2.5,49.0,37.1,70.0,0.0,14,88.10000000000001
6492,1,1,2,13,2,54.0,1.0,1400,1,11.0,2.6,52.0,38.2,16.0,0.0,13,86.2
6493,1,1,4,16,10,55.0,1.0,1600,1,-22.0,-0.1,71.0,36.0,96.0,700.0,1,98.5
6494,1,1,4,16,12,55.0,1.0,1600,1,-22.0,0.1,68.0,37.0,72.0,280.0,2,98.60000000000001
6495,1,1,4,16,15,55.0,1.0,1600,1,-22.0,0.5,64.0,36.8,78.0,180.0,3,99.0
6496,1,1,4,16,7,54.0,1.0,1600,1,-22.0,0.5,64.0,37.2,8.0,110.0,4,99.0
6497,1,1,4,16,4,55.0,1.0,1600,1,-22.0,0.7,62.0,36.9,2.0,70.0,5,99.2
6498,1,1,4,16,1,55.0,1.0,1600,1,-22.0,0.8,61.0,37.5,78.0,0.0,6,99.30000000000001
6499,1,1,4,16,6,55.0,1.0,1600,1,-22.0,1.2,56.0,38.2,80.0,0.0,7,99.7
6500,1,1,4,16,2,54.0,1.0,1600,1,-22.0,1.2,58.0,36.4,88.0,0.0,8,99.7
6501,1,1,4,16,5,54.0,1.0,1600,1,-22.0,1.6,55.0,36.0,30.0,0.0,9,100.10000000000001
6502,1,1,4,16,14,55.0,1.0,1600,1,-22.0,1.6,52.0,38.6,82.0,0.0,10,100.10000000000001
6503,1,1,4,16,11,52.0,1.0,1600,1,-22.0,2.2,48.0,38.1,62.0,0.0,11,100.7
6504,1,1,4,16,8,54.0,1.0,1600,1,-22.0,2.4,44.0,37.2,38.0,0.0,12,100.9
6505,1,1,4,16,9,55.0,1.0,1600,1,-22.0,2.6,42.0,38.9,72.0,0.0,13,101.10000000000001
6506,1,1,4,16,16,52.0,1.0,1600,1,-22.0,3.3,35.0,37.7,46.0,0.0,14,101.80000000000001
6507,1,1,4,16,3,55.0,1.0,1600,1,-22.0,4.3,25.0,41.0,74.0,0.0,15,102.80000000000001
6508,1,1,4,16,13,55.0,1.0,1600,1,-22.0,4.7,21.0,38.3,68.0,0.0,16,103.2
6509,1,1,5,18,4,55.0,1.0,1600,1,30.0,-0.1,74.0,35.7,2.0,700.0,1,100.2
6510,1,1,5,18,16,54.0,1.0,1600,1,30.0,0.1,69.0,36.6,24.0,280.0,2,100.30000000000001
6511,1,1,5,18,10,55.0,1.0,1600,1,30.0,0.1,69.0,37.2,64.0,180.0,3,100.30000000000001
6512,1,1,5,18,8,54.0,1.0,1600,1,30.0,0.2,68.0,37.1,92.0,110.0,4,100.4
6513,1,1,5,18,18,54.0,1.0,1600,1,30.0,0.4,67.0,36.5,8.0,70.0,5,100.60000000000001
6514,1,1,5,18,15,54.0,1.0,1600,1,30.0,0.5,67.0,36.1,54.0,0.0,6,100.7
6515,1,1,5,18,11,55.0,1.0,1600,1,30.0,0.5,64.0,36.9,40.0,0.0,7,100.7
6516,1,1,5,18,12,54.0,1.0,1600,1,30.0,0.7,62.0,37.5,10.0,0.0,8,100.9
6517,1,1,5,18,5,54.0,1.0,1600,1,30.0,0.7,62.0,37.0,58.0,0.0,9,100.9
6518,1,1,5,18,14,54.0,1.0,1600,1,30.0,0.9,60.0,37.6,60.0,0.0,10,101.10000000000001
6519,1,1,5,18,17,54.0,1.0,1600,1,30.0,0.9,61.0,36.8,58.0,0.0,11,101.10000000000001
6520,1,1,5,18,13,55.0,1.0,1600,1,30.0,1.2,59.0,37.3,52.0,0.0,12,101.4
6521,1,1,5,18,7,54.0,1.0,1600,1,30.0,1.3,57.0,37.1,68.0,0.0,13,101.5
6522,1,1,5,18,3,54.0,1.0,1600,1,30.0,1.6,53.0,37.7,86.0,0.0,14,101.80000000000001
6523,1,1,5,18,9,54.0,1.0,1600,1,30.0,1.6,53.0,38.2,86.0,0.0,15,101.80000000000001
6524,1,1,5,18,1,54.0,1.0,1600,1,30.0,1.7,52.0,37.7,98.0,0.0,16,101.9
6525,1,1,4,16,11,55.0,1.0,1200,1,-23.0,-0.8,76.0,37.1,86.0,700.0,1,71.60000000000001
6526,1,1,4,16,9,54.0,1.0,1200,1,-23.0,0.8,64.0,37.3,62.0,280.0,2,72.4
6527,1,1,4,16,12,55.0,1.0,1200,1,-23.0,0.8,64.0,36.9,56.0,180.0,3,72.4
6528,1,1,4,16,14,55.0,1.0,1200,1,-23.0,0.9,63.0,37.3,56.0,110.0,4,72.5
6529,1,1,4,16,7,54.0,1.0,1200,1,-23.0,0.9,63.0,37.6,70.0,70.0,5,72.5
6530,1,1,4,16,13,54.0,1.0,1200,1,-23.0,1,62.0,37.7,42.0,0.0,6,72.60000000000001
6531,1,1,4,16,3,54.0,1.0,1200,1,-23.0,1.3,57.0,37.5,88.0,0.0,7,72.9
6532,1,1,4,16,2,54.0,1.0,1200,1,-23.0,1.5,55.0,38.6,44.0,0.0,8,73.10000000000001
6533,1,1,4,16,15,54.0,1.0,1200,1,-23.0,1.7,52.0,37.9,84.0,0.0,9,73.30000000000001
6534,1,1,4,16,8,55.0,1.0,1200,1,-23.0,1.8,50.0,37.1,44.0,0.0,10,73.4
6535,1,1,4,16,16,55.0,1.0,1200,1,-23.0,2.2,45.0,37.9,74.0,0.0,11,73.80000000000001
6536,1,1,4,16,6,55.0,1.0,1200,1,-23.0,2.2,48.0,37.2,56.0,0.0,12,73.80000000000001
6537,1,1,4,16,1,55.0,1.0,1200,1,-23.0,2.5,41.0,38.7,56.0,0.0,13,74.10000000000001
6538,1,1,4,16,5,55.0,1.0,1200,1,-23.0,2.8,36.0,37.0,90.0,0.0,14,74.4
6539,1,1,4,16,4,55.0,1.0,1200,1,-23.0,4,20.0,40.5,88.0,0.0,15,75.60000000000001
6540,1,1,4,16,10,55.0,1.0,1200,1,-23.0,5.6,-3.0,40.1,80.0,0.0,16,77.2
6541,1,1,5,14,7,54.0,1.0,1600,1,12.0,0,88.0,34.9,46.0,700.0,1,96.60000000000001
6542,1,1,5,14,12,55.0,1.0,1600,1,12.0,0,84.0,35.8,76.0,280.0,2,96.60000000000001
6543,1,1,5,14,8,55.0,1.0,1600,1,12.0,0.2,82.0,36.1,24.0,180.0,3,96.80000000000001
6544,1,1,5,14,5,53.0,1.0,1600,1,12.0,0.6,79.0,35.9,64.0,110.0,4,97.2
6545,1,1,5,14,4,54.0,1.0,1600,1,12.0,0.9,75.0,36.5,46.0,70.0,5,97.5
6546,1,1,5,14,2,54.0,1.0,1600,1,12.0,1.1,75.0,35.7,14.0,0.0,6,97.7
6547,1,1,5,14,3,54.0,1.0,1600,1,12.0,1.1,73.0,36.7,44.0,0.0,7,97.7
6548,1,1,5,14,9,52.0,1.0,1600,1,12.0,1.6,67.0,36.5,24.0,0.0,8,98.2
6549,1,1,5,14,14,54.0,1.0,1600,1,12.0,1.6,67.0,37.3,66.0,0.0,9,98.2
6550,1,1,5,14,11,55.0,1.0,1600,1,12.0,1.7,66.0,37.2,0.0,0.0,10,98.30000000000001
6551,1,1,5,14,1,55.0,1.0,1600,1,12.0,2,63.0,36.1,78.0,0.0,11,98.60000000000001
6552,1,1,5,14,13,55.0,1.0,1600,1,12.0,2.9,53.0,38.4,82.0,0.0,12,99.5
6553,1,1,5,14,6,54.0,1.0,1600,1,12.0,3,52.0,38.3,24.0,0.0,13,99.60000000000001
6554,1,1,5,14,10,55.0,1.0,1600,1,12.0,3.2,50.0,38.3,46.0,0.0,14,99.80000000000001
6555,1,1,5,18,6,51.0,1.0,1600,1,30.0,3.1,37.0,39.6,54.0,0.0,18,103.30000000000001
6556,1,1,5,18,2,54.0,1.0,1600,1,30.0,2.8,40.0,38.6,8.0,0.0,17,103.0
7018,1,1,10,16,6,56.0,1.0,1900,1,-12.0,1.9,101.0,37.2,66.0,182.0,5,118.2
7019,1,1,10,16,7,54.0,1.0,1900,1,-12.0,2,100.0,38.4,96.0,0.0,6,118.30000000000001
7020,1,1,10,16,3,55.0,1.0,1900,1,-12.0,2.2,98.0,37.6,60.0,0.0,9,118.50000000000001
7021,1,1,10,16,15,53.0,1.0,1900,1,-12.0,6.3,64.0,41.7,96.0,0.0,15,122.60000000000001
7022,1,1,10,16,12,53.0,1.0,1900,1,-12.0,2.4,96.0,37.6,90.0,0.0,11,118.7
7023,1,1,10,16,11,54.0,1.0,1900,1,-12.0,5.7,69.0,41.6,18.0,0.0,14,122.00000000000001
7024,1,1,10,16,16,54.0,1.0,1900,1,-12.0,1.3,108.0,36.3,12.0,465.1,3,117.60000000000001
7025,1,1,10,16,13,56.0,1.0,1900,1,-12.0,2.7,94.0,38.3,4.0,0.0,13,119.00000000000001
7026,1,1,10,16,8,55.0,1.0,1900,1,-12.0,2.3,97.0,38.5,80.0,0.0,10,118.60000000000001
7027,1,1,10,16,1,52.0,1.0,1900,1,-12.0,2.1,99.0,37.9,14.0,0.0,8,118.4
7028,1,1,10,16,2,54.0,1.0,1900,1,-12.0,2,100.0,38.6,0.0,0.0,7,118.30000000000001
7029,1,1,10,16,14,54.0,1.0,1900,1,-12.0,2.7,94.0,37.8,74.0,0.0,12,119.00000000000001
7030,1,1,10,16,4,55.0,1.0,1900,1,-12.0,0.2,115.0,36.7,84.0,740.2,2,116.50000000000001
7031,1,1,10,16,5,55.0,1.0,1900,1,-12.0,1.5,104.0,37.1,30.0,270.0,4,117.80000000000001
7032,1,1,10,16,9,54.0,1.0,1900,1,-12.0,-0.2,118.0,36.0,70.0,1855.7,1,116.30000000000001
7033,1,1,10,16,10,55.0,1.0,1900,1,-12.0,6.5,62.0,42.6,2.0,0.0,16,122.80000000000001
7035,1,1,9,10,9,55.0,1.0,2000,1,-9.0,1.6,84.0,36.1,60.0,0.0,9,122.10000000000001
7036,1,1,9,10,2,57.0,1.0,2000,1,-9.0,1.6,84.0,36.3,14.0,0.0,10,122.10000000000001
7037,1,1,9,10,8,57.0,1.0,2000,1,-9.0,0.9,90.0,35.6,62.0,0.0,7,121.4
7038,1,1,9,10,6,57.0,1.0,2000,1,-9.0,0.5,95.0,35.0,74.0,150.0,5,121.00000000000001
7039,1,1,9,10,4,57.0,1.0,2000,1,-9.0,0.1,98.0,35.1,78.0,383.2,3,120.60000000000001
7040,1,1,9,10,3,55.0,1.0,2000,1,-9.0,0.5,93.0,35.4,36.0,0.0,6,121.00000000000001
7041,1,1,9,10,7,55.0,1.0,2000,1,-9.0,1.2,89.0,35.5,58.0,0.0,8,121.7
7042,1,1,9,10,10,57.0,1.0,2000,1,-9.0,0,97.0,35.1,78.0,1522.4,1,120.50000000000001
7043,1,1,9,10,1,53.0,1.0,2000,1,-9.0,0,98.0,35.0,30.0,606.4,2,120.50000000000001
7044,1,1,9,10,5,57.0,1.0,2000,1,-9.0,0.3,94.0,35.5,14.0,230.0,4,120.80000000000001
7064,1,1,12,16,7,57.0,1.0,1200,1,-7.0,0.6,100.0,35.9,48.0,270.0,4,71.0
7065,1,1,12,16,4,57.0,1.0,1200,1,-7.0,1.3,90.0,37.8,12.0,0.0,11,71.7
7066,1,1,12,16,16,55.0,1.0,1200,1,-7.0,3.4,61.0,39.7,60.0,0.0,16,73.80000000000001
7067,1,1,12,16,15,57.0,1.0,1200,1,-7.0,2.1,79.0,38.6,68.0,0.0,13,72.5
7068,1,1,12,16,12,57.0,1.0,1200,1,-7.0,0.2,106.0,36.1,64.0,739.6,2,70.60000000000001
7069,1,1,12,16,8,55.0,1.0,1200,1,-7.0,2.3,76.0,38.0,48.0,0.0,14,72.7
7070,1,1,12,16,3,55.0,1.0,1200,1,-7.0,1.3,90.0,37.9,12.0,0.0,10,71.7
7071,1,1,12,16,14,55.0,1.0,1200,1,-7.0,0.6,100.0,36.8,52.0,464.8,3,71.0
7072,1,1,12,16,9,57.0,1.0,1200,1,-7.0,1,94.0,37.0,60.0,0.0,8,71.4
7073,1,1,12,16,13,55.0,1.0,1200,1,-7.0,0.7,99.0,36.8,66.0,182.0,5,71.10000000000001
7074,1,1,12,16,10,55.0,1.0,1200,1,-7.0,1,94.0,37.6,10.0,0.0,9,71.4
7075,1,1,12,16,11,57.0,1.0,1200,1,-7.0,1.9,82.0,37.6,94.0,0.0,12,72.30000000000001
7076,1,1,12,16,6,57.0,1.0,1200,1,-7.0,0.8,97.0,35.1,68.0,0.0,6,71.2
7077,1,1,12,16,1,57.0,1.0,1200,1,-7.0,-0.2,108.0,36.7,8.0,1853.6,1,70.4
7078,1,1,12,16,2,57.0,1.0,1200,1,-7.0,3,67.0,39.4,76.0,0.0,15,73.4
7079,1,1,12,16,5,57.0,1.0,1200,1,-7.0,0.9,96.0,35.3,14.0,0.0,7,71.30000000000001
7081,1,1,10,10,2,55.0,1.0,1800,1,-4.0,0.9,99.0,34.6,60.0,0.0,6,108.5
7082,1,1,10,10,10,57.0,1.0,1800,1,-4.0,1.7,90.0,35.6,64.0,0.0,10,109.30000000000001
7083,1,1,10,10,8,55.0,1.0,1800,1,-4.0,0.7,98.0,35.5,10.0,150.0,5,108.30000000000001
7084,1,1,10,10,4,55.0,1.0,1800,1,-4.0,-0.2,104.0,35.1,94.0,1523.1,1,107.60000000000001
7085,1,1,10,10,1,53.0,1.0,1800,1,-4.0,1.1,97.0,34.3,50.0,0.0,9,108.7
7086,1,1,10,10,6,55.0,1.0,1800,1,-4.0,0.2,104.0,34.6,16.0,606.6,2,107.80000000000001
7087,1,1,10,10,5,55.0,1.0,1800,1,-4.0,1,96.0,35.3,64.0,0.0,8,108.60000000000001
7088,1,1,10,10,9,55.0,1.0,1800,1,-4.0,0.7,101.0,34.2,44.0,230.0,4,108.30000000000001
7089,1,1,10,10,3,57.0,1.0,1800,1,-4.0,0.3,102.0,35.1,78.0,383.3,3,107.9
7090,1,1,10,10,7,55.0,1.0,1800,1,-4.0,1,93.0,36.0,74.0,0.0,7,108.60000000000001
7095,1,1,11,16,13,57.0,1.0,1600,1,-9.0,1.4,93.0,35.1,64.0,0.0,13,94.4
7096,1,1,11,16,8,54.0,1.0,1600,1,-9.0,0.7,99.0,34.9,56.0,0.0,7,93.7
7097,1,1,11,16,10,56.0,1.0,1600,1,-9.0,1,99.0,34.5,80.0,0.0,12,94.0
7098,1,1,11,16,3,55.0,1.0,1600,1,-9.0,1.9,87.0,36.7,66.0,0.0,14,94.9
7099,1,1,11,16,4,55.0,1.0,1600,1,-9.0,0.3,104.0,35.1,64.0,380.0,4,93.30000000000001
7100,1,1,11,16,6,54.0,1.0,1600,1,-9.0,2,86.0,37.1,56.0,0.0,15,95.0
7101,1,1,11,16,2,54.0,1.0,1600,1,-9.0,0,107.0,34.3,44.0,2534.3,1,93.0
7102,1,1,11,16,5,57.0,1.0,1600,1,-9.0,0.7,99.0,35.8,94.0,0.0,10,93.7
7103,1,1,11,16,15,57.0,1.0,1600,1,-9.0,0.6,101.0,34.8,94.0,0.0,6,93.60000000000001
7104,1,1,11,16,11,58.0,1.0,1600,1,-9.0,0.9,101.0,34.4,68.0,0.0,11,93.9
7105,1,1,11,16,1,54.0,1.0,1600,1,-9.0,2.4,81.0,37.2,78.0,0.0,16,95.4
7106,1,1,11,16,14,54.0,1.0,1600,1,-9.0,0.7,99.0,35.1,92.0,0.0,9,93.7
7107,1,1,11,16,12,56.0,1.0,1600,1,-9.0,0,109.0,33.8,62.0,1009.8,2,93.0
7108,1,1,11,16,16,59.0,1.0,1600,1,-9.0,0.7,99.0,34.7,70.0,0.0,8,93.7
7109,1,1,11,16,9,57.0,1.0,1600,1,-9.0,0.1,108.0,34.1,90.0,634.9,3,93.10000000000001
7110,1,1,11,16,7,54.0,1.0,1600,1,-9.0,0.5,102.0,34.7,42.0,250.0,5,93.5
7121,1,1,11,16,9,57.0,1.0,1200,1,-4.0,1.4,86.0,35.7,74.0,0.0,13,69.7
7122,1,1,11,16,4,57.0,1.0,1200,1,-4.0,1,92.0,35.3,0.0,0.0,12,69.30000000000001
7123,1,1,11,16,11,55.0,1.0,1200,1,-4.0,1.5,84.0,36.4,48.0,0.0,15,69.80000000000001
7124,1,1,11,16,16,55.0,1.0,1200,1,-4.0,0.4,100.0,33.7,78.0,3348.6,3,68.7
7125,1,1,11,16,14,55.0,1.0,1200,1,-4.0,1,92.0,34.8,48.0,0.0,11,69.30000000000001
7126,1,1,11,16,2,55.0,1.0,1200,1,-4.0,1,92.0,36.5,2.0,0.0,10,69.30000000000001
7127,1,1,11,16,1,55.0,1.0,1200,1,-4.0,0.8,95.0,35.1,4.0,0.0,8,69.10000000000001
7128,1,1,11,16,15,57.0,1.0,1200,1,-4.0,0.7,96.0,34.6,90.0,1300.0,5,69.0
7129,1,1,11,16,5,55.0,1.0,1200,1,-4.0,0.8,95.0,35.4,60.0,0.0,7,69.10000000000001
7130,1,1,11,16,8,57.0,1.0,1200,1,-4.0,1.4,86.0,35.4,6.0,0.0,14,69.7
7131,1,1,11,16,3,57.0,1.0,1200,1,-4.0,0.3,102.0,35.0,72.0,5297.2,2,68.60000000000001
7132,1,1,11,16,12,55.0,1.0,1200,1,-4.0,2,77.0,37.5,60.0,0.0,16,70.30000000000001
7133,1,1,11,16,10,55.0,1.0,1200,1,-4.0,-0.3,106.0,33.6,4.0,13340.2,1,68.3
7134,1,1,11,16,13,57.0,1.0,1200,1,-4.0,0.7,96.0,34.7,74.0,0.0,6,69.0
7135,1,1,11,16,7,57.0,1.0,1200,1,-4.0,0.5,99.0,35.0,92.0,2000.0,4,68.80000000000001
7136,1,1,11,16,6,57.0,1.0,1200,1,-4.0,0.8,95.0,35.4,12.0,0.0,9,69.10000000000001
7137,1,1,9,11,6,54.0,1.0,1600,1,-4.0,-0.2,94.0,34.0,76.0,1034.5,1,95.2
7138,1,1,9,11,2,54.0,1.0,1600,1,-4.0,2.1,67.0,37.1,30.0,0.0,11,97.30000000000001
7139,1,1,9,11,9,54.0,1.0,1600,1,-4.0,1.2,77.0,36.1,44.0,0.0,7,96.4
7140,1,1,9,11,8,54.0,1.0,1600,1,-4.0,1.7,72.0,36.2,44.0,0.0,8,96.9
7141,1,1,9,11,5,54.0,1.0,1600,1,-4.0,0.4,85.0,35.4,64.0,150.0,4,95.60000000000001
7142,1,1,9,11,3,54.0,1.0,1600,1,-4.0,0.6,85.0,35.0,16.0,101.0,5,95.80000000000001
7143,1,1,9,11,7,54.0,1.0,1600,1,-4.0,1.9,71.0,35.9,50.0,0.0,9,97.10000000000001
7144,1,1,9,11,10,54.0,1.0,1600,1,-4.0,0.3,88.0,35.0,96.0,253.5,3,95.5
7145,1,1,9,11,11,54.0,1.0,1600,1,-4.0,0.2,91.0,34.5,38.0,407.0,2,95.4
7146,1,1,9,11,4,54.0,1.0,1600,1,-4.0,1.1,78.0,35.7,92.0,0.0,6,96.30000000000001
7147,1,1,9,11,1,54.0,1.0,1600,1,-4.0,1.9,70.0,36.6,36.0,0.0,10,97.10000000000001
7247,1,1,12,16,3,53.0,1.0,1200,1,-12.0,0.7,96.0,36.7,0.0,0.0,8,71.30000000000001
7248,1,1,12,16,8,57.0,1.0,1200,1,-12.0,1.8,81.0,37.0,74.0,0.0,14,72.4
7249,1,1,8,12,7,50.0,1.0,1800,1,-7.0,0.8,90.0,39.0,32.0,170.0,4,113.9
7250,1,1,8,12,2,57.0,1.0,1800,1,-7.0,1.7,82.0,39.8,6.0,0.0,7,114.80000000000001
7251,1,1,12,16,16,57.0,1.0,1200,1,-12.0,1.3,88.0,35.9,66.0,0.0,12,71.9
7252,1,1,8,12,8,57.0,1.0,1800,1,-7.0,3,71.0,41.0,52.0,0.0,10,116.10000000000001
7253,1,1,8,12,12,55.0,1.0,1800,1,-7.0,0.8,92.0,37.5,74.0,55.0,5,113.9
7254,1,1,12,16,14,55.0,1.0,1200,1,-12.0,1.5,85.0,37.1,78.0,0.0,13,72.10000000000001
7255,1,1,12,16,10,55.0,1.0,1200,1,-12.0,0.8,95.0,35.1,62.0,0.0,10,71.4
7256,1,1,8,12,10,57.0,1.0,1800,1,-7.0,3,71.0,40.7,32.0,0.0,9,116.10000000000001
7257,1,1,8,12,4,55.0,1.0,1800,1,-7.0,0,97.0,37.8,62.0,1100.0,1,113.10000000000001
7258,1,1,12,16,13,57.0,1.0,1200,1,-12.0,0.1,105.0,36.1,4.0,440.0,2,70.7
7259,1,1,8,12,6,55.0,1.0,1800,1,-7.0,0.8,90.0,38.0,84.0,280.0,3,113.9
7260,1,1,12,16,15,57.0,1.0,1200,1,-12.0,0.2,103.0,36.1,18.0,170.0,4,70.80000000000001
7261,1,1,8,12,9,57.0,1.0,1800,1,-7.0,3.1,70.0,40.1,50.0,0.0,11,116.2
7262,1,1,12,16,2,52.0,1.0,1200,1,-12.0,0.2,103.0,35.7,40.0,280.0,3,70.80000000000001
7263,1,1,8,12,11,57.0,1.0,1800,1,-7.0,2.6,75.0,39.8,20.0,0.0,8,115.7
7264,1,1,8,12,5,57.0,1.0,1800,1,-7.0,0.8,90.0,38.5,90.0,55.0,5,113.9
7265,1,1,12,16,12,55.0,1.0,1200,1,-12.0,1.9,80.0,37.4,72.0,0.0,15,72.5
7266,1,1,12,16,6,57.0,1.0,1200,1,-12.0,2,78.0,36.2,24.0,0.0,16,72.60000000000001
7267,1,1,12,16,4,56.0,1.0,1200,1,-12.0,0.5,99.0,35.6,4.0,0.0,6,71.10000000000001
7268,1,1,12,16,11,53.0,1.0,1200,1,-12.0,1.1,91.0,36.0,66.0,0.0,11,71.7
7269,1,1,12,16,7,55.0,1.0,1200,1,-12.0,0.7,96.0,35.5,42.0,0.0,9,71.30000000000001
7270,1,1,12,16,9,57.0,1.0,1200,1,-12.0,0.5,99.0,35.0,50.0,0.0,7,71.10000000000001
7271,1,1,8,12,3,57.0,1.0,1800,1,-7.0,0,98.0,37.6,86.0,440.0,2,113.10000000000001
7272,1,1,12,16,5,54.0,1.0,1200,1,-12.0,0.3,102.0,36.0,72.0,110.0,5,70.9
7273,1,1,8,12,1,57.0,1.0,1800,1,-7.0,3.8,64.0,41.6,30.0,0.0,12,116.9
7274,1,1,12,16,1,56.0,1.0,1200,1,-12.0,-0.1,106.0,35.8,14.0,1100.0,1,70.60000000000001
7275,1,1,6,16,2,54.0,1.0,1200,1,-7.0,2.4,53.0,38.6,90.0,0.0,14,74.4
7276,1,1,8,16,5,53.0,1.0,1400,1,-12.0,0.6,80.0,38.0,86.0,0.0,7,85.10000000000001
7277,1,1,8,16,12,55.0,1.0,1400,1,-12.0,0.4,82.0,36.8,62.0,0.0,6,84.9
7278,1,1,6,16,8,53.0,1.0,1200,1,-7.0,0.8,75.0,38.7,58.0,0.0,10,72.80000000000001
7279,1,1,6,16,10,55.0,1.0,1200,1,-7.0,3,44.0,40.5,2.0,0.0,16,75.0
7280,1,1,6,16,1,55.0,1.0,1200,1,-7.0,0.4,80.0,37.7,0.0,0.0,6,72.4
7281,1,1,6,16,7,55.0,1.0,1200,1,-7.0,0.3,82.0,37.3,26.0,110.0,4,72.30000000000001
7282,1,1,4,13,9,53.0,1.0,1800,1,-7.0,2,75.0,40.1,66.0,0.0,10,115.60000000000001
7283,1,1,8,16,14,55.0,1.0,1400,1,-12.0,-0.1,87.0,37.5,96.0,760.0,1,84.5
7284,1,1,8,16,9,54.0,1.0,1400,1,-12.0,0.9,76.0,38.4,98.0,0.0,11,85.4
7285,1,1,6,16,16,50.0,1.0,1200,1,-7.0,2.5,51.0,40.2,48.0,0.0,15,74.5
7286,1,1,7,9,4,54.0,1.0,2200,1,-9.0,0.9,81.0,35.4,22.0,0.0,6,135.70000000000002
7287,1,1,6,14,8,55.0,1.0,1800,1,-12.0,0.7,84.0,39.0,22.0,0.0,6,113.30000000000001
7288,1,1,6,16,4,53.0,1.0,1200,1,-7.0,0.8,75.0,36.1,68.0,0.0,9,72.80000000000001
7289,1,1,4,13,8,53.0,1.0,1800,1,-7.0,1,84.0,39.5,20.0,0.0,6,114.60000000000001
7290,1,1,8,16,16,55.0,1.0,1400,1,-12.0,3.1,50.0,40.1,70.0,0.0,15,87.60000000000001
7291,1,1,8,16,3,57.0,1.0,1400,1,-12.0,0.7,79.0,37.0,74.0,0.0,8,85.2
7292,1,1,4,13,3,50.0,1.0,1800,1,-7.0,2.3,73.0,40.7,74.0,0.0,11,115.9
7293,1,1,7,15,14,52.0,1.0,2200,1,-4.0,0,95.0,34.8,30.0,190.0,3,135.0
7294,1,1,6,16,15,57.0,1.0,1200,1,-7.0,0.2,83.0,37.6,76.0,300.0,2,72.2
7295,1,1,7,15,1,57.0,1.0,2200,1,-4.0,1.2,85.0,36.1,76.0,0.0,13,136.20000000000002
7296,1,1,6,14,2,52.0,1.0,1800,1,-12.0,1.2,79.0,39.6,36.0,0.0,9,113.80000000000001
7297,1,1,4,13,2,55.0,1.0,1800,1,-7.0,1.8,78.0,38.6,48.0,0.0,9,115.4
7298,1,1,6,16,14,55.0,1.0,1200,1,-7.0,0.7,76.0,37.6,4.0,0.0,8,72.7
7299,1,1,4,13,4,53.0,1.0,1800,1,-7.0,0.9,85.0,39.6,50.0,76.0,5,114.50000000000001
7300,1,1,7,9,7,54.0,1.0,2200,1,-9.0,0.2,87.0,34.9,78.0,190.0,3,135.0
7301,1,1,6,14,13,53.0,1.0,1800,1,-12.0,0.3,87.0,38.8,48.0,300.0,2,112.9
7302,1,1,8,16,8,55.0,1.0,1400,1,-12.0,0.2,84.0,37.0,0.0,110.0,4,84.7
7303,1,1,6,14,10,53.0,1.0,1800,1,-12.0,0.8,84.0,37.9,62.0,0.0,8,113.4
7304,1,1,7,9,5,55.0,1.0,2200,1,-9.0,2.3,69.0,36.3,24.0,0.0,9,137.10000000000002
7305,1,1,4,13,11,55.0,1.0,1800,1,-7.0,1.6,79.0,40.8,56.0,0.0,8,115.2
7306,1,1,7,15,11,57.0,1.0,2200,1,-4.0,0,93.0,35.5,2.0,760.0,1,135.0
7307,1,1,4,13,10,55.0,1.0,1800,1,-7.0,0.6,88.0,39.9,46.0,110.0,4,114.2
7308,1,1,6,16,11,55.0,1.0,1200,1,-7.0,0.4,80.0,36.6,78.0,76.0,5,72.4
