現在時刻,予測時刻,オーダー,予測値,MACD_judge,現在価格,tp,sl
2021/04/10/ 12:06:32,2021-03-24 13:15,売り注文,108.714,0,108.565,108.52799999999999,108.673
2021/04/10/ 12:06:32,2021-03-24 13:30,売り注文,108.673,0,108.535,motikosi,108.643
2021/04/10/ 12:06:32,2021-03-24 13:45,買い注文,108.74,1,108.51899999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:32,2021-03-24 14:00,売り注文,108.734,0,108.505,motikosi,108.613
2021/04/10/ 12:06:33,2021-03-24 14:15,売り注文,108.722,1,108.51400000000001,108.477,108.62200000000001
2021/04/10/ 12:06:33,2021-03-24 14:30,売り注文,108.676,0,108.49300000000001,motikosi,108.60100000000001
2021/04/10/ 12:06:33,2021-03-24 14:45,買い注文,108.748,0,108.51299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:33,2021-03-24 15:00,注文無し,108.748,0,108.513,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:06:33,2021-03-24 15:15,注文無し,108.726,0,108.513,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:06:33,2021-03-24 15:30,注文無し,108.674,1,108.513,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:06:33,2021-03-24 15:45,買い注文,108.755,1,108.50399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:34,2021-03-24 16:00,売り注文,108.746,0,108.497,motikosi,108.605
2021/04/10/ 12:06:34,2021-03-24 16:15,注文無し,108.725,0,108.497,motikosi,108.605
2021/04/10/ 12:06:34,2021-03-24 16:30,注文無し,108.676,0,108.497,motikosi,108.605
2021/04/10/ 12:06:34,2021-03-24 16:45,注文無し,108.738,0,108.497,motikosi,108.605
2021/04/10/ 12:06:34,2021-03-24 17:00,注文無し,108.74,0,108.497,motikosi,108.605
2021/04/10/ 12:06:34,2021-03-24 17:15,注文無し,108.735,0,108.497,motikosi,108.605
2021/04/10/ 12:06:34,2021-03-24 17:30,注文無し,108.691,0,108.497,motikosi,108.605
2021/04/10/ 12:06:35,2021-03-24 17:45,注文無し,108.765,0,108.497,motikosi,108.605
2021/04/10/ 12:06:35,2021-03-24 18:00,注文無し,108.76,0,108.497,motikosi,108.605
2021/04/10/ 12:06:35,2021-03-24 18:15,注文無し,108.744,0,108.497,motikosi,108.605
2021/04/10/ 12:06:35,2021-03-24 18:30,注文無し,108.7,0,108.497,motikosi,108.605
2021/04/10/ 12:06:35,2021-03-24 18:45,注文無し,108.776,0,108.497,motikosi,108.605
2021/04/10/ 12:06:35,2021-03-24 19:00,売り注文,108.764,1,108.677,108.64,108.78500000000001
2021/04/10/ 12:06:35,2021-03-24 19:15,注文無し,108.752,1,108.677,108.64,108.78500000000001
2021/04/10/ 12:06:35,2021-03-24 19:30,注文無し,108.7,0,108.677,108.64,108.78500000000001
2021/04/10/ 12:06:36,2021-03-24 19:45,買い注文,108.775,0,108.706,108.74300000000001,108.598
2021/04/10/ 12:06:36,2021-03-24 20:00,売り注文,108.756,0,108.742,motikosi,108.85000000000001
2021/04/10/ 12:06:36,2021-03-24 20:15,売り注文,108.751,0,108.71499999999999,motikosi,108.823
2021/04/10/ 12:06:36,2021-03-24 20:30,売り注文,108.721,1,108.72900000000001,108.69200000000001,108.83700000000002
2021/04/10/ 12:06:36,2021-03-24 20:45,買い注文,108.763,1,108.71600000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:36,2021-03-24 21:00,売り注文,108.762,1,108.679,motikosi,108.787
2021/04/10/ 12:06:36,2021-03-24 21:15,売り注文,108.752,1,108.683,108.646,108.79100000000001
2021/04/10/ 12:06:37,2021-03-24 21:30,売り注文,108.695,1,108.65499999999999,motikosi,108.76299999999999
2021/04/10/ 12:06:37,2021-03-24 21:45,注文無し,108.787,1,108.65499999999999,motikosi,108.76299999999999
2021/04/10/ 12:06:37,2021-03-24 22:00,売り注文,108.773,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:37,2021-03-24 22:15,注文無し,108.743,1,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:37,2021-03-24 22:30,注文無し,108.69,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:37,2021-03-24 22:45,注文無し,108.755,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:37,2021-03-24 23:00,注文無し,108.799,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:38,2021-03-24 23:15,注文無し,108.888,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:38,2021-03-24 23:30,注文無し,108.864,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:38,2021-03-24 23:45,注文無し,108.85,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:38,2021-03-25 00:00,注文無し,108.87,0,108.66999999999999,motikosi,108.77799999999999
2021/04/10/ 12:06:38,2021-03-25 00:15,買い注文,108.887,0,108.898,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:38,2021-03-25 00:30,売り注文,108.882,1,108.90499999999999,108.86799999999998,109.01299999999999
2021/04/10/ 12:06:38,2021-03-25 00:45,売り注文,108.877,1,108.87499999999999,motikosi,108.98299999999999
2021/04/10/ 12:06:39,2021-03-25 01:00,注文無し,108.861,1,108.87499999999999,motikosi,108.98299999999999
2021/04/10/ 12:06:39,2021-03-25 01:15,買い注文,108.871,1,108.86900000000001,108.83200000000001,108.97700000000002
2021/04/10/ 12:06:39,2021-03-25 01:30,売り注文,108.839,1,108.817,108.77999999999999,108.925
2021/04/10/ 12:06:39,2021-03-25 01:45,売り注文,108.795,1,108.80499999999999,108.76799999999999,108.913
2021/04/10/ 12:06:39,2021-03-25 02:00,売り注文,108.783,1,108.757,motikosi,108.86500000000001
2021/04/10/ 12:06:39,2021-03-25 02:15,売り注文,108.761,1,108.761,motikosi,108.869
2021/04/10/ 12:06:39,2021-03-25 02:30,売り注文,108.758,1,108.808,motikosi,108.91600000000001
2021/04/10/ 12:06:40,2021-03-25 02:45,買い注文,108.799,1,108.81299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:40,2021-03-25 03:00,売り注文,108.792,1,108.78099999999999,motikosi,108.889
2021/04/10/ 12:06:40,2021-03-25 03:15,売り注文,108.773,1,108.783,motikosi,108.891
2021/04/10/ 12:06:40,2021-03-25 03:30,売り注文,108.766,1,108.785,108.74799999999999,108.893
2021/04/10/ 12:06:40,2021-03-25 03:45,買い注文,108.773,1,108.745,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:40,2021-03-25 04:00,売り注文,108.755,1,108.741,motikosi,108.849
2021/04/10/ 12:06:40,2021-03-25 04:15,売り注文,108.74,1,108.723,108.68599999999999,108.831
2021/04/10/ 12:06:41,2021-03-25 04:30,売り注文,108.666,1,108.697,motikosi,108.805
2021/04/10/ 12:06:41,2021-03-25 04:45,買い注文,108.753,1,108.71,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:41,2021-03-25 05:00,売り注文,108.746,1,108.703,motikosi,108.811
2021/04/10/ 12:06:41,2021-03-25 05:15,売り注文,108.71,1,108.681,motikosi,108.789
2021/04/10/ 12:06:41,2021-03-25 05:30,売り注文,108.63,1,108.683,motikosi,108.79100000000001
2021/04/10/ 12:06:41,2021-03-25 05:45,買い注文,108.763,0,108.68799999999999,108.725,108.57999999999998
2021/04/10/ 12:06:41,2021-03-25 06:00,注文無し,108.749,0,108.68799999999999,108.725,108.57999999999998
2021/04/10/ 12:06:42,2021-03-25 06:15,注文無し,108.728,0,108.68799999999999,108.725,108.57999999999998
2021/04/10/ 12:06:42,2021-03-25 06:30,売り注文,108.709,0,108.738,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:42,2021-03-25 06:45,買い注文,108.768,0,108.741,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:42,2021-03-25 07:00,売り注文,108.767,0,108.753,motikosi,108.861
2021/04/10/ 12:06:42,2021-03-25 07:15,注文無し,108.757,0,108.753,motikosi,108.861
2021/04/10/ 12:06:42,2021-03-25 07:30,注文無し,108.722,0,108.753,motikosi,108.861
2021/04/10/ 12:06:42,2021-03-25 07:45,買い注文,108.776,0,108.736,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:43,2021-03-25 08:00,売り注文,108.771,0,108.74499999999999,motikosi,108.853
2021/04/10/ 12:06:43,2021-03-25 08:15,売り注文,108.745,0,108.74,motikosi,108.848
2021/04/10/ 12:06:43,2021-03-25 08:30,売り注文,108.674,0,108.747,motikosi,108.855
2021/04/10/ 12:06:43,2021-03-25 08:45,買い注文,108.779,1,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:43,2021-03-25 09:00,注文無し,108.774,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:43,2021-03-25 09:15,注文無し,108.748,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:43,2021-03-25 09:30,注文無し,108.729,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:43,2021-03-25 09:45,注文無し,108.8,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:44,2021-03-25 10:00,注文無し,108.836,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:44,2021-03-25 10:15,注文無し,108.82,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:44,2021-03-25 10:30,注文無し,108.831,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:44,2021-03-25 10:45,注文無し,108.898,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:44,2021-03-25 11:00,注文無し,108.921,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:44,2021-03-25 11:15,注文無し,108.929,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:45,2021-03-25 11:30,注文無し,108.926,0,108.75200000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:45,2021-03-25 11:45,買い注文,108.936,0,108.962,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:45,2021-03-25 12:00,買い注文,108.94,0,108.94,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:45,2021-03-25 12:15,売り注文,108.924,1,108.94900000000001,108.912,109.05700000000002
2021/04/10/ 12:06:45,2021-03-25 12:30,買い注文,108.925,1,108.909,motikosi,109.01700000000001
2021/04/10/ 12:06:45,2021-03-25 12:45,売り注文,108.891,1,108.87499999999999,motikosi,108.98299999999999
2021/04/10/ 12:06:45,2021-03-25 13:00,売り注文,108.872,1,108.899,motikosi,109.007
2021/04/10/ 12:06:46,2021-03-25 13:15,買い注文,108.882,1,108.90799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:46,2021-03-25 13:30,注文無し,108.895,0,108.90799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:46,2021-03-25 13:45,買い注文,108.917,0,108.964,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:46,2021-03-25 14:00,買い注文,108.955,1,108.955,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:46,2021-03-25 14:15,売り注文,108.931,1,108.931,motikosi,109.039
2021/04/10/ 12:06:46,2021-03-25 14:30,売り注文,108.916,1,108.918,motikosi,109.02600000000001
2021/04/10/ 12:06:46,2021-03-25 14:45,買い注文,108.925,1,108.94,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:46,2021-03-25 15:00,買い注文,108.932,1,108.941,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:47,2021-03-25 15:15,注文無し,108.932,1,108.941,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:47,2021-03-25 15:30,売り注文,108.928,0,108.93499999999999,motikosi,109.04299999999999
2021/04/10/ 12:06:47,2021-03-25 15:45,買い注文,108.949,1,108.96,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:47,2021-03-25 16:00,買い注文,108.956,0,108.96,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:47,2021-03-25 16:15,注文無し,108.956,1,108.96,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:47,2021-03-25 16:30,売り注文,108.951,0,108.956,motikosi,109.06400000000001
2021/04/10/ 12:06:47,2021-03-25 16:45,買い注文,108.957,0,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:48,2021-03-25 17:00,注文無し,108.974,1,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:48,2021-03-25 17:15,注文無し,108.97,0,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:48,2021-03-25 17:30,注文無し,109.002,0,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:48,2021-03-25 17:45,注文無し,109.067,0,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:48,2021-03-25 18:00,注文無し,109.071,0,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:48,2021-03-25 18:15,注文無し,109.103,0,108.988,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:48,2021-03-25 18:30,買い注文,109.129,0,109.12700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:49,2021-03-25 18:45,注文無し,109.113,0,109.12700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:49,2021-03-25 19:00,注文無し,109.095,1,109.12700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:49,2021-03-25 19:15,注文無し,109.095,1,109.12700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:49,2021-03-25 19:30,売り注文,109.064,1,109.052,motikosi,109.16000000000001
2021/04/10/ 12:06:49,2021-03-25 19:45,売り注文,109.052,1,109.07300000000001,motikosi,109.18100000000001
2021/04/10/ 12:06:49,2021-03-25 20:00,買い注文,109.061,1,109.061,109.09800000000001,108.953
2021/04/10/ 12:06:50,2021-03-25 20:15,買い注文,109.07,0,109.083,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:50,2021-03-25 20:30,買い注文,109.086,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:50,2021-03-25 20:45,注文無し,109.095,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:50,2021-03-25 21:00,注文無し,109.091,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:50,2021-03-25 21:15,注文無し,109.068,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:50,2021-03-25 21:30,注文無し,109.064,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:50,2021-03-25 21:45,注文無し,109.083,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:51,2021-03-25 22:00,注文無し,109.102,0,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:51,2021-03-25 22:15,注文無し,109.111,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:51,2021-03-25 22:30,注文無し,109.127,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:51,2021-03-25 22:45,注文無し,109.097,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:51,2021-03-25 23:00,注文無し,109.068,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:51,2021-03-25 23:15,注文無し,109.077,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:51,2021-03-25 23:30,注文無し,109.11,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:52,2021-03-25 23:45,注文無し,109.102,1,109.10799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:52,2021-03-26 00:00,買い注文,109.109,0,109.11200000000001,109.14900000000002,109.004
2021/04/10/ 12:06:52,2021-03-26 00:15,買い注文,109.136,1,109.162,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:52,2021-03-26 00:30,注文無し,109.136,1,109.095,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:06:52,2021-03-26 00:45,売り注文,109.09,0,109.099,motikosi,109.20700000000001
2021/04/10/ 12:06:52,2021-03-26 01:00,注文無し,109.113,0,109.099,motikosi,109.20700000000001
2021/04/10/ 12:06:52,2021-03-26 01:15,買い注文,109.148,1,109.161,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:53,2021-03-26 01:30,買い注文,109.149,1,109.134,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:53,2021-03-26 01:45,売り注文,109.126,1,109.14099999999999,motikosi,109.249
2021/04/10/ 12:06:53,2021-03-26 02:00,買い注文,109.135,1,109.13799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:53,2021-03-26 02:15,注文無し,109.132,0,109.13799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:53,2021-03-26 02:30,買い注文,109.146,0,109.17299999999999,109.21,109.06499999999998
2021/04/10/ 12:06:53,2021-03-26 02:45,買い注文,109.18,0,109.17,109.20700000000001,109.062
2021/04/10/ 12:06:53,2021-03-26 03:00,注文無し,109.18,1,109.17,109.20700000000001,109.062
2021/04/10/ 12:06:54,2021-03-26 03:15,買い注文,109.197,1,109.167,109.13,109.275
2021/04/10/ 12:06:54,2021-03-26 03:30,注文無し,109.147,1,109.167,109.13,109.275
2021/04/10/ 12:06:54,2021-03-26 03:45,売り注文,109.127,1,109.114,motikosi,109.22200000000001
2021/04/10/ 12:06:54,2021-03-26 04:00,売り注文,109.117,1,109.099,motikosi,109.20700000000001
2021/04/10/ 12:06:54,2021-03-26 04:15,注文無し,109.102,1,109.099,motikosi,109.20700000000001
2021/04/10/ 12:06:54,2021-03-26 04:30,売り注文,109.101,1,109.11099999999999,motikosi,109.219
2021/04/10/ 12:06:54,2021-03-26 04:45,買い注文,109.103,0,109.095,109.132,108.987
2021/04/10/ 12:06:55,2021-03-26 05:00,注文無し,109.114,1,109.095,109.132,108.987
2021/04/10/ 12:06:55,2021-03-26 05:15,買い注文,109.142,1,109.12299999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:55,2021-03-26 05:30,売り注文,109.117,0,109.113,motikosi,109.221
2021/04/10/ 12:06:55,2021-03-26 05:45,買い注文,109.127,0,109.153,motikosi,109.26100000000001
2021/04/10/ 12:06:55,2021-03-26 06:00,買い注文,109.151,0,109.16799999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:55,2021-03-26 06:15,買い注文,109.164,0,109.18,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:55,2021-03-26 06:30,買い注文,109.171,0,109.186,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:56,2021-03-26 06:45,売り注文,109.168,0,109.173,motikosi,109.281
2021/04/10/ 12:06:56,2021-03-26 07:00,売り注文,109.163,0,109.17099999999999,motikosi,109.279
2021/04/10/ 12:06:56,2021-03-26 07:15,注文無し,109.162,1,109.17099999999999,motikosi,109.279
2021/04/10/ 12:06:56,2021-03-26 07:30,注文無し,109.164,1,109.17099999999999,motikosi,109.279
2021/04/10/ 12:06:56,2021-03-26 07:45,売り注文,109.157,0,109.158,motikosi,109.266
2021/04/10/ 12:06:56,2021-03-26 08:00,注文無し,109.153,1,109.158,motikosi,109.266
2021/04/10/ 12:06:56,2021-03-26 08:15,買い注文,109.158,1,109.17399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:57,2021-03-26 08:30,売り注文,109.155,1,109.163,motikosi,109.271
2021/04/10/ 12:06:57,2021-03-26 08:45,買い注文,109.156,0,109.17099999999999,motikosi,109.279
2021/04/10/ 12:06:57,2021-03-26 09:00,買い注文,109.174,0,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:57,2021-03-26 09:15,注文無し,109.194,1,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:57,2021-03-26 09:30,注文無し,109.178,0,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:57,2021-03-26 09:45,注文無し,109.17,0,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:57,2021-03-26 10:00,注文無し,109.199,0,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:58,2021-03-26 10:15,注文無し,109.233,0,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:58,2021-03-26 10:30,注文無し,109.265,1,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:58,2021-03-26 10:45,注文無し,109.249,1,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:58,2021-03-26 11:00,注文無し,109.213,1,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:58,2021-03-26 11:15,注文無し,109.222,1,109.21,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:58,2021-03-26 11:30,売り注文,109.209,1,109.205,motikosi,109.313
2021/04/10/ 12:06:58,2021-03-26 11:45,売り注文,109.19,1,109.19900000000001,motikosi,109.30700000000002
2021/04/10/ 12:06:59,2021-03-26 12:00,買い注文,109.199,1,109.212,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:59,2021-03-26 12:15,買い注文,109.207,0,109.212,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:59,2021-03-26 12:30,注文無し,109.207,0,109.231,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:06:59,2021-03-26 12:45,買い注文,109.228,1,109.25399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:59,2021-03-26 13:00,買い注文,109.231,0,109.232,motikosi,109.34
2021/04/10/ 12:06:59,2021-03-26 13:15,買い注文,109.233,1,109.26700000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:06:59,2021-03-26 13:30,買い注文,109.241,0,109.242,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:00,2021-03-26 13:45,売り注文,109.237,1,109.255,motikosi,109.363
2021/04/10/ 12:07:00,2021-03-26 14:00,買い注文,109.246,0,109.25399999999999,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:00,2021-03-26 14:15,売り注文,109.245,0,109.26400000000001,motikosi,109.37200000000001
2021/04/10/ 12:07:00,2021-03-26 14:30,買い注文,109.255,1,109.28,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:00,2021-03-26 14:45,注文無し,109.255,1,109.253,予測値が同じためオーダーしない,予測値が同じためオーダーしない
2021/04/10/ 12:07:00,2021-03-26 15:00,売り注文,109.237,1,109.241,motikosi,109.349
2021/04/10/ 12:07:01,2021-03-26 15:15,注文無し,109.228,1,109.241,motikosi,109.349
2021/04/10/ 12:07:01,2021-03-26 15:30,売り注文,109.226,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:01,2021-03-26 15:45,注文無し,109.247,1,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:01,2021-03-26 16:00,注文無し,109.25,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:01,2021-03-26 16:15,注文無し,109.246,1,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:01,2021-03-26 16:30,注文無し,109.252,1,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:01,2021-03-26 16:45,注文無し,109.245,1,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:02,2021-03-26 17:00,注文無し,109.226,1,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:02,2021-03-26 17:15,注文無し,109.249,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:02,2021-03-26 17:30,注文無し,109.289,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:02,2021-03-26 17:45,注文無し,109.357,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:02,2021-03-26 18:00,注文無し,109.386,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:02,2021-03-26 18:15,注文無し,109.421,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:02,2021-03-26 18:30,注文無し,109.43,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:03,2021-03-26 18:45,注文無し,109.448,0,109.248,motikosi,109.35600000000001
2021/04/10/ 12:07:03,2021-03-26 19:00,売り注文,109.405,0,109.41999999999999,motikosi,109.52799999999999
2021/04/10/ 12:07:03,2021-03-26 19:15,買い注文,109.42,0,109.463,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:03,2021-03-26 19:30,買い注文,109.456,0,109.47399999999999,109.511,109.36599999999999
2021/04/10/ 12:07:03,2021-03-26 19:45,注文無し,109.474,0,109.47399999999999,109.511,109.36599999999999
2021/04/10/ 12:07:03,2021-03-26 20:00,買い注文,109.512,0,109.52799999999999,109.565,109.41999999999999
2021/04/10/ 12:07:04,2021-03-26 20:15,買い注文,109.529,0,109.55,109.587,109.442
2021/04/10/ 12:07:04,2021-03-26 20:30,買い注文,109.561,0,109.58,109.617,109.472
2021/04/10/ 12:07:04,2021-03-26 20:45,買い注文,109.584,0,109.632,109.66900000000001,109.524
2021/04/10/ 12:07:04,2021-03-26 21:00,買い注文,109.645,0,109.67,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:04,2021-03-26 21:15,注文無し,109.669,0,109.67,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:04,2021-03-26 21:30,注文無し,109.721,0,109.67,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:05,2021-03-26 21:45,注文無し,109.802,0,109.67,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:05,2021-03-26 22:00,買い注文,109.811,1,109.76100000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:05,2021-03-26 22:15,注文無し,109.751,0,109.76100000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:05,2021-03-26 22:30,注文無し,109.786,1,109.76100000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:05,2021-03-26 22:45,注文無し,109.795,1,109.76100000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:06,2021-03-26 23:00,注文無し,109.791,1,109.76100000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:06,2021-03-26 23:15,注文無し,109.802,1,109.76100000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:06,2021-03-26 23:30,注文無し,109.838,1,109.76100000000001,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:06,2021-03-26 23:45,売り注文,109.817,1,109.762,motikosi,109.87
2021/04/10/ 12:07:06,2021-03-27 00:00,売り注文,109.793,1,109.793,109.756,109.90100000000001
2021/04/10/ 12:07:06,2021-03-27 00:15,買い注文,109.804,1,109.78,ポジション持ち越し,ポジション持ち越し
2021/04/10/ 12:07:07,2021-03-27 00:30,売り注文,109.758,1,109.688,109.651,109.796
2021/04/10/ 12:07:07,2021-03-27 00:45,売り注文,109.664,1,109.628,motikosi,109.736
2021/04/10/ 12:07:07,2021-03-27 01:00,注文無し,109.641,1,109.628,motikosi,109.736
2021/04/10/ 12:07:07,2021-03-27 01:15,注文無し,109.673,1,109.628,motikosi,109.736
