time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot,Oscillator,ATR
2020-12-02T02:00:00Z,104.433,104.459,104.375,104.426,104.34200000000001,104.38000000000001,104.44200000000001,NaN,NaN,104.41525,104.431,104.38550000000001,6835,8986.5,57.06199349631256,-0.015178214285719652,0,55.10327076570443,0.09985551677682979
2020-12-02T03:00:00Z,104.426,104.43,104.37100000000001,104.384,104.34200000000001,104.38000000000001,104.468,NaN,NaN,104.40216666666667,104.41866666666667,104.37833333333334,4788,8865.6,53.401710490992386,-0.010475000000006465,0,58.50151711879855,0.09693726557848462
2020-12-02T04:00:00Z,104.384,104.391,104.343,104.388,104.34200000000001,104.38000000000001,104.455,NaN,NaN,104.38891666666666,104.42516666666667,104.372,4797,8568.4,53.70627914106386,-0.01827928571429343,0,62.55054831652832,0.09344174660859299
2020-12-02T05:00:00Z,104.388,104.464,104.381,104.43400000000001,104.34450000000001,104.38000000000001,104.44800000000001,NaN,NaN,104.38585416666666,104.43375,104.37325,6706,8521.45,57.1729743511951,-0.015611785714291879,0,63.22323412930613,0.09269590756512194
2020-12-02T06:00:00Z,104.43400000000001,104.489,104.42500000000001,104.488,104.357,104.38000000000001,104.311,NaN,NaN,104.443375,104.45858333333334,104.39166666666667,5811,8414.85,60.8767845606197,0.005374999999992469,0,67.16373788537075,0.09064619988189845
2020-12-02T07:00:00Z,104.488,104.584,104.456,104.56200000000001,104.40450000000001,104.38250000000001,104.269,NaN,NaN,104.4484375,104.47354166666668,104.373125,10925,8623.85,65.30492408381708,0.035785714285707315,0,68.78735262714684,0.09331432846176287
2020-12-02T08:00:00Z,104.56200000000001,104.655,104.503,104.63900000000001,104.44,104.418,104.274,NaN,NaN,104.4405,104.525,104.369,14411,9002.9,69.21008499838474,0.07526249999999522,0,70.31103967782325,0.0975061621430656
2020-12-02T09:00:00Z,104.63900000000001,104.705,104.58800000000001,104.694,104.51650000000001,104.44300000000001,104.28800000000001,NaN,NaN,104.44104166666668,104.56925,104.37316666666666,10179,9043.85,71.66351523401559,0.11316821428570975,0,73.8923232956637,0.09889857913284593
2020-12-02T10:00:00Z,104.694,104.721,104.646,104.676,104.53200000000001,104.46350000000001,104.284,NaN,NaN,104.445375,104.61075000000001,104.3745,7719,8795,69.7058915597764,0.15525285714285145,0,75.30062120885738,0.09719153776621428
2020-12-02T11:00:00Z,104.676,104.74000000000001,104.662,104.729,104.54150000000001,104.48250000000002,104.086,NaN,NaN,104.45052083333334,104.62420833333334,104.35954166666667,7760,8198.95,72.12079379286232,0.2014274999999937,0,76.39290492982816,0.09582071364005633
2020-12-02T12:00:00Z,104.729,104.753,104.652,104.65700000000001,104.548,104.489,104.04400000000001,NaN,NaN,104.71029166666668,104.73591666666667,104.46258333333334,11067,7996.75,64.58833480899006,0.22307071428571196,0,69.9614395300248,0.09619066266576652
2020-12-02T13:00:00Z,104.65700000000001,104.66000000000001,104.522,104.617,104.56700000000001,104.489,103.811,NaN,NaN,104.71029166666668,104.73591666666667,104.49675,17875,8514.15,60.789774812540344,0.22583964285713876,0,68.55816588940753,0.09917704390392643
2020-12-02T14:00:00Z,104.617,104.617,104.462,104.50200000000001,104.589,104.489,103.74900000000001,NaN,NaN,104.53945833333333,104.73591666666667,104.49675,16647,9058,51.42564943794339,0.20979607142857032,0,60.385629581375404,0.10316439791078891
2020-12-02T15:00:00Z,104.50200000000001,104.601,104.423,104.584,104.588,104.489,103.77300000000001,NaN,NaN,104.52237500000001,104.6505,104.41133333333333,21471,9803.2,56.56361357595006,0.2101160714285713,0,61.826837350058604,0.10850979806001806
2020-12-02T16:00:00Z,104.584,104.593,104.50800000000001,104.52000000000001,104.588,104.489,103.88300000000001,NaN,NaN,104.52237500000001,104.63341666666666,104.41133333333333,10972,10083.5,51.94532234270315,0.18619178571428585,0,55.563287616473076,0.10683052677001634
2020-12-02T17:00:00Z,104.52000000000001,104.53200000000001,104.471,104.51100000000001,104.588,104.489,103.95,NaN,NaN,104.52237500000001,104.63341666666666,104.42841666666666,6527,10129.75,51.31086745789981,0.1566178571428578,0,57.42813072454517,0.10355691771501567
2020-12-02T18:00:00Z,104.51100000000001,104.527,104.46900000000001,104.494,104.588,104.489,103.96000000000001,NaN,NaN,104.52237500000001,104.63341666666666,104.42841666666666,4492,9615.5,50.06693611590744,0.1237139285714296,0,54.30737775215065,0.10030285216394261
2020-12-02T19:00:00Z,104.494,104.584,104.492,104.552,104.588,104.489,103.88600000000001,NaN,NaN,104.52237500000001,104.63341666666666,104.42841666666666,7241,9765.35,54.15089768019586,0.09944357142857245,0,59.020401881709844,0.09970979129508947
2020-12-02T20:00:00Z,104.552,104.557,104.48700000000001,104.506,104.588,104.489,103.83,NaN,NaN,104.52237500000001,104.61633333333333,104.42841666666666,6484,9641.65,50.61509509022583,0.0636017857142838,0,55.02127114171281,0.09758766334543974
2020-12-02T21:00:00Z,104.506,104.516,104.394,104.403,104.52700000000002,104.489,103.852,NaN,NaN,104.52237500000001,104.59925,104.41133333333333,6459,9458.3,43.72978139090072,0.01734142857142873,0,51.89659750602163,0.09933140167790833
2020-12-02T22:00:00Z,104.403,104.44200000000001,104.385,104.423,104.501,104.489,103.833,NaN,NaN,104.52237500000001,104.59925,104.41133333333333,16451,9939.1,45.28617070423466,-0.02311071428571368,0,44.146965633663235,0.09630773012948646
2020-12-02T23:00:00Z,104.423,104.49000000000001,104.42,104.44600000000001,104.493,104.489,103.81,NaN,NaN,104.52237500000001,104.58216666666667,104.39425,5697,9984.55,47.09831052324779,-0.06138499999999952,0,44.961464298533905,0.09442860654880939
2020-12-03T00:00:00Z,104.44600000000001,104.53,104.432,104.504,104.489,104.489,103.83,NaN,NaN,104.52237500000001,104.58216666666667,104.41133333333333,8784,10183.9,51.4639130596245,-0.09021107142857243,0,47.7112841470842,0.09468370608103722
2020-12-03T01:00:00Z,104.504,104.537,104.415,104.516,104.4845,104.489,103.87400000000001,NaN,NaN,104.52237500000001,104.58216666666667,104.41133333333333,9008,10299,52.34023658191014,-0.11278000000000163,0,52.612682305288686,0.0966348699323917
2020-12-03T02:00:00Z,104.516,104.52300000000001,104.441,104.447,104.4845,104.54050000000001,103.855,NaN,NaN,104.52237500000001,104.58216666666667,104.41133333333333,6733,10345.1,47.0769114347851,-0.14158178571428698,0,48.085030429377206,0.09558952208007856
2020-12-03T03:00:00Z,104.447,104.47,104.426,104.44200000000001,104.4845,104.548,103.912,104.36100000000002,104.206,104.52237500000001,104.58216666666667,104.41133333333333,6010,10099.35,46.710352960312385,-0.16097035714285615,0,48.153422394800366,0.09190455621721559
2020-12-03T04:00:00Z,104.44200000000001,104.495,104.433,104.468,104.471,104.548,103.97500000000001,104.36100000000002,104.206,104.52237500000001,104.58216666666667,104.41133333333333,5508,9654.2,48.93689327532756,-0.1654692857142844,0,54.575828111640945,0.08976851648741431
2020-12-03T05:00:00Z,104.468,104.47800000000001,104.42800000000001,104.455,104.46100000000001,104.548,103.86500000000001,104.36100000000002,104.206,104.471125,104.56508333333333,104.41133333333333,4419,9366.2,47.86013958712165,-0.16362892857143022,0,51.785972095472594,0.08692790816688452
2020-12-03T06:00:00Z,104.455,104.48700000000001,104.432,104.44800000000001,104.46100000000001,104.56700000000001,103.893,104.36225000000002,104.208,104.471125,104.56508333333333,104.41133333333333,4901,9225.3,47.257181451167824,-0.15985964285714305,0,51.9449094285476,0.08464734329782184
2020-12-03T07:00:00Z,104.44800000000001,104.449,104.29400000000001,104.311,104.41550000000001,104.52350000000001,104.01400000000001,104.36850000000001,104.208,104.43743750000002,104.580875,104.40875000000001,10324,9353.5,37.34168758190886,-0.16667214285714327,0,41.42494403249763,0.0896725330622622
2020-12-03T08:00:00Z,104.311,104.35300000000001,104.248,104.269,104.39250000000001,104.5005,103.96000000000001,104.39350000000002,104.2105,104.46893750000001,104.58466666666666,104.39529166666667,12783,9439.3,34.92252228140836,-0.17460035714285616,0,32.970700769988674,0.09076735212924374
2020-12-03T09:00:00Z,104.269,104.337,104.229,104.274,104.38300000000001,104.491,103.99900000000001,104.429,104.24600000000001,104.43641666666667,104.57833333333333,104.38183333333333,10819,9086.5,35.4585848516427,-0.1764725000000011,0,35.560370946258935,0.09199825554858376
2020-12-03T10:00:00Z,104.274,104.31,104.233,104.28800000000001,104.376,104.491,103.988,104.47975000000001,104.271,104.43641666666667,104.57833333333333,104.38183333333333,6766,8592.45,37.02285042339344,-0.1815103571428549,0,38.97198315946086,0.09092695158082766
2020-12-03T11:00:00Z,104.28800000000001,104.339,104.269,104.284,104.362,104.491,103.99300000000001,104.49775000000001,104.31550000000001,104.43641666666667,104.60016666666667,104.38183333333333,7511,7894.45,36.748799168750914,-0.17549535714285458,0,37.20127622142418,0.08943216932505375
2020-12-03T12:00:00Z,104.284,104.29700000000001,104.066,104.086,104.2805,104.40950000000001,104.015,104.51200000000001,104.32500000000002,104.4524375,104.6385,104.380875,12468,7969.25,26.350871230696498,-0.19989035714285644,0,29.831756908741546,0.09954415723040767
2020-12-03T13:00:00Z,104.086,104.12700000000001,104.022,104.04400000000001,104.25450000000001,104.3875,104.012,104.5185,104.3315,104.46364583333335,104.63116666666667,104.35704166666667,12273,8256.55,24.751068663282,-0.2249664285714263,0,28.682019610788153,0.09993386028537884
2020-12-03T14:00:00Z,104.04400000000001,104.06700000000001,103.795,103.811,104.141,104.2275,104.205,104.528,104.3315,104.453625,104.67316666666667,104.35383333333334,16598,8861.85,18.163086931199928,-0.2773364285714286,0,24.429196404610565,0.11222429883642361
2020-12-03T15:00:00Z,103.811,103.81800000000001,103.671,103.74900000000001,104.06,104.144,104.159,104.539,104.3315,104.45995833333333,104.61775,104.30216666666666,17944,9397,16.87588842113948,-0.31890857142857193,0,26.564241288401863,0.11470827749096517
2020-12-03T16:00:00Z,103.74900000000001,103.839,103.741,103.77300000000001,104.012,104.136,104.117,104.5385,104.381,104.45995833333333,104.61775,104.25708333333334,10817,9613.65,19.261185470242438,-0.3520803571428588,0,26.497111143049455,0.1135148290987533
2020-12-03T17:00:00Z,103.77300000000001,103.89,103.76,103.88300000000001,104.005,104.132,104.138,104.5385,104.4115,104.45995833333333,104.61775,104.25708333333334,7760,9678.7,29.278130967008906,-0.36756821428571423,0,31.100730654635687,0.11469234130598487
2020-12-03T18:00:00Z,103.88300000000001,103.99600000000001,103.87700000000001,103.95,104.005,104.1275,104.09700000000001,104.5385,104.4115,104.45995833333333,104.61775,104.25708333333334,5859,9149.1,34.600377465353176,-0.36424000000000245,0,33.93336368459863,0.11500003121270021
2020-12-03T19:00:00Z,103.95,103.986,103.91600000000001,103.96000000000001,104.005,104.1275,104.164,104.5385,104.4115,104.45995833333333,104.66283333333334,104.25708333333334,5854,9156.95,35.38201347215028,-0.3533228571428573,0,38.419801213582026,0.11178574326893542
2020-12-03T20:00:00Z,103.96000000000001,103.96600000000001,103.875,103.88600000000001,103.98400000000001,104.1275,104.17,104.5385,104.46700000000001,104.45995833333333,104.66283333333334,104.25708333333334,6044,9019.95,32.30509013440779,-0.3473989285714295,0,37.80906837917633,0.11030104732115491
2020-12-03T21:00:00Z,103.88600000000001,103.897,103.825,103.83,103.899,104.114,104.17500000000001,104.5385,104.46700000000001,104.45995833333333,104.66283333333334,104.25708333333334,2853,8712.2,30.1670862591195,-0.3443367857142862,0,43.388048039631244,0.10756525822678689
2020-12-03T22:00:00Z,103.83,103.881,103.77900000000001,103.852,103.869,104.10400000000001,104.206,104.50800000000001,104.46700000000001,104.45995833333333,104.66283333333334,104.25708333333334,4943,8622.7,32.06914510187735,-0.3364828571428565,0,45.92127628705769,0.10716773978201566
2020-12-03T23:00:00Z,103.852,103.869,103.799,103.833,103.83350000000002,104.10400000000001,104.092,104.495,104.46700000000001,104.45995833333333,104.66283333333334,104.25708333333334,3242,8484.3,31.276822554666225,-0.3276867857142869,0,47.34944130721765,0.1045129012261569
2020-12-04T00:00:00Z,103.833,103.857,103.738,103.81,103.867,104.10400000000001,104.037,104.491,104.46700000000001,104.45995833333333,104.70791666666666,104.25708333333334,11242,8771,30.30087012284615,-0.31483964285714583,0,43.56118442098244,0.1055476939957171
2020-12-04T01:00:00Z,103.81,103.84400000000001,103.772,103.83,103.867,104.10400000000001,104.00800000000001,104.489,104.46700000000001,104.45995833333333,104.753,104.25708333333334,8472,8973.65,32.27971452898919,-0.29371285714286366,0,45.36123695197323,0.10315143013888037
2020-12-04T02:00:00Z,103.83,103.882,103.81500000000001,103.87400000000001,103.867,104.10400000000001,103.962,104.48675,104.46700000000001,104.45995833333333,104.753,104.25708333333334,5796,9018.4,36.54784817729115,-0.2583585714285749,0,48.95086579182099,0.10056918512895985
2020-12-04T03:00:00Z,103.87400000000001,103.875,103.83200000000001,103.855,103.862,104.09700000000001,104.01700000000001,104.5125,104.46700000000001,104.45995833333333,104.753,104.16691666666667,4828,8743.6,35.50715964137814,-0.22956964285714554,0,53.46610836624866,0.09645710047689073
2020-12-04T04:00:00Z,103.855,103.92,103.842,103.912,103.852,104.083,104.08500000000001,104.51625,104.46700000000001,104.45995833333333,104.753,104.16691666666667,4745,8341.7,40.94035966883882,-0.18859071428571494,0,63.141538611285384,0.09513873615711302
