time,open,high,low,close,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot.1,Oscillator,ATR,CCI,Fisher,Trigger,Plot.2,MACD,Signal Line,Histogram,time(hour),time(minute),time(weekday)
2021-03-22 02:50:00+00:00,108.788,108.788,108.78,108.785,0.0,-0.008,0.008,185,230.35,34.10796824,-0.070873214,0,38.20923663,0.028499627000000003,-145.83333330000002,-1.8382735430000001,-1.5121770490000002,1.214141414,-0.019852942,-0.011011395,-0.008841547,2,50,0
2021-03-22 02:55:00+00:00,108.785,108.787,108.775,108.77799999999999,0.002,-0.01,0.012,224,224.6,33.00515045,-0.081101786,0,32.61765386,0.027321083,-136.0071301,-2.2201561219999997,-1.8382735430000001,1.214141414,-0.022618776,-0.013273459,-0.009345318,2,55,0
2021-03-22 03:00:00+00:00,108.77799999999999,108.78,108.74,108.742,0.002,-0.038,0.04,196,211.8,27.99238912,-0.093936071,0,26.61844067,0.02822672,-169.75234430000003,-2.6234191940000002,-2.2201561219999997,1.214141414,-0.027399771,-0.015532643,-0.011867128999999999,3,0,0
2021-03-22 03:05:00+00:00,108.742,108.764,108.742,108.74799999999999,0.022000000000000002,0.0,0.022000000000000002,178,204.9,29.90323954,-0.104074286,0,24.92221374,0.027781953999999998,-140.2137086,-3.0332247839999997,-2.6234191940000002,1.214141414,-0.030354685,-0.017923368999999998,-0.012431315,3,5,0
2021-03-22 03:10:00+00:00,108.74799999999999,108.74799999999999,108.712,108.72399999999999,0.0,-0.036000000000000004,0.036000000000000004,156,193.1,26.83560034,-0.11166928599999999,0,23.56128994,0.028368957,-152.782144,-3.4436133989999997,-3.0332247839999997,1.214141414,-0.034238395,-0.020646955,-0.01359144,3,10,0
2021-03-22 03:15:00+00:00,108.72399999999999,108.736,108.71600000000001,108.72,0.012,-0.008,0.02,173,182.05,26.35041581,-0.113015357,0,24.33430872,0.027771175,-142.7070198,-3.8525314489999998,-3.4436133989999997,1.214141414,-0.037210095,-0.023600289,-0.013609806,3,15,0
2021-03-22 03:20:00+00:00,108.72,108.729,108.71600000000001,108.72399999999999,0.009000000000000001,-0.004,0.013000000000000001,154,179.6,27.75703289,-0.110570714,0,30.02863458,0.026716091,-121.05409540000001,-4.259550665,-3.8525314489999998,1.214141414,-0.038795216,-0.02667338,-0.012121836,3,20,0
2021-03-22 03:25:00+00:00,108.72399999999999,108.725,108.70100000000001,108.712,0.001,-0.023,0.024,103,172.45,26.14385888,-0.109728929,0,30.888805199999997,0.026522083999999998,-121.0219027,-4.664848392,-4.259550665,1.214141414,-0.040552273,-0.029752094,-0.010800178999999998,3,25,0
2021-03-22 03:30:00+00:00,108.712,108.773,108.712,108.765,0.061,0.0,0.061,248,170.65,42.13857709,-0.0988475,0,42.53148387,0.028984792000000002,-43.60056259,-3.234711918,-4.664848392,1.214141414,-0.037238831,-0.032028997999999996,-0.005209833,3,30,0
2021-03-22 03:35:00+00:00,108.765,108.77,108.75200000000001,108.766,0.005,-0.013000000000000001,0.018000000000000002,171,167.7,42.39207886,-0.086025357,0,49.53755511,0.028200164,-36.46906233,-1.976865932,-3.234711918,1.214141414,-0.034138682999999996,-0.033616303,-0.00052238,3,35,0
2021-03-22 03:40:00+00:00,108.766,108.774,108.751,108.75399999999999,0.008,-0.015,0.023,138,169.65,40.12051814,-0.07545249999999999,0,47.7421705,0.027828724,-49.18300654,-0.889111821,-1.976865932,1.214141414,-0.032278012,-0.034689551,0.002411539,3,40,0
2021-03-22 03:45:00+00:00,108.75399999999999,108.77799999999999,108.75399999999999,108.774,0.024,0.0,0.024,85,163.7,45.37427845,-0.061502142999999995,0,52.87674583,0.027555244,-10.5763198,-0.025271742000000003,-0.889111821,1.214141414,-0.028856938999999998,-0.034851459,0.005994519,3,45,0
2021-03-22 03:50:00+00:00,108.774,108.796,108.774,108.787,0.022000000000000002,0.0,0.022000000000000002,98,158.7,48.53510972,-0.047909285999999995,0,56.00036228,0.027158441000000002,16.7304693,0.673570274,-0.025271742000000003,1.214141414,-0.024810721,-0.034235463,0.009424742,3,50,0
2021-03-22 03:55:00+00:00,108.787,108.792,108.764,108.76799999999999,0.005,-0.023,0.027999999999999997,119,155.35,44.48375305,-0.038985,0,51.98558714,0.027218552000000003,-15.51306754,1.13823155,0.673570274,1.214141414,-0.022873532999999998,-0.0329727,0.010099168,3,55,0
2021-03-22 04:00:00+00:00,108.76799999999999,108.79,108.76799999999999,108.77600000000001,0.022000000000000002,0.0,0.022000000000000002,110,151.7,46.50840816,-0.026660714,0,51.19979773,0.026845797999999997,7.115489872,1.477687236,1.13823155,1.214141414,-0.020456949,-0.03111124,0.010654291000000001,4,0,0
2021-03-22 04:05:00+00:00,108.77600000000001,108.77600000000001,108.757,108.762,0.0,-0.019,0.019,118,150.7,43.51740625,-0.016640000000000002,0,42.70358267,0.026285384,-16.50043098,1.5023120819999998,1.477687236,1.214141414,-0.019447296,-0.028961471000000003,0.009514175,4,5,0
2021-03-22 04:10:00+00:00,108.762,108.772,108.758,108.766,0.01,-0.004,0.013999999999999999,98,146.0,44.61339625,-0.005806429,0,42.72447427,0.025407857000000002,2.701357785,1.2362314209999998,1.5023120819999998,1.214141414,-0.018115547,-0.026468501000000002,0.008352954000000001,4,10,0
2021-03-22 04:15:00+00:00,108.766,108.766,108.738,108.745,0.0,-0.027999999999999997,0.027999999999999997,129,145.55,40.20284628,0.001311071,0,42.94018196,0.02559301,-47.79756327,0.589808545,1.2362314209999998,1.214141414,-0.018540923,-0.024390956000000002,0.005850033,4,15,0
2021-03-22 04:20:00+00:00,108.745,108.762,108.74,108.756,0.017,-0.005,0.022000000000000002,168,149.9,43.36146735,0.009693214,0,42.93954262,0.025336366000000003,-3.546099294,-0.069355627,0.589808545,1.214141414,-0.017785409,-0.022573925,0.004788516,4,20,0
2021-03-22 04:25:00+00:00,108.756,108.78200000000001,108.756,108.78,0.026000000000000002,0.0,0.026000000000000002,105,147.8,49.61495,0.020843571,0,47.98170367,0.025383769,84.59869848,-0.252448178,-0.069355627,1.214141414,-0.015076269,-0.020662621000000003,0.005586351,4,25,0
2021-03-22 04:30:00+00:00,108.78,108.786,108.77,108.781,0.006,-0.01,0.016,108,143.95,49.86334267,0.030785357000000003,0,53.32605401,0.024713499,89.81380065,-0.075706103,-0.252448178,1.214141414,-0.012702143,-0.018867643,0.0061655,4,30,0
2021-03-22 04:35:00+00:00,108.781,108.781,108.762,108.774,0.0,-0.019,0.019,74,136.45,48.07663356,0.037551429,0,56.0450255,0.024305392000000002,65.63421829,0.151407344,-0.075706103,1.214141414,-0.011255723,-0.017361532,0.006105809,4,35,0
2021-03-22 04:40:00+00:00,108.774,108.77799999999999,108.756,108.77600000000001,0.004,-0.018000000000000002,0.022000000000000002,169,135.1,48.64285972,0.040643214,0,60.17098473,0.024140721,66.96263411,0.24989915899999998,0.151407344,1.214141414,-0.009834674,-0.01591277,0.006078096999999999,4,40,0
2021-03-22 04:45:00+00:00,108.77600000000001,108.786,108.774,108.78,0.01,-0.002,0.012,108,131.6,49.82144211,0.043373929000000006,0,59.38403858,0.023273527000000002,75.29843893,0.604077147,0.24989915899999998,1.214141414,-0.008290150999999999,-0.014560904,0.006270751999999999,4,45,0
2021-03-22 04:50:00+00:00,108.78,108.79,108.78,108.78200000000001,0.01,0.0,0.01,64,127.0,50.433931099999995,0.043185,0,63.09636665,0.022325418,79.77207977,1.040996093,0.604077147,1.214141414,-0.006826036999999999,-0.013158541999999999,0.006332505,4,50,0
2021-03-22 04:55:00+00:00,108.78200000000001,108.801,108.77799999999999,108.79299999999999,0.019,-0.004,0.023,90,122.85,53.77585361,0.04269321400000001,0,61.86511507,0.022373602000000003,124.3798315,1.495983605,1.040996093,1.214141414,-0.004723656,-0.011670554,0.006946898000000001,4,55,0
2021-03-22 05:00:00+00:00,108.79299999999999,108.821,108.792,108.81200000000001,0.027999999999999997,-0.001,0.028999999999999998,180,124.15,58.92710573,0.04372,0,59.90770508,0.022846917,197.78650480000002,1.9466351780000002,1.495983605,1.214141414,-0.001506991,-0.009777895,0.008270904,5,0,0
2021-03-22 05:05:00+00:00,108.81200000000001,108.83,108.80799999999999,108.83,0.018000000000000002,-0.004,0.022000000000000002,143,126.15,63.12021236,0.04509678599999999,0,65.67910943,0.022786422999999997,266.5176354,2.386988014,1.9466351780000002,1.214141414,0.0024662589999999997,-0.00752771,0.009993968,5,5,0
2021-03-22 05:10:00+00:00,108.83,108.83200000000001,108.80799999999999,108.81200000000001,0.002,-0.022000000000000002,0.024,105,119.0,56.86800627,0.045410714000000005,0,60.30514562,0.022873107,149.2938803,2.817072169,2.386988014,1.214141414,0.004115201,-0.005395324,0.009510525,5,10,0
2021-03-22 05:15:00+00:00,108.81200000000001,108.818,108.796,108.79700000000001,0.006,-0.016,0.022000000000000002,141,117.5,52.22551592,0.04233,0,51.93167391,0.022810742000000002,73.46491228,2.4745588240000003,2.817072169,1.214141414,0.004163629,-0.0035213490000000004,0.007684979000000001,5,15,0
2021-03-22 05:20:00+00:00,108.79700000000001,108.79799999999999,108.77600000000001,108.78,0.001,-0.021,0.022000000000000002,168,119.0,47.49336791,0.034974643,0,48.73908147,0.022752832,-7.269316454,1.7182099180000001,2.4745588240000003,1.214141414,0.002797998,-0.001959825,0.004757822,5,20,0
2021-03-22 05:25:00+00:00,108.78,108.78200000000001,108.772,108.77600000000001,0.002,-0.008,0.01,95,119.5,46.42739624,0.028858929,0,50.29701873,0.021841915,-26.62896195,0.828577783,1.7182099180000001,1.214141414,0.001377084,-0.000714074,0.002091158,5,25,0
2021-03-22 05:30:00+00:00,108.77600000000001,108.78299999999999,108.772,108.772,0.006999999999999999,-0.004,0.011000000000000001,74,118.3,45.331677299999996,0.023687857000000003,0,45.42743948,0.021067493,-42.17010188,0.057058184000000005,0.828577783,1.214141414,-7.09e-05,0.000199171,-0.00027012,5,30,0
2021-03-22 05:35:00+00:00,108.772,108.773,108.758,108.76,0.001,-0.013999999999999999,0.015,48,114.75,42.12008769,0.014827857,0,37.98936944,0.0206341,-95.23809524,-0.603805303,0.057058184000000005,1.214141414,-0.002161905,0.000717408,-0.002879312,5,35,0
2021-03-22 05:40:00+00:00,108.76,108.774,108.756,108.766,0.013999999999999999,-0.004,0.018000000000000002,83,113.4,44.24696037,0.008284643000000001,0,32.68799591,0.02044595,-63.4920635,-1.179016614,-0.603805303,1.214141414,-0.003296848,0.000875942,-0.00417279,5,40,0
2021-03-22 05:45:00+00:00,108.766,108.76799999999999,108.756,108.76100000000001,0.002,-0.01,0.012,118,113.4,42.83439139,-0.000131786,0,34.07269979,0.019842668,-85.64971752,-1.694627345,-1.179016614,1.214141414,-0.004547338,0.000538126,-0.0050854640000000005,5,45,0
2021-03-22 05:50:00+00:00,108.76100000000001,108.78,108.757,108.77799999999999,0.019,-0.004,0.023,105,113.75,48.817308000000004,-0.004516071,0,44.00070555,0.020068192,-11.87565491,-1.928384233,-1.694627345,1.214141414,-0.00411912,-0.000193583,-0.003925537,5,50,0
2021-03-22 05:55:00+00:00,108.77799999999999,108.815,108.771,108.80799999999999,0.037000000000000005,-0.006999999999999999,0.044000000000000004,268,120.7,57.30862864,-0.0055553569999999995,0,56.14079381,0.021777607,108.1441922,-1.3962533769999999,-1.928384233,1.214141414,-0.001343517,-0.000800107,-0.00054341,5,55,0
2021-03-22 06:00:00+00:00,108.80799999999999,108.811,108.787,108.792,0.003,-0.021,0.024,351,129.85,52.32291365,-0.009454643,0,52.92980836,0.021936348999999997,29.78235967,-0.640782385,-1.3962533769999999,1.214141414,-0.000429942,-0.0013105039999999999,0.000880562,6,0,0
2021-03-22 06:05:00+00:00,108.792,108.79799999999999,108.756,108.766,0.006,-0.036000000000000004,0.042,200,134.6,45.40950474,-0.014954643,0,48.95620107,0.023369467,-83.33333334,-0.34444964100000003,-0.640782385,1.214141414,-0.0017833529999999999,-0.0018195429999999999,3.6200000000000006e-05,6,5,0
2021-03-22 06:10:00+00:00,108.766,108.786,108.745,108.78399999999999,0.02,-0.021,0.040999999999999995,193,138.85,50.30500232,-0.015778571,0,57.19271873,0.024628791,-4.240598152,-0.463908375,-0.34444964100000003,1.214141414,-0.0013874970000000001,-0.002126719,0.000739222,6,10,0
2021-03-22 06:15:00+00:00,108.78399999999999,108.81200000000001,108.77799999999999,108.78,0.027999999999999997,-0.006,0.034,260,148.15,49.24808427,-0.017616429,0,50.24176765,0.025298163,-23.76910017,-0.16326574,-0.463908375,1.214141414,-0.00138063,-0.002272239,0.0008916089999999999,6,15,0
2021-03-22 06:20:00+00:00,108.78,108.787,108.756,108.756,0.006999999999999999,-0.024,0.031,144,146.9,43.36141635,-0.023296071,0,45.73686624,0.025705437,-122.0961642,-0.19672995699999998,-0.16326574,1.214141414,-0.0032740459999999996,-0.00239581,-0.000878236,6,20,0
2021-03-22 06:25:00+00:00,108.756,108.76899999999999,108.75200000000001,108.76899999999999,0.013000000000000001,-0.004,0.017,159,149.45,47.05320369,-0.025430714,0,47.24624432,0.02508362,-61.86868687,-0.530107248,-0.19672995699999998,1.214141414,-0.003683143,-0.0024387320000000003,-0.001244411,6,25,0
2021-03-22 06:30:00+00:00,108.76899999999999,108.788,108.73899999999999,108.74,0.019,-0.03,0.049,232,157.85,40.68270485,-0.031806786000000004,0,36.32923173,0.026791932999999997,-158.29528159999998,-0.8850299759999999,-0.530107248,1.214141414,-0.006275078000000001,-0.002630703,-0.003644375,6,30,0
2021-03-22 06:35:00+00:00,108.74,108.742,108.68700000000001,108.70200000000001,0.002,-0.053,0.055,276,167.15,34.156914,-0.040609286,0,35.78797242,0.028806795,-247.07818930000002,-1.30833616,-0.8850299759999999,1.214141414,-0.011265625,-0.0034247590000000003,-0.007840866,6,35,0
2021-03-22 06:40:00+00:00,108.70200000000001,108.744,108.7,108.742,0.042,-0.002,0.044000000000000004,267,171.5,44.28754911,-0.039038929,0,44.56159322,0.029892024,-104.38378829999999,-1.604457609,-1.30833616,1.214141414,-0.011856331000000001,-0.004592849,-0.007263481,6,40,0
2021-03-22 06:45:00+00:00,108.742,108.756,108.72399999999999,108.75,0.013999999999999999,-0.018000000000000002,0.032,284,178.55,46.07459056,-0.033595,0,43.54124254,0.030042593,-71.02633969,-1.521849218,-1.604457609,1.214141414,-0.011545843,-0.005827949,-0.005717894,6,45,0
2021-03-22 06:50:00+00:00,108.75,108.76,108.744,108.75200000000001,0.01,-0.006,0.016,259,186.25,46.53629717,-0.028456429,0,46.48197027,0.029039551,-56.89149561,-1.227858026,-1.521849218,1.214141414,-0.011011463,-0.006853295,-0.004158168,6,50,0
2021-03-22 06:55:00+00:00,108.75200000000001,108.76700000000001,108.728,108.764,0.015,-0.024,0.039,269,192.65,49.33903227,-0.021836071000000002,0,55.14202651,0.029751012,-3.8192234289999996,-0.980937407,-1.227858026,1.214141414,-0.009510036999999999,-0.007755799,-0.001754238,6,55,0
2021-03-22 07:00:00+00:00,108.764,108.774,108.73100000000001,108.766,0.01,-0.033,0.043,378,203.15,49.81127212,-0.016425356999999998,0,56.04255993,0.030697368,7.957559677000001,-0.616551984,-0.980937407,1.214141414,-0.008065786,-0.008498595,0.00043280900000000004,7,0,0
2021-03-22 07:05:00+00:00,108.766,108.77,108.72200000000001,108.734,0.004,-0.044000000000000004,0.048,428,219.8,42.9178923,-0.017334286,0,56.70703107,0.03193327,-115.70928559999999,-0.298020907,-0.616551984,1.214141414,-0.009395038,-0.009178705,-0.00021633400000000002,7,5,0
2021-03-22 07:10:00+00:00,108.734,108.766,108.726,108.73,0.032,-0.008,0.04,245,228.35,42.13297944,-0.018936071000000002,0,55.67404317,0.032509465,-114.9425287,-0.047506908,-0.298020907,1.214141414,-0.010648498000000001,-0.009952633,-0.000695865,7,10,0
2021-03-22 07:15:00+00:00,108.73,108.734,108.664,108.676,0.004,-0.066,0.07,461,249.0,33.28329438,-0.030080713999999998,0,45.53368035,0.035187361,-241.37931040000004,-0.292249904,-0.047506908,1.214141414,-0.015816895,-0.011012835,-0.00480406,7,15,0
2021-03-22 07:20:00+00:00,108.676,108.714,108.676,108.714,0.038,0.0,0.038,195,254.6,42.44476141,-0.032603214,0,47.56981048,0.035388262999999996,-109.4360692,-0.7030480090000001,-0.292249904,1.214141414,-0.016654621,-0.011611612,-0.005043009,7,20,0
2021-03-22 07:25:00+00:00,108.714,108.719,108.686,108.69200000000001,0.005,-0.027999999999999997,0.033,222,259.8,39.09740376,-0.039162142999999996,0,45.55439965,0.035217673,-143.65671640000002,-1.018104362,-0.7030480090000001,1.214141414,-0.018876148,-0.012391592,-0.006484556,7,25,0
2021-03-22 07:30:00+00:00,108.69200000000001,108.706,108.67200000000001,108.68,0.013999999999999999,-0.02,0.034,185,263.8,37.3663828,-0.045379643,0,41.08831355,0.035130697,-147.22742490000002,-1.4175830790000001,-1.018104362,1.214141414,-0.021358812999999997,-0.013481922,-0.007876891,7,30,0
2021-03-22 07:35:00+00:00,108.68,108.68,108.654,108.666,0.0,-0.026000000000000002,0.026000000000000002,196,260.2,35.39733419,-0.049321786,0,37.48542686,0.034478504,-155.30303030000002,-1.843679915,-1.4175830790000001,1.214141414,-0.024177325,-0.014944796000000002,-0.009232529,7,35,0
2021-03-22 07:40:00+00:00,108.666,108.71799999999999,108.666,108.708,0.052000000000000005,0.0,0.052000000000000005,160,250.65,44.79573475,-0.045842142999999995,0,45.44682096,0.035730039,-56.70217488,-1.7537811319999999,-1.843679915,1.214141414,-0.022759607999999997,-0.01641697,-0.006342638,7,40,0
