time,open,high,low,close,"open ,highÇÃç∑Ç™0.008 à»è„","open ,lowÇÃç∑Ç™0.008 à»è„","open ,highÇÃç∑Ç™0.006à»è„","open ,lowÇÃç∑Ç™0.006à»è„","open ,highÇÃç∑Ç™0.005à»è„","open ,lowÇÃç∑Ç™0.005à»è„",Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Plot,Plot.1,Oscillator,ATR,CCI,Fisher,Trigger,Plot.2,MACD,Signal Line,Histogram,time(hour),time(minute),time(weekday),y_rate,y_rate_2h,y_rate_4h
2021-03-24 00:30:00+00:00,108.596,108.633,108.595,108.633,1.0,0.0,1.0,0.0,1.0,0.0,108.61125,108.63600000000001,108.5425,646.0,319.75,53.62150148,-0.017195,0.0,47.93848593,0.045383562999999995,94.98587571,-0.335558829,-0.853341795,0.29304314,-0.017010625,-0.018401491000000002,0.0013908660000000002,0,30,2,108.60700000000001,108.522,108.47399999999999
2021-03-24 00:45:00+00:00,108.633,108.64399999999999,108.606,108.60700000000001,1.0,1.0,1.0,1.0,1.0,1.0,108.61191670000001,108.64399999999999,108.55066670000001,617.0,324.95,49.9404722,-0.008104286,0.0,41.03649353,0.044856165,31.13941967,0.245055033,-0.335558829,0.29304314,-0.01434756,-0.018489532,0.004141972,0,45,2,108.585,108.476,108.508
2021-03-24 01:00:00+00:00,108.60700000000001,108.62299999999999,108.584,108.585,1.0,1.0,1.0,1.0,1.0,1.0,108.61191670000001,108.64399999999999,108.5565,546.0,331.75,47.00034982,-0.002143214,0.0,42.55718791,0.044437868,-18.53155055,0.6124065470000001,0.245055033,0.29304314,-0.013852593,-0.018684617,0.004832025,1,0,2,108.55799999999999,108.508,108.51799999999999
2021-03-24 01:15:00+00:00,108.585,108.59,108.558,108.55799999999999,0.0,1.0,0.0,1.0,1.0,1.0,108.61191670000001,108.63233329999998,108.5565,526.0,346.4,43.60724570000001,-0.005129643,0.0,44.00350957,0.043549449000000004,-78.47174559999999,0.623946114,0.6124065470000001,0.29304314,-0.01546078,-0.019280436,0.003819656,1,15,2,108.522,108.52,108.53399999999999
2021-03-24 01:30:00+00:00,108.55799999999999,108.56200000000001,108.492,108.522,0.0,1.0,0.0,1.0,0.0,1.0,108.60916670000002,108.63133329999998,108.54266670000001,814.0,377.15,39.51141412,-0.013255000000000001,0.0,43.56298939,0.045438774,-136.3359708,0.219752602,0.623946114,0.29304314,-0.01941636,-0.019749115,0.000332755,1,30,2,108.476,108.47399999999999,108.568
2021-03-24 01:45:00+00:00,108.522,108.522,108.454,108.476,0.0,1.0,0.0,1.0,0.0,1.0,108.608375,108.63608329999998,108.53316670000001,929.0,409.65,34.98914155,-0.027797143,0.0,38.5832655,0.04705029,-181.7415138,-0.30382765899999997,0.219752602,0.29304314,-0.025963707000000003,-0.020139432,-0.005824275,1,45,2,108.508,108.508,108.538
2021-03-24 02:00:00+00:00,108.476,108.51,108.452,108.508,1.0,1.0,1.0,1.0,1.0,1.0,108.616,108.63600000000001,108.524,830.0,450.35,40.12329543,-0.033778929,0.0,43.309835299999996,0.047832412000000005,-109.2908783,-0.833239898,-0.30382765899999997,0.29304314,-0.028244806,-0.020357543999999998,-0.007887261999999999,2,0,2,108.52,108.51799999999999,108.51899999999999
2021-03-24 02:15:00+00:00,108.508,108.524,108.483,108.52,1.0,1.0,1.0,1.0,1.0,1.0,108.616,108.63600000000001,108.516,698.0,482.7,41.97393586,-0.034956429,0.0,43.69557215,0.047344383,-80.54342552,-1.147772788,-0.833239898,0.29304314,-0.028752847999999998,-0.020650977,-0.008101872,2,15,2,108.47399999999999,108.53399999999999,108.508
2021-03-24 02:30:00+00:00,108.52,108.52,108.474,108.47399999999999,0.0,1.0,0.0,1.0,0.0,1.0,108.616,108.63600000000001,108.516,417.0,501.5,37.224381,-0.042182143,0.0,41.28650711,0.047248355,-131.6828131,-1.39301013,-1.147772788,0.29304314,-0.032492735,-0.02172689,-0.010765845,2,30,2,108.508,108.568,108.51700000000001
2021-03-24 02:45:00+00:00,108.47399999999999,108.516,108.474,108.508,1.0,0.0,1.0,0.0,1.0,0.0,108.512,108.596,108.476,434.0,519.4,42.41137441,-0.043705357,0.0,48.84131332,0.046873473,-75.40239819,-1.599618371,-1.39301013,0.29304314,-0.032340308,-0.023430187999999998,-0.008910119000000001,2,45,2,108.51799999999999,108.538,108.49600000000001
2021-03-24 03:00:00+00:00,108.508,108.538,108.507,108.51799999999999,1.0,0.0,1.0,0.0,1.0,0.0,108.512,108.596,108.476,476.0,536.9,43.88012204,-0.043805714,0.0,51.43657536,0.045739653,-55.2049329,-1.4734063919999998,-1.599618371,0.29304314,-0.031054613,-0.025286528,-0.0057680859999999995,3,0,2,108.53399999999999,108.51899999999999,108.51299999999999
2021-03-24 03:15:00+00:00,108.51799999999999,108.535,108.51,108.53399999999999,1.0,0.0,1.0,1.0,1.0,1.0,108.512,108.596,108.476,521.0,557.8,46.24252507,-0.039472857,0.0,55.48261906,0.044258249000000006,-27.50161886,-1.195376665,-1.4734063919999998,0.29304314,-0.028417051000000002,-0.026904801000000002,-0.00151225,3,15,2,108.568,108.508,108.516
2021-03-24 03:30:00+00:00,108.53399999999999,108.575,108.531,108.568,1.0,0.0,1.0,0.0,1.0,0.0,108.512,108.588,108.476,749.0,587.8,50.96616467,-0.028674643,0.0,61.57538871,0.044239803,29.27301318,-0.555094224,-1.195376665,0.29304314,-0.023314493,-0.027777436000000003,0.004462943,3,30,2,108.538,108.51700000000001,108.536
2021-03-24 03:45:00+00:00,108.568,108.568,108.526,108.538,0.0,1.0,0.0,1.0,0.0,1.0,108.512,108.58,108.476,781.0,618.7,47.03863374,-0.0224675,0.0,53.67722779,0.044079817,-13.48952787,0.035846026,-0.555094224,0.29304314,-0.021444232,-0.028002755,0.006558523,3,45,2,108.51899999999999,108.49600000000001,108.54
2021-03-24 04:00:00+00:00,108.538,108.546,108.508,108.51899999999999,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.58,108.476,448.0,624.3,44.68974438,-0.018274286,0.0,47.11859514,0.043645544,-41.76634769,0.32198514699999997,0.035846026,0.29304314,-0.021250219,-0.027479034,0.006228815,4,0,2,108.508,108.51299999999999,108.50399999999999
2021-03-24 04:15:00+00:00,108.51899999999999,108.522,108.496,108.508,0.0,1.0,0.0,1.0,0.0,1.0,108.512,108.58,108.476,232.0,615.7,43.34039476,-0.023482142999999997,0.0,52.75454250000001,0.042385148,-58.65102639,0.18797662199999998,0.32198514699999997,0.29304314,-0.02173354,-0.02675556,0.00502202,4,15,2,108.51700000000001,108.516,108.5
2021-03-24 04:30:00+00:00,108.508,108.51700000000001,108.498,108.51700000000001,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.572,108.476,212.0,601.85,44.80871779,-0.030562857000000002,0.0,53.58152426,0.040714781,-42.89889533,-0.07735265200000001,0.18797662199999998,0.29304314,-0.021146585,-0.02591042,0.004763834000000001,4,30,2,108.49600000000001,108.536,108.52
2021-03-24 04:45:00+00:00,108.51700000000001,108.51700000000001,108.468,108.49600000000001,0.0,1.0,0.0,1.0,0.0,1.0,108.512,108.572,108.476,301.0,587.05,42.06920198,-0.040129286,0.0,56.29630499,0.041306582,-79.25072046,-0.515489891,-0.07735265200000001,0.29304314,-0.022120947999999998,-0.024757999,0.0026370509999999996,4,45,2,108.51299999999999,108.54,108.53399999999999
2021-03-24 05:00:00+00:00,108.49600000000001,108.52799999999999,108.493,108.51299999999999,1.0,0.0,1.0,0.0,1.0,0.0,108.512,108.572,108.476,281.0,552.05,45.00065618,-0.041273929,0.0,54.70235179,0.040856112,-42.85294981,-0.7187553659999999,-0.515489891,0.29304314,-0.021276121000000002,-0.023528645,0.002252524,5,0,2,108.516,108.50399999999999,108.583
2021-03-24 05:15:00+00:00,108.51299999999999,108.51899999999999,108.5,108.516,0.0,1.0,1.0,1.0,1.0,1.0,108.512,108.572,108.476,195.0,532.65,45.52453586,-0.036971786,0.0,54.14662386,0.039294961,-32.38778394,-0.823272654,-0.7187553659999999,0.29304314,-0.020132441,-0.02231507,0.0021826289999999997,5,15,2,108.536,108.5,108.626
2021-03-24 05:30:00+00:00,108.516,108.55799999999999,108.513,108.536,1.0,0.0,1.0,0.0,1.0,0.0,108.512,108.572,108.476,332.0,516.95,49.011441600000005,-0.024345357,0.0,55.16401341,0.039702464,27.22484438,-0.563993216,-0.823272654,0.29304314,-0.017411523999999998,-0.021092233999999998,0.00368071,5,30,2,108.54,108.52,108.624
2021-03-24 05:45:00+00:00,108.536,108.57,108.517,108.54,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.572,108.484,393.0,505.75,49.70483575,-0.011644643,0.0,54.69440863,0.040652287999999995,57.63784774,-0.09347644199999999,-0.563993216,0.29304314,-0.014762241,-0.020141983999999998,0.005379742,5,45,2,108.50399999999999,108.53399999999999,108.602
2021-03-24 06:00:00+00:00,108.54,108.568,108.486,108.50399999999999,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.572,108.484,727.0,514.8,43.91639822,-0.005687856999999999,0.0,49.27521695,0.043605696,-58.4305514,0.199419779,-0.09347644199999999,0.29304314,-0.015390156,-0.019469308,0.004079152,6,0,2,108.5,108.583,108.598
2021-03-24 06:15:00+00:00,108.50399999999999,108.52,108.468,108.5,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.572,108.484,535.0,515.25,43.31283674,-0.00193,0.0,48.9176219,0.044205289,-67.85137318,-0.050320479,0.199419779,0.29304314,-0.016025815,-0.018888818999999998,0.002863004,6,15,2,108.52,108.626,108.654
2021-03-24 06:30:00+00:00,108.5,108.524,108.486,108.52,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.572,108.484,312.0,490.15,47.21880494,0.002256071,0.0,52.36269197,0.043762054,18.84952876,-0.299876844,-0.050320479,0.29304314,-0.014745766,-0.0181124,0.0033666340000000003,6,30,2,108.53399999999999,108.624,108.66799999999999
2021-03-24 06:45:00+00:00,108.52,108.546,108.502,108.53399999999999,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.564,108.484,321.0,459.75,49.82504088,0.0045092859999999995,0.0,53.60588372,0.04377905,72.50967969,-0.252211935,-0.299876844,0.29304314,-0.012458026,-0.017147004,0.004688978,6,45,2,108.583,108.602,108.637
2021-03-24 07:00:00+00:00,108.53399999999999,108.594,108.526,108.583,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.564,108.484,596.0,448.05,57.69815501,0.015826429,0.0,56.24292992,0.045509118,228.75447519999997,0.141842301,-0.252211935,0.29304314,-0.006614834,-0.015424103,0.008809269,7,0,2,108.626,108.598,108.661
2021-03-24 07:15:00+00:00,108.583,108.64,108.565,108.626,1.0,1.0,1.0,1.0,1.0,1.0,108.512,108.572,108.484,814.0,453.85,63.16106063,0.032358213999999996,0.0,60.62711692,0.04761561,275.3988245,0.627384707,0.141842301,0.29304314,0.001468748,-0.012896895,0.014365643,7,15,2,108.624,108.654,108.68
2021-03-24 07:30:00+00:00,108.626,108.656,108.612,108.624,1.0,1.0,1.0,1.0,1.0,1.0,108.51575,108.5795,108.4775,706.0,468.3,62.75512255,0.041086786,0.0,59.41759955,0.047357352000000005,220.07674219999998,1.121869964,0.627384707,0.29304314,0.007625756,-0.009812651,0.017438407,7,30,2,108.602,108.66799999999999,108.646
2021-03-24 07:45:00+00:00,108.624,108.63600000000001,108.588,108.602,1.0,1.0,1.0,1.0,1.0,1.0,108.51575,108.588,108.4775,892.0,491.2,58.31525583,0.046701429,0.0,61.62569694,0.047403255,136.3138286,1.3794059669999998,1.121869964,0.29304314,0.010607733999999999,-0.0066994,0.017307134,7,45,2,108.598,108.637,108.635
2021-03-24 08:00:00+00:00,108.602,108.618,108.576,108.598,1.0,1.0,1.0,1.0,1.0,1.0,108.51575,108.5965,108.486,632.0,499.0,57.51845468,0.051027143,0.0,60.86970656,0.047017308,106.840134,1.394351498,1.3794059669999998,0.29304314,0.012504068,-0.00366981,0.016173878,8,0,2,108.654,108.661,108.706
2021-03-24 08:15:00+00:00,108.598,108.654,108.582,108.654,1.0,1.0,1.0,1.0,1.0,1.0,108.51575,108.5965,108.486,766.0,511.25,64.77502186,0.065865357,0.0,64.98023756,0.04880178599999999,170.9317585,1.4925969609999998,1.394351498,0.29304314,0.018314538999999998,7.515600000000001e-05,0.018239383,8,15,2,108.66799999999999,108.68,108.745
2021-03-24 08:30:00+00:00,108.654,108.71799999999999,108.652,108.66799999999999,1.0,0.0,1.0,0.0,1.0,0.0,108.51295829999998,108.60716670000001,108.48525,1152.0,531.4,66.32376412,0.081840357,0.0,59.69614717,0.05003023,160.0905105,1.774495844,1.4925969609999998,0.29304314,0.023774998999999998,0.0044974690000000005,0.01927753,8,30,2,108.637,108.646,108.71799999999999
2021-03-24 08:45:00+00:00,108.66799999999999,108.69200000000001,108.63,108.637,1.0,1.0,1.0,1.0,1.0,1.0,108.51295829999998,108.60716670000001,108.48525,683.0,526.5,60.02993915,0.087739286,0.0,51.8751126,0.050885214000000005,100.1945525,1.8593998790000001,1.774495844,0.29304314,0.025309263,0.008948026999999999,0.016361235,8,45,2,108.661,108.635,108.73200000000001
2021-03-24 09:00:00+00:00,108.637,108.665,108.618,108.661,1.0,1.0,1.0,1.0,1.0,1.0,108.51295829999998,108.60716670000001,108.48525,698.0,539.0,62.96046309,0.094826786,0.0,51.87745762,0.050607699000000006,113.84178229999999,1.626895145,1.8593998790000001,0.29304314,0.028137426,0.013458633000000001,0.014678793,9,0,2,108.68,108.706,108.71600000000001
2021-03-24 09:15:00+00:00,108.661,108.704,108.652,108.68,1.0,1.0,1.0,1.0,1.0,1.0,108.51295829999998,108.60716670000001,108.48525,588.0,556.8,65.13953085,0.102126786,0.0,53.68863207,0.05070714900000001,120.4840104,1.64485607,1.626895145,0.29304314,0.031548239,0.017698975,0.013849263999999998,9,15,2,108.646,108.745,108.682
2021-03-24 09:30:00+00:00,108.68,108.68799999999999,108.634,108.646,0.0,1.0,1.0,1.0,1.0,1.0,108.51295829999998,108.61825,108.48525,926.0,592.5,58.50640003,0.101512857,0.0,53.39914392,0.050942352,73.92031367,1.525675706,1.64485607,0.29304314,0.031148752999999998,0.020996752999999996,0.010152,9,30,2,108.635,108.71799999999999,108.686
2021-03-24 09:45:00+00:00,108.646,108.68,108.63,108.635,1.0,1.0,1.0,1.0,1.0,1.0,108.51295829999998,108.61825,108.48525,567.0,605.8,56.50176907,0.09496821400000001,0.0,49.08390289,0.050875040999999996,55.57060718,1.327332768,1.525675706,0.29304314,0.029603302,0.023438702000000002,0.006164599000000001,9,45,2,108.706,108.73200000000001,108.65799999999999
2021-03-24 10:00:00+00:00,108.635,108.708,108.626,108.706,1.0,1.0,1.0,1.0,1.0,1.0,108.51295829999998,108.61825,108.48525,756.0,629.55,64.86884690000001,0.101235,0.0,50.78021803,0.053098253,129.0129013,1.264404032,1.327332768,0.29304314,0.033718936,0.026006613999999997,0.007712322,10,0,2,108.745,108.71600000000001,108.665
2021-03-24 10:15:00+00:00,108.706,108.757,108.706,108.745,1.0,0.0,1.0,0.0,1.0,0.0,108.5091875,108.62991670000001,108.490125,690.0,654.3,68.45792877,0.110389286,0.0,55.1880052,0.052948378,157.2497307,1.480491403,1.264404032,0.29304314,0.039670285,0.029025082,0.010645203,10,15,2,108.71799999999999,108.682,108.67299999999999
2021-03-24 10:30:00+00:00,108.745,108.74799999999999,108.713,108.71799999999999,0.0,1.0,0.0,1.0,0.0,1.0,108.5091875,108.62991670000001,108.490125,431.0,659.25,63.61265498,0.113680714,0.0,55.63010816,0.051666351,115.44743899999999,1.798731796,1.480491403,0.29304314,0.041727094,0.031626477,0.010100617,10,30,2,108.73200000000001,108.686,108.704
2021-03-24 10:45:00+00:00,108.71799999999999,108.744,108.7,108.73200000000001,1.0,1.0,1.0,1.0,1.0,1.0,108.5091875,108.62991670000001,108.490125,382.0,658.7,64.99609403,0.118298214,0.0,53.90680768,0.051118754,121.54891059999999,1.961133517,1.798731796,0.29304314,0.043979841,0.03387146,0.010108381,10,45,2,108.71600000000001,108.65799999999999,108.69200000000001
2021-03-24 11:00:00+00:00,108.73200000000001,108.73200000000001,108.679,108.71600000000001,0.0,1.0,0.0,1.0,0.0,1.0,108.5091875,108.642625,108.490125,530.0,648.85,62.090650100000005,0.114937143,0.0,56.16241308,0.051253129,95.90752890000002,1.784411595,1.961133517,0.29304314,0.043967265,0.035944571,0.008022694,11,0,2,108.682,108.665,108.75200000000001
2021-03-24 11:15:00+00:00,108.71600000000001,108.72200000000001,108.667,108.682,0.0,1.0,1.0,1.0,1.0,1.0,108.5091875,108.642625,108.490125,515.0,647.85,56.32834982,0.1021875,0.0,56.29910124,0.051520762000000005,46.882619299999995,1.385877086,1.784411595,0.29304314,0.04074411,0.037345314,0.003398796,11,15,2,108.686,108.67299999999999,108.89200000000001
2021-03-24 11:30:00+00:00,108.682,108.711,108.677,108.686,1.0,0.0,1.0,0.0,1.0,0.0,108.5091875,108.642625,108.490125,355.0,650.0,56.8358759,0.08979071400000001,0.0,57.92301476,0.05026927900000001,45.76998051,1.016523245,1.385877086,0.29304314,0.038073615,0.038070356,3.2589599999999994e-06,11,30,2,108.65799999999999,108.704,108.9
2021-03-24 11:45:00+00:00,108.686,108.694,108.645,108.65799999999999,0.0,1.0,1.0,1.0,1.0,1.0,108.5091875,108.642625,108.490125,385.0,653.2,52.25770672,0.071223214,0.0,47.62581365,0.050178617,-8.801778504,0.512898592,1.016523245,0.29304314,0.03331384,0.038310921,-0.004997081,11,45,2,108.665,108.69200000000001,108.882
2021-03-24 12:00:00+00:00,108.65799999999999,108.67399999999999,108.639,108.665,1.0,1.0,1.0,1.0,1.0,1.0,108.5091875,108.642625,108.490125,527.0,649.75,53.27110345,0.055775357000000005,0.0,47.6418097,0.04909443,-3.9340293539999998,-0.082896533,0.512898592,0.29304314,0.029763432000000003,0.038328713,-0.008565281,12,0,2,108.67299999999999,108.75200000000001,108.87200000000001
2021-03-24 12:15:00+00:00,108.665,108.686,108.64,108.67299999999999,1.0,1.0,1.0,1.0,1.0,1.0,108.5091875,108.642625,108.490125,529.0,635.5,54.46080546,0.044759642999999995,0.0,53.24864367,0.048873399000000005,7.848128115,-0.579904468,-0.082896533,0.29304314,0.027280765,0.037613361,-0.010332596,12,15,2,108.704,108.89200000000001,108.89200000000001
2021-03-24 12:30:00+00:00,108.67299999999999,108.706,108.646,108.704,1.0,1.0,1.0,1.0,1.0,1.0,108.5091875,108.65533329999998,108.490125,696.0,635.0,58.83444545,0.039298928999999996,0.0,56.86402062,0.049668156,66.17092359,-0.820237949,-0.579904468,0.29304314,0.027497699,0.036260851000000004,-0.008763153000000001,12,30,2,108.69200000000001,108.9,108.898
2021-03-24 12:45:00+00:00,108.704,108.71600000000001,108.679,108.69200000000001,1.0,1.0,1.0,1.0,1.0,1.0,108.5091875,108.65533329999998,108.490125,610.0,620.9,56.56956762,0.029347500000000002,0.0,53.90312337,0.048763287999999995,33.45111896,-0.657252097,-0.820237949,0.29304314,0.026397032,0.034557511,-0.008160479,12,45,2,108.75200000000001,108.882,108.90799999999999
2021-03-24 13:00:00+00:00,108.69200000000001,108.774,108.692,108.75200000000001,1.0,0.0,1.0,0.0,1.0,0.0,108.512375,108.65325,108.47883329999999,900.0,634.3,64.02636196,0.0286025,0.0,60.73499638,0.051137339000000004,157.4896388,-0.159315208,-0.657252097,0.29304314,0.03002019,0.033006439,-0.0029862490000000003,13,0,2,108.89200000000001,108.87200000000001,108.87799999999999
2021-03-24 13:15:00+00:00,108.75200000000001,108.904,108.746,108.89200000000001,1.0,0.0,1.0,1.0,1.0,1.0,108.51791670000001,108.65916670000001,108.48966670000001,1315.0,661.75,74.86890044,0.04998607099999999,0.0,71.25441583,0.058770385999999994,336.27095210000004,0.395511779,-0.159315208,0.29304314,0.043684827,0.032975057,0.01070977,13,15,2,108.9,108.89200000000001,108.887
2021-03-24 13:30:00+00:00,108.89200000000001,108.95700000000001,108.878,108.9,1.0,1.0,1.0,1.0,1.0,1.0,108.52564579999999,108.66241670000001,108.49408329999999,1612.0,684.75,75.32653973,0.06799321400000001,0.0,67.42880561,0.060215358,258.80758810000003,0.9332015090000001,0.395511779,2.975543478,0.054531083,0.034506942,0.020024141000000002,13,30,2,108.882,108.898,108.87200000000001
2021-03-24 13:45:00+00:00,108.9,108.912,108.858,108.882,1.0,1.0,1.0,1.0,1.0,1.0,108.52564579999999,108.68345829999998,108.49408329999999,1233.0,712.25,72.14326017,0.077348929,0.0,64.9827377,0.05977140400000001,186.2148856,1.272811221,0.9332015090000001,2.3977401130000002,0.060971528,0.037051155,0.023920372999999998,13,45,2,108.87200000000001,108.90799999999999,108.82
2021-03-24 14:00:00+00:00,108.882,108.891,108.841,108.87200000000001,1.0,1.0,1.0,1.0,1.0,1.0,108.52564579999999,108.68345829999998,108.49408329999999,855.0,720.1,70.36419976,0.084584286,0.0,64.90418323,0.059073447,143.26588999999998,1.406512161,1.272811221,2.323943662,0.064524907,0.040519051,0.024005856000000002,14,0,2,108.89200000000001,108.87799999999999,108.80799999999999
2021-03-24 14:15:00+00:00,108.87200000000001,108.932,108.863,108.89200000000001,1.0,1.0,1.0,1.0,1.0,1.0,108.52564579999999,108.68345829999998,108.49408329999999,932.0,737.3,71.85888879999999,0.095601429,0.0,60.24203937,0.059782485999999996,135.10340469999997,1.593709952,1.406512161,2.025145068,0.068169009,0.044786337999999995,0.023382672,14,15,2,108.898,108.887,108.76
2021-03-24 14:30:00+00:00,108.89200000000001,108.944,108.89,108.898,1.0,0.0,1.0,0.0,1.0,0.0,108.52564579999999,108.7045,108.49408329999999,808.0,731.4,72.31008124,0.10242214300000001,0.0,57.55987158,0.059369452,118.2795699,1.9107004019999998,1.593709952,2.209562564,0.070725852,0.04961357,0.021112283,14,30,2,108.90799999999999,108.87200000000001,108.764
2021-03-24 14:45:00+00:00,108.898,108.935,108.887,108.90799999999999,1.0,1.0,1.0,1.0,1.0,1.0,108.52564579999999,108.7045,108.49408329999999,859.0,746.0,73.0846397,0.107439286,0.0,55.82554476,0.058557347999999995,107.59163819999999,2.2119706530000003,1.9107004019999998,2.470652174,0.072720805,0.054638359000000004,0.018082446000000002,14,45,2,108.87799999999999,108.82,108.811
2021-03-24 15:00:00+00:00,108.90799999999999,108.914,108.866,108.87799999999999,0.0,1.0,1.0,1.0,1.0,1.0,108.52564579999999,108.7045,108.49408329999999,737.0,745.05,67.02719443,0.11090250000000001,0.0,45.075344,0.057803252,74.29941003,2.207975977,2.2119706530000003,2.515916575,0.071061913,0.059601124000000005,0.011460788999999999,15,0,2,108.887,108.80799999999999,108.81299999999999
2021-03-24 15:15:00+00:00,108.87799999999999,108.902,108.872,108.887,1.0,0.0,1.0,1.0,1.0,1.0,108.52564579999999,108.7045,108.49408329999999,414.0,731.25,67.88709632,0.118014286,0.0,46.96912413,0.055817305,72.04646348,1.877887171,2.207975977,2.3499480790000002,0.069670338,0.064006696,0.005663641999999999,15,15,2,108.87200000000001,108.76,108.78399999999999
2021-03-24 15:30:00+00:00,108.887,108.91799999999999,108.87,108.87200000000001,1.0,1.0,1.0,1.0,1.0,1.0,108.52564579999999,108.72554170000001,108.49408329999999,540.0,736.7,64.85148369,0.1190125,0.0,42.65062997,0.05525892599999999,55.49193129,1.441076525,1.877887171,2.2218905469999997,0.066589527,0.066551662,3.78642e-05,15,30,2,108.82,108.764,108.786
